HHID,case_id,ea_id,reside,stratum,hh_wgt,qx_type,hh_a01,hh_a02,hh_a02b,hh_a11,hh_a13,hh_a22_1,hh_a22_2,hh_a23_1,hh_a23a_1,hh_a23b_1,hh_a23c_1,hh_a23_2,hh_a23a_2,hh_a23b_2,hh_a23c_2,hh_a25_1,hh_a25_2,hh_a26_1,hh_a26a_1,hh_a26b_1,hh_a26c_1,hh_a26_2,hh_a26a_2,hh_a26b_2,hh_a26c_2,hh_a31_1,hh_a31_2,hh_a32_1,hh_a32a_1,hh_a32b_1,hh_a32c_1,hh_a32_2,hh_a32a_2,hh_a32b_2,hh_a32c_2,hh_a34_1,hh_a34_2,hh_a35_1,hh_a35a_1,hh_a35b_1,hh_a35c_1,hh_a35_2,hh_a35a_2,hh_a35b_2,hh_a35c_2,hh_g09,hh_m00,hh_o00,hh_s01,hh_w01,int_outcome_1,int_outcome_2
2050,301076240086,30107624,rural,South - Rural,1388.8053,Panel B,Mangochi,7,Katuli,Yes,Dwelling found but no HH member could be found,101,101,10jun2010,10,6,2010,09oct2010,9,10,2010,100,150,10jun2010,10,6,2010,10oct2010,10,10,2010,109,109,13jun2010,13,6,2010,13oct2010,13,10,2010,7,7,07mar2011,7,3,2011,07mar2011,7,3,2011,No,Yes,No,No,No,Complete,Complete
2048,301076240091,30107624,rural,South - Rural,1388.8053,Panel B,Mangochi,7,Katuli,No,,101,101,09jun2010,9,6,2010,10oct2010,10,10,2010,100,150,09jun2010,9,6,2010,11oct2010,11,10,2010,109,109,12jun2010,12,6,2010,13oct2010,13,10,2010,7,7,07mar2011,7,3,2011,08mar2011,8,3,2011,No,Yes,No,No,No,Complete,Complete
2058,301076240102,30107624,rural,South - Rural,1388.8053,Panel B,Mangochi,7,Katuli,No,,103,103,09jun2010,9,6,2010,09oct2010,9,10,2010,100,150,09jun2010,9,6,2010,10oct2010,10,10,2010,109,109,12jun2010,12,6,2010,14oct2010,14,10,2010,7,7,07mar2011,7,3,2011,08mar2011,8,3,2011,No,Yes,No,No,No,Complete,Complete
2052,301076240113,30107624,rural,South - Rural,1388.8053,Panel B,Mangochi,7,Katuli,No,,102,102,09jun2010,9,6,2010,09oct2010,9,10,2010,100,150,09jun2010,9,6,2010,10oct2010,10,10,2010,109,109,12jun2010,12,6,2010,13oct2010,13,10,2010,7,7,07mar2011,7,3,2011,08mar2011,8,3,2011,Yes,Yes,Yes,No,No,Complete,Complete
2065,301084010009,30108401,rural,South - Rural,806.71808,Panel A,Mangochi,8,Makanjila,No,,103,103,24mar2010,24,3,2010,06sep2010,6,9,2010,100,100,25mar2010,25,3,2010,06sep2010,6,9,2010,109,109,13apr2010,13,4,2010,08sep2010,8,9,2010,7,5,02mar2011,2,3,2011,04mar2011,4,3,2011,No,Yes,No,No,No,Complete,Complete
2061,301084010010,30108401,rural,South - Rural,806.71808,Panel A,Mangochi,8,Makanjila,No,,104,104,24mar2010,24,3,2010,06sep2010,6,9,2010,100,100,25mar2010,25,3,2010,06sep2010,6,9,2010,109,109,14apr2010,14,4,2010,08sep2010,8,9,2010,7,5,02mar2011,2,3,2011,04mar2011,4,3,2011,No,Yes,No,No,Yes,Complete,Complete
2077,301084010012,30108401,rural,South - Rural,806.71808,Panel A,Mangochi,8,Makanjila,No,,103,103,22mar2010,22,3,2010,06sep2010,6,9,2010,100,100,24mar2010,24,3,2010,06sep2010,6,9,2010,109,109,13apr2010,13,4,2010,08sep2010,8,9,2010,7,5,02mar2011,2,3,2011,04mar2011,4,3,2011,No,Yes,No,No,Yes,Complete,Complete
2075,301084010037,30108401,rural,South - Rural,806.71808,Panel A,Mangochi,8,Makanjila,No,,103,103,24mar2010,24,3,2010,06sep2010,6,9,2010,100,100,25mar2010,25,3,2010,06sep2010,6,9,2010,109,109,13apr2010,13,4,2010,08sep2010,8,9,2010,7,5,02mar2011,2,3,2011,04mar2011,4,3,2011,No,Yes,No,No,No,Complete,Complete
2067,301084010039,30108401,rural,South - Rural,806.71808,Panel A,Mangochi,8,Makanjila,No,,101,101,23mar2010,23,3,2010,23mar2010,23,3,2010,100,100,25mar2010,25,3,2010,06sep2010,6,9,2010,109,49,13apr2010,13,4,2010,13apr2010,13,4,2010,7,23,01mar2011,1,3,2011,01mar2011,1,3,2011,No,Yes,No,No,No,Complete,Complete
2079,301084010064,30108401,rural,South - Rural,806.71808,Panel A,Mangochi,8,Makanjila,No,,102,102,24mar2010,24,3,2010,06sep2010,6,9,2010,100,100,25mar2010,25,3,2010,06sep2010,6,9,2010,109,109,13apr2010,13,4,2010,08sep2010,8,9,2010,7,5,01mar2011,1,3,2011,04mar2011,4,3,2011,Yes,Yes,No,No,No,Complete,Complete
2059,301084010070,30108401,rural,South - Rural,806.71808,Panel A,Mangochi,8,Makanjila,Yes,Dwelling found but no HH member could be found,104,104,25mar2010,25,3,2010,06sep2010,6,9,2010,100,100,24mar2010,24,3,2010,06sep2010,6,9,2010,109,109,13apr2010,13,4,2010,08sep2010,8,9,2010,7,5,02mar2010,2,3,2010,04mar2011,4,3,2011,No,Yes,No,No,Yes,Complete,Complete
2063,301084010099,30108401,rural,South - Rural,806.71808,Panel A,Mangochi,8,Makanjila,Yes,Dwelling found but no HH member could be found,102,102,25mar2010,25,3,2010,06sep2010,6,9,2010,100,100,24mar2010,24,3,2010,06sep2010,6,9,2010,109,109,13apr2010,13,4,2010,08sep2010,8,9,2010,7,7,01mar2011,1,3,2011,01mar2011,1,3,2011,No,Yes,No,No,No,Complete,Complete
2071,301084010104,30108401,rural,South - Rural,806.71808,Panel A,Mangochi,8,Makanjila,No,,102,102,24mar2010,24,3,2010,06sep2010,6,9,2010,100,100,25mar2010,25,3,2010,06sep2010,6,9,2010,109,109,13apr2010,13,4,2010,08sep2010,8,9,2010,7,7,01mar2011,1,3,2011,02mar2011,2,3,2011,Yes,Yes,No,No,No,Complete,Complete
2051,301084010139,30108401,rural,South - Rural,806.71808,Panel A,Mangochi,8,Makanjila,No,,101,101,22mar2010,22,3,2010,06sep2010,6,9,2010,100,100,24mar2010,24,3,2010,06sep2010,6,9,2010,109,109,13apr2010,13,4,2010,08sep2010,8,9,2010,7,7,01mar2011,1,3,2011,02mar2011,2,3,2011,Yes,Yes,No,No,No,Complete,Complete
2057,301084010150,30108401,rural,South - Rural,806.71808,Panel A,Mangochi,8,Makanjila,No,,104,104,23mar2010,23,3,2010,06sep2010,6,9,2010,100,100,24mar2010,24,3,2010,06sep2010,6,9,2010,109,109,13apr2010,13,4,2010,08sep2010,8,9,2010,7,5,02mar2011,2,3,2011,04mar2011,4,3,2011,Yes,Yes,Yes,No,No,Complete,Complete
2073,301084010167,30108401,rural,South - Rural,806.71808,Panel A,Mangochi,8,Makanjila,No,,102,102,23mar2010,23,3,2010,06sep2010,6,9,2010,100,100,24mar2010,24,3,2010,06sep2010,6,9,2010,109,109,13apr2010,13,4,2010,08sep2010,8,9,2010,7,7,02mar2011,2,3,2011,02mar2011,2,3,2011,No,Yes,No,No,No,Complete,Complete
2069,301084010179,30108401,rural,South - Rural,806.71808,Panel A,Mangochi,8,Makanjila,No,,103,103,23mar2010,23,3,2010,06sep2010,6,9,2010,100,100,25mar2010,25,3,2010,06sep2010,6,9,2010,109,109,13apr2010,13,4,2010,08sep2010,8,9,2010,7,5,02mar2011,2,3,2011,04mar2011,4,3,2011,No,Yes,Yes,No,Yes,Complete,Complete
2049,301084010219,30108401,rural,South - Rural,806.71808,Panel A,Mangochi,8,Makanjila,Yes,Dwelling found but no HH member could be found,101,101,23mar2010,23,3,2010,06sep2010,6,9,2010,100,100,25mar2010,25,3,2010,06sep2010,6,9,2010,109,109,13apr2010,13,4,2010,08sep2010,8,9,2010,7,5,01feb2011,1,2,2011,04mar2011,4,3,2011,No,Yes,Yes,No,Yes,Complete,Complete
2053,301084010268,30108401,rural,South - Rural,806.71808,Panel A,Mangochi,8,Makanjila,No,,104,104,24mar2010,24,3,2010,06sep2010,6,9,2010,100,100,24mar2010,24,3,2010,06sep2010,6,9,2010,109,109,14apr2010,14,4,2010,08sep2010,8,9,2010,7,5,02mar2011,2,3,2011,04mar2011,4,3,2011,Yes,Yes,No,No,Yes,Complete,Complete
2055,301084010274,30108401,rural,South - Rural,806.71808,Panel A,Mangochi,8,Makanjila,Yes,Dwelling found but respondent refused,101,101,25mar2010,25,3,2010,06sep2010,6,9,2010,100,100,25mar2010,25,3,2010,06sep2010,6,9,2010,109,109,13apr2010,13,4,2010,08sep2010,8,9,2010,7,7,01mar2011,1,3,2011,02mar2011,2,3,2011,Yes,Yes,Yes,No,No,Complete,Complete
2082,301097240008,30109724,rural,South - Rural,1278.4246,Panel B,Mangochi,9,S/C Namabvi,No,,103,103,11apr2010,11,4,2010,22jul2010,22,7,2010,100,100,13apr2010,13,4,2010,22jul2010,22,7,2010,109,109,15apr2010,15,4,2010,24jul2010,24,7,2010,8,12,29sep2010,29,9,2010,22jan2011,22,1,2011,No,Yes,No,No,Yes,Complete,Complete
2086,301097240036,30109724,rural,South - Rural,1278.4246,Panel B,Mangochi,9,S/C Namabvi,No,,104,104,11apr2010,11,4,2010,22jul2010,22,7,2010,100,100,14apr2010,14,4,2010,22jul2010,22,7,2010,109,109,15apr2010,15,4,2010,25jul2010,25,7,2010,8,12,28sep2010,28,9,2010,24jan2011,24,1,2011,Yes,Yes,No,No,No,Complete,Complete
2074,301097240038,30109724,rural,South - Rural,1278.4246,Panel B,Mangochi,9,S/C Namabvi,No,,101,101,11apr2010,11,4,2010,22jul2010,22,7,2010,100,100,13apr2010,13,4,2010,22jul2010,22,7,2010,109,109,15apr2010,15,4,2010,25jul2010,25,7,2010,8,12,29sep2010,29,9,2010,24jan2011,24,1,2011,Yes,Yes,Yes,No,No,Complete,Complete
2088,301097240090,30109724,rural,South - Rural,1278.4246,Panel B,Mangochi,9,S/C Namabvi,No,,103,103,10apr2010,10,4,2010,22jul2010,22,7,2010,100,100,13apr2010,13,4,2010,22jul2010,22,7,2010,109,109,15apr2010,15,4,2010,24jul2010,24,7,2010,8,12,29sep2010,29,9,2010,24jan2011,24,1,2011,No,Yes,Yes,No,No,Complete,Complete
2078,301097240117,30109724,rural,South - Rural,1278.4246,Panel B,Mangochi,9,S/C Namabvi,No,,102,102,11apr2010,11,4,2010,22jul2010,22,7,2010,100,100,13apr2010,13,4,2010,22jul2010,22,7,2010,109,109,15apr2010,15,4,2010,25jul2010,25,7,2010,8,12,29sep2010,29,9,2010,24jan2011,24,1,2011,No,Yes,No,No,No,Complete,Complete
2068,301097240145,30109724,rural,South - Rural,1278.4246,Panel B,Mangochi,9,S/C Namabvi,No,,102,102,10apr2010,10,4,2010,23jul2010,23,7,2010,100,100,13apr2010,13,4,2010,23jul2010,23,7,2010,109,109,15apr2010,15,4,2010,24jul2010,24,7,2010,8,12,29sep2010,29,9,2010,22jan2011,22,1,2011,No,Yes,No,No,No,Complete,Complete
2072,301097240199,30109724,rural,South - Rural,1278.4246,Panel B,Mangochi,9,S/C Namabvi,No,,102,102,10apr2010,10,4,2010,23jul2010,23,7,2010,100,100,13apr2010,13,4,2010,23jul2010,23,7,2010,109,109,15apr2010,15,4,2010,24jul2010,24,7,2010,8,12,29sep2010,29,9,2010,21jan2011,21,1,2011,No,Yes,No,No,No,Complete,Complete
2066,301097240226,30109724,rural,South - Rural,1278.4246,Panel B,Mangochi,9,S/C Namabvi,No,,104,104,10apr2010,10,4,2010,23jul2010,23,7,2010,100,100,14apr2010,14,4,2010,23jul2010,23,7,2010,109,109,15apr2010,15,4,2010,24jul2010,24,7,2010,8,12,28sep2010,28,9,2010,21jan2011,21,1,2011,No,Yes,No,No,No,Complete,Complete
2084,301097240254,30109724,rural,South - Rural,1278.4246,Panel B,Mangochi,9,S/C Namabvi,No,,103,103,10apr2010,10,4,2010,23jul2010,23,7,2010,100,100,13apr2010,13,4,2010,23jul2010,23,7,2010,109,109,15apr2010,15,4,2010,25jul2010,25,7,2010,8,12,29sep2010,29,9,2010,24jan2011,24,1,2011,No,Yes,No,No,No,Complete,Complete
2076,301097240308,30109724,rural,South - Rural,1278.4246,Panel B,Mangochi,9,S/C Namabvi,No,,102,102,11apr2010,11,4,2010,22jul2010,22,7,2010,100,100,13apr2010,13,4,2010,22jul2010,22,7,2010,109,109,15apr2010,15,4,2010,25jul2010,25,7,2010,8,12,29sep2010,29,9,2010,24jan2011,24,1,2011,No,Yes,No,No,No,Complete,Complete
2080,301097240335,30109724,rural,South - Rural,1278.4246,Panel B,Mangochi,9,S/C Namabvi,No,,104,104,10apr2010,10,4,2010,22jul2010,22,7,2010,100,100,14apr2010,14,4,2010,22jul2010,22,7,2010,109,109,15apr2010,15,4,2010,25jul2010,25,7,2010,8,12,29sep2010,29,9,2010,24jan2011,24,1,2011,No,Yes,No,No,No,Complete,Complete
2062,301097240363,30109724,rural,South - Rural,1278.4246,Panel B,Mangochi,9,S/C Namabvi,No,,101,101,10apr2010,10,4,2010,23jul2010,23,7,2010,100,100,13apr2010,13,4,2010,23jul2010,23,7,2010,109,109,15apr2010,15,4,2010,24jul2010,24,7,2010,8,12,29sep2010,29,9,2010,22jan2011,22,1,2011,No,Yes,Yes,No,No,Complete,Complete
2092,301097240417,30109724,rural,South - Rural,1278.4246,Panel B,Mangochi,9,S/C Namabvi,No,,103,103,10apr2010,10,4,2010,23jul2010,23,7,2010,100,100,13apr2010,13,4,2010,23jul2010,23,7,2010,109,109,15apr2010,15,4,2010,24jul2010,24,7,2010,8,12,29sep2010,29,9,2010,22jan2011,22,1,2011,No,Yes,No,No,No,Complete,Complete
2064,301097240444,30109724,rural,South - Rural,1278.4246,Panel B,Mangochi,9,S/C Namabvi,No,,101,101,10apr2010,10,4,2010,23jul2010,23,7,2010,100,100,13apr2010,13,4,2010,23jul2010,23,7,2010,109,109,15apr2010,15,4,2010,24jul2010,24,7,2010,8,12,29sep2010,29,9,2010,22jan2011,22,1,2011,No,Yes,No,No,No,Complete,Complete
2070,301097240471,30109724,rural,South - Rural,1278.4246,Panel B,Mangochi,9,S/C Namabvi,No,,101,101,10apr2010,10,4,2010,22jul2010,22,7,2010,100,100,13apr2010,13,4,2010,22jul2010,22,7,2010,109,109,15apr2010,15,4,2010,25jul2010,25,7,2010,8,12,29sep2010,29,9,2010,24jan2011,24,1,2011,Yes,Yes,No,No,No,Complete,Complete
2090,301097240526,30109724,rural,South - Rural,1278.4246,Panel B,Mangochi,9,S/C Namabvi,No,,104,104,10apr2010,10,4,2010,23jul2010,23,7,2010,100,100,14apr2010,14,4,2010,23jul2010,23,7,2010,109,109,15apr2010,15,4,2010,24jul2010,24,7,2010,8,12,29sep2010,29,9,2010,15apr2010,15,4,2010,No,Yes,No,No,No,Complete,Complete
2103,302022520003,30202252,rural,South - Rural,1256.6995,Panel A,Machinga,2,S/C Sitola,Yes,Dwelling found but no HH member could be found,104,104,05jul2010,5,7,2010,09sep2010,9,9,2010,100,100,05jul2010,5,7,2010,10sep2010,10,9,2010,109,109,07jul2010,7,7,2010,13sep2010,13,9,2010,10,12,04dec2010,4,12,2010,04jan2011,4,1,2011,Yes,Yes,No,No,No,Complete,Complete
2085,302022520008,30202252,rural,South - Rural,1256.6995,Panel A,Machinga,2,S/C Sitola,No,,102,102,05jul2010,5,7,2010,09sep2010,9,9,2010,100,100,05jul2010,5,7,2010,10sep2010,10,9,2010,109,109,08jul2010,8,7,2010,13sep2010,13,9,2010,10,12,04dec2010,4,12,2010,04jan2011,4,1,2011,No,Yes,No,No,No,Complete,Complete
2087,302022520019,30202252,rural,South - Rural,1256.6995,Panel A,Machinga,2,S/C Sitola,No,,104,104,05jul2010,5,7,2010,09sep2010,9,9,2010,100,100,09jul2010,9,7,2010,09sep2010,9,9,2010,109,109,07jul2010,7,7,2010,09sep2010,9,9,2010,10,12,04dec2010,4,12,2010,04jan2011,4,1,2011,No,Yes,No,No,No,Complete,Complete
2105,302022520033,30202252,rural,South - Rural,1256.6995,Panel A,Machinga,2,S/C Sitola,No,,102,102,05jul2010,5,7,2010,09sep2010,9,9,2010,100,100,05jul2010,5,7,2010,10sep2010,10,9,2010,109,109,07jul2010,7,7,2010,13sep2010,13,9,2010,10,12,04dec2010,4,12,2010,04jan2011,4,1,2011,Yes,Yes,No,No,No,Complete,Complete
2097,302022520049,30202252,rural,South - Rural,1256.6995,Panel A,Machinga,2,S/C Sitola,No,,102,102,06jul2010,6,7,2010,09sep2010,9,9,2010,100,100,06jul2010,6,7,2010,10sep2010,10,9,2010,109,109,08jul2010,8,7,2010,13sep2010,13,9,2010,10,12,04dec2010,4,12,2010,04jan2011,4,1,2011,No,Yes,No,No,No,Complete,Complete
2109,302022520088,30202252,rural,South - Rural,1256.6995,Panel A,Machinga,2,S/C Sitola,No,,101,101,06jul2010,6,7,2010,09sep2010,9,9,2010,100,100,06jul2010,6,7,2010,10sep2010,10,9,2010,109,109,08jul2010,8,7,2010,13sep2010,13,9,2010,10,12,04dec2010,4,12,2010,04jan2011,4,1,2011,No,Yes,No,No,No,Complete,Complete
2081,302022520117,30202252,rural,South - Rural,1256.6995,Panel A,Machinga,2,S/C Sitola,No,,103,103,05jul2010,5,7,2010,09sep2010,9,9,2010,100,100,05jul2010,5,7,2010,10sep2010,10,9,2010,109,109,06jul2010,6,7,2010,13sep2010,13,9,2010,10,12,04dec2010,4,12,2010,05jan2011,5,1,2011,No,Yes,No,No,No,Complete,Complete
2091,302022520119,30202252,rural,South - Rural,1256.6995,Panel A,Machinga,2,S/C Sitola,No,,101,101,05jul2010,5,7,2010,09sep2010,9,9,2010,100,100,05jul2010,5,7,2010,10sep2010,10,9,2010,109,109,06jul2010,6,7,2010,13sep2010,13,9,2010,10,12,04dec2010,4,12,2010,04jan2011,4,1,2011,No,Yes,Yes,No,No,Complete,Complete
2093,302022520121,30202252,rural,South - Rural,1256.6995,Panel A,Machinga,2,S/C Sitola,No,,101,101,05jul2010,5,7,2010,09sep2010,9,9,2010,100,100,05jul2010,5,7,2010,09sep2010,9,9,2010,109,109,06jul2010,6,7,2010,13sep2010,13,9,2010,10,12,04dec2010,4,12,2010,04jan2011,4,1,2011,No,Yes,No,No,No,Complete,Complete
2089,302022520126,30202252,rural,South - Rural,1256.6995,Panel A,Machinga,2,S/C Sitola,No,,103,103,05jul2010,5,7,2010,09sep2010,9,9,2010,100,100,05jul2010,5,7,2010,10sep2010,10,9,2010,109,109,06jul2010,6,7,2010,13sep2010,13,9,2010,10,12,04dec2010,4,12,2010,04jan2011,4,1,2011,No,Yes,Yes,Yes,No,Complete,Complete
2111,302022520153,30202252,rural,South - Rural,1256.6995,Panel A,Machinga,2,S/C Sitola,No,,104,104,06jul2010,6,7,2010,09sep2010,9,9,2010,100,100,06jul2010,6,7,2010,10sep2010,10,9,2010,109,109,07jul2010,7,7,2010,13sep2010,13,9,2010,10,12,04dec2010,4,12,2010,04jan2011,4,1,2011,No,Yes,Yes,No,No,Complete,Complete
2095,302022520158,30202252,rural,South - Rural,1256.6995,Panel A,Machinga,2,S/C Sitola,No,,103,103,06jul2010,6,7,2010,09sep2010,9,9,2010,100,100,06jul2010,6,7,2010,09sep2010,9,9,2010,109,109,08jul2010,8,7,2010,09sep2010,9,9,2010,10,12,06dec2010,6,12,2010,04jan2011,4,1,2011,No,Yes,No,No,No,Complete,Complete
2107,302022520173,30202252,rural,South - Rural,1256.6995,Panel A,Machinga,2,S/C Sitola,No,,102,102,06jul2010,6,7,2010,09sep2010,9,9,2010,100,100,06jul2010,6,7,2010,10sep2010,10,9,2010,109,109,07jul2010,7,7,2010,13sep2010,13,9,2010,10,12,04dec2010,4,12,2010,04jan2011,4,1,2011,Yes,Yes,No,No,No,Complete,Complete
2083,302022520180,30202252,rural,South - Rural,1256.6995,Panel A,Machinga,2,S/C Sitola,No,,101,101,06jul2010,6,7,2010,09sep2010,9,9,2010,100,100,06jul2010,6,7,2010,10sep2010,10,9,2010,109,109,08jul2010,8,7,2010,13sep2010,13,9,2010,10,12,04dec2010,4,12,2010,04jan2011,4,1,2011,No,Yes,Yes,No,No,Complete,Complete
2101,302022520185,30202252,rural,South - Rural,1256.6995,Panel A,Machinga,2,S/C Sitola,No,,103,103,06jul2010,6,7,2010,09sep2010,9,9,2010,100,100,06jul2010,6,7,2010,06jul2010,6,7,2010,109,109,08jul2010,8,7,2010,08jul2010,8,7,2010,10,12,06dec2010,6,12,2010,04jan2011,4,1,2011,No,Yes,No,No,No,Complete,Complete
2099,302022520205,30202252,rural,South - Rural,1256.6995,Panel A,Machinga,2,S/C Sitola,No,,104,104,06jul2010,6,7,2010,09sep2010,9,9,2010,100,100,06jul2010,6,7,2010,10sep2010,10,9,2010,109,109,08jul2010,8,7,2010,13sep2010,13,9,2010,10,12,06dec2010,6,12,2010,04jan2011,4,1,2011,Yes,Yes,No,No,No,Complete,Complete
2098,302063410009,30206341,rural,South - Rural,1403.3412,Panel B,Machinga,6,S/C Mlomba,No,,101,101,29may2010,29,5,2010,24aug2010,24,8,2010,100,100,29may2010,29,5,2010,24aug2010,24,8,2010,109,109,03may2010,3,5,2010,26aug2010,26,8,2010,7,11,29sep2010,29,9,2010,18jan2011,18,1,2011,No,Yes,No,Yes,No,Complete,Complete
2118,302063410019,30206341,rural,South - Rural,1403.3412,Panel B,Machinga,6,S/C Mlomba,No,,103,103,29may2010,29,5,2010,24aug2010,24,8,2010,100,100,29may2010,29,5,2010,24aug2010,24,8,2010,109,109,31may2010,31,5,2010,27aug2010,27,8,2010,7,11,29sep2010,29,9,2010,19jan2011,19,1,2011,No,Yes,No,No,No,Complete,Complete
2116,302063410028,30206341,rural,South - Rural,1403.3412,Panel B,Machinga,6,S/C Mlomba,No,,101,101,29may2010,29,5,2010,24aug2010,24,8,2010,100,100,29may2010,29,5,2010,24aug2010,24,8,2010,109,109,03may2010,3,5,2010,26aug2010,26,8,2010,7,11,29sep2010,29,9,2010,18jan2011,18,1,2011,No,Yes,Yes,No,No,Complete,Complete
2106,302063410037,30206341,rural,South - Rural,1403.3412,Panel B,Machinga,6,S/C Mlomba,No,,103,103,29may2010,29,5,2010,24aug2010,24,8,2010,100,100,29may2010,29,5,2010,24aug2010,24,8,2010,109,109,03may2010,3,5,2010,26aug2010,26,8,2010,7,11,29sep2010,29,9,2010,19jan2011,19,1,2011,No,Yes,No,No,No,Complete,Complete
2122,302063410054,30206341,rural,South - Rural,1403.3412,Panel B,Machinga,6,S/C Mlomba,No,,103,103,29may2010,29,5,2010,25aug2010,25,8,2010,100,100,29may2010,29,5,2010,25aug2010,25,8,2010,109,109,31may2010,31,5,2010,27aug2010,27,8,2010,7,11,29sep2010,29,9,2010,19jan2011,19,1,2011,No,Yes,Yes,No,No,Complete,Complete
2100,302063410063,30206341,rural,South - Rural,1403.3412,Panel B,Machinga,6,S/C Mlomba,No,,101,101,29may2010,29,5,2010,25aug2010,25,8,2010,100,100,29may2010,29,5,2010,25aug2010,25,8,2010,109,109,03may2010,3,5,2010,27aug2010,27,8,2010,7,11,29sep2010,29,9,2010,19jan2011,19,1,2011,No,Yes,No,No,No,Complete,Complete
2094,302063410072,30206341,rural,South - Rural,1403.3412,Panel B,Machinga,6,S/C Mlomba,No,,102,102,29may2010,29,5,2010,25aug2010,25,8,2010,100,100,29may2010,29,5,2010,25aug2010,25,8,2010,109,109,31may2010,31,5,2010,27aug2010,27,8,2010,7,11,29sep2010,29,9,2010,19jan2011,19,1,2011,No,Yes,No,No,No,Complete,Complete
2124,302063410081,30206341,rural,South - Rural,1403.3412,Panel B,Machinga,6,S/C Mlomba,No,,104,104,29may2010,29,5,2010,25aug2010,25,8,2010,100,100,29may2010,29,5,2010,28aug2010,28,8,2010,109,109,03may2010,3,5,2010,27aug2010,27,8,2010,7,11,30sep2010,30,9,2010,19jan2011,19,1,2011,No,Yes,No,No,No,Complete,Complete
2112,302063410099,30206341,rural,South - Rural,1403.3412,Panel B,Machinga,6,S/C Mlomba,No,,101,101,29may2010,29,5,2010,25aug2010,25,8,2010,100,100,29may2010,29,5,2010,25aug2010,25,8,2010,109,109,31may2010,31,5,2010,27aug2010,27,8,2010,7,11,29sep2010,29,9,2010,19jan2011,19,1,2011,No,Yes,No,No,No,Complete,Complete
2114,302063410107,30206341,rural,South - Rural,1403.3412,Panel B,Machinga,6,S/C Mlomba,No,,103,103,29may2010,29,5,2010,25aug2010,25,8,2010,100,100,29may2010,29,5,2010,25aug2010,25,8,2010,109,109,03may2010,3,5,2010,27aug2010,27,8,2010,7,11,29sep2010,29,9,2010,19jan2011,19,1,2011,No,Yes,No,No,No,Complete,Complete
2110,302063410116,30206341,rural,South - Rural,1403.3412,Panel B,Machinga,6,S/C Mlomba,No,,102,102,29may2010,29,5,2010,24aug2010,24,8,2010,100,100,29may2010,29,5,2010,24aug2010,24,8,2010,109,109,31may2010,31,5,2010,26aug2010,26,8,2010,7,11,30sep2010,30,9,2010,19jan2011,19,1,2011,No,Yes,No,No,Yes,Complete,Complete
2102,302063410125,30206341,rural,South - Rural,1403.3412,Panel B,Machinga,6,S/C Mlomba,No,,104,104,29may2010,29,5,2010,24aug2010,24,8,2010,100,100,29may2010,29,5,2010,24aug2010,24,8,2010,109,109,01jun2010,1,6,2010,26aug2010,26,8,2010,7,11,30sep2010,30,9,2010,19jan2011,19,1,2011,Yes,Yes,No,No,No,Complete,Complete
2108,302063410143,30206341,rural,South - Rural,1403.3412,Panel B,Machinga,6,S/C Mlomba,No,,104,104,29may2010,29,5,2010,24aug2010,24,8,2010,100,100,29may2010,29,5,2010,24aug2010,24,8,2010,109,109,01jun2010,1,6,2010,26aug2010,26,8,2010,7,11,30sep2010,30,9,2010,19jan2011,19,1,2011,No,Yes,No,No,No,Complete,Complete
2120,302063410152,30206341,rural,South - Rural,1403.3412,Panel B,Machinga,6,S/C Mlomba,No,,104,104,29may2010,29,5,2010,25aug2010,25,8,2010,100,100,29may2010,29,5,2010,25aug2010,25,8,2010,109,109,01jun2010,1,6,2010,27aug2010,27,8,2010,7,11,30sep2010,30,9,2010,20jan2011,20,1,2011,No,Yes,No,No,No,Complete,Complete
2096,302063410161,30206341,rural,South - Rural,1403.3412,Panel B,Machinga,6,S/C Mlomba,No,,102,102,29may2010,29,5,2010,24aug2010,24,8,2010,100,100,29may2010,29,5,2010,24aug2010,24,8,2010,109,109,01jun2010,1,6,2010,26aug2010,26,8,2010,7,11,30sep2010,30,9,2010,19jan2011,19,1,2011,Yes,Yes,No,No,No,Complete,Complete
2104,302063410178,30206341,rural,South - Rural,1403.3412,Panel B,Machinga,6,S/C Mlomba,No,,102,102,29may2010,29,5,2010,25aug2010,25,8,2010,100,100,29may2010,29,5,2010,25aug2010,25,8,2010,109,109,01jun2010,1,6,2010,27aug2010,27,8,2010,7,11,30sep2010,30,9,2010,20jan2011,20,1,2011,No,Yes,No,No,Yes,Complete,Complete
2119,302065720001,30206572,rural,South - Rural,1372.3015,Panel A,Machinga,6,S/C Mlomba,No,,102,102,18may2010,18,5,2010,13sep2010,13,9,2010,100,100,18may2010,18,5,2010,14sep2010,14,9,2010,109,109,27may2010,27,5,2010,15sep2010,15,9,2010,12,12,06dec2010,6,12,2010,20dec2010,20,12,2010,Yes,Yes,No,No,No,Complete,Complete
2113,302065720004,30206572,rural,South - Rural,1372.3015,Panel A,Machinga,6,S/C Mlomba,No,,102,102,19may2010,19,5,2010,13sep2010,13,9,2010,100,100,19may2010,19,5,2010,14sep2010,14,9,2010,109,109,27may2010,27,5,2010,15sep2010,15,9,2010,12,12,06dec2010,6,12,2010,20dec2010,20,12,2010,Yes,Yes,No,Yes,No,Complete,Complete
