HHID,case_id,ea_id,reside,stratum,hh_wgt,qx_type,hh_a01,hh_a02,hh_a02b,hh_a11,hh_a13,hh_a22_1,hh_a22_2,hh_a23_1,hh_a23a_1,hh_a23b_1,hh_a23c_1,hh_a23_2,hh_a23a_2,hh_a23b_2,hh_a23c_2,hh_a25_1,hh_a25_2,hh_a26_1,hh_a26a_1,hh_a26b_1,hh_a26c_1,hh_a26_2,hh_a26a_2,hh_a26b_2,hh_a26c_2,hh_a31_1,hh_a31_2,hh_a32_1,hh_a32a_1,hh_a32b_1,hh_a32c_1,hh_a32_2,hh_a32a_2,hh_a32b_2,hh_a32c_2,hh_a34_1,hh_a34_2,hh_a35_1,hh_a35a_1,hh_a35b_1,hh_a35c_1,hh_a35_2,hh_a35a_2,hh_a35b_2,hh_a35c_2,hh_g09,hh_m00,hh_o00,hh_s01,hh_w01,int_outcome_1,int_outcome_2
2,101015620053,10101562,rural,North - Rural,345.05539,Panel B,Chitipa,1,Mwabulambya,No,,12,12,05jul2010,5,7,2010,19oct2010,19,10,2010,10,10,05jul2010,5,7,2010,19oct2010,19,10,2010,19,19,10jul2010,10,7,2010,20oct2010,20,10,2010,13,11,11dec2010,11,12,2010,11feb2011,11,2,2011,Yes,Yes,No,No,No,Complete,Complete
8,101015620064,10101562,rural,North - Rural,345.05539,Panel B,Chitipa,1,Mwabulambya,Yes,Dwelling found but no HH member could be found,14,24,06jul2010,6,7,2010,20oct2010,20,10,2010,10,10,07jul2010,7,7,2010,20oct2010,20,10,2010,19,19,10jul2010,10,7,2010,20oct2010,20,10,2010,13,11,11dec2010,11,12,2010,11feb2011,11,2,2011,Yes,Yes,No,No,Yes,Complete,Complete
18,101015620075,10101562,rural,North - Rural,345.05539,Panel B,Chitipa,1,Mwabulambya,No,,11,11,05jul2010,5,7,2010,19oct2010,19,10,2010,10,10,06jul2010,6,7,2010,19oct2010,19,10,2010,19,19,10jul2010,10,7,2010,20oct2010,20,10,2010,13,11,11dec2010,11,12,2010,11feb2011,11,2,2011,Yes,Yes,No,No,No,Complete,Complete
16,101015620086,10101562,rural,North - Rural,345.05539,Panel B,Chitipa,1,Mwabulambya,No,,11,11,05jul2010,5,7,2010,19oct2010,19,10,2010,10,10,06jul2010,6,7,2010,19oct2010,19,10,2010,19,19,10jul2010,10,7,2010,20oct2010,20,10,2010,13,11,13dec2010,13,12,2010,11feb2011,11,2,2011,No,Yes,No,No,No,Complete,Complete
26,101015620096,10101562,rural,North - Rural,345.05539,Panel B,Chitipa,1,Mwabulambya,No,,11,11,06jul2010,6,7,2010,20oct2010,20,10,2010,10,10,06jul2010,6,7,2010,20oct2010,20,10,2010,19,19,10jul2010,10,7,2010,20oct2010,20,10,2010,13,11,11dec2010,11,12,2010,11feb2011,11,2,2011,No,Yes,No,No,No,Complete,Complete
28,101015620118,10101562,rural,North - Rural,345.05539,Panel B,Chitipa,1,Mwabulambya,Yes,Dwelling found but no HH member could be found,11,11,06jul2010,6,7,2010,20oct2010,20,10,2010,10,10,06jul2010,6,7,2010,20oct2010,20,10,2010,19,19,10jul2010,10,7,2010,20oct2010,20,10,2010,13,11,11dec2010,11,12,2010,11feb2011,11,2,2011,No,Yes,No,No,Yes,Complete,Complete
32,101015620140,10101562,rural,North - Rural,345.05539,Panel B,Chitipa,1,Mwabulambya,No,,14,24,05jul2010,5,7,2010,19oct2010,19,10,2010,10,10,06jul2010,6,7,2010,19oct2010,19,10,2010,19,19,10jul2010,10,7,2010,20oct2010,20,10,2010,13,11,11dec2010,11,12,2010,11feb2011,11,2,2011,No,Yes,No,No,No,Complete,Complete
12,101015620162,10101562,rural,North - Rural,345.05539,Panel B,Chitipa,1,Mwabulambya,No,,14,24,05jul2010,5,7,2010,19oct2010,19,10,2010,10,10,05jul2010,5,7,2010,19oct2010,19,10,2010,19,19,10jul2010,10,7,2010,21oct2010,21,10,2010,13,11,13dec2010,13,12,2010,12feb2011,12,2,2011,Yes,Yes,Yes,No,No,Complete,Complete
4,101015620184,10101562,rural,North - Rural,345.05539,Panel B,Chitipa,1,Mwabulambya,No,,13,13,06jul2010,6,7,2010,20oct2010,20,10,2010,10,10,07jul2010,7,7,2010,20oct2010,20,10,2010,19,19,10jul2010,10,7,2010,20oct2010,20,10,2010,13,11,11dec2010,11,12,2010,11feb2011,11,2,2011,No,Yes,Yes,Yes,No,Complete,Complete
22,101015620195,10101562,rural,North - Rural,345.05539,Panel B,Chitipa,1,Mwabulambya,No,,13,13,05jul2010,5,7,2010,19oct2010,19,10,2010,10,10,05jul2010,5,7,2010,19oct2010,19,10,2010,19,19,10jul2010,10,7,2010,20oct2010,20,10,2010,13,11,11dec2010,11,12,2010,11feb2011,11,2,2011,No,Yes,No,No,No,Complete,Complete
14,101015620205,10101562,rural,North - Rural,345.05539,Panel B,Chitipa,1,Mwabulambya,No,,12,12,06jul2010,6,7,2010,20oct2010,20,10,2010,10,10,06jul2010,6,7,2010,20oct2010,20,10,2010,19,19,10jul2010,10,7,2010,20oct2010,20,10,2010,13,11,13dec2010,13,12,2010,12feb2011,12,2,2011,No,Yes,Yes,No,No,Complete,Complete
24,101015620227,10101562,rural,North - Rural,345.05539,Panel B,Chitipa,1,Mwabulambya,No,,13,13,06jul2010,6,7,2010,20oct2010,20,10,2010,10,10,07jul2010,7,7,2010,20oct2010,20,10,2010,19,19,10jul2010,10,7,2010,21oct2010,21,10,2010,13,11,13dec2010,13,12,2010,12jan2011,12,1,2011,No,Yes,Yes,Yes,No,Complete,Complete
79,101020040001,10102004,rural,North - Rural,585.94122,Panel A,Chitipa,2,Mwenemisuku,No,,11,11,05may2010,5,5,2010,28sep2010,28,9,2010,10,10,10may2010,10,5,2010,28sep2010,28,9,2010,19,19,26may2010,26,5,2010,28sep2010,28,9,2010,9,9,25nov2010,25,11,2010,23dec2010,23,12,2010,No,Yes,No,No,No,Complete,Complete
87,101020040008,10102004,rural,North - Rural,585.94122,Panel A,Chitipa,2,Mwenemisuku,No,,14,14,05may2010,5,5,2010,28sep2010,28,9,2010,10,10,07may2010,7,5,2010,28sep2010,28,9,2010,19,19,21may2010,21,5,2010,28sep2010,28,9,2010,9,9,24nov2010,24,11,2010,23dec2010,23,12,2010,No,Yes,No,No,No,Complete,Complete
89,101020040012,10102004,rural,North - Rural,585.94122,Panel A,Chitipa,2,Mwenemisuku,No,,12,12,06may2010,6,5,2010,28sep2010,28,9,2010,10,10,06may2010,6,5,2010,28sep2010,28,9,2010,19,19,26may2010,26,5,2010,28sep2010,28,9,2010,9,9,26nov2010,26,11,2010,23dec2010,23,12,2010,No,Yes,Yes,No,No,Complete,Complete
85,101020040015,10102004,rural,North - Rural,585.94122,Panel A,Chitipa,2,Mwenemisuku,No,,14,14,07may2010,7,5,2010,28sep2010,28,9,2010,10,10,09may2010,9,5,2010,28sep2010,28,9,2010,19,19,19may2010,19,5,2010,28sep2010,28,9,2010,1,9,23nov2010,23,11,2010,23dec2010,23,12,2010,No,Yes,No,No,No,Complete,Complete
83,101020040028,10102004,rural,North - Rural,585.94122,Panel A,Chitipa,2,Mwenemisuku,No,,14,14,06may2010,6,5,2010,28sep2010,28,9,2010,10,10,07may2010,7,5,2010,28sep2010,28,9,2010,19,19,19may2010,19,5,2010,28sep2010,28,9,2010,1,9,23nov2010,23,11,2010,22dec2010,22,12,2010,No,Yes,No,No,No,Complete,Complete
75,101020040031,10102004,rural,North - Rural,585.94122,Panel A,Chitipa,2,Mwenemisuku,No,,11,11,05may2010,5,5,2010,28sep2010,28,9,2010,10,10,09may2010,9,5,2010,28sep2010,28,9,2010,19,19,26may2010,26,5,2010,28sep2010,28,9,2010,9,9,26may2010,26,5,2010,23dec2010,23,12,2010,Yes,Yes,No,No,No,Complete,Complete
65,101020040034,10102004,rural,North - Rural,585.94122,Panel A,Chitipa,2,Mwenemisuku,No,,14,14,04may2010,4,5,2010,28sep2010,28,9,2010,10,10,04may2010,4,5,2010,28sep2010,28,9,2010,19,19,19may2010,19,5,2010,28sep2010,28,9,2010,9,9,23nov2010,23,11,2010,23dec2010,23,12,2010,Yes,Yes,No,No,Yes,Complete,Complete
93,101020040039,10102004,rural,North - Rural,585.94122,Panel A,Chitipa,2,Mwenemisuku,No,,11,11,04may2010,4,5,2010,28sep2010,28,9,2010,10,10,10may2010,10,5,2010,28sep2010,28,9,2010,19,19,26may2010,26,5,2010,28sep2010,28,9,2010,9,9,25nov2010,25,11,2010,23dec2010,23,12,2010,No,Yes,Yes,No,No,Complete,Complete
71,101020040042,10102004,rural,North - Rural,585.94122,Panel A,Chitipa,2,Mwenemisuku,No,,12,12,04may2010,4,5,2010,28sep2010,28,9,2010,10,10,06may2010,6,5,2010,28sep2010,28,9,2010,19,19,26may2010,26,5,2010,28sep2010,28,9,2010,9,9,25nov2010,25,11,2010,23dec2010,23,12,2010,No,Yes,Yes,No,No,Complete,Complete
69,101020040059,10102004,rural,North - Rural,585.94122,Panel A,Chitipa,2,Mwenemisuku,No,,11,11,06may2010,6,5,2010,28sep2010,28,9,2010,10,10,10may2010,10,5,2010,28sep2010,28,9,2010,19,19,26may2010,26,5,2010,28sep2010,28,9,2010,9,9,25nov2010,25,11,2010,23dec2010,23,12,2010,No,Yes,No,No,No,Complete,Complete
81,101020040061,10102004,rural,North - Rural,585.94122,Panel A,Chitipa,2,Mwenemisuku,No,,13,13,04may2010,4,5,2010,28sep2010,28,9,2010,10,10,08may2010,8,5,2010,28sep2010,28,9,2010,19,19,26may2010,26,5,2010,28sep2010,28,9,2010,9,9,26may2010,26,5,2010,23dec2010,23,12,2010,No,Yes,Yes,No,Yes,Complete,Complete
73,101020040093,10102004,rural,North - Rural,585.94122,Panel A,Chitipa,2,Mwenemisuku,No,,12,12,05may2010,5,5,2010,28sep2010,28,9,2010,10,10,07may2010,7,5,2010,28sep2010,28,9,2010,19,19,26may2010,26,5,2010,28sep2010,28,9,2010,9,9,25nov2010,25,11,2010,23dec2010,23,12,2010,No,Yes,No,No,No,Complete,Complete
67,101020040101,10102004,rural,North - Rural,585.94122,Panel A,Chitipa,2,Mwenemisuku,No,,13,13,05may2010,5,5,2010,28sep2010,28,9,2010,10,10,08may2010,8,5,2010,28sep2010,28,9,2010,19,19,21may2010,21,5,2010,28sep2010,28,9,2010,9,9,21may2010,21,5,2010,23dec2010,23,12,2010,No,Yes,No,Yes,No,Complete,Complete
91,101020040104,10102004,rural,North - Rural,585.94122,Panel A,Chitipa,2,Mwenemisuku,No,,13,13,06may2010,6,5,2010,28sep2010,28,9,2010,10,10,08may2010,8,5,2010,28sep2010,28,9,2010,19,19,26may2010,26,5,2010,28sep2010,28,9,2010,9,9,24nov2010,24,11,2010,23dec2010,23,12,2010,No,Yes,No,Yes,No,Complete,Complete
77,101020040121,10102004,rural,North - Rural,585.94122,Panel A,Chitipa,2,Mwenemisuku,No,,12,12,07may2010,7,5,2010,28sep2010,28,9,2010,10,10,08may2010,8,5,2010,28sep2010,28,9,2010,19,19,26may2010,26,5,2010,28sep2010,28,9,2010,9,9,26nov2010,26,11,2010,23dec2010,23,12,2010,No,Yes,No,No,No,Complete,Complete
95,101020040128,10102004,rural,North - Rural,585.94122,Panel A,Chitipa,2,Mwenemisuku,No,,13,13,07may2010,7,5,2010,28sep2010,28,9,2010,10,10,08may2010,8,5,2010,28sep2010,28,9,2010,19,19,26may2010,26,5,2010,28sep2010,28,9,2010,9,9,24nov2010,24,11,2010,23dec2010,23,12,2010,No,Yes,Yes,No,No,Complete,Complete
86,101034140003,10103414,rural,North - Rural,479.10611,Panel B,Chitipa,3,Mwenewenye,No,,11,11,14may2010,14,5,2010,23sep2010,23,9,2010,10,10,18may2010,18,5,2010,23sep2010,23,9,2010,19,19,20may2010,20,5,2010,24sep2010,24,9,2010,10,17,10jan2011,10,1,2011,31jan2011,31,1,2011,No,Yes,No,No,No,Complete,Complete
66,101034140009,10103414,rural,North - Rural,479.10611,Panel B,Chitipa,3,Mwenewenye,No,,11,11,14may2010,14,5,2010,23sep2010,23,9,2010,10,10,18may2010,18,5,2010,23sep2010,23,9,2010,19,19,20may2010,20,5,2010,24sep2010,24,9,2010,10,17,10jan2011,10,1,2011,01feb2011,1,2,2011,Yes,Yes,Yes,No,No,Complete,Complete
96,101034140020,10103414,rural,North - Rural,479.10611,Panel B,Chitipa,3,Mwenewenye,No,,11,11,15may2010,15,5,2010,22sep2010,22,9,2010,10,10,16may2010,16,5,2010,22sep2010,22,9,2010,19,19,20may2010,20,5,2010,24sep2010,24,9,2010,10,17,10jan2011,10,1,2011,01feb2011,1,2,2011,Yes,Yes,No,No,No,Complete,Complete
72,101034140025,10103414,rural,North - Rural,479.10611,Panel B,Chitipa,3,Mwenewenye,No,,11,11,15may2010,15,5,2010,22sep2010,22,9,2010,10,10,16may2010,16,5,2010,23sep2010,23,9,2010,19,19,20may2010,20,5,2010,24sep2010,24,9,2010,10,17,10jan2011,10,1,2011,01feb2011,1,2,2011,No,Yes,No,No,No,Complete,Complete
90,101034140031,10103414,rural,North - Rural,479.10611,Panel B,Chitipa,3,Mwenewenye,No,,11,13,14may2010,14,5,2010,22sep2010,22,9,2010,10,10,18may2010,18,5,2010,22sep2010,22,9,2010,19,19,21may2010,21,5,2010,24sep2010,24,9,2010,10,17,10jan2011,10,1,2011,01feb2011,1,2,2011,Yes,Yes,Yes,No,No,Complete,Complete
80,101034140042,10103414,rural,North - Rural,479.10611,Panel B,Chitipa,3,Mwenewenye,No,,11,13,15may2010,15,5,2010,22sep2010,22,9,2010,10,10,16may2010,16,5,2010,23sep2010,23,9,2010,19,19,21may2010,21,5,2010,24sep2010,24,9,2010,10,17,10jan2011,10,1,2011,01feb2011,1,2,2011,No,Yes,Yes,Yes,Yes,Complete,Complete
92,101034140047,10103414,rural,North - Rural,479.10611,Panel B,Chitipa,3,Mwenewenye,No,,14,14,15may2010,15,5,2010,23sep2010,23,9,2010,10,10,17may2010,17,5,2010,23sep2010,23,9,2010,19,19,21may2010,21,5,2010,24sep2010,24,9,2010,10,17,10jan2011,10,1,2011,02feb2011,2,2,2011,No,Yes,No,No,No,Complete,Complete
84,101034140053,10103414,rural,North - Rural,479.10611,Panel B,Chitipa,3,Mwenewenye,No,,14,14,14may2010,14,5,2010,22sep2010,22,9,2010,10,10,19may2010,19,5,2010,23sep2010,23,9,2010,19,19,21may2010,21,5,2010,24sep2010,24,9,2010,10,17,10jan2011,10,1,2011,02feb2011,2,2,2011,Yes,Yes,No,No,No,Complete,Complete
70,101034140064,10103414,rural,North - Rural,479.10611,Panel B,Chitipa,3,Mwenewenye,No,,14,13,15may2010,15,5,2010,23sep2010,23,9,2010,10,10,19may2010,19,5,2010,24sep2010,24,9,2010,19,19,21may2010,21,5,2010,24sep2010,24,9,2010,10,17,10jan2011,10,1,2011,03feb2011,3,2,2011,No,Yes,No,Yes,No,Complete,Complete
76,101034140069,10103414,rural,North - Rural,479.10611,Panel B,Chitipa,3,Mwenewenye,No,,14,14,14may2010,14,5,2010,22sep2010,22,9,2010,10,10,16may2010,16,5,2010,24sep2010,24,9,2010,19,19,21may2010,21,5,2010,24sep2010,24,9,2010,10,17,10jan2011,10,1,2011,03feb2011,3,2,2011,Yes,Yes,Yes,No,No,Complete,Complete
78,101034140075,10103414,rural,North - Rural,479.10611,Panel B,Chitipa,3,Mwenewenye,No,,14,14,15may2010,15,5,2010,23sep2010,23,9,2010,10,10,19may2010,19,5,2010,23sep2010,23,9,2010,19,19,21may2010,21,5,2010,24sep2010,24,9,2010,10,17,10jan2011,10,1,2011,03feb2011,3,2,2011,Yes,Yes,Yes,No,No,Complete,Complete
94,101034140086,10103414,rural,North - Rural,479.10611,Panel B,Chitipa,3,Mwenewenye,No,,12,12,14may2010,14,5,2010,23sep2010,23,9,2010,10,10,15may2010,15,5,2010,24sep2010,24,9,2010,19,19,21may2010,21,5,2010,24sep2010,24,9,2010,10,17,10jan2011,10,1,2011,04feb2011,4,2,2011,No,Yes,No,No,No,Complete,Complete
74,101034140091,10103414,rural,North - Rural,479.10611,Panel B,Chitipa,3,Mwenewenye,No,,12,12,14may2010,14,5,2010,22sep2010,22,9,2010,10,10,16may2010,16,5,2010,22sep2010,22,9,2010,19,19,21may2010,21,5,2010,24sep2010,24,9,2010,10,17,10jan2011,10,1,2011,03feb2011,3,2,2011,No,Yes,Yes,No,No,Complete,Complete
88,101034140097,10103414,rural,North - Rural,479.10611,Panel B,Chitipa,3,Mwenewenye,No,,12,12,15may2010,15,5,2010,22sep2010,22,9,2010,10,10,16may2010,16,5,2010,22sep2010,22,9,2010,19,19,21may2010,21,5,2010,24sep2010,24,9,2010,10,17,10jan2011,10,1,2011,03feb2011,3,2,2011,No,Yes,No,No,No,Complete,Complete
82,101034140108,10103414,rural,North - Rural,479.10611,Panel B,Chitipa,3,Mwenewenye,No,,12,12,15may2010,15,5,2010,22sep2010,22,9,2010,10,10,15may2010,15,5,2010,22sep2010,22,9,2010,19,19,21may2010,21,5,2010,24sep2010,24,9,2010,10,17,10jan2011,10,1,2011,04feb2011,4,2,2011,No,Yes,No,No,No,Complete,Complete
68,101034140114,10103414,rural,North - Rural,479.10611,Panel B,Chitipa,3,Mwenewenye,No,,12,13,14may2010,14,5,2010,23sep2010,23,9,2010,10,10,15may2010,15,5,2010,23sep2010,23,9,2010,19,19,21may2010,21,5,2010,24sep2010,24,9,2010,10,17,10jan2011,10,1,2011,04feb2011,4,2,2011,Yes,Yes,No,Yes,No,Complete,Complete
123,101041500004,10104150,rural,North - Rural,300.68039,Panel A,Chitipa,4,Nthalire,No,,13,13,15jul2010,15,7,2010,21oct2010,21,10,2010,10,10,16jul2010,16,7,2010,21oct2010,21,10,2010,19,19,16jul2010,16,7,2010,21oct2010,21,10,2010,5,10,30nov2010,30,11,2010,08jan2011,8,1,2011,Yes,Yes,No,No,No,Complete,Complete
127,101041500006,10104150,rural,North - Rural,300.68039,Panel A,Chitipa,4,Nthalire,Yes,Dwelling found but appears unoccupied,14,24,15jul2010,15,7,2010,21oct2010,21,10,2010,10,10,16jul2010,16,7,2010,21oct2010,21,10,2010,19,19,16jul2010,16,7,2010,21oct2010,21,10,2010,5,10,02dec2010,2,12,2010,08jan2011,8,1,2011,No,Yes,No,No,No,Complete,Complete
113,101041500012,10104150,rural,North - Rural,300.68039,Panel A,Chitipa,4,Nthalire,No,,12,12,14jul2010,14,7,2010,21oct2010,21,10,2010,10,10,14jul2010,14,7,2010,21oct2010,21,10,2010,19,19,15jul2010,15,7,2010,21oct2010,21,10,2010,9,10,29nov2010,29,11,2010,08jan2011,8,1,2011,No,Yes,No,No,No,Complete,Complete
109,101041500013,10104150,rural,North - Rural,300.68039,Panel A,Chitipa,4,Nthalire,No,,11,11,14jul2010,14,7,2010,21oct2010,21,10,2010,10,10,14jul2010,14,7,2010,21oct2010,21,10,2010,19,19,15jul2010,15,7,2010,21oct2010,21,10,2010,9,10,30jul2010,30,7,2010,08jan2011,8,1,2011,Yes,Yes,No,Yes,No,Complete,Complete
111,101041500015,10104150,rural,North - Rural,300.68039,Panel A,Chitipa,4,Nthalire,No,,11,11,14jul2010,14,7,2010,21oct2010,21,10,2010,10,10,14jul2010,14,7,2010,21oct2010,21,10,2010,19,19,15jul2010,15,7,2010,21oct2010,21,10,2010,9,10,29nov2010,29,11,2010,08jan2011,8,1,2011,No,Yes,No,No,No,Complete,Complete
99,101041500023,10104150,rural,North - Rural,300.68039,Panel A,Chitipa,4,Nthalire,No,,13,13,14jul2010,14,7,2010,21oct2010,21,10,2010,10,10,14jul2010,14,7,2010,21oct2010,21,10,2010,19,19,15jul2010,15,7,2010,21oct2010,21,10,2010,9,10,01dec2010,1,12,2010,08jan2011,8,1,2011,No,Yes,No,No,No,Complete,Complete
103,101041500027,10104150,rural,North - Rural,300.68039,Panel A,Chitipa,4,Nthalire,No,,11,11,15jul2010,15,7,2010,21oct2010,21,10,2010,10,10,16jul2010,16,7,2010,21oct2010,21,10,2010,19,19,16jul2010,16,7,2010,21oct2010,21,10,2010,5,10,30nov2010,30,11,2010,08jan2011,8,1,2011,No,Yes,No,No,No,Complete,Complete
107,101041500045,10104150,rural,North - Rural,300.68039,Panel A,Chitipa,4,Nthalire,No,,11,11,15jul2010,15,7,2010,21oct2010,21,10,2010,10,10,15jul2010,15,7,2010,21oct2010,21,10,2010,19,19,16jul2010,16,7,2010,21oct2010,21,10,2010,9,10,30nov2010,30,11,2010,08jan2011,8,1,2011,No,Yes,Yes,No,No,Complete,Complete
115,101041500048,10104150,rural,North - Rural,300.68039,Panel A,Chitipa,4,Nthalire,No,,14,14,15jul2010,15,7,2010,21oct2010,21,10,2010,10,10,15jul2010,15,7,2010,21oct2010,21,10,2010,19,19,16jul2010,16,7,2010,21oct2010,21,10,2010,9,10,01dec2010,1,12,2010,08jan2011,8,1,2011,Yes,Yes,No,No,No,Complete,Complete
97,101041500053,10104150,rural,North - Rural,300.68039,Panel A,Chitipa,4,Nthalire,No,,14,14,14jul2010,14,7,2010,21oct2010,21,10,2010,10,10,15jul2010,15,7,2010,21oct2010,21,10,2010,19,19,16jul2010,16,7,2010,21oct2010,21,10,2010,5,10,02dec2010,2,12,2010,08jan2011,8,1,2011,No,Yes,No,No,No,Complete,Complete
105,101041500054,10104150,rural,North - Rural,300.68039,Panel A,Chitipa,4,Nthalire,No,,14,14,14jul2010,14,7,2010,21oct2010,21,10,2010,10,10,14jul2010,14,7,2010,21oct2010,21,10,2010,19,19,15jul2010,15,7,2010,21oct2010,21,10,2010,9,10,29nov2010,29,11,2010,08jan2011,8,1,2011,No,Yes,Yes,No,No,Complete,Complete
125,101041500057,10104150,rural,North - Rural,300.68039,Panel A,Chitipa,4,Nthalire,No,,13,13,14jul2010,14,7,2010,21oct2010,21,10,2010,10,10,14jul2010,14,7,2010,21oct2010,21,10,2010,19,19,15jul2010,15,7,2010,21oct2010,21,10,2010,5,10,30nov2010,30,11,2010,08jan2011,8,1,2011,Yes,Yes,No,No,No,Complete,Complete
101,101041500063,10104150,rural,North - Rural,300.68039,Panel A,Chitipa,4,Nthalire,No,,13,13,15jul2010,15,7,2010,21oct2010,21,10,2010,10,10,15jul2010,15,7,2010,21oct2010,21,10,2010,19,19,16jul2010,16,7,2010,21oct2010,21,10,2010,9,10,01dec2010,1,12,2010,08jan2011,8,1,2011,No,Yes,No,No,No,Complete,Complete
119,101041500067,10104150,rural,North - Rural,300.68039,Panel A,Chitipa,4,Nthalire,No,,12,12,15jul2010,15,7,2010,21oct2010,21,10,2010,10,10,15jul2010,15,7,2010,21oct2010,21,10,2010,19,19,16jul2010,16,7,2010,21oct2010,21,10,2010,9,10,30nov2010,30,11,2010,08jan2011,8,1,2011,No,Yes,No,No,No,Complete,Complete
117,101041500076,10104150,rural,North - Rural,300.68039,Panel A,Chitipa,4,Nthalire,No,,12,12,14jul2010,14,7,2010,21oct2010,21,10,2010,10,10,14jul2010,14,7,2010,21oct2010,21,10,2010,19,19,15jul2010,15,7,2010,21oct2010,21,10,2010,9,10,15nov2010,15,11,2010,08jan2011,8,1,2011,Yes,Yes,No,No,No,Complete,Complete
121,101041500079,10104150,rural,North - Rural,300.68039,Panel A,Chitipa,4,Nthalire,No,,12,12,15jul2010,15,7,2010,21oct2010,21,10,2010,10,10,15jul2010,15,7,2010,21oct2010,21,10,2010,19,19,16jul2010,16,7,2010,21oct2010,21,10,2010,9,10,01dec2010,1,12,2010,08jan2011,8,1,2011,No,Yes,No,No,No,Complete,Complete
102,102016880002,10201688,rural,North - Rural,384.7009,Panel B,Karonga,1,Kilupula,No,,11,11,09jun2010,9,6,2010,02oct2010,2,10,2010,10,10,11jun2010,11,6,2010,02oct2010,2,10,2010,19,19,29jun2010,29,6,2010,05oct2010,5,10,2010,5,11,11dec2010,11,12,2010,07feb2011,7,2,2011,No,Yes,No,No,No,Complete,Complete
100,102016880010,10201688,rural,North - Rural,384.7009,Panel B,Karonga,1,Kilupula,No,,11,11,09jun2010,9,6,2010,02oct2010,2,10,2010,10,10,15jun2010,15,6,2010,02oct2010,2,10,2010,19,19,29jun2010,29,6,2010,05oct2010,5,10,2010,5,11,11dec2010,11,12,2010,07feb2011,7,2,2011,No,Yes,No,No,Yes,Complete,Complete
108,102016880018,10201688,rural,North - Rural,384.7009,Panel B,Karonga,1,Kilupula,No,,11,11,11jun2010,11,6,2010,04oct2010,4,10,2010,10,10,13jun2010,13,6,2010,04oct2010,4,10,2010,19,19,29jun2010,29,6,2010,05oct2010,5,10,2010,5,11,11dec2010,11,12,2010,07feb2011,7,2,2011,No,Yes,No,No,No,Complete,Complete
120,102016880033,10201688,rural,North - Rural,384.7009,Panel B,Karonga,1,Kilupula,No,,11,11,14jun2010,14,6,2010,04oct2010,4,10,2010,10,10,14jun2010,14,6,2010,05oct2010,5,10,2010,19,19,29jun2010,29,6,2010,05oct2010,5,10,2010,5,11,11dec2010,11,12,2010,07feb2011,7,2,2011,No,Yes,No,No,No,Complete,Complete
118,102016880041,10201688,rural,North - Rural,384.7009,Panel B,Karonga,1,Kilupula,No,,12,12,11jun2010,11,6,2010,04oct2010,4,10,2010,10,10,13jun2010,13,6,2010,05oct2010,5,10,2010,19,19,29jun2010,29,6,2010,06oct2010,6,10,2010,5,11,11dec2010,11,12,2010,08feb2011,8,2,2011,No,Yes,Yes,No,No,Complete,Complete
106,102016880049,10201688,rural,North - Rural,384.7009,Panel B,Karonga,1,Kilupula,No,,12,12,09jun2010,9,6,2010,02oct2010,2,10,2010,10,10,12sep2010,12,9,2010,03oct2010,3,10,2010,19,19,29jun2010,29,6,2010,05oct2010,5,10,2010,5,11,11dec2010,11,12,2010,07feb2011,7,2,2011,No,Yes,No,No,No,Complete,Complete
128,102016880064,10201688,rural,North - Rural,384.7009,Panel B,Karonga,1,Kilupula,No,,12,12,09jun2010,9,6,2010,04oct2010,4,10,2010,10,10,11jun2010,11,6,2010,04oct2010,4,10,2010,19,19,29jun2010,29,6,2010,06oct2010,6,10,2010,5,11,11dec2010,11,12,2010,08feb2011,8,2,2011,Yes,Yes,Yes,No,No,Complete,Complete
116,102016880072,10201688,rural,North - Rural,384.7009,Panel B,Karonga,1,Kilupula,No,,12,12,09jun2010,9,6,2010,02oct2010,2,10,2010,10,10,12jun2010,12,6,2010,02oct2010,2,10,2010,19,19,29jun2010,29,6,2010,06oct2010,6,10,2010,5,11,11dec2010,11,12,2010,07feb2011,7,2,2011,No,Yes,Yes,No,No,Complete,Complete
122,102016880080,10201688,rural,North - Rural,384.7009,Panel B,Karonga,1,Kilupula,No,,13,13,09jun2010,9,6,2010,04oct2010,4,10,2010,10,10,13jun2010,13,6,2010,04oct2010,4,10,2010,19,19,29jun2010,29,6,2010,05oct2010,5,10,2010,5,11,11dec2010,11,12,2010,07feb2011,7,2,2011,No,Yes,No,No,No,Complete,Complete
98,102016880095,10201688,rural,North - Rural,384.7009,Panel B,Karonga,1,Kilupula,No,,13,13,11jun2010,11,6,2010,02oct2010,2,10,2010,10,10,13jun2010,13,6,2010,03oct2010,3,10,2010,19,19,29jun2010,29,6,2010,05oct2010,5,10,2010,5,11,11dec2010,11,12,2010,07feb2011,7,2,2011,Yes,Yes,No,No,No,Complete,Complete
112,102016880103,10201688,rural,North - Rural,384.7009,Panel B,Karonga,1,Kilupula,No,,13,13,09jun2010,9,6,2010,04oct2010,4,10,2010,10,10,10jun2010,10,6,2010,04oct2010,4,10,2010,19,19,29jun2010,29,6,2010,04oct2010,4,10,2010,11,11,10dec2010,10,12,2010,07feb2011,7,2,2011,Yes,Yes,No,No,No,Complete,Complete
