PID,eligible_tracking,status,whynotfound,specialcase
233804,0,Found,,
233805,0,Found,,
233901,1,Found,,
233902,1,Found,,
233903,1,Found,,
233904,0,Found,,
233905,0,Found,,
233906,0,Individual Dead,,
234001,1,Found,,
234002,1,Found,,
234003,0,Found,,
234101,1,Found,,
234102,0,Found,,
234103,1,Found,,
234201,1,Found,,
234202,1,Found,,
234203,1,Found,,
234204,1,Found,,
234205,0,Found,,
234301,1,Found,,
234302,1,Found,,
234303,0,Found,,
234304,0,Found,,
234305,0,Found,,
234401,1,Found,,
234402,1,Found,,
234403,1,Found,,
234404,0,Found,,
234405,0,Found,,
234501,1,Found,,
234502,1,Found,,
234503,0,Found,,
234601,1,Found,,
234701,1,Found,,
234702,1,Found,,
234703,0,Found,,
234704,0,Found,,
234705,0,Found,,
234801,1,Found,,
234802,1,Found,,
234803,0,Found,,
234901,1,Found,,
234902,1,Found,,
234903,1,Found,,
234904,1,Found,,
234905,1,Found,,
235001,1,Found,,
235002,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
235101,1,Found,,
235102,1,Found,,
235103,0,Found,,
235104,0,Found,,
235105,0,Found,,
235106,0,Found,,
235201,1,Found,,
235202,1,Found,,
235203,1,Found,,
235204,1,Found,,
235205,0,Found,,
235206,0,Found,,
235301,1,Found,,
235302,1,Found,,
235401,1,Individual Dead,,
235402,1,Individual Dead,,
235403,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
235404,1,Found,,
235405,0,Found,,
235501,1,Found,,
235502,1,Found,,
235503,0,Found,,
235601,1,Found,,
235602,1,Found,,
235701,1,"Not Found, Tracking Eligible",,
235702,1,Found,,
235703,1,"Not Found, Tracking Eligible",,
235704,1,Found,,
235705,0,"Not Found, Tracking Ineligible",,
235706,0,Individual Dead,,
235707,1,Found,,
235801,1,Found,,
235802,1,Found,,
235803,0,Found,,
235804,0,Found,,
235805,0,Found,,
235901,1,Individual Dead,,
235902,1,Found,,
235903,1,Found,,
236001,1,Individual Dead,,
236002,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
236003,1,Found,,
236004,1,Found,,
236005,1,Found,,
236006,0,"Not Found, Tracking Ineligible",,
236101,1,Found,,
236102,0,Found,,
236103,0,"Not Found, Tracking Ineligible",,
236201,1,Found,,
236301,1,Found,,
236302,1,Found,,
236303,0,Found,,
236304,0,Found,,
236401,1,Found,,
236402,1,Found,,
236501,1,Found,,
236502,1,Found,,
236503,1,Found,,
236504,0,Found,,
236505,0,Found,,
236506,0,Found,,
236507,1,Found,,
236508,0,Individual Dead,,
236601,1,Found,,
236602,1,Found,,
236603,0,Found,,
236701,1,Found,,
236702,1,Found,,
236703,0,Found,,
236704,0,Found,,
236801,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
236802,1,Found,,
236803,0,Found,,
236804,0,Found,,
236805,0,Found,,
236901,1,Found,,
236902,1,Found,,
236903,1,Found,,
236904,1,Found,,
236905,1,Found,,
236906,0,Found,,
237001,1,Found,,
237002,1,Found,,
237003,1,Found,,
237101,1,Found,,
237102,1,Found,,
237103,1,Found,,
237104,1,Found,,
237105,1,Found,,
237106,1,Found,,
237107,1,Found,,
237108,0,Found,,
237109,0,Found,,
237201,1,Found,,
237202,0,Found,,
237203,0,Found,,
237301,1,Found,,
237302,1,Found,,
237303,1,Found,,
237304,1,Found,,
237305,1,Found,,
237306,1,Found,,
237307,0,Found,,
237308,0,Found,,
237309,1,Found,,
237310,1,Found,,
237401,1,Found,,
237402,1,Found,,
237403,1,Found,,
237501,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
237502,1,Found,,
237503,1,Found,,
237504,0,Found,,
237505,0,Found,,
237506,0,Found,,
237601,1,Found,,
237602,1,Found,,
237603,0,Found,,
237604,0,Found,,
237701,1,Found,,
237702,1,Found,,
237703,0,Found,,
237704,0,Found,,
237801,1,Found,,
237802,1,Found,,
237901,1,Found,,
237902,1,Found,,
237903,1,Found,,
237904,0,Found,,
238001,1,Found,,
238002,1,Found,,
238003,0,Found,,
238101,1,Found,,
238102,1,Found,,
238103,1,Found,,
238201,1,Found,,
238202,1,Found,,
238203,0,Found,,
238204,0,Found,,
238301,1,Found,,
238302,1,Found,,
238303,1,Found,,
238304,0,Found,,
238305,0,Found,,
238306,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
238401,1,Found,,
238402,1,Found,,
238403,1,Found,,
238501,1,Found,,
238502,1,Found,,
238503,0,Found,,
238504,0,Found,,
238601,1,Found,,
238602,1,Found,,
238603,1,Found,,
238604,0,Found,,
238701,1,Found,,
238702,1,Found,,
238703,1,Found,,
238704,0,Found,,
238705,0,Found,,
238801,1,Found,,
238802,1,Found,,
238901,1,Found,,
238902,1,Found,,
238903,1,Found,,
238904,0,Found,,
238905,0,Found,,
238906,0,Found,,
239001,1,Found,,
239002,1,"Not Found, Tracking Eligible",,
239003,1,"Not Found, Tracking Eligible",,
239004,0,Individual Dead,,
239101,1,Found,,
239102,1,Found,,
239103,0,Found,,
239201,1,Found,,
239202,1,Found,,
239203,1,Found,,
239204,1,Found,,
239205,0,Found,,
239206,0,Found,,
239207,0,Found,,
239208,1,Found,,
239209,1,Individual Dead,,
239301,1,Found,,
239302,1,Found,,
239303,0,Found,,
239401,1,Found,,
239402,1,Found,,
239403,1,Found,,
239404,1,Found,,
239405,1,Found,,
239406,0,Found,,
239407,1,Found,,
239501,1,Found,,
239502,1,Found,,
239503,1,Found,,
239504,1,Found,,
239505,1,Found,,
239506,1,Found,,
239507,0,Found,,
239601,1,Found,,
239602,1,Found,,
239603,1,Found,,
239604,0,"Not Found, Tracking Ineligible",,
239701,1,Found,,
239702,1,Found,,
239703,0,Found,,
239704,0,Found,,
239705,0,Found,,
239706,0,Found,,
239801,1,Found,,
239802,1,Found,,
239803,1,Found,,
239804,1,Found,,
239805,1,Found,,
239806,1,Found,,
239807,0,Found,,
239901,1,Found,,
239902,1,Found,,
239903,0,"Not Found, Tracking Ineligible",,
239904,1,Found,,
240001,1,Found,,
240101,1,Found,,
240102,1,Found,,
240103,1,Found,,
240104,0,Found,,
240105,0,Found,,
240201,1,Found,,
240202,1,Found,,
240203,1,Found,,
240204,1,Found,,
240205,0,Found,,
240206,0,Found,,
240207,0,Found,,
240301,1,Found,,
240302,1,Found,,
240303,0,"Not Found, Tracking Ineligible",,
240304,0,Found,,
240305,0,Found,,
240401,1,Found,,
240402,1,Found,,
240403,1,Found,,
240501,1,Found,,
240502,1,Found,,
240503,0,Found,,
240601,1,Found,,
240602,1,Found,,
240603,1,Found,,
240604,1,Found,,
240605,1,Found,,
240606,0,Found,,
240607,0,Found,,
240701,1,Found,,
240702,1,Found,,
240703,1,Found,,
240704,1,Found,,
240705,1,Found,,
240801,1,Found,,
240802,0,Found,,
240803,0,"Not Found, Tracking Ineligible",,
240804,0,"Not Found, Tracking Ineligible",,
240901,1,Found,,
240902,1,Found,,
240903,0,Found,,
240904,0,Found,,
241001,1,Individual Dead,,
241002,1,Found,,
241003,1,Found,,
241004,0,Found,,
241101,1,Found,,
241102,1,Found,,
241103,1,Found,,
241104,0,Found,,
241105,0,Found,,
241106,0,Found,,
241201,1,Found,,
241202,1,Found,,
241203,0,Found,,
241301,1,Found,,
241302,1,Found,,
241303,1,Found,,
241304,1,Found,,
241305,0,Found,,
241306,0,Found,,
241401,1,Found,,
241402,1,Found,,
241403,1,Found,,
241404,1,Found,,
241501,1,Found,,
241502,0,Found,,
241503,1,Found,,
241601,1,Found,,
241602,1,Found,,
241603,1,Found,,
241701,1,Found,,
241702,1,Found,,
241703,0,Found,,
241704,0,Found,,
241801,1,Entire HH Dead,,
241901,1,Found,,
241902,1,Found,,
241903,0,Found,,
241904,0,Found,,
242001,1,Found,,
242002,1,Found,,
242003,1,Found,,
242004,0,Found,,
242005,0,Found,,
242006,0,Found,,
242101,1,Found,,
242201,1,Found,,
242202,1,Found,,
242203,1,Found,,
242204,1,Found,,
242205,0,Found,,
242206,1,Found,,
242301,1,Found,,
242302,1,Found,,
242303,0,Found,,
242304,0,Found,,
242305,0,Found,,
242306,0,Found,,
242401,1,Found,,
242402,1,Found,,
242403,0,Found,,
242501,1,Found,,
242502,1,Found,,
242503,0,Found,,
242601,1,Found,,
242602,1,Found,,
242603,1,Found,,
242604,1,Found,,
242605,0,Found,,
242701,1,Found,,
242702,1,Found,,
242703,0,Found,,
242801,1,"Not Found, Tracking Eligible",,
242901,1,Found,,
242902,1,Found,,
242903,1,Found,,
242904,0,Found,,
242905,0,Found,,
243001,1,Found,,
243002,1,Found,,
243003,1,Found,,
243004,1,Found,,
243005,1,Found,,
243006,1,Found,,
243007,0,Found,,
243008,1,Found,,
243101,1,Found,,
243102,1,Found,,
243103,1,Found,,
243104,1,Found,,
243201,1,Found,,
243202,1,Found,,
243301,1,Found,,
243302,1,Found,,
243303,0,Found,,
243304,0,Found,,
243305,1,Found,,
243401,1,Found,,
243501,1,"Not Found, Tracking Eligible",,
243502,1,"Not Found, Tracking Eligible",,
243503,1,"Not Found, Tracking Eligible",,
243601,1,Found,,
243701,1,Found,,
243702,1,Found,,
243703,1,Found,,
243704,0,Found,,
243705,0,Found,,
243801,1,Found,,
243802,1,Found,,
243803,1,Found,,
243804,1,Found,,
243805,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
243806,1,Found,,
243807,0,Found,,
243901,1,Found,,
243902,0,Found,,
243903,1,Found,,
244001,1,Found,,
244002,1,Found,,
244003,1,Found,,
244004,1,Found,,
244005,0,"Not Found, Tracking Ineligible",,
244006,1,Found,,
244007,0,Found,,
244008,0,Found,,
244101,1,Found,,
244102,1,Found,,
244103,0,Found,,
244104,1,Found,,
244201,1,Found,,
244202,1,Found,,
244203,1,Individual Dead,,
244204,1,Found,,
244205,1,Found,,
244206,1,Found,,
244207,0,Found,,
244301,1,Found,,
244302,1,Found,,
244303,0,Found,,
244401,1,Found,,
244402,1,Found,,
244403,1,Found,,
244404,1,Found,,
244405,1,Found,,
244501,1,Found,,
244601,1,Found,,
244602,1,Found,,
244603,0,Found,,
244701,1,Found,,
244702,1,Found,,
244703,0,Found,,
244801,1,Found,,
244802,1,Found,,
244803,0,"Not Found, Tracking Ineligible",,
244901,1,Found,,
244902,1,Found,,
244903,1,Found,,
244904,0,Found,,
244905,0,Found,,
245001,1,Found,,
245002,1,Found,,
245003,1,Found,,
245005,1,Found,,
245006,0,Found,,
245101,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
245102,1,Found,,
245103,0,Found,,
245104,0,Found,,
245201,1,Found,,
245202,1,Found,,
245203,0,Found,,
245204,0,Found,,
245205,0,Found,,
245301,1,Found,,
245302,1,Found,,
245303,0,Found,,
245304,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
245401,1,Found,,
245402,1,Found,,
245403,0,Found,,
245404,0,Found,,
245405,0,Found,,
245406,0,Found,,
245501,1,Found,,
245502,1,Found,,
245503,0,Found,,
245601,1,Found,,
245602,1,Found,,
245603,1,Found,,
245701,1,Found,,
245702,1,Found,,
245703,1,Found,,
245704,0,Found,,
245705,0,Found,,
245801,1,Found,,
245802,1,Found,,
245803,0,Found,,
245901,1,Found,,
245902,1,Found,,
245903,0,Found,,
246001,1,Found,,
246002,1,Found,,
246003,0,Found,,
246004,0,Found,,
246005,0,Found,,
246101,1,Found,,
246102,1,Found,,
246103,0,Found,,
246104,0,Found,,
246105,0,Found,,
246106,1,Found,,
246201,1,Found,,
246202,1,Found,,
246203,0,Found,,
246301,1,Found,,
246302,1,Found,,
246303,1,Found,,
246304,0,Found,,
246305,0,Found,,
246401,1,Found,,
246402,1,Found,,
246403,0,Found,,
246404,0,Found,,
246405,0,Found,,
246501,1,Found,,
246502,1,Found,,
246503,1,Found,,
246504,1,Found,,
246505,1,Found,,
246506,0,Found,,
246507,1,Found,,
246601,1,Found,,
246602,1,Found,,
246603,0,Found,,
246604,0,Found,,
246701,1,Found,,
246702,1,Found,,
246703,1,Found,,
246704,0,Found,,
246801,1,Found,,
246802,1,Found,,
246803,0,Found,,
246804,0,Found,,
246901,1,Found,,
246902,1,Found,,
246903,1,Found,,
246904,1,Found,,
247001,1,Found,,
247002,1,Found,,
247003,1,Found,,
247004,0,Found,,
247005,0,Found,,
247006,0,Found,,
247101,1,"Not Found, Tracking Eligible",,
247102,1,Found,,
247103,1,Found,,
247104,0,Found,,
247105,0,Found,,
247201,1,"Not Found, Tracking Eligible",Entire HH Outside Malawi or in Likoma,
247301,1,Found,,
247302,1,Found,,
247303,1,"Not Found, Tracking Eligible",,
247304,1,Found,,
247401,1,Found,,
247402,1,Found,,
247403,0,Found,,
247404,0,Found,,
247501,1,Found,,
247502,1,Found,,
247503,1,Found,,
247504,1,Found,,
247505,0,Found,,
247506,0,Found,,
247601,1,Found,,
247602,1,Found,,
247603,1,Found,,
247604,0,Found,,
247605,0,Found,,
247606,0,Found,,
247701,1,Found,,
247702,1,Found,,
247703,1,Found,,
247704,1,Found,,
247705,1,Found,,
247706,0,"Not Found, Tracking Ineligible",,
247707,0,Found,,
247708,0,Found,,
247801,1,Individual Dead,,
247802,1,Found,,
247803,1,Found,,
247804,1,Found,,
247901,1,Found,,
247902,1,Found,,
247903,1,Found,,
247904,0,Found,,
248001,1,Found,,
248002,1,Found,,
248003,0,Found,,
248101,1,Found,,
248102,1,Found,,
248103,1,Found,,
248104,1,Found,,
248105,1,Found,,
248201,1,Found,,
248202,1,Found,,
248203,1,Found,,
248204,1,Found,,
248205,0,Found,,
248301,1,Found,,
248302,1,Found,,
248303,0,Found,,
248401,1,Found,,
248402,1,Found,,
248403,1,Found,,
248404,0,"Not Found, Tracking Ineligible",,
248501,1,Found,,
248502,0,Found,,
248604,1,Found,,
248605,1,Found,,
248606,0,Found,,
248701,1,Found,,
248702,1,Found,,
248703,1,Found,,
248704,0,"Not Found, Tracking Ineligible",,
248801,1,"Not Found, Tracking Eligible",,
248802,1,"Not Found, Tracking Eligible",,
248803,0,"Not Found, Tracking Ineligible",,
248901,1,Found,,
248902,1,"Not Found, Tracking Eligible",,
249001,1,Found,,
249101,1,Found,,
249102,1,Found,,
249103,0,Found,,
249201,1,Found,,
249202,1,Found,,
249203,0,Found,,
249204,0,Found,,
249205,0,Found,,
249301,1,Found,,
249302,1,Found,,
249303,0,Found,,
249401,1,Found,,
249501,1,Found,,
249502,1,Found,,
249503,0,Found,,
249601,1,Found,,
249602,1,Found,,
249603,1,Found,,
249604,1,Found,,
249605,0,Found,,
249606,0,Found,,
249701,1,Individual Dead,,
249702,1,"Not Found, Tracking Eligible",,
249703,1,Found,,
249801,1,Found,,
249802,1,Found,,
249901,1,Found,,
249902,1,Found,,
249903,1,Found,,
249904,1,Found,,
249905,1,"Not Found, Tracking Eligible",Special Case,Person not known to household
250001,1,Found,,
250101,1,Found,,
250102,1,Found,,
250201,1,Found,,
250202,1,Found,,
250203,0,Found,,
250301,1,Found,,
250302,1,Found,,
250303,1,"Not Found, Tracking Eligible",,
250304,0,Found,,
250401,1,Found,,
250402,1,Found,,
250403,0,Found,,
250404,0,Found,,
250501,1,Found,,
250502,1,Found,,
250601,1,Found,,
250603,1,Found,,
250604,0,Found,,
250701,1,"Not Found, Tracking Eligible",,
250801,1,Found,,
250802,1,Found,,
250803,0,Found,,
250901,1,Found,,
250902,1,Found,,
250903,0,Found,,
251001,1,Found,,
251002,1,Found,,
251003,1,Found,,
251004,1,Found,,
251005,0,Found,,
251006,0,Found,,
251007,0,Found,,
251101,1,Found,,
251102,1,Found,,
251103,1,Found,,
251104,1,Found,,
251105,0,Found,,
251201,1,Found,,
251202,1,Found,,
251301,1,Found,,
251302,1,Found,,
251303,0,Found,,
251304,0,Found,,
251401,1,Found,,
251402,1,Found,,
251403,1,Found,,
251404,1,Found,,
251405,1,Found,,
251406,0,Found,,
251407,0,Found,,
251501,1,Found,,
251502,1,Found,,
251601,1,Found,,
251602,1,Found,,
251603,1,Found,,
251604,0,Found,,
251701,1,Found,,
251702,1,Found,,
251801,1,Found,,
251802,1,Found,,
251803,0,Found,,
251804,0,Found,,
251901,1,Found,,
252001,1,Found,,
252002,1,Found,,
252003,1,Found,,
252004,0,Found,,
252101,1,Found,,
252102,1,Found,,
252103,0,Found,,
252201,1,Found,,
252202,1,Found,,
252203,1,Found,,
252204,0,Found,,
252205,0,Found,,
252301,1,Found,,
252302,1,Found,,
252401,1,Found,,
252402,1,Found,,
252403,1,Found,,
252501,1,Found,,
252502,1,Found,,
252503,1,Found,,
252504,1,Found,,
252505,1,Found,,
252506,0,Found,,
252507,0,Found,,
252601,1,Found,,
252602,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
252603,1,Found,,
252701,1,Found,,
252801,1,Found,,
252802,1,Found,,
252803,1,Found,,
252805,1,Found,,
252806,0,Found,,
252807,0,Found,,
252901,1,Found,,
252902,1,Found,,
252903,1,Found,,
252904,1,Found,,
252905,0,Found,,
252906,0,Found,,
253001,1,Found,,
253101,1,Found,,
253102,1,Found,,
253103,1,Found,,
253104,1,Found,,
253105,1,Found,,
253106,1,Found,,
253107,0,Found,,
253201,1,Found,,
253202,1,Found,,
253203,0,Found,,
253301,1,Found,,
253302,1,Found,,
253303,1,Found,,
253304,0,Found,,
253401,1,Found,,
253402,1,Found,,
253403,1,Found,,
253404,0,Found,,
253405,0,Found,,
253406,0,Found,,
253501,1,Individual Dead,,
253502,1,Found,,
253503,1,Found,,
253504,0,Found,,
253505,0,Found,,
253601,1,Found,,
253602,1,Found,,
253603,0,Found,,
253604,0,Found,,
253605,0,Found,,
253701,1,Found,,
253702,1,Found,,
253703,0,Found,,
253704,0,Found,,
253801,1,Found,,
253901,1,Found,,
253902,1,Found,,
253903,0,Found,,
254001,1,Found,,
254002,1,Found,,
254003,0,Found,,
254004,0,Found,,
254005,0,Found,,
254101,1,Found,,
254102,1,Found,,
254103,1,Found,,
254104,0,Found,,
254105,0,Found,,
254106,0,Found,,
254201,1,Found,,
254202,1,Found,,
254203,0,Found,,
254204,1,Found,,
254205,1,Found,,
254301,1,Found,,
254302,1,Found,,
254303,0,Found,,
254304,0,Found,,
254401,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
254402,1,Found,,
254403,0,Found,,
254404,1,Found,,
254405,0,"Not Found, Tracking Ineligible",,
254501,1,Found,,
254502,1,Found,,
254503,1,Found,,
254504,1,Found,,
254505,0,Found,,
254601,1,Found,,
254602,1,Found,,
254603,1,Found,,
254701,1,Found,,
254702,1,Found,,
254703,0,Found,,
254704,0,Found,,
254801,1,Found,,
254802,1,Found,,
254803,1,Found,,
254804,1,Found,,
254805,0,Found,,
254806,0,Found,,
254901,1,Found,,
254902,1,Found,,
254903,0,Found,,
254904,1,Found,,
255001,1,Found,,
255002,1,Found,,
255003,1,Found,,
255004,0,Found,,
255101,1,Found,,
255201,1,Found,,
255202,1,Found,,
255203,1,Found,,
255204,1,Found,,
255205,0,Found,,
255206,0,Found,,
255301,1,Found,,
255302,1,Found,,
255303,0,Found,,
255304,0,Found,,
255305,0,Found,,
255306,0,Found,,
255403,1,Found,,
255404,1,Found,,
255405,1,Found,,
255407,0,"Not Found, Tracking Ineligible",,
255501,1,Found,,
255502,1,Found,,
255503,0,Found,,
255504,0,Found,,
255505,0,Found,,
255506,0,Found,,
255601,1,Found,,
255602,1,Found,,
255603,0,Found,,
255701,1,Found,,
255702,1,Found,,
255703,1,Found,,
255704,1,Found,,
255705,0,Found,,
255706,0,Found,,
255707,0,Found,,
255708,0,Found,,
255801,1,Found,,
255901,1,Found,,
255902,1,Found,,
255903,1,Found,,
256001,1,Found,,
256002,1,Found,,
256003,0,Found,,
256004,0,Found,,
256005,1,Found,,
256101,1,Found,,
256102,1,Individual Dead,,
256202,1,Found,,
256203,0,Found,,
256204,0,Found,,
256205,1,Found,,
256301,1,Found,,
256302,1,Found,,
256303,1,Found,,
256304,1,Found,,
256305,1,Found,,
256306,0,Found,,
256307,0,Found,,
256401,1,Found,,
256501,1,Individual Dead,,
256502,1,Found,,
256601,1,Found,,
256602,1,Found,,
256603,1,Found,,
256604,1,Found,,
256701,1,Found,,
256702,1,Found,,
256703,0,Found,,
256704,0,Found,,
256801,1,Found,,
256802,1,Found,,
256803,1,Found,,
256804,1,Found,,
256805,1,Found,,
256806,1,Found,,
256807,1,Found,,
256808,0,Individual Dead,,
256809,1,Found,,
256901,1,Found,,
256902,1,Found,,
256903,1,Found,,
256904,0,Found,,
257001,1,Found,,
257003,0,Found,,
257004,0,Found,,
257005,1,Found,,
257101,1,Found,,
257102,1,Found,,
257103,0,Found,,
257201,1,Found,,
257202,1,Found,,
257203,0,Found,,
257301,1,Found,,
257302,1,Found,,
257401,1,Found,,
257402,1,Found,,
257403,0,Found,,
257404,0,Found,,
257501,1,Found,,
257502,1,Found,,
257503,1,Found,,
257601,1,Found,,
257602,1,Found,,
257603,0,Found,,
257604,0,Found,,
257701,1,Found,,
257702,1,Found,,
257703,1,Found,,
257704,0,Found,,
257705,1,Found,,
257801,1,Found,,
257802,1,Found,,
257803,0,Found,,
257804,0,Found,,
257901,1,Found,,
257902,1,Found,,
257903,0,Found,,
258001,1,Found,,
258002,1,Found,,
258003,0,"Not Found, Tracking Ineligible",,
258101,1,Found,,
258102,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
258201,1,Found,,
258202,1,Found,,
258203,1,Found,,
258204,0,Found,,
258205,0,Found,,
258206,0,Found,,
258207,1,Found,,
258301,1,Found,,
258302,1,Found,,
258303,1,Found,,
258401,1,Found,,
258402,0,Found,,
258403,0,Found,,
258501,1,Found,,
258601,1,Found,,
258602,1,Found,,
258603,0,Found,,
258701,1,Found,,
258702,1,Found,,
258703,1,Found,,
258704,1,Found,,
258705,0,Found,,
258801,1,Found,,
258802,1,Found,,
258803,0,Found,,
258901,1,Found,,
258902,1,Found,,
258903,0,Found,,
258904,0,Found,,
258905,0,Found,,
259001,1,Found,,
259002,0,Found,,
259101,1,Found,,
259102,1,"Not Found, Tracking Eligible",,
259103,1,Found,,
259104,0,Found,,
259105,1,Found,,
259106,0,Found,,
259107,0,Found,,
259201,1,Found,,
259202,1,Found,,
259203,0,Found,,
259204,0,Found,,
259205,0,Found,,
259301,1,Found,,
259302,1,Individual Dead,,
259401,1,Found,,
259402,1,Found,,
259403,1,Found,,
259404,0,Found,,
259501,1,Found,,
259502,0,Found,,
259503,0,Found,,
259601,1,Found,,
259602,1,Found,,
259603,0,Found,,
259701,1,Found,,
259702,0,Found,,
259703,0,Found,,
259704,0,Found,,
259801,1,Found,,
259802,1,Found,,
259803,0,Found,,
259804,0,Found,,
259805,0,Found,,
259806,1,Found,,
259807,0,Found,,
259901,1,Found,,
259902,1,Found,,
259903,1,Found,,
259904,1,Found,,
259905,1,Found,,
259906,1,Found,,
259907,1,Found,,
260001,1,Found,,
260002,1,Found,,
260003,1,Found,,
260004,1,Found,,
260101,1,Found,,
260201,1,Found,,
260202,1,Found,,
260203,1,Found,,
260204,1,Found,,
260301,1,Found,,
260302,1,Found,,
260303,0,Found,,
260401,1,Found,,
260402,1,Found,,
260403,1,Found,,
260404,0,Found,,
260405,0,Found,,
260501,1,Found,,
260502,1,Found,,
260503,0,Found,,
260504,0,Found,,
260601,1,Found,,
260602,1,Found,,
260603,0,Found,,
260701,1,Individual Dead,,
260702,1,Found,,
260801,1,Individual Dead,,
260802,1,Found,,
260803,1,Found,,
260804,0,Found,,
260805,0,Found,,
260806,1,Found,,
260807,1,Found,,
260901,1,"Not Found, Tracking Eligible",Individual Outside Malawi or in Likoma,
260902,1,Found,,
260903,1,Found,,
260904,0,Found,,
261001,1,Found,,
261002,1,Found,,
261003,0,Found,,
261004,0,Found,,
261101,1,Found,,
261102,0,Found,,
261103,0,Found,,
261104,0,Found,,
261201,1,Found,,
261202,1,Found,,
261203,1,Found,,
261204,1,Found,,
261205,0,Found,,
261206,0,Found,,
261301,1,Found,,
261302,1,Found,,
261303,1,Found,,
261304,1,Found,,
261305,0,Found,,
261306,0,Found,,
261307,1,Found,,
261401,1,Found,,
261402,1,Found,,
261403,0,Found,,
261404,1,Found,,
261405,1,Found,,
261406,1,Found,,
261407,1,Found,,
261501,1,Found,,
261502,1,Found,,
261503,1,Found,,
261504,1,Found,,
261505,1,Found,,
261506,1,Found,,
261507,1,Found,,
261508,0,Found,,
261601,1,Found,,
261603,1,Found,,
261604,1,Found,,
261605,1,Found,,
261606,1,Found,,
261607,0,Found,,
261608,0,Found,,
261609,0,Found,,
261701,1,Found,,
261702,1,"Not Found, Tracking Eligible",,
261703,0,"Not Found, Tracking Ineligible",,
261801,1,Found,,
261802,1,Found,,
261803,1,Found,,
261804,1,Found,,
261805,1,Found,,
261901,1,Found,,
261902,1,Found,,
261903,0,Found,,
261904,0,Found,,
262001,1,Found,,
262002,1,Found,,
262003,1,Found,,
262004,0,Found,,
262005,0,Found,,
262101,1,Found,,
262201,1,Found,,
262202,1,Found,,
262301,1,Found,,
262302,1,Found,,
262303,0,Found,,
262401,1,Individual Dead,,
262402,1,Found,,
262403,1,Found,,
262501,1,Found,,
262502,1,Found,,
262503,0,Found,,
262601,1,Found,,
262602,1,Found,,
262603,0,Found,,
262604,0,Found,,
262605,0,Found,,
262606,1,Found,,
262607,0,Found,,
262608,0,"Not Found, Tracking Ineligible",,
262701,1,Found,,
262702,1,Found,,
262703,1,Found,,
262704,1,Found,,
262705,1,Found,,
262706,0,Found,,
262707,0,Found,,
262708,0,Found,,
262709,0,Found,,
262710,1,"Not Found, Tracking Eligible",Individual in Institution,
262801,1,Found,,
262802,0,Found,,
262803,0,Found,,
262901,1,Individual Dead,,
262902,1,Found,,
262903,1,Found,,
262904,0,Found,,
263001,1,Found,,
263002,1,Found,,
263003,0,Found,,
263004,0,Found,,
263101,1,Found,,
263102,1,Found,,
263103,1,Found,,
263104,1,Found,,
263105,1,Found,,
263201,1,Found,,
263202,1,Found,,
263203,1,Found,,
263204,0,Found,,
263205,0,Found,,
263206,0,"Not Found, Tracking Ineligible",,
263207,1,"Not Found, Tracking Eligible",Special Case,Same individual listed twice on IHS3 Roster
263301,1,Found,,
263401,1,Found,,
263402,1,Found,,
263403,0,Found,,
263501,1,Found,,
263502,1,Found,,
263503,1,Found,,
263504,0,Found,,
263505,0,Found,,
263506,0,Found,,
263601,1,Found,,
263602,1,Found,,
263603,1,Found,,
263604,0,Found,,
263605,0,Found,,
263701,1,Found,,
263702,1,Found,,
263703,0,"Not Found, Tracking Ineligible",,
263801,1,Found,,
263901,1,Found,,
263902,1,Found,,
263903,1,Found,,
263904,0,Found,,
263905,0,Found,,
264001,1,Found,,
264002,1,Found,,
264003,1,Found,,
264004,1,Found,,
264005,0,Found,,
264101,1,Found,,
264102,1,Found,,
264103,1,Found,,
264104,0,Found,,
264202,1,Found,,
264203,1,Found,,
264204,0,Found,,
264205,0,Found,,
264301,1,Found,,
264302,1,Found,,
264401,1,Individual Dead,,
264402,1,Found,,
264403,1,Found,,
264404,1,Found,,
264405,0,Found,,
264501,1,Found,,
264502,1,Found,,
264503,1,Found,,
264504,1,Found,,
264601,1,Found,,
264701,1,Found,,
264702,1,Found,,
264703,0,Found,,
264704,0,Found,,
264801,1,Found,,
264802,1,Found,,
264803,1,Found,,
264804,1,Found,,
264805,1,Found,,
264806,1,Found,,
264901,1,Found,,
264902,1,Found,,
264903,0,Found,,
265001,1,Found,,
265002,1,Found,,
265003,1,Found,,
265004,1,Found,,
265005,1,Found,,
265006,0,Found,,
265007,0,Found,,
265008,0,Found,,
265101,1,Individual Dead,,
265102,1,Found,,
265103,1,Found,,
265104,1,Found,,
265201,1,Found,,
265202,1,Found,,
265203,1,Found,,
