occ,ea_id,com_cd01,com_cd03,com_cd04,com_cd05,com_cd06,com_cd07a,com_cd07b,com_cd08a,com_cd08b,com_cd11,com_cd14,com_cd15,com_cd16a,com_cd16b,com_cd17,com_cd18a,com_cd18b,com_cd23,com_cd24,com_cd25,com_cd26,com_cd27a,com_cd27b,com_cd28,com_cd29,com_cd30,com_cd31,com_cd32,com_cd33,com_cd34,com_cd35,com_cd36a,com_cd36b,com_cd37,com_cd38,com_cd40a,com_cd40b,com_cd41,com_cd42,com_cd43,com_cd44,com_cd45,com_cd46,com_cd47,com_cd48,com_cd49a,com_cd49b,com_cd50,com_cd51a,com_cd51b,com_cd52,com_cd54,com_cd55,com_cd56,com_cd57,com_cd58,com_cd59,com_cd60a,com_cd60b,com_cd61,com_cd62,com_cd63,com_cd64,com_cd65a,com_cd65b,com_cd65c,com_cd65e,com_cd65f,com_cd66,com_cd67a,com_cd67b,com_cd68,com_cd69a,com_cd69b,com_cd70,com_cd71
1,20407398,DIRT ROAD (MAINTAINED),YES,12,12,YES,,,2,HOUR,800,800,NO,3,KM,NO,3,KM,NO,3,2,8,0,KM,11,986,NO,4,NO,,,NO,16,KM,22,385,6,KM,18,241,YES,0,0,0,0,YES,,,NO,5,KM,,,NO,,,,,5,KM,RELIGIOUS FACILITY,YES,0,NO,,,,,,NO,16,KM,NO,16,KM,NO,NO
1,20407481,TAR/ASPHALT,YES,12,12,YES,,,10,MINUTE,1800,1200,YES,,,NO,6,KM,YES,,11,2,0,0,20,1296,NO,1,NO,,,YES,3,KM,23,390,25,KM,24,480,YES,0,0,0,2,YES,,,NO,10,KM,,,YES,YES,FEMALE,NO,YES,10,KM,GOVERNMENT FACILITY,YES,0,YES,YES,YES,NO,YES,NO,NO,1,KM,NO,1,KM,YES,
1,20507089,GRADED GRAVELED,YES,0,12,NO,2,KM,20,MINUTE,700,1800,NO,4,KM,NO,4,KM,NO,4,10,0,0,KM,10,630,NO,4,NO,,,NO,22,KM,21,515,4,KM,10,302,NO,0,0,0,0,YES,,,NO,4,KM,,,YES,YES,FEMALE,NO,NO,23,KM,GOVERNMENT FACILITY,YES,0,YES,YES,YES,YES,YES,NO,NO,25,KM,NO,25,KM,NO,YES
1,20507459,GRADED GRAVELED,YES,0,12,NO,2,KM,1,HOUR,600,2100,NO,2,KM,NO,2,KM,NO,30,2,4,0,0,2,18,YES,,NO,,,NO,22,KM,20,538,0,KM,10,265,NO,0,0,1,,YES,,,NO,3,KM,,,NO,,,,,26,KM,GOVERNMENT FACILITY,YES,0,YES,NO,NO,YES,NO,NO,NO,30,KM,NO,30,KM,YES,
1,20508349,TAR/ASPHALT,YES,12,12,YES,,,,,,,,,,,0,,YES,,10,1,0,0,22,1025,NO,8,NO,,,NO,40,KM,20,520,0,0,10,220,NO,0,0,0,0,YES,,,YES,,,ALWAYS AVAILABLE,NO,NO,,,,,40,KM,GOVERNMENT FACILITY,YES,0,YES,YES,YES,YES,YES,NO,NO,40,KM,NO,10,KM,NO,NO
1,20601141,DIRT TRACK,NO,0,6,NO,15,KM,3,HOUR,1500,1500,NO,15,KM,YES,,,YES,,10,0,0,METER,15,1478,YES,,NO,,,NO,2,KM,,,5,KM,8,300,NO,0,0,0,0,YES,,,YES,,,ALWAYS AVAILABLE,NO,NO,,,,,15,METER,GOVERNMENT FACILITY,YES,0,YES,NO,NO,YES,YES,NO,NO,15,KM,NO,21,KM,NO,NO
1,20601626,GRADED GRAVELED,YES,12,12,YES,,,7,DAY,500,400,YES,,,YES,,,YES,,9,1,1,KM,17,2300,NO,3,NO,,,YES,20,KM,16,700,3,KM,14,470,NO,1,0,2,1,YES,,,YES,,,ALWAYS AVAILABLE,YES,YES,YES,MALE,YES,YES,0,KM,GOVERNMENT FACILITY,YES,0,YES,YES,NO,YES,NO,NO,YES,,,YES,,,YES,
1,20602363,TAR/ASPHALT,YES,12,12,YES,,,5,MINUTE,700,700,YES,,,YES,,,YES,,21,2,1,KM,47,2500,NO,8,YES,3/4,COOKED FOOD,NO,2,KM,24,120,1,KM,13,830,NO,0,0,1,0,YES,,,NO,3,KM,,,NO,,,,,4,KM,RELIGIOUS FACILITY,YES,0,YES,YES,NO,YES,YES,NO,YES,,,YES,,,NO,NO
1,20603090,DIRT ROAD (MAINTAINED),YES,12,12,NO,8,KM,1,DAY,500,500,NO,8,KM,NO,8,KM,NO,8,7,0,2,KM,14,2500,NO,5,NO,,,NO,11,KM,15,800,7,KM,16,480,NO,0,0,0,0,YES,,,NO,8,KM,,,NO,,,,,37,KM,GOVERNMENT FACILITY,YES,0,NO,,,,,,YES,,,YES,,,NO,NO
1,20603533,TAR/ASPHALT,YES,12,12,YES,,,5,MINUTE,500,400,YES,,,YES,,,YES,,25,2,0,METER,53,2921,NO,13,NO,,,NO,7,KM,24,734,0,METER,13,780,YES,0,0,2,0,YES,,,YES,,,ALWAYS AVAILABLE,YES,NO,,,,,0,METER,GOVERNMENT FACILITY,YES,0,YES,NO,YES,YES,YES,NO,YES,,,YES,,,NO,NO
1,20604638,DIRT ROAD (MAINTAINED),NO,8,8,NO,4,KM,2,HOUR,1200,1200,NO,4,KM,NO,4,KM,NO,4,7,0,0,0,12,1650,YES,,NO,,,YES,40,KM,22,750,4,KM,16,600,YES,0,0,0,0,YES,,,NO,4,KM,,,NO,,,,,4,KM,RELIGIOUS FACILITY,YES,0,YES,YES,NO,NO,NO,NO,YES,,,YES,,,NO,NO
1,20605302,DIRT TRACK,NO,0,7,YES,,,30,MINUTE,1000,1000,YES,,,NO,8,KM,YES,,10,0,0,METER,9,1532,YES,,NO,,,NO,73,KM,24,73,8,KM,21,450,YES,0,0,0,0,YES,,,NO,8,KM,,,YES,YES,MALE,YES,YES,8,KM,RELIGIOUS FACILITY,YES,0,YES,NO,NO,NO,YES,NO,NO,8,KM,NO,8,KM,NO,NO
1,20607260,TAR/ASPHALT,YES,12,2,YES,,,10,MINUTE,350,350,YES,,,YES,,,YES,,24,2,2,KM,15,2000,NO,4,NO,,,NO,24,KM,12,40,5,KM,13,415,YES,0,0,0,1,YES,,,NO,3,KM,,,NO,,,,,3,KM,PRIVATE FACILITY,YES,0,YES,NO,NO,YES,YES,NO,YES,,,YES,,,YES,
1,20607315,TAR/ASPHALT,YES,,,YES,,,10,MINUTE,400,0,NO,3,KM,YES,,,YES,,13,0,0,METER,18,1330,NO,4,NO,,,NO,,,,3,0,,13,420,YES,0,0,0,0,YES,,,NO,12,KM,,,NO,,,,,20,KM,GOVERNMENT FACILITY,YES,0,YES,NO,NO,YES,YES,NO,NO,10,KM,NO,10,KM,NO,NO
1,20610050,TAR/ASPHALT,YES,12,12,YES,,,15,MINUTE,500,500,YES,,,YES,,,YES,,8,1,1,KM,34,6000,NO,8,NO,,,NO,40,KM,26,730,1,KM,7,560,YES,0,1,0,0,YES,,,YES,,,ALWAYS AVAILABLE,YES,NO,,,,,600,METER,GOVERNMENT FACILITY,YES,0,YES,YES,NO,NO,YES,YES,NO,32,KM,NO,32,KM,NO,NO
1,20610249,DIRT TRACK,NO,8,8,NO,9,KM,10,MINUTE,1150,1050,NO,9,KM,NO,9,KM,NO,9,6,0,0,KM,7,659,NO,2,NO,,,YES,57,KM,24,120,9,KM,16,700,YES,0,0,0,0,YES,,,NO,9,KM,,,YES,YES,MALE,YES,NO,9,KM,GOVERNMENT FACILITY,YES,0,YES,YES,NO,NO,YES,YES,YES,,,YES,,,NO,NO
1,20613324,DIRT TRACK,YES,0,12,NO,5,KM,5,MINUTE,400,400,YES,,,YES,,,YES,,20,2,0,METER,17,938,NO,3,NO,,,NO,12,KM,17,420,3,KM,16,325,YES,1,0,2,1,YES,,,NO,3,KM,,,NO,,,,,15,KM,GOVERNMENT FACILITY,YES,0,NO,,,,,,YES,,,NO,15,KM,YES,
1,20614477,TAR/ASPHALT,YES,12,12,YES,,,10,MINUTE,500,500,NO,8,KM,NO,8,KM,NO,8,4,0,0,KM,16,1240,YES,,NO,,,NO,20,KM,18,768,5,KM,12,520,NO,0,0,0,0,YES,,,NO,10,KM,,,YES,YES,MALE,NO,YES,25,KM,RELIGIOUS FACILITY,YES,0,YES,NO,NO,NO,NO,YES,NO,8,KM,NO,8,KM,NO,NO
1,20615064,DIRT TRACK,NO,3,3,NO,4,KM,4,DAY,700,600,NO,4,KM,NO,4,KM,YES,,12,0,3,KM,28,1443,NO,6,YES,3/4,COOKED FOOD,NO,15,KM,15,400,3,KM,12,360,YES,1,0,0,0,YES,,,NO,3,KM,,,NO,,,,,3,KM,GOVERNMENT FACILITY,YES,0,NO,,,,,,NO,3,KM,NO,53,KM,NO,NO
1,20615735,DIRT ROAD (MAINTAINED),YES,12,12,YES,,,1,DAY,600,600,YES,,,YES,,,YES,,8,2,3,KM,17,2500,NO,3,YES,ALMOST ALL,COOKED FOOD,NO,4,KM,16,700,2,KM,8,500,NO,0,0,0,1,YES,,,YES,,,ALWAYS AVAILABLE,YES,NO,,,,,2,KM,GOVERNMENT FACILITY,YES,0,YES,YES,YES,YES,NO,NO,YES,,,YES,,,NO,NO
1,20702471,DIRT ROAD (MAINTAINED),YES,12,12,NO,10,KM,10,MINUTE,1800,1500,YES,,,NO,10,KM,NO,10,9,1,5,KM,14,1360,NO,3,NO,,,YES,75,KM,18,820,6,KM,9,677,YES,0,0,0,0,YES,,,YES,,,ALWAYS AVAILABLE,NO,YES,YES,MALE,YES,YES,75,KM,GOVERNMENT FACILITY,YES,0,YES,YES,NO,NO,YES,NO,YES,,,YES,,,NO,NO
1,20704738,DIRT ROAD (MAINTAINED),YES,12,12,NO,3,KM,10,MINUTE,1500,1500,NO,3,KM,NO,3,KM,YES,,16,1,0,METER,12,1250,NO,8,NO,,,NO,3,MILE,18,540,9,KM,14,636,NO,0,0,0,0,YES,,,NO,10,KM,,,YES,YES,FEMALE,YES,YES,15,KM,GOVERNMENT FACILITY,YES,0,YES,YES,YES,YES,YES,NO,NO,15,KM,NO,15,KM,NO,NO
1,20705372,DIRT TRACK,NO,0,5,NO,7,KM,2,HOUR,1000,2400,NO,7,KM,NO,7,KM,YES,,18,0,3,KM,14,860,NO,4,NO,,,NO,7,KM,12,403,7,KM,11,310,NO,0,0,0,0,YES,,,NO,7,KM,,,NO,,,,,37,KM,GOVERNMENT FACILITY,YES,0,YES,NO,NO,NO,YES,NO,NO,37,METER,NO,37,KM,NO,YES
1,20706163,TAR/ASPHALT,YES,12,12,NO,0,METER,10,MINUTE,1500,1800,YES,,,YES,,,YES,,22,2,0,METER,14,1800,NO,4,NO,,,NO,40,KM,18,520,0,METER,12,220,NO,0,0,0,2,YES,,,YES,,,ALWAYS AVAILABLE,YES,YES,YES,MALE,YES,YES,40,KM,GOVERNMENT FACILITY,YES,0,YES,NO,YES,YES,YES,NO,NO,40,KM,NO,40,KM,YES,
1,20801046,GRADED GRAVELED,YES,6,6,YES,,,15,MINUTE,400,100,NO,5,KM,YES,,,NO,5,4,0,0,0,9,1230,YES,,NO,,,NO,35,KM,30,707,5,KM,13,300,YES,0,0,0,0,YES,,,NO,5,KM,,,NO,,,,,35,KM,GOVERNMENT FACILITY,YES,1500,NO,,,,,,NO,38,KM,NO,35,KM,NO,YES
1,20802019,DIRT ROAD (MAINTAINED),YES,0,3,NO,35,KM,10,MINUTE,1800,800,YES,,,YES,,,NO,3,7,0,3,KM,9,1201,YES,,NO,,,NO,47,KM,30,707,4,KM,11,15,NO,0,0,0,0,YES,,,NO,13,KM,,,NO,,,,,47,KM,GOVERNMENT FACILITY,YES,1500,NO,,,,,,NO,47,KM,NO,47,KM,YES,
1,20803156,DIRT ROAD (MAINTAINED),YES,12,12,NO,3,KM,10,MINUTE,400,700,NO,3,KM,YES,,,NO,12,3,0,1,KM,12,1100,YES,,NO,,,NO,24,KM,30,707,6,KM,8,220,YES,0,0,0,0,YES,,,NO,6,KM,,,YES,YES,FEMALE,NO,,24,KM,GOVERNMENT FACILITY,NO,,NO,,,,,,NO,24,KM,NO,24,KM,NO,YES
1,20804405,DIRT ROAD (MAINTAINED),YES,0,0,NO,5,KM,2,HOUR,2500,1500,YES,,,YES,,,NO,52,1,2,1,KM,9,600,YES,,NO,,,NO,5,KM,15,301,7,KM,9,200,YES,0,0,0,0,YES,,,YES,,,ALWAYS AVAILABLE,NO,NO,,,,,47,KM,GOVERNMENT FACILITY,YES,38000,YES,YES,NO,NO,NO,NO,NO,40,KM,NO,40,KM,YES,
1,20804768,DIRT ROAD (MAINTAINED),YES,6,6,NO,40,KM,10,MINUTE,2000,1500,NO,2,KM,NO,2,KM,NO,2,0,8,2,KM,18,1771,NO,3,NO,,,NO,3,KM,11,379,2,KM,10,310,NO,0,0,0,0,YES,,,NO,3,KM,,,NO,,,,,40,KM,GOVERNMENT FACILITY,YES,0,NO,,,,,,NO,40,KM,NO,40,KM,YES,
1,20806131,DIRT ROAD (MAINTAINED),YES,0,12,NO,22,KM,10,MINUTE,1000,1000,NO,22,KM,YES,,,NO,222,6,0,1,KM,8,1000,YES,,NO,,,NO,22,KM,30,707,9,KM,7,100,NO,0,0,0,0,YES,,,YES,,,ALWAYS AVAILABLE,YES,NO,,,,,22,KM,RELIGIOUS FACILITY,NO,,NO,,,,,,NO,22,KM,NO,22,KM,NO,NO
1,20807727,TAR/ASPHALT,YES,12,12,YES,,,10,MINUTE,1000,2250,YES,,,YES,,,NO,10,2,1,200,METER,19,938,YES,,YES,3/4,COOKED FOOD,NO,57,KM,30,707,15,KM,16,418,YES,1,0,0,0,YES,,,NO,10,KM,,,NO,,,,,10,KM,GOVERNMENT FACILITY,NO,,NO,,,,,,NO,80,KM,NO,80,KM,NO,NO
1,20808421,DIRT ROAD (MAINTAINED),YES,9,9,NO,7,KM,10,MINUTE,200,1500,NO,7,KM,YES,,,NO,9,7,0,0,0,14,761,YES,,NO,,,NO,2,KM,30,707,4,KM,12,412,YES,0,0,0,0,YES,,,NO,4,KM,,,YES,YES,FEMALE,YES,YES,0,METER,GOVERNMENT FACILITY,YES,3000,NO,,,,,,NO,2,KM,YES,,,NO,NO
1,20903583,TAR/ASPHALT,YES,12,12,YES,,,5,HOUR,150,2000,YES,,,YES,,,YES,,14,0,2,KM,11,1300,YES,,NO,,,NO,3,KM,30,430,3,KM,11,363,YES,1,4,2,3,YES,,,NO,3,KM,,,NO,,,,,3,KM,GOVERNMENT FACILITY,YES,2600,YES,YES,NO,NO,YES,NO,YES,,,YES,,,YES,
1,20906524,DIRT ROAD (MAINTAINED),YES,12,12,NO,16,KM,5,MINUTE,300,2500,YES,,,NO,16,KM,NO,162,5,0,25,KM,10,650,NO,3,NO,,,NO,14,KM,30,436,13,KM,19,355,YES,0,0,0,0,YES,,,NO,6,KM,,,YES,NO,,,,16,KM,GOVERNMENT FACILITY,NO,,NO,,,,,,NO,16,KM,NO,16,KM,NO,NO
1,20906605,DIRT ROAD (MAINTAINED),YES,12,12,YES,,,30,MINUTE,650,2000,NO,2,KM,YES,,,NO,17,8,0,0,METER,12,896,YES,,NO,,,YES,17,KM,30,436,3,KM,11,363,YES,0,0,0,0,YES,,,NO,5,KM,,,YES,YES,FEMALE,YES,YES,17,KM,GOVERNMENT FACILITY,YES,,NO,,,,,,NO,17,KM,NO,17,KM,YES,
1,20908088,TAR/ASPHALT,YES,12,12,YES,,,5,5,2500,4000,YES,,,YES,,,YES,,12,1,5,KM,41,3069,YES,,YES,3/4,COOKED FOOD,NO,52,KM,30,436,15,KM,15,370,NO,0,0,0,0,YES,,,YES,,,ALWAYS AVAILABLE,NO,NO,,,,,52,KM,GOVERNMENT FACILITY,NO,,YES,YES,NO,NO,NO,NO,NO,52,KM,NO,52,KM,YES,
1,20908119,DIRT ROAD (MAINTAINED),YES,9,9,NO,7,KM,1,HOUR,2500,2200,NO,7,KM,YES,,,NO,3312,10,1,200,METER,9,396,YES,,YES,3/4,COOKED FOOD,NO,33,KM,30,436,4,KM,8,201,NO,0,0,0,0,YES,,,NO,7,KM,,,NO,,,,,33,KM,GOVERNMENT FACILITY,YES,850,NO,,,,,,NO,33,KM,NO,7,KM,NO,NO
1,20909113,TAR/ASPHALT,YES,12,12,YES,,,5,MINUTE,1000,2500,YES,,,YES,,,YES,,10,1,2,KM,14,800,YES,,YES,3/4,COOKED FOOD,NO,52,KM,30,707,2,KM,14,400,YES,0,0,0,0,YES,,,YES,,,ALWAYS AVAILABLE,YES,YES,,,,,55,KM,GOVERNMENT FACILITY,YES,900,YES,YES,NO,NO,YES,YES,YES,,,NO,55,KM,NO,NO
1,21037030,TAR/ASPHALT,YES,12,12,YES,,,5,MINUTE,150,100,YES,,,NO,99,METER,NO,99,14,2,500,METER,51,1348,NO,8,NO,,,YES,2,KM,41,156,500,METER,31,164,YES,2,0,6,3,YES,,,YES,,,ALWAYS AVAILABLE,YES,NO,,,,,2,KM,GOVERNMENT FACILITY,YES,0,NO,,,,,,NO,2,KM,NO,2,KM,NO,NO
1,21037536,TAR/ASPHALT,YES,12,12,YES,,,1,MINUTE,150,150,YES,,,NO,8,KM,YES,,10,3,1,KM,43,2419,YES,,NO,,,NO,3,KM,30,720,1,KM,17,355,NO,4,0,0,1,YES,,,YES,,,ALWAYS AVAILABLE,YES,YES,,,,,1,KM,GOVERNMENT FACILITY,YES,0,YES,YES,NO,YES,YES,YES,NO,3,KM,YES,,,NO,NO
1,21048764,TAR/ASPHALT,YES,12,12,YES,,,3,MINUTE,200,200,YES,,,NO,0,METER,NO,0,10,1,200,METER,50,3969,NO,27,NO,,,YES,9,KM,38,400,200,METER,21,358,NO,2,1,4,3,YES,,,YES,,,ALWAYS AVAILABLE,YES,NO,,,,,7,KM,GOVERNMENT FACILITY,YES,0,YES,YES,NO,YES,YES,NO,NO,7,KM,NO,7,KM,NO,NO
1,21051203,TAR/ASPHALT,YES,12,12,YES,,,5,MINUTE,150,100,YES,,,NO,99,METER,NO,99,16,2,100,METER,42,1361,NO,8,NO,,,NO,99,METER,60,154,100,METER,29,955,NO,0,0,0,0,YES,,,NO,3,KM,,,NO,,,,,3,KM,GOVERNMENT FACILITY,YES,0,NO,,,,,,NO,4,KM,NO,4,KM,NO,NO
1,21052427,TAR/ASPHALT,YES,12,12,YES,,,30,MINUTE,150,150,YES,,,NO,0,,NO,,11,5,500,METER,92,6650,YES,,NO,,,YES,100,METER,78,999,200,METER,22,450,YES,0,0,4,1,YES,,,NO,6,KM,,,NO,,,,,5,KM,GOVERNMENT FACILITY,YES,700,YES,YES,NO,YES,YES,NO,NO,6,KM,YES,,,NO,NO
1,21053745,TAR/ASPHALT,YES,12,12,YES,,,3,MINUTE,200,200,YES,,,NO,8,KM,NO,0,31,18,5,KM,84,6200,NO,20,NO,,,YES,3,KM,76,640,5,KM,25,64,YES,1,0,13,3,YES,,,NO,5,KM,,,NO,,,,,5,KM,GOVERNMENT FACILITY,YES,0,NO,,,,,,YES,,,YES,,,NO,NO
1,21055241,TAR/ASPHALT,YES,12,12,YES,,,10,MINUTE,200,200,YES,,,NO,0,METER,NO,99,30,3,150,METER,41,2298,NO,7,NO,,,YES,1,KM,35,678,150,METER,44,825,YES,0,1,2,6,YES,,,YES,,,ALWAYS AVAILABLE,YES,NO,,,,,6,KM,GOVERNMENT FACILITY,YES,0,YES,NO,NO,YES,YES,NO,NO,500,METER,YES,,,NO,NO
1,21055693,TAR/ASPHALT,YES,12,12,YES,,,5,MINUTE,200,200,YES,,,NO,0,KM,NO,9,10,1,3,KM,41,2298,YES,,NO,,,YES,10,KM,35,678,1,KM,44,825,YES,0,1,2,4,YES,,,YES,,,ALWAYS AVAILABLE,YES,NO,,,,,3,KM,GOVERNMENT FACILITY,YES,0,NO,,,,,,YES,,,NO,3,KM,NO,NO
1,21066096,GRADED GRAVELED,YES,12,12,YES,,,5,MINUTE,100,50,YES,,,NO,99,METER,YES,,15,5,100,METER,63,6818,NO,41,NO,,,YES,3,KM,72,178,100,METER,14,160,YES,1,0,4,0,YES,,,NO,3,KM,,,NO,,,,,3,KM,GOVERNMENT FACILITY,YES,0,YES,NO,NO,YES,YES,NO,NO,3,KM,NO,3,KM,NO,NO
1,21066339,DIRT ROAD (MAINTAINED),YES,12,12,YES,,,5,MINUTE,100,100,YES,,,YES,,,YES,,15,5,100,METER,63,6815,NO,41,NO,,,YES,3,KM,78,178,100,METER,14,160,YES,0,0,4,0,YES,,,NO,3,KM,,,NO,,,,,3,KM,GOVERNMENT FACILITY,YES,0,YES,NO,NO,YES,YES,NO,NO,3,KM,NO,3,KM,NO,NO
1,21074510,GRADED GRAVELED,YES,12,12,YES,,,15,MINUTE,150,150,YES,,,NO,7,KM,NO,2,2,6,200,METER,46,3600,NO,6,NO,,,NO,500,METER,44,350,10,KM,36,686,NO,0,0,2,0,YES,,,NO,15,KM,,,YES,NO,,,,15,KM,GOVERNMENT FACILITY,YES,0,NO,,,,,,YES,,,YES,,,NO,NO
1,21077725,TAR/ASPHALT,YES,12,12,YES,,,5,MINUTE,200,100,YES,,,NO,99,METER,NO,99,7,0,500,METER,36,1560,YES,,NO,,,YES,100,METER,3,359,500,METER,19,316,YES,0,0,5,6,YES,,,NO,1,KM,,,NO,,,,,1,KM,GOVERNMENT FACILITY,NO,,NO,,,,,,YES,,,NO,1,KM,NO,NO
1,21080308,GRADED GRAVELED,YES,12,12,YES,,,3,MINUTE,200,100,YES,,,NO,0,METER,YES,,8,2,3,KM,50,3969,NO,27,NO,,,YES,8,KM,99,99,4,KM,21,358,NO,0,0,0,0,YES,,,NO,3,KM,,,NO,,,,,9,KM,GOVERNMENT FACILITY,YES,0,YES,YES,NO,NO,YES,YES,NO,9,KM,YES,,,NO,NO
1,21081573,TAR/ASPHALT,YES,12,12,YES,,,5,MINUTE,200,100,YES,,,NO,10,KM,NO,10,14,1,500,METER,60,3680,NO,8,NO,,,NO,1,KM,35,678,500,METER,44,825,YES,0,0,0,0,YES,,,NO,500,METER,,,YES,NO,,,,6,KM,GOVERNMENT FACILITY,YES,0,NO,,,,,,YES,,,YES,,,NO,NO
1,21086069,GRADED GRAVELED,YES,12,12,NO,500,METER,20,MINUTE,200,200,YES,,,NO,20,KM,YES,,4,1,4,KM,12,3600,NO,5,NO,,,NO,5,KM,14,300,5,KM,10,210,NO,1,0,0,0,YES,,,YES,,,ALWAYS AVAILABLE,YES,NO,,,,,8,KM,GOVERNMENT FACILITY,YES,0,NO,,,,,,NO,8,KM,NO,8,KM,NO,NO
1,21086436,GRADED GRAVELED,YES,12,12,YES,,,10,MINUTE,200,200,YES,,,NO,20,KM,YES,,6,1,3,KM,12,3600,NO,5,NO,,,NO,4,KM,14,300,4,KM,10,210,NO,1,0,0,0,YES,,,YES,,,ALWAYS AVAILABLE,YES,NO,,,,,8,KM,GOVERNMENT FACILITY,YES,0,YES,NO,NO,NO,NO,NO,YES,,,NO,8,KM,NO,NO
1,21087531,TAR/ASPHALT,YES,12,12,YES,,,1,MINUTE,100,50,YES,,,NO,10,KM,YES,,8,3,2,,60,5433,YES,,NO,,,YES,2,KM,24,192,10,KM,12,80,NO,2,1,6,8,YES,,,YES,,,ALWAYS AVAILABLE,NO,NO,,,,,6,KM,GOVERNMENT FACILITY,YES,0,YES,YES,NO,NO,NO,NO,NO,2,KM,NO,7,KM,NO,NO
1,21088597,TAR/ASPHALT,YES,12,12,YES,,,5,MINUTE,250,100,YES,,,NO,0,METER,NO,0,1,10,100,METER,12,5600,YES,,YES,ALMOST ALL,COOKED FOOD,NO,7,KM,24,192,17,KM,12,800,NO,2,2,0,2,YES,,,NO,10,KM,,,NO,,,,,10,KM,GOVERNMENT FACILITY,YES,0,NO,,,,,,NO,10,KM,NO,10,KM,NO,NO
1,30101280,GRADED GRAVELED,NO,0,8,NO,10,KM,15,DAY,350,3000,NO,10,KM,NO,13,KM,NO,13,2,4,3,KM,12,991,NO,6,YES,3/4,COOKED FOOD,NO,13,KM,21,530,10,KM,21,580,YES,0,0,2,0,YES,,,NO,13,KM,,,NO,,,,,13,KM,GOVERNMENT FACILITY,NO,,YES,NO,NO,YES,YES,NO,NO,13,KM,NO,13,KM,NO,NO
1,30101545,GRADED GRAVELED,YES,0,12,NO,36,KM,10,MINUTE,600,3000,NO,3,KM,NO,6,KM,NO,36,0,2,9,KM,17,1591,NO,4,NO,,,NO,36,KM,22,530,11,KM,9,216,YES,0,0,0,0,YES,,,NO,6,KM,,,NO,,,,,6,KM,GOVERNMENT FACILITY,YES,0,YES,NO,YES,YES,YES,YES,NO,36,KM,NO,36,KM,NO,NO
1,30102028,GRADED GRAVELED,YES,0,12,NO,74,KM,10,MINUTE,1000,2500,YES,,,NO,42,KM,NO,74,9,3,1,KM,9,1401,YES,,NO,,,NO,0,0,22,532,10,KM,12,251,YES,0,0,0,0,YES,,,NO,8,KM,,,NO,,,,,12,KM,GOVERNMENT FACILITY,YES,0,YES,NO,YES,YES,YES,NO,NO,74,KM,NO,74,KM,NO,NO
1,30102540,GRADED GRAVELED,YES,0,11,NO,30,KM,10,MINUTE,1000,2500,NO,8,KM,NO,8,KM,NO,30,6,0,4,KM,8,813,YES,,NO,,,NO,86,KM,21,530,10,KM,,,,0,0,0,0,YES,,,NO,8,KM,,,NO,,,,,8,KM,GOVERNMENT FACILITY,YES,0,YES,NO,YES,YES,YES,NO,NO,80,KM,NO,30,KM,NO,NO
1,30103074,GRADED GRAVELED,YES,0,12,NO,2,KM,2,HOUR,1500,4000,NO,3,KM,NO,3,KM,NO,44,3,1,3,KM,11,939,NO,3,NO,,,NO,,,21,530,7,KM,21,520,NO,0,0,0,0,YES,,,NO,7,KM,,,YES,YES,MALE,YES,NO,7,KM,GOVERNMENT FACILITY,YES,0,NO,,,,,,NO,95,KM,NO,95,KM,NO,NO
1,30104708,GRADED GRAVELED,YES,0,12,NO,2,KM,20,MINUTE,500,3000,NO,2,KM,NO,3,KM,NO,42,2,0,500,METER,9,1277,YES,,NO,,,NO,40,KM,21,530,10,KM,13,261,YES,0,0,0,0,YES,,,NO,5,KM,,,YES,YES,MALE,YES,YES,4,KM,GOVERNMENT FACILITY,NO,,YES,NO,NO,YES,YES,NO,NO,40,KM,NO,40,KM,NO,NO
1,30105325,GRADED GRAVELED,YES,12,12,YES,,,20,MINUTE,2400,6000,YES,,,NO,1,KM,NO,28,3,3,2,METER,13,1172,NO,1,NO,,,NO,70,KM,21,530,3,KM,21,231,YES,0,0,1,0,YES,,,NO,4,KM,,,NO,,,,,6,KM,GOVERNMENT FACILITY,YES,0,YES,YES,YES,YES,YES,NO,NO,1,KM,NO,70,KM,NO,NO
1,30105448,GRADED GRAVELED,YES,0,8,NO,2,KM,20,MINUTE,2500,3000,YES,,,NO,6,KM,NO,35,2,5,4,KM,8,1249,NO,4,NO,,,NO,75,KM,21,530,5,KM,10,303,NO,0,0,0,0,YES,,,NO,5,KM,,,NO,,,,,3,KM,GOVERNMENT FACILITY,YES,0,NO,,,,,,NO,70,KM,NO,70,KM,NO,NO
1,30107624,DIRT ROAD (MAINTAINED),NO,9,9,YES,,,2,HOUR,1000,1000,YES,,,NO,15,KM,NO,15,3,2,1,KM,10,896,NO,2,YES,3/4,COOKED FOOD,NO,60,KM,21,530,15,KM,6,200,NO,0,0,0,0,YES,,,NO,15,KM,,,YES,YES,MALE,YES,YES,15,KM,GOVERNMENT FACILITY,YES,0,YES,YES,NO,NO,NO,NO,NO,50,KM,NO,15,KM,NO,YES
1,30108401,GRADED GRAVELED,YES,0,12,NO,78,KM,1,HOUR,1500,5000,NO,30,KM,NO,23,KM,NO,78,1,4,4,KM,7,834,NO,4,NO,,,NO,78,KM,21,530,23,KM,8,162,NO,0,0,0,0,YES,,,NO,23,KM,,,YES,YES,MALE,YES,YES,78,KM,GOVERNMENT FACILITY,NO,,YES,NO,NO,YES,YES,NO,NO,78,KM,NO,78,KM,NO,NO
