case_id,hhid,Fish_SpeciesID,fs_j01,fs_j01_oth,fs_j02a,fs_j02b,fs_j02c,fs_j02d,fs_j02e,fs_j02f,fs_02filter,fs_j02h,fs_j02i,fs_j02j,fs_j02k,fs_j02l,fs_j02m,fs_j03a,fs_j03b,fs_j03c,fs_j03d,fs_j03e,fs_j03f,fs_j03filter,fs_j03g,fs_j03h,fs_j03i,fs_j03j,fs_j03k,fs_j03l
106012230214,d22a7cedb38f47a5bb5e55fd3bb84ef6,,usipa,,5,OTHER (SPECIFY),10 litre pail,fresh,,4000,no,,,,,,,10,OTHER (SPECIFY),5 litre pail,SUN-DRIED,.,3000,no,,,,,,
106012230240,08930ad616d843e494d8e6a2eaf4e3d6,,usipa,,2,LARGE BASKET,,fresh,,5500,no,,,,,,,6,OTHER (SPECIFY),"""5 litre bucket """,SUN-DRIED,.,3000,no,,,,,,
106012230265,6f210f755f604616b64c7fdda5c141f2,,utaka,,1,LARGE BASKET,,fresh,,20000,no,,,,,,,4,OTHER (SPECIFY),"""5 litre bucket """,SUN-DRIED,.,7000,no,,,,,,
106012240077,7806a20262774f9a8ee03b614d519d3f,,usipa,,12,OTHER (SPECIFY),10 LITRE PAIL,fresh,,4000,no,,,,,,,192,OTHER (SPECIFY),5 LITRE PAIL,SUN-DRIED,,3000,no,,,.,,,
106012240118,c93e664735a04fbcb7b64d6373f9d187,,usipa,,5,OTHER (SPECIFY),"""10 litre bucket """,fresh,,3500,no,,,,,,,80,OTHER (SPECIFY),"""5 litre bucket """,SUN-DRIED,,4000,no,,,.,,,
106012240145,be7052f4ef864621b73a037b0250ad97,,usipa,,4,OTHER (SPECIFY),"""10 litre bucket """,fresh,,4000,no,,,,,,,24,OTHER (SPECIFY),"""5 litre bucket """,SUN-DRIED,,2900,no,,,.,,,
106012240213,5be039c8d1b847cab12920c270d4550b,,usipa,,10,OTHER (SPECIFY),"""10 LITRE PAIL """,fresh,,5000,no,,,,,,,180,OTHER (SPECIFY),"""5 LITRE PAIL """,SUN-DRIED,,3500,no,,,.,,,
106012250041,f7829011889047ceb17dbfc813975b41,,utaka,,4,OTHER (SPECIFY),10 LITRE PAIL,fresh,,4000,no,,,,,,,96,OTHER (SPECIFY),5 LITRE PAIL,SUN-DRIED,,3000,no,,,.,,,
106012250073,f5c2b9e0a1564d72ad39e5451938a74d,,usipa,,10,OTHER (SPECIFY),10 LITRE PAIL,fresh,,4500,no,,,,,,,180,OTHER (SPECIFY),5 LITRE PAIL,SUN-DRIED,,3000,no,,,.,,,
106012250104,72850970ea644041afd723b084c8f977,,usipa,,2,OTHER (SPECIFY),"""10 litre pail """,fresh,,3500,no,,,,,,,24,OTHER (SPECIFY),"""5 litre chigoba """,SUN-DRIED,,4000,no,,,.,,,
106012250115,57edb87ee5654b2d95bf3ef82268309b,,usipa,,5,OTHER (SPECIFY),"""10 litre pail """,fresh,,4500,no,,,,,,,80,OTHER (SPECIFY),"""5 litre chigoba """,SUN-DRIED,,3500,no,,,.,,,
106012250125,12ab5c1acc054bbe96f5891e1bbbef35,,usipa,,10,OTHER (SPECIFY),"""10 litre pail """,fresh,,3500,no,,,,,,,200,OTHER (SPECIFY),"""5 litre  chigoba """,SUN-DRIED,,3000,no,,,.,,,
106012250146,e860248dd75d4a31b23797207e238d3a,,usipa,,9,OTHER (SPECIFY),10 LITRE PAIL,fresh,,4500,no,,,,,,,144,OTHER (SPECIFY),5 LITRE PAIL,SUN-DRIED,,3000,no,,,.,,,
106012250157,04a0e3b5b49a427c8b782738771d49f8,,usipa,,17,OTHER (SPECIFY),"""10 LITRE PAIL. """,fresh,,4000,no,,,,,,,408,OTHER (SPECIFY),"""5 LITRE PAIL. """,SUN-DRIED,,3000,no,,,.,,,
106012260040,8b0ebd3d0c924e9a9b4bd21cc002d741,,usipa,,12,SMALL BASKET,,fresh,,3500,no,,,,,,,12,SMALL BASKET,,SUN-DRIED,.,5000,no,,,,,,
106012260050,9dbe97677cf34164bd36cb6195d6e564,,usipa,,3,OTHER (SPECIFY),"""10 litre pail """,fresh,,3500,no,,,,,,,6,OTHER (SPECIFY),"""5 litre pail """,SUN-DRIED,.,3000,no,,,,,,
106012260069,3d2b9530620a405990773f77c92d42a8,,usipa,,1,LARGE BASKET,,fresh,,7000,no,,,,,,,4,OTHER (SPECIFY),"""5 litre bucket """,SUN-DRIED,.,3000,no,,,,,,
106012260100,cdfa04e88e6a4bceae9f15d91717ab16,,utaka,,5,LARGE BASKET,,fresh,,5000,no,,,,,,,10,OTHER (SPECIFY),"""5 LITRE PAIL """,SUN-DRIED,.,4000,no,,,,,,
106012260178,695c88c0e74f46df9d2cf894dce80226,,usipa,,2,OTHER (SPECIFY),"""10 litre pail """,fresh,,4000,no,,,,,,,4,OTHER (SPECIFY),"""5 litre bucket """,SUN-DRIED,.,5000,no,,,,,,
106012260187,f17a42fb774c48159d3ba06c7947d794,,usipa,,5,OTHER (SPECIFY),"""10 litre pail """,fresh,,4000,no,,,,,,,10,OTHER (SPECIFY),"""5 litre bucket """,SUN-DRIED,.,3000,no,,,,,,
106012270069,7e11ef02f9b34c8e9c4c53e77030ba51,,utaka,,2,LARGE BASKET,,SUN-DRIED,,18000,no,,,,,,,16,LARGE BASKET,,SUN-DRIED,,25000,no,,,.,,,
106012270218,d357c0f4a3f1482eb6dc49010ca922ad,,utaka,,8,OTHER (SPECIFY),10 LITRE PAIL,fresh,,5000,no,,,,,,,128,OTHER (SPECIFY),5 LITRE PAIL,SUN-DRIED,,3500,no,,,.,,,
106012270237,a4ff3f3e76a34cb7b272ec5035aac380,,utaka,,10,OTHER (SPECIFY),"""10 LITRE PAIL """,fresh,,5000,no,,,,,,,240,OTHER (SPECIFY),"""5 LITRE PAIL """,SUN-DRIED,,4000,no,,,.,,,
106012270293,2ac54c7210634102a098006563a6109e,,usipa,,20,OTHER (SPECIFY),"""10 LITRE PAIL """,fresh,,5000,no,,,,,,,480,OTHER (SPECIFY),"""5 LITRE PAIL """,SUN-DRIED,,3000,no,,,.,,,
106012280009,78b197b91ead4fb9b1e4169ed8a70414,,usipa,,4,OTHER (SPECIFY),"""RK LARGE BASIN """,fresh,,18000,no,,,,,,,32,OTHER (SPECIFY),5 LITRE PAIL,SUN-DRIED,,3500,no,,,.,,,
106012280047,de883c94d8d34853b61115cdd00fdf46,,usipa,,4,OTHER (SPECIFY),"""RK LARGE BASIN """,fresh,,15000,yes,4,OTHER (SPECIFY),,fresh,,15000,32,OTHER (SPECIFY),5 LITRE PAIL,SUN-DRIED,,3500,no,,,.,,,
106012280086,6c0b94731eee47a2b5f6df8121cf5a88,,usipa,,7,LARGE BASKET,,SUN-DRIED,,18000,no,,,,,,,7,LARGE BASKET,,SUN-DRIED,,24000,no,,,.,,,
106012280086,6c0b94731eee47a2b5f6df8121cf5a88,,utaka,,2,LARGE BASKET,,SUN-DRIED,,27000,no,,,,,,,2,LARGE BASKET,,SUN-DRIED,,38000,no,,,.,,,
106012280112,4d7b3586ebbb4dbe8fc6c8aa42001680,,usipa,,3,OTHER (SPECIFY),"""LARGE RK BASIN """,fresh,,17000,no,,,,,,,21,OTHER (SPECIFY),"""5 LITRE CHIGOBA """,SUN-DRIED,,4000,no,,,.,,,
106012280125,d51a234aa5ad4429b8b6544e6fc7f9ef,,usipa,,2,OTHER (SPECIFY),"""LARGE RK BASIN """,fresh,,18000,no,,,,,,,16,OTHER (SPECIFY),"""5 litre chigoba """,SUN-DRIED,,4500,no,,,.,,,
106012280202,c92aa55251ef4f77bc3ad73272131d59,,utaka,,10,OTHER (SPECIFY),RK LARGE BASIN,fresh,,14000,no,,,,,,,70,OTHER (SPECIFY),"""5 LITRE PAIL """,SUN-DRIED,,3500,no,,,.,,,
106012290014,3791687e2dce4cb0a821cc40e1168138,,usipa,,6,OTHER (SPECIFY),10 litre pail,SUN-DRIED,,4000,no,,,,,,,10,OTHER (SPECIFY),"""5 litre pail """,SUN-DRIED,.,3500,no,,,,,,
106012290028,d07e0bc3673e4f3999f6d05ef71292c0,,chambo,,20,piece,,fresh,,700,no,,,,,,,20,piece,,fresh,.,900,no,,,,,,
106012290035,69ba1df06ccf48db9ddecb90fe7e939b,,usipa,,4,OTHER (SPECIFY),"""10 litre pail """,fresh,,4000,no,,,,,,,8,OTHER (SPECIFY),"""5 litre pail """,SUN-DRIED,.,3000,no,,,,,,
106012290099,e6b53d2272664802be315ddb143b7ca6,,utaka,,5,LARGE BASKET,,fresh,,4500,no,,,,,,,5,LARGE BASKET,,SUN-DRIED,.,6500,no,,,,,,
106012290099,e6b53d2272664802be315ddb143b7ca6,,usipa,,10,LARGE BASKET,,fresh,,5000,no,,,,,,,10,LARGE BASKET,,SUN-DRIED,.,10500,no,,,,,,
106012290106,91d602bf8b964afa832f1a3edae623e8,,usipa,,5,OTHER (SPECIFY),"""10 litre pail """,fresh,,3500,no,,,,,,,10,OTHER (SPECIFY),"""5 litre bucket """,SUN-DRIED,.,2500,no,,,,,,
106012290127,e3dd2bf23dbe4613b01f92dbc462ed99,,usipa,,5,OTHER (SPECIFY),"""10 litre pail """,fresh,,3500,no,,,,,,,10,OTHER (SPECIFY),"""5 litre bucket """,SUN-DRIED,.,3000,no,,,,,,
106012290148,75d146ba5d274fe5a5ce4d5839b79d90,,usipa,,6,OTHER (SPECIFY),10litre pail,fresh,,4500,no,,,,,,,12,OTHER (SPECIFY),"""5 LITRE PAIL """,SUN-DRIED,.,3500,no,,,,,,
106202300013,61ee173f98a8446aaa4958952332d3a8,,utaka,,5,OTHER (SPECIFY),"""10 litre pail """,SUN-DRIED,,4500,no,,,,,,,10,OTHER (SPECIFY),"""5 litre pail """,SUN-DRIED,.,10000,no,,,.,,,
106202300082,4dba48e4d4fc48b1bac49b4cb0c91068,,usipa,,4,OTHER (SPECIFY),10 LITRES Pail,fresh,,3000,no,,,,,,,4,OTHER (SPECIFY),10 LITRES Pail,SUN-DRIED,.,5000,no,,,.,,,
106202300089,2f8971e7fbff406191acd839d916be01,,usipa,,12,LARGE BASKET,,fresh,,3000,no,,,,,,,12,LARGE BASKET,,SUN-DRIED,.,5000,no,,,.,,,
106202300095,28d4dd17ff594965b48ecc37a062b995,,usipa,,3,LARGE BASKET,,fresh,,5000,no,,,,,,,3,LARGE BASKET,,fresh,.,8000,no,,,.,,,
106202300141,a292ea9b618a4cc3bd7ad0ce0ebc822d,,usipa,,20,LARGE BASKET,,fresh,,2500,no,,,,,,,20,LARGE BASKET,,SUN-DRIED,.,4500,no,,,.,,,
107322320200,8ac2991da71f46e1b385efaf513c6fb6,,usipa,,4,LARGE BASKET,,fresh,,5000,no,,,,,,,4,LARGE BASKET,,fresh,,7000,no,,,.,,,
107322330277,3b9aff7d8c404323a58199ee00fcd049,,ncheni,,1400,piece,,smoked,,900,no,,,,,,,800,piece,,smoked,.,8000,no,,,.,,,
107322330277,3b9aff7d8c404323a58199ee00fcd049,,utaka,,150,piece,,smoked,,3000,no,,,,,,,100,piece,,smoked,.,150,no,,,.,,,
107332340503,d5be36c2998a48a68ac4c1ba6410543e,,usipa,,4,LARGE BASKET,,SUN-DRIED,,40000,no,,,,,,,3,LARGE BASKET,,SUN-DRIED,,5000,no,,,.,,,
107332340910,358e06d5b8524baa882ce3d0c260cbd9,,other,"""NONE """,0,,,,,,,,,,,,,0,,,,,,no,,,.,,,
107332350195,dcc4ea28b5914baf9cb6086657e26b7d,9,,,17,SMALL BASKET,,fresh,,20000,no,,,,,,,80000,SMALL BASKET,,fresh,,23000,no,,,,,,
107332350195,dcc4ea28b5914baf9cb6086657e26b7d,,usipa,,17,SMALL BASKET,,fresh,,20000,no,,,,,,,80000,SMALL BASKET,,fresh,.,23000,no,,,.,,,
107362430282,a4fe5fe843c14aee824c609b106c60d5,,usipa,,4,SMALL BASKET,,SUN-DRIED,,8000,no,,,,,,,3,SMALL BASKET,,SUN-DRIED,.,11000,no,,,.,,,
107362430500,bc4b9c77aa524ecc8c32cd5dad9ac1b1,,makakani,,1,OTHER (SPECIFY),"""90 kg bag """,SUN-DRIED,,62000,no,,,,,,,33,OTHER (SPECIFY),""" CHIGOBA """,SUN-DRIED,.,3000,no,,,.,,,
107362430500,bc4b9c77aa524ecc8c32cd5dad9ac1b1,,usipa,,1,OTHER (SPECIFY),"""Half  90 kg """,SUN-DRIED,,42000,no,,,,,,,20,OTHER (SPECIFY),"""CHIGOBA """,SUN-DRIED,.,4000,no,,,.,,,
107362450085,facbe5743ed6473bbf36171476664030,,usipa,,120,5 KG BAG,,SUN-DRIED,,2500,no,,,,,,,120,5 KG BAG,,SUN-DRIED,.,3200,no,,,.,,,
201012550055,1b47b3b89cff46d7b7094f70acb9527c,,usipa,,2,SMALL BASKET,,SUN-DRIED,,3000,no,,,,,,,4100,SMALL BASKET,,SUN-DRIED,.,1,no,,,.,,,
201012550061,af53298f2257416d92bb0a6387f4c8b6,,usipa,,3,OTHER (SPECIFY),"""Chigoba 5 LITRE PAIL """,SUN-DRIED,,3000,no,,,,,,,3,OTHER (SPECIFY),"""CHIGOBA 5 LITRE PAIL """,SUN-DRIED,.,4500,no,,,.,,,
201082640210,3cbbef7211f64075b2c9ced883f6241d,,usipa,,2,SMALL BASKET,,SUN-DRIED,,11600,no,,,,,,,16800,SMALL BASKET,,SUN-DRIED,,8400,no,,,.,,,
201082640210,3cbbef7211f64075b2c9ced883f6241d,,makumba,,1,DOZEN / BUNDLE,,smoked,,12400,no,,,,,,,16600,DOZEN / BUNDLE,,smoked,,16600,no,,,.,,,
201082640304,5cd17aa582ec463e84659a66629604ae,,other,"""none """,0,,,,,,,,,,,,,0,,,,,,no,,,.,,,
201092650014,cf4256eda8da4ec491a36a56cd1864e8,2,,,0,,,,,,,,,,,,,60,piece,,fresh,,80,no,,,,,,
201092650014,cf4256eda8da4ec491a36a56cd1864e8,3,,,0,,,,,,,,,,,,,60,piece,,fresh,,300,no,,,,,,
201092650014,cf4256eda8da4ec491a36a56cd1864e8,,mlamba,,0,,,,,,,,,,,,,60,piece,,fresh,.,300,no,,,.,,,
201092650014,cf4256eda8da4ec491a36a56cd1864e8,,makumba,,0,,,,,,,,,,,,,60,piece,,fresh,.,80,no,,,.,,,
201112710059,c528094c2b9b4b03a6cd38525fec71a6,,mlamba,,0,,,,,,,,,,,,,0,,,,.,,no,,,,,,
201112710191,a318bc3ae2f24feb9e9bd9b45b8fa332,,mlamba,,0,,,,,,,,,,,,,0,,,,.,,no,,,,,,
201112710220,e2d07b2050aa42bbbbca84d0837eb48c,,mlamba,,0,,,,,,,,,,,,,0,,,,.,,no,,,,,,
201202780377,3aa902aca4bf4ecea0d28df88dab9a8a,,usipa,,70,5 KG BAG,,SUN-DRIED,,5000,no,,,,,,,10,5 KG BAG,,SUN-DRIED,,6500,no,,,.,,,
202012790011,2a95fcb052ee42a2b5c022452cadc2d0,,mlamba,,350,piece,,smoked,,700,no,,,,,,,350,piece,,smoked,.,1500,no,,,.,,,
202012790011,2a95fcb052ee42a2b5c022452cadc2d0,,chambo,,400,piece,,iced,,500,no,,,,,,,400,piece,,iced,.,800,no,,,.,,,
202012790011,2a95fcb052ee42a2b5c022452cadc2d0,,other,Nkhututu,240,piece,,iced,,500,no,,,,,,,240,piece,,iced,.,800,no,,,.,,,
202012790011,2a95fcb052ee42a2b5c022452cadc2d0,,utaka,,5,25 KG BAG,,smoked,,15000,no,,,,,,,5,25 KG BAG,,smoked,.,25000,no,,,.,,,
202012790011,2a95fcb052ee42a2b5c022452cadc2d0,,usipa,,4,25 KG BAG,,SUN-DRIED,,15000,no,,,,,,,4,25 KG BAG,,SUN-DRIED,.,30000,no,,,.,,,
202012790029,bea54af9c5784c588259a0e17174c84a,,mlamba,,0,,,,,,,,,,,,,2,LARGE BASKET,,fresh,.,7000,no,,,.,,,
202012790029,bea54af9c5784c588259a0e17174c84a,,other,"""ntemela """,0,,,,,,,,,,,,,4,LARGE BASKET,,fresh,.,9000,no,,,.,,,
202012790029,bea54af9c5784c588259a0e17174c84a,,usipa,,0,,,,,,,,,,,,,2,SMALL BASKET,,fresh,.,2000,no,,,.,,,
202012790035,f4dcd135283b45529ce279049f9e7c7e,,other,"""Dakota """,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
202012790040,7241cd8f32ff4106b55025b4a6f5d740,,matemba,,0,,,,,,,,,,,,,1,OTHER (SPECIFY),small basin,fresh,.,200,no,,,.,,,
202012790058,3d3b7a43da3d48799c2091f8a6f74da8,,utaka,,80000,OTHER (SPECIFY),"""40 LITRES BUCKET """,fresh,,50000,no,,,,,,,100000,OTHER (SPECIFY),"""40 LITRES BUCKET """,fresh,.,100000,no,,,.,,,
202012790058,3d3b7a43da3d48799c2091f8a6f74da8,,usipa,,3,OTHER (SPECIFY),20 litres pail,fresh,,30000,no,,,,,,,50000,OTHER (SPECIFY),20 litre pail,fresh,.,50000,no,,,.,,,
202012790076,756f72ccd7ea4838ac486b84b997a376,,matemba,,0,,,,,,,,,,,,,3,OTHER (SPECIFY),basin,fresh,.,1500,no,,,.,,,
202012790076,756f72ccd7ea4838ac486b84b997a376,,mlamba,,0,,,,,,,,,,,,,4,DOZEN / BUNDLE,,fresh,.,1800,no,,,.,,,
202012790082,f3931272aa644e458f05c63146321d94,,usipa,,1,LARGE BASKET,,fresh,,10000,no,,,,,,,7,OTHER (SPECIFY),5 litre pail (chigoba),SUN-DRIED,.,2200,no,,,.,,,
202012790110,307b4e2bc52f43c4bf011312ecbde122,,utaka,,5,OTHER (SPECIFY),PAILS,fresh,,300000,no,,,,,,,200000,OTHER (SPECIFY),PAILS,fresh,.,100000,no,,,.,,,
202012790121,73039d062d694c268787010492da465f,,other,None,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
202012800326,3fbd7b37724e455dacc437a553c71494,,other,NONE DURING LOW SEASON,0,,,,,,,,,,,,,0,,,,,,no,,,.,,,
202012800563,24166bfee90244d6bcddd9425d83f604,,other,NONE,0,,,,,,,,,,,,,0,,,,,,no,,,.,,,
202012820295,a3ff4ca2b2d0422ca90b696d1555b361,,usipa,,0,,,,,,,,,,,,,0,,,,,,no,,,.,,,
202012830237,f1e45c98b9aa4142aa04d55d518d6618,,usipa,,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
202012830284,0411cb316e704bbab15419065cd7e7c6,,other,NONE,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
202022860151,1aebb2bd19a94738873e88180560fa2c,,other,"""NONE """,0,,,,,,,,,,,,,0,,,,,,no,,,.,,,
202032880190,b08aa2f097364d9aac1ff7894c3c1cab,,usipa,,0,,,,,,,,,,,,,1,LARGE BASKET,,fresh,,12000,no,,,.,,,
202032880338,6b9db2dabc944f5ba2633839eafd5d77,,chambo,,0,,,,,,,,,,,,,20,DOZEN / BUNDLE,,fresh,,1500,no,,,.,,,
202032900002,5b4548bf808a4f0c9d0cd57f822fbe32,,chambo,,0,,,,,,,,,,,,,0,,,,,,no,,,.,,,
202032900124,0d032afe0afd4b21aad2c2d193047d54,,other,NONE,0,,,,,,,,,,,,,0,,,,,,no,,,.,,,
202032910060,bcd3b9e845524f8c882da48b8e0783cd,,matemba,,20,OTHER (SPECIFY),heaps,fresh,,100,no,,,,,,,15,DOZEN / BUNDLE,,fresh,.,1200,no,,,.,,,
202032910060,bcd3b9e845524f8c882da48b8e0783cd,,ncheni,,0,,,,,,,,,,,,,12,DOZEN / BUNDLE,,fresh,.,3000,no,,,.,,,
202032910060,bcd3b9e845524f8c882da48b8e0783cd,,makumba,,2,piece,,fresh,,3000,yes,2,piece,,smoked,,1500,0,,,,.,,no,,,.,,,
202032910060,bcd3b9e845524f8c882da48b8e0783cd,,mlamba,,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
202032910060,bcd3b9e845524f8c882da48b8e0783cd,,other,sanjika,1,DOZEN / BUNDLE,,fresh,,2500,no,,,,,,,15,DOZEN / BUNDLE,,fresh,.,2000,no,,,.,,,
202032910071,b5ab8fdf6d5c4ad0ad538cde105afd8f,,matemba,,10000,SMALL BASKET,,fresh,,500,no,,,,,,,3000,SMALL BASKET,,fresh,.,500,no,,,.,,,
202032910071,b5ab8fdf6d5c4ad0ad538cde105afd8f,,other,SANJIKA,6000,piece,,fresh,,100,no,,,,,,,150,piece,,fresh,.,200,no,,,.,,,
202032910109,8b8a30535d3a4b6c8daf509e81eaaa47,,usipa,,1,SMALL BASKET,,fresh,,5000,no,,,,,,,1500,5 KG BAG,,fresh,.,2000,no,,,.,,,
202042920087,a869738b3ba644d694cd471ba4fc1217,,usipa,,1,SMALL BASKET,,fresh,,2500,no,,,,,,,0,,,,,,no,,,.,,,
202042920250,df201e07e33d498e88849bae523fe4fb,,utaka,,3,LARGE BASKET,,fresh,,25000,no,,,,,,,3,LARGE BASKET,,fresh,,30000,no,,,.,,,
202042930039,4a44c65028c0441ebcec6279f89cd169,,ncheni,,0,,,,,,,,,,,,,3,SMALL BASKET,,fresh,.,260000,no,,,,,,
202042930039,4a44c65028c0441ebcec6279f89cd169,,usipa,,0,,,,,,,,,,,,,4,SMALL BASKET,,fresh,.,8000,no,,,,,,
202052940093,61c9e748bb344bc3ba535a8178b69293,,usipa,,4,SMALL BASKET,,fresh,,3800,no,,,,,,,4,SMALL BASKET,,fresh,,3800,no,,,.,,,
202052960102,5497e1a94fdd421293c4227a0fe71b31,,usipa,,2,OTHER (SPECIFY),"""LARGE PAIL """,SUN-DRIED,,5000,no,,,,,,,1,OTHER (SPECIFY),"""LARGE PAIL """,SUN-DRIED,,9000,no,,,.,,,
202052980182,501edaad2ff549519cbf0dc13638bd65,,other,NO FISHING DURING LAST SEASON,0,,,,,,,,,,,,,0,,,,,,no,,,.,,,
202052980446,9e675de9b63c42e7a24eb9a8501cfecd,,chambo,,3,DOZEN / BUNDLE,,smoked,,16000,no,,,,,,,3,DOZEN / BUNDLE,,smoked,,25000,no,,,.,,,
202052980483,8ddd6c96ab654f27b5c4a57019e4ff26,,other,Nothing,0,,,,,,,,,,,,,0,,,,,,no,,,.,,,
202203010134,ebb1936f05454d26bbc2e76ecbec96b7,3,,,800,piece,,fresh,,4,no,,,,,,,3500,piece,,fresh,,5,no,,,,,,
202203010134,ebb1936f05454d26bbc2e76ecbec96b7,8,,,1200,piece,,fresh,,1300,no,,,,,,,0,,,,,,no,,,,,,
202203010134,ebb1936f05454d26bbc2e76ecbec96b7,,ncheni,,1200,piece,,fresh,,1300,no,,,,,,,0,,,,.,,no,,,.,,,
202203010134,ebb1936f05454d26bbc2e76ecbec96b7,,mlamba,,800,piece,,fresh,,4,no,,,,,,,3500,piece,,fresh,.,5,no,,,.,,,
202203010246,e3d894e9e2ac4a19ab0e8d0c0b7c4084,9,,,0,,,,,,,,,,,,,0,,,,,,no,,,,,,
202203010246,e3d894e9e2ac4a19ab0e8d0c0b7c4084,,usipa,,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
203043150058,05287b8a9b02420aab61f38e7735a661,,other,"""NONE """,0,,,,,,,,,,,,,0,,,,,,no,,,.,,,
204013290361,d0e7292b2751426d8dbccb604e7a5637,,usipa,,3,SMALL BASKET,,SUN-DRIED,,3500,no,,,,,,,3,SMALL BASKET,,SUN-DRIED,,5000,no,,,.,,,
204023310139,82ba414784a74d67a4969642d33547c2,,other,MBABA,6,DOZEN / BUNDLE,,fresh,,1500,no,,,,,,,6,DOZEN / BUNDLE,,SUN-DRIED,,2000,no,,,.,,,
204043420247,92c48cd2afff46b5a45a5e28ca882082,,utaka,,7000,OTHER (SPECIFY),"""5 LITRE BUCKET """,SUN-DRIED,,3500,no,,,,,,,1,OTHER (SPECIFY),"""5 LITRE BUCKET """,SUN-DRIED,.,4500,no,,,,,,
204073490117,cec7d1c2f9e94674af21c60ec197216b,,makakani,,0,,,,,,,,,,,,,0,,,,,,no,,,.,,,
204213500237,3c9c87d185594c99acf7801c92890fc7,9,,,4000,OTHER (SPECIFY),5 LITRE BASIN,SUN-DRIED,,2000,no,,,,,,,2,OTHER (SPECIFY),"""5 LITRE BASIN """,SUN-DRIED,,2000,no,,,,,,
204213500237,3c9c87d185594c99acf7801c92890fc7,,usipa,,4000,OTHER (SPECIFY),5 LITRE BASIN,SUN-DRIED,,2000,no,,,,,,,2,OTHER (SPECIFY),"""5 LITRE BASIN """,SUN-DRIED,.,2000,no,,,.,,,
205013520002,c98aa0e64d244cf282e499f933bd9013,,utaka,,38,SMALL BASKET,,SUN-DRIED,,4500,no,,,,,,,38,SMALL BASKET,,SUN-DRIED,,7000,no,,,.,,,
205053610028,6893c0ddf8ba4480a581b0e5013b3a58,,chambo,,2,SMALL BASKET,,fresh,,115000,no,,,,,,,310000,SMALL BASKET,,fresh,.,115000,yes,2,SMALL BASKET,,fresh,,112000
205053630038,7c95a7771a7b49d399a16e7f087e6d7a,,ncheni,,0,,,,,,,,,,,,,0,,,,.,,no,,,,,,
205063640084,ffbc73c7c17549d2993d0961303bef5e,,usipa,,13,SMALL BASKET,,fresh,,3500,no,,,,,,,12,SMALL BASKET,,fresh,,6000,no,,,.,,,
205073660215,6be01cfaa04340bba2fe0bfaddaea4f7,,usipa,,102,SMALL BASKET,,SUN-DRIED,,1400,no,,,,,,,102,SMALL BASKET,,SUN-DRIED,,3500,no,,,.,,,
205093710037,5cd87a3c0e03474aae127305863dab3c,,usipa,,3,SMALL BASKET,,fresh,,10000,no,,,,,,,0,,,,.,,no,,,.,,,
205093710051,13e9088afe9c438cac1a4f7903b6c3d6,,matemba,,0,,,,,,,,,,,,,3,SMALL BASKET,,fresh,.,15000,no,,,.,,,
205093710051,13e9088afe9c438cac1a4f7903b6c3d6,,ncheni,,0,,,,,,,,,,,,,2,SMALL BASKET,,fresh,.,20000,no,,,.,,,
205093710189,d5af1a731bea4a6cbaf9626d48a5536b,,matemba,,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
205093710189,d5af1a731bea4a6cbaf9626d48a5536b,,mlamba,,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
205203730449,4a5446062c9147b0840e38c0f0f537d7,,usipa,,4,SMALL BASKET,,fresh,,7000,no,,,,,,,4,SMALL BASKET,,fresh,,13500,no,,,.,,,
205213740051,efead557527c4756938f9c6280e9d4f1,,mlamba,,0,,,,,,,,,,,,,0,,,,,,no,,,.,,,
205213740258,1be356194ac443a58ce70510ed78b02d,,other,MAINGA,0,,,,,,,,,,,,,0,,,,,,no,,,.,,,
206023810092,19999a7f57e14193a4c9da2c6912cae9,,usipa,,3,5 KG BAG,,SUN-DRIED,,2000,no,,,,,,,2,5 KG BAG,,SUN-DRIED,.,5,no,,,.,,,
206023810554,f1d320e5dee143feb8d0a61d8a17ac13,,usipa,,2,LARGE BASKET,,SUN-DRIED,,1800,no,,,,,,,1,SMALL BASKET,,SUN-DRIED,.,1500,no,,,,,,
206104000156,eaff9789680b4089a9ca81168d86577c,,utaka,,5,OTHER (SPECIFY),"""CHIGOBA """,SUN-DRIED,,5000,no,,,,,,,3,OTHER (SPECIFY),"""CHIGOBA """,SUN-DRIED,,3,no,,,.,,,
206104000156,eaff9789680b4089a9ca81168d86577c,,usipa,,5,OTHER (SPECIFY),"""CHIGOBA """,SUN-DRIED,,4000,no,,,,,,,3,OTHER (SPECIFY),"""CHIGOBA """,SUN-DRIED,,3,no,,,.,,,
207204340029,ab04801d0c304c8d9b9847efd92646d1,9,,,4,SMALL BASKET,,SUN-DRIED,,7200,no,,,,,,,4,SMALL BASKET,,SUN-DRIED,,12000,no,,,,,,
207204340029,ab04801d0c304c8d9b9847efd92646d1,,usipa,,4,SMALL BASKET,,SUN-DRIED,,7200,no,,,,,,,4,SMALL BASKET,,SUN-DRIED,.,12000,no,,,.,,,
