case_id,hhid,fs_f01,fs_f01_oth,fs_f02a,fs_f02b,fs_f02c,fs_f02d,fs_f02e,fs_f02f,fs_f02g,fs_f02h,fs_f02i,fs_f02j,fs_f02k,fs_f02l,fs_f02m,fs_f03a,fs_f03b,fs_f03c,fs_f03d,fs_f03e,fs_f03f,fs_f03g,fs_f03h,fs_f03i,fs_f03j,fs_f03k,fs_f03l,fs_f03m,Fish_SpeciesID
106012240118,c93e664735a04fbcb7b64d6373f9d187,usipa,,10,OTHER (SPECIFY),"""10 litre pail """,fresh,,3000,no,,,,,,,320,OTHER (SPECIFY),"""5 litre bucket """,SUN-DRIED,,3000,no,,,,,,,
106012240145,be7052f4ef864621b73a037b0250ad97,usipa,,7,OTHER (SPECIFY),"""10 litre pail """,fresh,,3000,no,,,,,,,112,OTHER (SPECIFY),"""5 litre bucket """,SUN-DRIED,,2500,no,,,,,,,
106012240213,5be039c8d1b847cab12920c270d4550b,usipa,,24,OTHER (SPECIFY),"""10 LITRE PAIL """,fresh,,3500,no,,,,,,,576,OTHER (SPECIFY),"""5 LITRE PAIL """,SUN-DRIED,,2500,no,,,,,,,
106012250041,f7829011889047ceb17dbfc813975b41,utaka,,10,OTHER (SPECIFY),10 LITRE PAIL,fresh,,3000,no,,,,,,,320,OTHER (SPECIFY),5 LITRE PAIL,SUN-DRIED,,2500,no,,,,,,,
106012250073,f5c2b9e0a1564d72ad39e5451938a74d,usipa,,20,OTHER (SPECIFY),10 LITRE PAIL,fresh,,3000,no,,,,,,,640,OTHER (SPECIFY),10 LITRE PAIL,SUN-DRIED,,2500,no,,,,,,,
106012250104,72850970ea644041afd723b084c8f977,usipa,,4,OTHER (SPECIFY),"""10 litre pail """,fresh,,3000,no,,,,,,,64,OTHER (SPECIFY),"""5 litre chigoba """,SUN-DRIED,,2500,no,,,,,,,
106012250115,57edb87ee5654b2d95bf3ef82268309b,usipa,,15,OTHER (SPECIFY),"""10 litre pail """,fresh,,3000,no,,,,,,,480,OTHER (SPECIFY),"""5 litre chigoba """,SUN-DRIED,,2500,no,,,,,,,
106012250125,12ab5c1acc054bbe96f5891e1bbbef35,usipa,,20,OTHER (SPECIFY),"""10 litre pail """,fresh,,3000,no,,,,,,,480,OTHER (SPECIFY),"""5 litre chigoba """,SUN-DRIED,,2500,no,,,,,,,
106012250146,e860248dd75d4a31b23797207e238d3a,usipa,,12,OTHER (SPECIFY),10 LITRE PAIL,fresh,,3500,no,,,,,,,288,OTHER (SPECIFY),5 LITRE PAIL,SUN-DRIED,,2500,no,,,,,,,
106012250157,04a0e3b5b49a427c8b782738771d49f8,usipa,,30,OTHER (SPECIFY),"""10 LITRE PAIL """,fresh,,3000,no,,,,,,,960,OTHER (SPECIFY),"""5 LITRE PAIL """,SUN-DRIED,,2500,no,,,,,,,
106012260040,8b0ebd3d0c924e9a9b4bd21cc002d741,usipa,,30,OTHER (SPECIFY),10litre pail,fresh,.,2500,no,,,.,,.,,60,OTHER (SPECIFY),"""5 LITRE PAIL """,SUN-DRIED,.,2000,no,,,,,.,,
106012260050,9dbe97677cf34164bd36cb6195d6e564,usipa,,5,OTHER (SPECIFY),"""10 litre pail """,fresh,.,3000,no,,,.,,.,,10,OTHER (SPECIFY),"""5 litre pail """,SUN-DRIED,.,2500,no,,,,,.,,
106012260069,3d2b9530620a405990773f77c92d42a8,usipa,,5,LARGE BASKET,,fresh,.,6000,yes,10,LARGE BASKET,.,fresh,.,6000,10,OTHER (SPECIFY),"""5 litre bucket """,SUN-DRIED,.,2000,no,,,,,.,,
106012260100,cdfa04e88e6a4bceae9f15d91717ab16,utaka,,8,LARGE BASKET,,fresh,.,3000,no,,,.,,.,,16,OTHER (SPECIFY),"""5 LITRE PAIL """,SUN-DRIED,.,2500,no,,,,,.,,
106012260130,24f61a0bb3ae4063aa695299a1c2a06f,usipa,,25,OTHER (SPECIFY),10 litre pail,fresh,.,2000,no,,,.,,.,,50,OTHER (SPECIFY),"""5 litre pail """,SUN-DRIED,.,2000,no,,,,,.,,
106012260178,695c88c0e74f46df9d2cf894dce80226,usipa,,6,OTHER (SPECIFY),"""10 litre pail """,fresh,.,3500,no,,,.,,.,,12,OTHER (SPECIFY),"""5 LITRE BUCKET """,SUN-DRIED,.,2600,no,,,,,.,,
106012260187,f17a42fb774c48159d3ba06c7947d794,usipa,,15,OTHER (SPECIFY),"""10 litre pail """,fresh,.,3500,no,,,.,,.,,30,OTHER (SPECIFY),"""5 litre bucket """,SUN-DRIED,.,2500,no,,,,,.,,
106012270069,7e11ef02f9b34c8e9c4c53e77030ba51,utaka,,5,LARGE BASKET,,SUN-DRIED,,15000,no,,,,,,,60,LARGE BASKET,,SUN-DRIED,,20000,no,,,,,,,
106012270200,04c38d53d62b482bbfc3a109067bb1bd,utaka,,20,OTHER (SPECIFY),10 LITRE PAIL,fresh,,3500,no,,,,,,,640,OTHER (SPECIFY),5 LITRE PAIL,SUN-DRIED,,2500,no,,,,,,,
106012270200,04c38d53d62b482bbfc3a109067bb1bd,usipa,,30,OTHER (SPECIFY),10 LITRE PAIL,fresh,,3000,no,,,,,,,960,OTHER (SPECIFY),5 LITRE PAIL,SUN-DRIED,,2500,no,,,,,,,
106012270218,d357c0f4a3f1482eb6dc49010ca922ad,utaka,,20,OTHER (SPECIFY),10 LITRE PAIL,fresh,,3500,no,,,,,,,480,OTHER (SPECIFY),5 LITRE PAIL,SUN-DRIED,,2500,no,,,,,,,
106012270218,d357c0f4a3f1482eb6dc49010ca922ad,usipa,,15,OTHER (SPECIFY),10 LITRE PAIL,fresh,,3000,no,,,,,,,360,OTHER (SPECIFY),5 LITRE PAIL,SUN-DRIED,,2000,no,,,,,,,
106012270237,a4ff3f3e76a34cb7b272ec5035aac380,utaka,,20,OTHER (SPECIFY),"""10 LITRE PAIL """,fresh,,4000,no,,,,,,,480,OTHER (SPECIFY),"""5 LITRE PAIL """,SUN-DRIED,,3000,no,,,,,,,
106012270293,2ac54c7210634102a098006563a6109e,usipa,,50,OTHER (SPECIFY),"""10 LITRE PAIL """,fresh,,3500,no,,,,,,,1600,OTHER (SPECIFY),"""5 LITRE PAIL """,SUN-DRIED,,2000,no,,,,,,,
106012280009,78b197b91ead4fb9b1e4169ed8a70414,usipa,,8,OTHER (SPECIFY),"""RK LARGE BASIN """,fresh,,12000,no,,,,,,,64,OTHER (SPECIFY),5 LITRE PAIL,SUN-DRIED,,2500,no,,,,,,,
106012280047,de883c94d8d34853b61115cdd00fdf46,usipa,,9,OTHER (SPECIFY),"""RK LARGE BASIN """,fresh,,10000,no,,,,,,,72,OTHER (SPECIFY),5 LITRE  PAIL,SUN-DRIED,,2500,no,,,,,,,
106012280086,6c0b94731eee47a2b5f6df8121cf5a88,usipa,,30,LARGE BASKET,,SUN-DRIED,,15000,no,,,,,,,30,LARGE BASKET,,SUN-DRIED,,20000,no,,,,,,,
106012280086,6c0b94731eee47a2b5f6df8121cf5a88,utaka,,5,LARGE BASKET,,SUN-DRIED,,25000,no,,,,,,,5,LARGE BASKET,,SUN-DRIED,,35000,no,,,,,,,
106012280112,4d7b3586ebbb4dbe8fc6c8aa42001680,usipa,,50,OTHER (SPECIFY),"""LARGE RK BASIN """,fresh,,8000,no,,,,,,,350,OTHER (SPECIFY),"""5 litre chigoba """,SUN-DRIED,,3000,no,,,,,,,
106012280112,4d7b3586ebbb4dbe8fc6c8aa42001680,utaka,,20,OTHER (SPECIFY),"""LARGE RK BASIN """,fresh,,9000,no,,,,,,,120,OTHER (SPECIFY),"""5 litre chigoba """,fresh,,3500,no,,,,,,,
106012280125,d51a234aa5ad4429b8b6544e6fc7f9ef,usipa,,4,OTHER (SPECIFY),"""LARGE RK BASIN """,fresh,,17000,no,,,,,,,32,OTHER (SPECIFY),"""5 litre chigoba """,SUN-DRIED,,4000,no,,,,,,,
106012280202,c92aa55251ef4f77bc3ad73272131d59,other,"""KAMPANGO """,50,piece,,fresh,,600,no,,,,,,,600,piece,,smoked,,1500,no,,,,,,,
106012290014,3791687e2dce4cb0a821cc40e1168138,usipa,,12,OTHER (SPECIFY),10 litre pail,fresh,.,3000,no,,,.,,.,,22,OTHER (SPECIFY),"""5 litre pail """,SUN-DRIED,.,2500,no,,,,,.,,
106012290028,d07e0bc3673e4f3999f6d05ef71292c0,chambo,,50,piece,,fresh,.,500,no,,,.,,.,,50,piece,,fresh,.,700,no,,,,,.,,
106012290035,69ba1df06ccf48db9ddecb90fe7e939b,usipa,,12,OTHER (SPECIFY),10 litre pail,fresh,.,2000,no,,,.,,.,,24,OTHER (SPECIFY),"""5 litre pail """,SUN-DRIED,.,1500,no,,,,,.,,
106012290099,e6b53d2272664802be315ddb143b7ca6,utaka,,10,LARGE BASKET,,fresh,.,3000,no,,,.,,.,,10,LARGE BASKET,,SUN-DRIED,.,6500,no,,,,,.,,
106012290099,e6b53d2272664802be315ddb143b7ca6,usipa,,20,OTHER (SPECIFY),10litre pail,fresh,.,3500,no,,,.,,.,,40,OTHER (SPECIFY),5 litre pail,SUN-DRIED,.,2500,no,,,,,.,,
106012290106,91d602bf8b964afa832f1a3edae623e8,usipa,,15,OTHER (SPECIFY),"""10 litre pail """,fresh,.,3000,no,,,.,,.,,30,OTHER (SPECIFY),"""5 litre bucket """,SUN-DRIED,.,2000,no,,,,,.,,
106012290127,e3dd2bf23dbe4613b01f92dbc462ed99,usipa,,15,OTHER (SPECIFY),"""10 litre pail """,fresh,.,3000,no,,,.,,.,,30,OTHER (SPECIFY),"""5 litre bucket """,SUN-DRIED,.,2500,no,,,,,.,,
106012290148,75d146ba5d274fe5a5ce4d5839b79d90,usipa,,15,OTHER (SPECIFY),10litre pail,fresh,.,3000,no,,,.,,.,,30,OTHER (SPECIFY),"""5 LITRE PAIL """,SUN-DRIED,.,2000,no,,,,,.,,
106202300013,61ee173f98a8446aaa4958952332d3a8,utaka,,15,OTHER (SPECIFY),"""10 litre pail """,SUN-DRIED,.,3000,no,,,.,,.,,30,OTHER (SPECIFY),"""5 litre pail """,SUN-DRIED,,2500,no,,,,,.,,
106202300013,61ee173f98a8446aaa4958952332d3a8,usipa,,7,OTHER (SPECIFY),10 litre pails,fresh,.,700,no,,,.,,.,,14,OTHER (SPECIFY),"""5 litre pail """,SUN-DRIED,,1000,no,,,,,.,,
106202300082,4dba48e4d4fc48b1bac49b4cb0c91068,usipa,,8,OTHER (SPECIFY),10 LITRES Pail,SUN-DRIED,.,500,no,,,.,,.,,8,OTHER (SPECIFY),"""10 LITRES Piles  """,SUN-DRIED,,1000,no,,,,,.,,
106202300089,2f8971e7fbff406191acd839d916be01,usipa,,35,LARGE BASKET,,fresh,.,800,no,,,.,,.,,35,LARGE BASKET,,SUN-DRIED,,4500,no,,,,,.,,
106202300095,28d4dd17ff594965b48ecc37a062b995,usipa,,7,LARGE BASKET,,fresh,.,3000,no,,,.,,.,,7,LARGE BASKET,,fresh,,4500,no,,,,,.,,
106202300141,a292ea9b618a4cc3bd7ad0ce0ebc822d,usipa,,40,LARGE BASKET,,fresh,.,1000,no,,,.,,.,,40,LARGE BASKET,,SUN-DRIED,,3000,no,,,,,.,,
107322320200,8ac2991da71f46e1b385efaf513c6fb6,matemba,,8,LARGE BASKET,,SUN-DRIED,,2000,no,,,,,,,7,LARGE BASKET,,SUN-DRIED,,4500,no,,,,,,,
107322320200,8ac2991da71f46e1b385efaf513c6fb6,usipa,,10,LARGE BASKET,,fresh,,3000,yes,3,LARGE BASKET,,smoked,,3500,8,LARGE BASKET,,fresh,,5000,yes,2,,,smoked,,5500,
107322320477,980d7b184cf64f309424902803c75953,ncheni,,1,LARGE BASKET,,smoked,,20000,no,,,,,,,1,LARGE BASKET,,smoked,,35000,no,,,,,,,
107322320477,980d7b184cf64f309424902803c75953,utaka,,1,LARGE BASKET,,smoked,,30000,no,,,,,,,1,SMALL BASKET,,smoked,,15000,no,,,,,,,
107322330277,3b9aff7d8c404323a58199ee00fcd049,ncheni,,1200,piece,,smoked,.,15000,no,,,,,.,,1000,piece,,smoked,.,5000,no,,,,,.,,
107322330277,3b9aff7d8c404323a58199ee00fcd049,usipa,,6,OTHER (SPECIFY),5Litre (chigoba),SUN-DRIED,.,3600,no,,,,,.,,6,SMALL BASKET,,SUN-DRIED,.,18000,no,,,,,.,,
107322330277,3b9aff7d8c404323a58199ee00fcd049,matemba,,2400,piece,,SUN-DRIED,.,10000,no,,,,,.,,2000,piece,,SUN-DRIED,.,15000,no,,,,,.,,
107322330277,3b9aff7d8c404323a58199ee00fcd049,utaka,,2000,piece,,smoked,.,5000,no,,,,,.,,2000,piece,,smoked,.,800,no,,,,,.,,
107332340503,d5be36c2998a48a68ac4c1ba6410543e,usipa,,6,OTHER (SPECIFY),50 KG BAG,SUN-DRIED,,30000,no,,,,,,,6,OTHER (SPECIFY),"""50 KG BAG """,SUN-DRIED,,45000,no,,,,,,,
107332340910,358e06d5b8524baa882ce3d0c260cbd9,other,"""None """,0,,,,,,no,,,,,,,0,,,,,,no,,,,,,,
107332350195,dcc4ea28b5914baf9cb6086657e26b7d,,,6,SMALL BASKET,,fresh,,30000,no,,,,,,,200000,SMALL BASKET,,fresh,,35000,no,,,,,,,8
107332350195,dcc4ea28b5914baf9cb6086657e26b7d,ncheni,,6,SMALL BASKET,,fresh,.,30000,no,,,.,,.,,200000,SMALL BASKET,,fresh,.,35000,no,,,,,.,,
107332350195,dcc4ea28b5914baf9cb6086657e26b7d,usipa,,6,SMALL BASKET,,fresh,.,40000,no,,,.,,.,,150000,SMALL BASKET,,fresh,.,5000,no,,,,,.,,
107332350195,dcc4ea28b5914baf9cb6086657e26b7d,,,6,SMALL BASKET,,fresh,,40000,no,,,,,,,150000,SMALL BASKET,,fresh,,5000,no,,,,,,,9
107362430282,a4fe5fe843c14aee824c609b106c60d5,usipa,,6,SMALL BASKET,,SUN-DRIED,.,6000,no,,,.,,.,,6,SMALL BASKET,,SUN-DRIED,.,10000,no,,,,,.,,
107362430500,bc4b9c77aa524ecc8c32cd5dad9ac1b1,matemba,,10,OTHER (SPECIFY),"""90 kg bag """,SUN-DRIED,.,53000,no,,,.,,.,,66,OTHER (SPECIFY),CHIGOBA,SUN-DRIED,.,2000,no,,,,,.,,
107362430500,bc4b9c77aa524ecc8c32cd5dad9ac1b1,usipa,,2,OTHER (SPECIFY),"""90 kg bag """,SUN-DRIED,.,80000,no,,,.,,.,,20,OTHER (SPECIFY),"""CHIGOBA """,SUN-DRIED,.,2500,no,,,,,.,,
107362450085,facbe5743ed6473bbf36171476664030,usipa,,300,5 KG BAG,,SUN-DRIED,.,700,no,,,,,.,,250,5 KG BAG,,SUN-DRIED,.,1400,no,,,,,.,,
107362451549,4382632f2bb244fea987b0126b0a465c,utaka,,0,,,,.,,yes,5000,piece,,smoked,.,1000,9800,piece,,smoked,.,4000,no,,,,,.,,
107362451549,4382632f2bb244fea987b0126b0a465c,usipa,,6000,SMALL BASKET,,fresh,.,800,no,,,,,.,,1200,piece,,fresh,.,1500,no,,,,,.,,
107362451549,4382632f2bb244fea987b0126b0a465c,ncheni,,8000,piece,,smoked,.,1000,no,,,,,.,,9500,piece,,smoked,.,9500,no,,,,,.,,
201012550055,1b47b3b89cff46d7b7094f70acb9527c,ncheni,,600,piece,,smoked,.,50,no,,,.,,.,,600,piece,,smoked,,50,no,,,,,.,,
201012550055,1b47b3b89cff46d7b7094f70acb9527c,usipa,,1,SMALL BASKET,,SUN-DRIED,.,3000,no,,,.,,.,,1,SMALL BASKET,,SUN-DRIED,,4100,no,,,,,.,,
201012550061,af53298f2257416d92bb0a6387f4c8b6,usipa,,20,OTHER (SPECIFY),Chigoba 5 LITRE PAIL,SUN-DRIED,.,1500,no,,,.,,.,,5,OTHER (SPECIFY),"""CHIGOBA 5 LITRE PAIL """,SUN-DRIED,,17500,no,,,,,.,,
201012550061,af53298f2257416d92bb0a6387f4c8b6,utaka,,1,OTHER (SPECIFY),"""Chigoba 5 LITRE PAIL """,SUN-DRIED,.,4000,no,,,.,,.,,1,OTHER (SPECIFY),Chigoba 5 LITRE pail,SUN-DRIED,,8000,no,,,,,.,,
201082640210,3cbbef7211f64075b2c9ced883f6241d,usipa,,4,SMALL BASKET,,SUN-DRIED,,5000,yes,1,SMALL BASKET,,OTHER (SPECIFY),"""BOILED THEN DRIED """,6000,4,SMALL BASKET,,SUN-DRIED,,8750,yes,1,,,OTHER (SPECIFY),"""BOILED THEN DRIED """,9000,
201082640304,5cd17aa582ec463e84659a66629604ae,mlamba,,0,,,,,,no,,,,,,,1,piece,,smoked,,200,no,,,,,,,
201092650014,cf4256eda8da4ec491a36a56cd1864e8,makumba,,0,,,,.,,no,,,.,,.,,100,piece,,fresh,.,100,no,,,,,.,,
201092650014,cf4256eda8da4ec491a36a56cd1864e8,,,0,,,,,,no,,,,,,,100,piece,,fresh,,100,no,,,,,,,2
201092650014,cf4256eda8da4ec491a36a56cd1864e8,mlamba,,0,,,,.,,yes,200,piece,.,fresh,.,0,150,piece,,fresh,.,100,no,,,,,.,,
201092650014,cf4256eda8da4ec491a36a56cd1864e8,,,0,,,,,,yes,200,piece,,fresh,,0,150,piece,,fresh,,100,no,,,,,,,3
201112710059,c528094c2b9b4b03a6cd38525fec71a6,mlamba,,0,,,,.,,no,,,,,.,,0,,,,.,,no,,,,,.,,
201112710191,a318bc3ae2f24feb9e9bd9b45b8fa332,mlamba,,0,,,,.,,no,,,,,.,,28,SMALL BASKET,,fresh,.,140000,no,,,,,.,,
201112710220,e2d07b2050aa42bbbbca84d0837eb48c,mlamba,,0,,,,.,,no,,,,,.,,0,,,,.,,no,,,,,.,,
201202780377,3aa902aca4bf4ecea0d28df88dab9a8a,usipa,,2100,5 KG BAG,,SUN-DRIED,,1500,no,,,,,,,2100,5 KG BAG,,SUN-DRIED,,2250,no,,,,,,,
202012790011,2a95fcb052ee42a2b5c022452cadc2d0,usipa,,14,25 KG BAG,,SUN-DRIED,.,1500,no,,,,,.,,350000,25 KG BAG,,SUN-DRIED,.,25000,no,,,,,.,,
202012790011,2a95fcb052ee42a2b5c022452cadc2d0,chambo,,140,piece,,fresh,.,500,no,,,,,.,,112000,piece,,fresh,.,800,no,,,,,.,,
202012790029,bea54af9c5784c588259a0e17174c84a,mlamba,,0,,,,.,,no,,,,,.,,10,LARGE BASKET,,fresh,.,6000,no,,,,,.,,
202012790029,bea54af9c5784c588259a0e17174c84a,other,"""ntemela """,0,,,,.,,no,,,,,.,,5,LARGE BASKET,,fresh,.,8000,no,,,,,.,,
202012790029,bea54af9c5784c588259a0e17174c84a,usipa,,0,,,,.,,no,,,,,.,,2,LARGE BASKET,,fresh,.,2500,no,,,,,.,,
202012790035,f4dcd135283b45529ce279049f9e7c7e,chambo,,500,OTHER (SPECIFY),"""BUCKET """,fresh,.,100000,no,,,,,.,,50000,OTHER (SPECIFY),BUCKET,fresh,.,800,no,,,,,.,,
202012790035,f4dcd135283b45529ce279049f9e7c7e,utaka,,120000,OTHER (SPECIFY),BUNDLE,fresh,.,180,no,,,,,.,,400000,OTHER (SPECIFY),"""BOAT """,fresh,.,400000,no,,,,,.,,
202012790035,f4dcd135283b45529ce279049f9e7c7e,usipa,,400000,OTHER (SPECIFY),"""BOAT """,fresh,.,2500,yes,40000,OTHER (SPECIFY),"""5 LITRES BUCKET """,SUN-DRIED,.,2500,300000,OTHER (SPECIFY),"""5 LITRES BUCKET """,SUN-DRIED,.,3000,no,,,,,.,,
202012790040,7241cd8f32ff4106b55025b4a6f5d740,other,MIPASA and SANJIKA,0,,,,.,,no,,,,,.,,150,piece,,fresh,.,100,no,,,,,.,,
202012790058,3d3b7a43da3d48799c2091f8a6f74da8,usipa,,100000,OTHER (SPECIFY),PAIL,fresh,.,150000,no,,,,,.,,150000,OTHER (SPECIFY),PAIL,fresh,.,70000,no,,,,,.,,
202012790076,756f72ccd7ea4838ac486b84b997a376,matemba,,0,,,,.,,yes,10,OTHER (SPECIFY),basin,fresh,.,1300,4,OTHER (SPECIFY),basin,fresh,.,1300,no,,,,,.,,
202012790076,756f72ccd7ea4838ac486b84b997a376,mlamba,,0,,,,.,,yes,10,DOZEN / BUNDLE,,fresh,.,1500,5,DOZEN / BUNDLE,,fresh,.,1500,no,,,,,.,,
202012790082,f3931272aa644e458f05c63146321d94,usipa,,4,LARGE BASKET,,fresh,.,5000,no,,,,,.,,30,OTHER (SPECIFY),5 litre pail(chigoba),SUN-DRIED,.,1000,no,,,,,.,,
202012790110,307b4e2bc52f43c4bf011312ecbde122,usipa,,0,,,,.,,no,,,,,.,,0,,,,.,,no,,,,,.,,
202012790121,73039d062d694c268787010492da465f,usipa,,2,OTHER (SPECIFY),50 litres basin,SUN-DRIED,.,150,no,,,,,.,,2,OTHER (SPECIFY),50 litres basin,SUN-DRIED,.,150,no,,,,,.,,
202012800326,3fbd7b37724e455dacc437a553c71494,usipa,,1,OTHER (SPECIFY),"""PAIL MEDIUM """,fresh,,200,no,,,,,,,12000,DOZEN / BUNDLE,,fresh,,200,no,,,,,,,
202012800563,24166bfee90244d6bcddd9425d83f604,utaka,,3,SMALL BASKET,,fresh,,5000,no,,,,,,,3,SMALL BASKET,,fresh,,5000,no,,,,,,,
202012820295,a3ff4ca2b2d0422ca90b696d1555b361,usipa,,2,SMALL BASKET,,fresh,,5000,no,,,,,,,2,SMALL BASKET,,fresh,,6000,no,,,,,,,
202012830237,f1e45c98b9aa4142aa04d55d518d6618,usipa,,0,,,,.,,no,,,.,,.,,4,OTHER (SPECIFY),BOAT,fresh,,200000,no,,,,,.,,
202012830284,0411cb316e704bbab15419065cd7e7c6,usipa,,35,kilogram,,SUN-DRIED,.,100,yes,1,LARGE BASKET,.,SUN-DRIED,.,1,1,SMALL BASKET,,SUN-DRIED,,100,no,,,,,.,,
202012830332,e118aea74b9441689e8c0614c3be2f81,chambo,,0,,,,.,,no,,,.,,.,,0,,,,,,no,,,,,.,,
202012830332,e118aea74b9441689e8c0614c3be2f81,usipa,,0,,,,.,,no,,,.,,.,,0,,,,,,no,,,,,.,,
202022860151,1aebb2bd19a94738873e88180560fa2c,usipa,,12,LARGE BASKET,,fresh,,8000,no,,,,,,,2,LARGE BASKET,,fresh,,12000,no,,,,,,,
202022860151,1aebb2bd19a94738873e88180560fa2c,utaka,,6,LARGE BASKET,,fresh,,10000,no,,,,,,,1,LARGE BASKET,,SUN-DRIED,,14000,no,,,,,,,
202032880190,b08aa2f097364d9aac1ff7894c3c1cab,chambo,,8,DOZEN / BUNDLE,,fresh,,9500,no,,,,,,,8,DOZEN / BUNDLE,,fresh,,9500,no,,,,,,,
202032880190,b08aa2f097364d9aac1ff7894c3c1cab,mlamba,,3,DOZEN / BUNDLE,,fresh,,6500,no,,,,,,,2,DOZEN / BUNDLE,,fresh,,6500,no,,,,,,,
202032880190,b08aa2f097364d9aac1ff7894c3c1cab,usipa,,3,SMALL BASKET,,fresh,,6000,no,,,,,,,3,SMALL BASKET,,fresh,,6000,no,,,,,,,
202032880190,b08aa2f097364d9aac1ff7894c3c1cab,makakani,,3,SMALL BASKET,,fresh,,2500,no,,,,,,,2,SMALL BASKET,,fresh,,2500,no,,,,,,,
202032880190,b08aa2f097364d9aac1ff7894c3c1cab,matemba,,2,SMALL BASKET,,fresh,,3800,no,,,,,,,2,SMALL BASKET,,fresh,,3800,no,,,,,,,
202032880338,6b9db2dabc944f5ba2633839eafd5d77,chambo,,35,DOZEN / BUNDLE,,fresh,,36000,no,,,,,,,20,DOZEN / BUNDLE,,fresh,,10,no,,,,,,,
202032880338,6b9db2dabc944f5ba2633839eafd5d77,matemba,,0,,,,,,no,,,,,,,150,SMALL BASKET,,fresh,,0,no,,,,,,,
202032900002,5b4548bf808a4f0c9d0cd57f822fbe32,chambo,,0,,,,,,no,,,,,,,0,,,,,,no,,,,,,,
202032900002,5b4548bf808a4f0c9d0cd57f822fbe32,mlamba,,0,,,,,,no,,,,,,,0,,,,,,no,,,,,,,
202032900124,0d032afe0afd4b21aad2c2d193047d54,chambo,,1,LARGE BASKET,,fresh,,10000,yes,1,SMALL BASKET,,smoked,,900,15000,piece,,smoked,,1500,no,,,,,,,
202032900124,0d032afe0afd4b21aad2c2d193047d54,utaka,,20,LARGE BASKET,,SUN-DRIED,,3500,no,,,,,,,1,LARGE BASKET,,SUN-DRIED,,35000,no,,,,,,,
202032910060,bcd3b9e845524f8c882da48b8e0783cd,mlamba,,0,,,,.,,no,,,,,.,,7,piece,,fresh,.,700,no,,,,,.,,
202032910060,bcd3b9e845524f8c882da48b8e0783cd,makumba,,0,,,,.,,no,,,,,.,,2,DOZEN / BUNDLE,,fresh,.,10000,no,,,,,.,,
202032910060,bcd3b9e845524f8c882da48b8e0783cd,matemba,,5,OTHER (SPECIFY),heaps,fresh,.,100,no,,,,,.,,1,LARGE BASKET,,fresh,.,4000,no,,,,,.,,
202032910060,bcd3b9e845524f8c882da48b8e0783cd,ncheni,,0,,,,.,,no,,,,,.,,14,DOZEN / BUNDLE,,fresh,.,28000,no,,,,,.,,
202032910060,bcd3b9e845524f8c882da48b8e0783cd,other,sanjika,2,DOZEN / BUNDLE,,fresh,.,2000,no,,,,,.,,2,DOZEN / BUNDLE,,fresh,.,2000,no,,,,,.,,
202032910071,b5ab8fdf6d5c4ad0ad538cde105afd8f,matemba,,3000,DOZEN / BUNDLE,,fresh,.,100,no,,,,,.,,15000,DOZEN / BUNDLE,,fresh,.,200,no,,,,,.,,
202032910109,8b8a30535d3a4b6c8daf509e81eaaa47,usipa,,10000,OTHER (SPECIFY),pail,fresh,.,10000,no,,,,,.,,13000,OTHER (SPECIFY),pail,fresh,.,100,no,,,,,.,,
202032910109,8b8a30535d3a4b6c8daf509e81eaaa47,utaka,,10000,LARGE BASKET,,fresh,.,100,no,,,,,.,,1,SMALL BASKET,,fresh,.,100,no,,,,,.,,
202032910109,8b8a30535d3a4b6c8daf509e81eaaa47,matemba,,5000,OTHER (SPECIFY),Pail,fresh,.,100,no,,,,,.,,7000,OTHER (SPECIFY),"""PAIL """,fresh,.,100,no,,,,,.,,
202042920087,a869738b3ba644d694cd471ba4fc1217,usipa,,0,,,,,,no,,,,,,,0,,,,,,no,,,,,,,
202042920250,df201e07e33d498e88849bae523fe4fb,chambo,,12,LARGE BASKET,,fresh,,10000,no,,,,,,,10,LARGE BASKET,,fresh,,16000,no,,,,,,,
202042930039,4a44c65028c0441ebcec6279f89cd169,ncheni,,0,,,,.,,no,,,.,,.,,4,LARGE BASKET,,fresh,.,30000,no,,,,,.,,
202052940093,61c9e748bb344bc3ba535a8178b69293,usipa,,10,LARGE BASKET,,fresh,,25000,no,,,,,,,8,LARGE BASKET,,fresh,,2500,no,,,,,,,
202052960016,708689c50f3e464baf957a6322770d1f,usipa,,4,SMALL BASKET,,fresh,,4000,no,,,,,,,4,SMALL BASKET,,SUN-DRIED,,6000,yes,4,,,SUN-DRIED,,6000,
202052960016,708689c50f3e464baf957a6322770d1f,utaka,,2,LARGE BASKET,,fresh,,6000,no,,,,,,,2,LARGE BASKET,,fresh,,9000,no,,,,,,,
202052960102,5497e1a94fdd421293c4227a0fe71b31,ncheni,,2,DOZEN / BUNDLE,,fresh,,15000,no,,,,,,,2,DOZEN / BUNDLE,,fresh,,23000,no,,,,,,,
202052960102,5497e1a94fdd421293c4227a0fe71b31,utaka,,2,SMALL BASKET,,fresh,,5000,no,,,,,,,8000,SMALL BASKET,,fresh,,8000,no,,,,,,,
202052980182,501edaad2ff549519cbf0dc13638bd65,other,"""NO FISH TRADING """,0,,,,,,no,,,,,,,0,,,,,,no,,,,,,,
