case_id,hhid,Boats_EnginesID,fs_d07a,fs_d07b,fs_d08,fs_d09,fs_d10,fs_d11,fs_d12,fs_d13
106012220214,58d807a0904745bd8e2b83c77c4e8afe,Outboard engine,yes,,1,1,200000,0,0,40000
106012220280,e9233b566489450294fa0fb34d988278,Bwato (dugout),yes,,1,1,36000,0,0,0
106012220346,0480490180ae492bab38520e1a2d9a52,Bwato (dugout),yes,,1,0,50000,0,0,15000
106012230013,6cc3588b213e4615aeff177626a94117,Bwato (dugout),yes,,1,1,100000,0,0,0
106012230164,f470912aca0d4bf9ab930d08bc30b5b7,Bwato (dugout),yes,,1,0,55000,0,20000,0
106012230177,a21dcb576aab47498258a551704d0e1a,Bwato (dugout),yes,,1,1,40000,0,0,0
106012230214,d22a7cedb38f47a5bb5e55fd3bb84ef6,Bwato (dugout),yes,,1,1,150000,0,0,0
106012230214,d22a7cedb38f47a5bb5e55fd3bb84ef6,Plankboat,yes,,2,2,200000,0,0,0
106012240131,3d46228d82ab4af6900846a524e7afd7,Bwato (dugout),yes,,1,1,50000,0,0,0
106012250020,db2c6d4784534897bed7627d3da9fe5b,Bwato (dugout),yes,,1,0,80000,0,0,0
106012250136,53e1f38072e04f3b800220bbff635724,Bwato (dugout),yes,,1,1,70000,0,20000,20000
106012260028,db10b756b2b649338d6b0cc5dab1db9e,Bwato (dugout),yes,,1,1,70000,0,0,0
106012260100,cdfa04e88e6a4bceae9f15d91717ab16,Bwato (dugout),yes,,1,1,20000,0,0,0
106012270125,97c3a192048e45fd95240ad1844012e6,Bwato (dugout),yes,,1,1,100000,0,0,0
106012270144,cc6e6992ce7e4b13b8a09e070d177a21,Bwato (dugout),yes,,1,1,50000,0,0,0
106012270162,53b1172c8b584b9baacecaa75a988982,Bwato (dugout),yes,,1,1,220000,1,0,20000
106012280034,dda4810cf7b841b592cbc3ba5e724664,Plankboat,yes,,1,1,150000,0,0,0
106012280034,dda4810cf7b841b592cbc3ba5e724664,Outboard engine,yes,,1,1,200000,0,0,30000
106012280073,cfdf0fa754b54dd6ae961b086d0e4809,Plankboat,yes,,1,1,265000,0,0,20000
106012290134,4073d45af850495d9611563823d55180,Plankboat,yes,,1,0,70000,0,30000,0
201082640304,5cd17aa582ec463e84659a66629604ae,"Other,specify",yes,BANANA STEM,1,1,500,0,0,0
201092650014,cf4256eda8da4ec491a36a56cd1864e8,Bwato (dugout),yes,,1,1,3500,0,0,2000
201112710059,c528094c2b9b4b03a6cd38525fec71a6,Bwato (dugout),yes,,1,0,50000,0,0,0
202012790011,2a95fcb052ee42a2b5c022452cadc2d0,Plankboat,yes,,1,1,80000,1,10000,0
202012790029,bea54af9c5784c588259a0e17174c84a,Plankboat,yes,,1,0,150000,0,50000,0
202012790035,f4dcd135283b45529ce279049f9e7c7e,Bwato (dugout),yes,,1,1,200000,0,0,140000
202012790040,7241cd8f32ff4106b55025b4a6f5d740,Plankboat,yes,,1,2,35000,0,5000,0
202012790058,3d3b7a43da3d48799c2091f8a6f74da8,Bwato (dugout),yes,,1,1,40000,0,2000,20000
202012830237,f1e45c98b9aa4142aa04d55d518d6618,Outboard engine,yes,,1,0,400000,0,200000,200000
202012830332,e118aea74b9441689e8c0614c3be2f81,Bwato (dugout),yes,,5,0,15000,0,25000,0
202012830332,e118aea74b9441689e8c0614c3be2f81,Outboard engine,yes,,1,0,150000,0,250000,109000
202032880190,b08aa2f097364d9aac1ff7894c3c1cab,Bwato (dugout),yes,,1,1,25000,1,0,0
202032880338,6b9db2dabc944f5ba2633839eafd5d77,Bwato (dugout),yes,,18,0,35000,0,0,0
202032900002,5b4548bf808a4f0c9d0cd57f822fbe32,Bwato (dugout),yes,,1,1,5000,0,0,0
202032900151,1f30ffc4d661494ba2460dcbd9d9fe72,Bwato (dugout),yes,,2,0,150000,0,130000,0
202032910060,bcd3b9e845524f8c882da48b8e0783cd,Bwato (dugout),yes,,1,0,32000,0,30000,0
202042920250,df201e07e33d498e88849bae523fe4fb,Bwato (dugout),yes,,5,0,120000,0,50000,0
202042930039,4a44c65028c0441ebcec6279f89cd169,Bwato (dugout),yes,,18,1,35000,0,0,0
202052980483,8ddd6c96ab654f27b5c4a57019e4ff26,Bwato (dugout),yes,,1,1,0,0,4500,0
202203010134,ebb1936f05454d26bbc2e76ecbec96b7,Bwato (dugout),yes,,1,0,40000,0,5000,0
202203010246,e3d894e9e2ac4a19ab0e8d0c0b7c4084,Bwato (dugout),yes,,1,0,50000,0,1,10000
205053630007,c4a5b9b6955f4b9ebb760011982608f3,Bwato (dugout),yes,,3,0,50000,0,100000,0
205053630038,7c95a7771a7b49d399a16e7f087e6d7a,Bwato (dugout),yes,,1,1,35000,1,0,0
205073690098,6309510319224b90a8b1c9a7b86d1d8a,Bwato (dugout),,,1,1,50000,0,0,0
205093710037,5cd87a3c0e03474aae127305863dab3c,Plankboat,yes,,2,0,75000,0,0,0
205093710051,13e9088afe9c438cac1a4f7903b6c3d6,Plankboat,yes,,2,0,200000,0,12000,0
205213740051,efead557527c4756938f9c6280e9d4f1,Bwato (dugout),yes,,1,0,50000,0,4000,0
205213740258,1be356194ac443a58ce70510ed78b02d,Bwato (dugout),no,,0,0,0,0,0,0
208074530245,d42801a9eb0f4ab985798cb018d206e7,Bwato (dugout),yes,,1,4,50000,0,1,50000
208074560039,81a57628687f42b982a6f9bc5c4c67dd,Outboard engine,yes,,1,1,500000,0,0,30000
301025240017,f461be67c7ff4396b43392d0274e262e,Plankboat,yes,,1,0,30000,0,0,0
301025240034,8f666486648f44ea8d02359f35a2bd9f,Bwato (dugout),yes,,1,0,120000,1,30000,3000
301025240314,3aff34efc5254364b6bceeeb1932b2c4,Bwato (dugout),yes,,15,0,35000,0,0,0
301085380160,776f944f5bef40be9a86bd44244485cf,Bwato (dugout),yes,,1,0,4000,0,0,0
301215420031,b4237fc6be1e4fd9b358e91f617a06cd,Bwato (dugout),yes,,2,0,30000,0,2000,0
301215420102,8fe404afd210435ebf7f864bb9439bd9,Bwato (dugout),yes,,1,0,40000,0,0,0
301215420280,f1b6f0ef573a4c7ebacbb5c7d5b77b82,Bwato (dugout),yes,,1,0,60000,0,1800,0
301215420280,f1b6f0ef573a4c7ebacbb5c7d5b77b82,Plankboat,yes,,1,0,1100000,0,2000,0
302035540030,2ed0c205f1dd42ba938c9bc18c8b4451,Bwato (dugout),yes,,1,1,15000,0,0,0
302035540045,be0e640433434181b3ab6564a2d60338,Bwato (dugout),yes,,1,1,30000,0,0,0
302035540075,00c095c9651d4a71a0c58ce0d2c96b40,Bwato (dugout),yes,,1,1,13000,0,0,0
302035540090,82db37c27f1a4d3dad081d4698f75d05,Bwato (dugout),yes,,1,1,30000,0,0,0
302035540256,4956d949fe6d49f69d9ba20a8d4b86a1,Bwato (dugout),yes,,1,1,35000,0,0,0
302035540271,d7ff56ed5b444e3493fd0b78d27a9cc5,Bwato (dugout),yes,,1,1,45000,0,0,0
302055560066,98393db9f92b48ddb2967d1a876860d7,Bwato (dugout),yes,,1,1,25000,0,3500,0
302075590004,fb21bda6e97540dc9393e755cf5221de,Bwato (dugout),yes,,1,0,4000,0,8000,0
302075600033,ec27dff59dc04b33b2ca19d9e24ace5a,Bwato (dugout),yes,,1,1,22000,0,0,1200
302075600255,0a4f52e5fc644f849d1a6fbec7e4881d,Bwato (dugout),yes,,1,1,25000,1,25000,0
302085620073,8987c86a34d44006b4ddb42e2e4cf735,Bwato (dugout),yes,,1,0,30000,0,0,0
302225660115,1761f7fb3e9543ffaefd592cb0889f0b,Bwato (dugout),yes,,1,1,98000,0,0,0
303025730018,cceb5c77d3e84c32986566ca1771284d,Bwato (dugout),yes,,2,2,600000,0,0,5000
303025730130,ea35b6b913e24b4693837847c8b344c5,Bwato (dugout),yes,,10,0,30000,0,12000,0
303025730130,ea35b6b913e24b4693837847c8b344c5,Plankboat,yes,,6,0,80000,0,18000,0
303025730226,b6be6a7b4cfd4d7b95bf635c402234fc,Bwato (dugout),yes,,2,1,10000,1,10000,0
303025730318,31fda59924d7462799196c02098345af,Plankboat,yes,,1,0,150000,0,0,20000
303025730354,c88d0feb34de41e7b29b020fac7d45c2,Bwato (dugout),yes,,1,0,30000,0,6000,5000
303025730354,c88d0feb34de41e7b29b020fac7d45c2,Plankboat,yes,,1,0,50000,0,0,2000
309017110008,fb9cfecf8ec54a568bb360f6989b7441,Plankboat,yes,,1,1,30000,0,0,0
309017130078,0efc68515967476cb7731b9a3aa6e407,Bwato (dugout),yes,,1,1,50000,0,0,0
309037320027,e4976bb96e2b4efea6da21ce803ee95f,Bwato (dugout),no,,0,0,0,0,0,0
309037320057,7fb8a91e208e44099f110cc25a37958f,Bwato (dugout),no,,0,0,0,0,0,0
309037320145,f4c360a70cf94e36992ea6b95dafeddf,Bwato (dugout),yes,,1,0,0,0,0,0
310077550352,172e48fd0bfb4a63918d58fad28215fd,Bwato (dugout),yes,,1,1,3000,0,0,0
311047620222,59af2959373a49688125879137dc025b,Bwato (dugout),yes,,1,1,35000,0,0,0
311047670007,fc0c6c2029ba4946904eeb0f511725eb,Bwato (dugout),yes,,1,0,45000,1,200,5000
311047670022,23854e9fb8674e979c09cc41550e9bbc,Bwato (dugout),yes,,1,1,500,0,0,0
311067720273,70dff86abc944d74bc3ae3486c9c2c64,Bwato (dugout),yes,,1,1,2000,1,2000,0
311067740059,e1748feaa90e4f07b7e37d87d03cf617,Bwato (dugout),yes,,1,0,1,0,10000,0
311067740080,781c700f8e414a31852de87685434cd7,Bwato (dugout),yes,,1,0,50000,0,20000,0
311067750056,8452d6e2e58d4ef38043d23768dfeb15,Bwato (dugout),yes,,1,0,300,0,300,0
311077770214,53d9ca6b84f141adb29292582dbf95f0,Bwato (dugout),yes,,1,1,15000,1,5000,0
