ea_id,module_cb_startdate,module_cb_startHr,module_cb_startMin,module_cb_endHr,module_cb_endMin,module_cc_startdate,module_cc_startHr,module_cc_startMin,module_cc_endHr,module_cc_endMin,module_ce_startdate,module_ce_startHr,module_ce_startMin,module_ce_endHr,module_ce_endMin,module_cf_startdate,module_cf_startHr,module_cf_startMin,module_cf_endHr,module_cf_endMin,module_cg_startdate,module_cg_startHr,module_cg_startMin,module_cg_endHr,module_cg_endMin,module_ch_startdate,module_ch_startHr,module_ch_startMin,module_ch_endHr,module_ch_endMin,module_ci_startdate,module_ci_startHr,module_ci_startMin,module_ci_endHr,module_ci_endMin,module_cj_startdate,module_cj_startHr,module_cj_startMin,module_cj_endHr,module_cj_endMin
31438843,2016-09-02,13,8,14,14,2016-09-02,14,14,14,27,2016-09-02,14,52,14,57,2016-09-02,14,57,15,7,2016-09-02,15,7,15,8,2016-09-02,15,8,15,10,2016-09-02,15,10,15,10,2016-09-02,15,11,15,15
31438844,2017-03-25,15,10,15,13,2017-03-25,15,13,15,15,2017-03-25,15,22,15,30,2017-03-25,15,30,15,34,2017-03-25,15,45,15,49,2017-03-25,15,49,16,0,2017-03-25,16,7,16,10,2017-03-25,16,12,16,16
31438845,2016-04-23,9,4,9,5,2016-04-23,9,25,9,30,2016-04-23,9,55,10,0,2016-04-23,10,20,10,22,2016-04-23,10,22,10,24,2016-04-23,10,28,10,30,2016-04-23,10,49,10,52,2016-04-23,10,54,11,30
31439846,2017-01-21,12,0,12,48,2017-01-21,12,48,12,45,2017-01-21,13,10,13,12,2017-01-21,13,13,13,20,2017-01-21,13,20,13,30,2017-01-21,13,30,14,20,2017-01-21,14,25,14,26,2017-01-21,14,30,14,35
31440847,2016-10-23,10,30,10,32,2016-10-23,10,33,11,35,2016-10-23,11,8,11,15,2016-10-23,11,15,11,16,2016-10-23,11,16,11,20,2016-10-23,11,20,11,30,2016-10-23,11,30,11,33,2016-10-23,11,33,11,35
31441848,2017-04-08,13,51,14,5,2017-04-08,14,5,14,11,2017-04-08,14,24,14,28,2017-04-08,14,28,14,40,2017-04-08,14,42,14,55,2017-04-08,15,10,15,20,2017-04-11,15,25,15,28,2017-04-08,14,10,15,15
31441849,2016-06-28,10,0,10,23,2016-06-28,10,23,10,40,2016-06-28,10,50,10,52,2016-06-28,10,52,10,55,2016-06-28,10,55,10,59,2016-06-28,11,0,11,5,2016-06-28,11,5,11,6,2016-06-28,11,8,11,12
31442850,2017-02-08,12,47,13,4,2017-02-08,13,9,13,12,2017-02-08,13,14,13,19,2017-02-08,13,19,13,23,2017-02-08,13,28,13,25,2017-02-08,13,25,13,29,2017-02-08,13,29,13,30,2017-02-08,13,30,14,20
31442851,2016-11-04,10,21,10,22,2016-11-04,10,22,10,23,2016-11-04,10,30,10,33,2016-11-04,10,35,10,44,2016-11-04,10,44,10,50,2016-11-04,10,51,10,55,2016-11-04,10,55,10,56,2016-11-04,10,57,11,0
31443852,2017-04-21,10,40,10,55,2017-04-21,10,55,11,0,2017-04-21,11,12,11,15,2017-04-21,11,15,11,18,2017-04-21,11,19,11,20,2017-04-21,11,22,11,28,2017-04-21,11,29,11,29,2017-04-21,11,30,11,40
31443853,2016-06-25,14,0,14,10,2016-06-25,14,12,14,20,2016-06-25,14,51,14,56,2016-06-25,14,58,15,4,2016-06-25,15,4,15,8,2016-06-25,15,10,15,12,2016-06-25,15,15,15,17,2016-06-25,15,20,15,29
31444854,2017-03-03,13,45,14,8,2017-03-03,14,9,14,17,2017-03-03,14,37,14,43,2017-03-03,14,43,14,52,2017-03-03,14,53,14,55,2017-03-03,14,55,15,2,2017-03-03,15,2,15,3,2017-03-03,15,10,15,25
31531855,2016-09-17,9,37,10,0,2016-09-17,10,0,10,11,2016-09-17,10,56,11,0,2016-09-17,11,0,11,6,2016-09-17,11,6,11,11,2016-09-17,11,12,11,22,2016-09-17,11,22,11,22,2016-09-17,11,23,11,30
31531856,2017-03-21,12,24,12,47,2017-03-21,12,47,13,6,2017-03-21,13,24,13,28,2017-03-21,13,29,13,35,2017-03-21,13,36,13,42,2017-03-21,13,42,14,23,2017-03-21,14,23,14,28,2017-03-21,14,28,14,47
31532857,2016-05-05,13,55,14,15,2016-05-05,14,15,14,40,2016-05-05,15,14,15,22,2016-05-05,15,22,15,33,2016-05-05,15,33,15,46,2016-05-05,15,46,15,54,2016-05-05,15,54,15,54,2016-05-05,15,54,16,6
31533858,2017-01-18,10,7,10,24,2017-01-18,10,24,10,54,2017-01-18,10,56,11,15,2017-01-18,11,15,11,47,2017-01-18,11,47,11,52,2017-01-18,11,52,12,25,2017-01-18,12,25,12,27,2017-01-18,12,29,13,15
31534859,2016-10-12,13,54,14,11,2016-10-12,14,11,14,36,2016-10-12,15,3,15,17,2016-10-12,15,7,15,16,2016-10-12,15,18,15,26,2016-10-12,15,26,15,45,2016-10-12,15,45,15,47,2016-10-12,15,48,16,15
31535860,2017-03-29,14,3,14,28,2017-03-29,14,28,15,4,2017-03-29,15,12,15,23,2017-03-29,15,23,15,35,2017-03-29,15,35,15,52,2017-03-29,15,52,16,22,2017-03-29,16,23,16,24,2017-03-29,16,24,16,58
31535861,2016-06-09,14,10,14,23,2016-06-09,14,24,14,43,2016-06-09,15,9,15,12,2016-06-09,15,13,15,13,2016-06-09,15,13,15,20,2016-06-09,15,20,15,45,2016-06-09,15,45,15,50,2016-06-09,15,50,16,20
31536863,2016-11-01,10,54,11,18,2016-11-01,11,18,11,31,2016-11-01,11,42,11,10,2016-11-01,11,10,11,22,2016-11-01,11,22,11,50,2016-11-01,11,50,12,20,2016-11-01,12,20,12,22,2016-11-01,12,22,12,58
31537864,2017-04-11,10,21,10,35,2017-04-11,10,35,10,57,2017-04-11,11,17,11,22,2017-04-11,11,22,11,20,2017-04-11,11,31,11,35,2017-04-11,11,36,11,46,2017-04-11,11,46,11,47,2017-04-11,11,47,11,57
31539865,2016-06-14,8,38,8,55,2016-06-14,8,55,9,15,2016-06-14,9,35,9,42,2016-06-14,9,43,9,50,2016-06-14,9,50,10,15,2016-06-14,10,15,10,35,2016-06-14,10,35,10,37,2016-06-14,10,37,11,5
31539866,2017-02-15,13,15,13,40,2017-02-15,13,40,14,2,2017-02-15,15,21,15,51,2017-02-15,15,52,15,56,2017-02-15,15,57,16,25,2017-02-15,16,25,16,42,2017-02-15,16,42,16,44,2017-02-15,16,44,17,21
31540867,2016-09-09,9,29,9,49,2016-09-09,9,50,10,8,2016-09-09,10,22,10,27,2016-09-09,10,27,10,35,2016-09-09,10,35,11,15,2016-09-09,11,15,11,40,2016-09-09,11,40,11,41,2016-09-09,11,41,12,8
31544869,2016-05-07,14,12,14,24,2016-05-07,14,24,14,49,2016-05-07,15,13,15,17,2016-05-07,15,18,15,18,2016-05-07,15,18,15,23,2016-05-07,15,24,15,45,2016-05-08,15,10,15,25,2016-05-07,15,26,15,45
31546870,2017-01-20,8,30,9,0,2017-01-20,9,1,9,13,2017-01-20,9,26,10,28,2017-01-20,10,28,10,42,2017-01-20,10,42,10,50,2017-01-20,10,42,11,23,2017-01-20,11,23,11,25,2017-01-20,11,25,11,59
31547871,2016-10-03,9,15,9,29,2016-10-03,9,29,9,47,2016-10-03,10,5,10,10,2016-10-03,10,10,10,20,2016-10-03,10,20,10,33,2016-10-03,10,33,11,5,2016-10-03,11,5,11,7,2016-10-03,11,7,11,58
31548872,2017-04-09,10,28,10,43,2017-04-09,10,43,11,9,2017-04-09,11,20,11,41,2017-04-09,11,41,11,55,2017-04-09,11,55,12,9,2017-04-09,12,9,12,30,2017-04-09,12,30,12,31,2017-04-09,12,32,13,4
31548873,2016-05-25,13,33,13,55,2016-05-25,13,55,14,31,2016-05-25,15,1,15,9,2016-05-25,15,10,15,22,2016-05-25,15,22,15,34,2016-05-25,15,34,16,10,2016-05-25,16,10,16,12,2016-05-25,16,12,16,55
31551874,2017-02-02,10,3,10,55,2017-02-02,10,55,11,6,2017-02-02,12,18,12,35,2017-02-02,12,35,13,7,2017-02-02,13,8,13,28,2017-02-02,13,29,14,9,2017-02-02,14,9,14,12,2017-02-02,14,3,15,9
31552875,2016-10-25,14,52,15,4,2016-10-25,15,4,15,34,2016-10-25,15,59,16,3,2016-10-25,16,3,16,4,2016-10-25,16,4,16,12,2016-10-25,16,13,16,26,2016-10-25,16,26,16,30,2016-10-25,16,30,17,6
31553876,2017-04-13,14,46,15,3,2017-04-13,15,3,15,28,2017-04-13,15,57,16,8,2017-04-13,16,8,16,25,2017-04-13,16,25,16,32,2017-04-13,16,33,16,50,2017-04-13,16,50,16,51,2017-04-13,16,53,17,28
31554877,2016-06-17,9,19,9,31,2016-06-17,9,31,9,51,2016-06-17,10,12,10,16,2016-06-17,10,16,10,24,2016-06-17,10,24,10,32,2016-06-17,10,33,11,8,2016-06-17,11,8,11,10,2016-06-17,11,11,11,25
31555878,2017-02-14,14,14,14,22,2017-02-14,14,22,14,41,2017-02-14,15,7,15,12,2017-02-14,15,12,15,21,2017-02-14,15,21,15,26,2017-02-14,15,26,15,35,2017-02-14,15,35,15,36,2017-02-14,15,36,15,46
