case_id,hhid,fs_e01,fs_e02,fs_e02_oth,fs_e03,fs_e04a,fs_e04b,fs_e04c,fs_e04d,fs_e04e,fs_e04f,fs_e04g,fs_e04h,fs_e04i,fs_e04j,fs_e04k,fs_e05a,fs_e05b,fs_e06a,fs_e06b,fs_e06c,fs_e06d,fs_e06e,fs_e06f,fs_e06g,fs_e06h,fs_e06i,fs_e06j,fs_e07a,fs_e07b,fs_e08a,fs_e08b,fs_e08c,fs_e08d,fs_e08e,fs_e08f,fs_e08g,fs_e08h,fs_e08i,fs_e08j,fs_e08k,fs_e08l,fs_e09,fs_e10,fs_e11a,fs_e11b,fs_e11c,fs_e11d,fs_e11e,fs_e11f,fs_e11g,fs_e11h,fs_e11i,fs_e11j,fs_e12,fs_e13a,fs_e13b,Fish_SpeciesID
106012270125,97c3a192048e45fd95240ad1844012e6,yes,utaka,,2,20,OTHER (SPECIFY),"""10 LITRE BUCKET """,fresh,,no,,,,,,40,,40,OTHER (SPECIFY),"""10 litre bucket """,fresh,,40,OTHER (SPECIFY),"""10 litre bucket """,fresh,,"YES, THE FIGURES MATCHED",,78,OTHER (SPECIFY),"""5 litre bucket """,SUN-DRIED,,3000,10,OTHER (SPECIFY),"""10 litre bucket """,fresh,,3500,2,no,2,OTHER (SPECIFY),"""5 litre chigoba """,fresh,,2,OTHER (SPECIFY),,fresh,,ALMOST NONE,"YES, THE FIGURES MATCHED",,
106012270144,cc6e6992ce7e4b13b8a09e070d177a21,yes,ncheni,,8,40,piece,,fresh,,no,,,,,,320,,320,piece,,fresh,,320,piece,,fresh,,"YES, THE FIGURES MATCHED",,304,piece,,fresh,,1200,120,piece,,fresh,,1500,8,no,16,piece,,fresh,,16,piece,,fresh,,ALMOST NONE,"YES, THE FIGURES MATCHED",,
106012270162,53b1172c8b584b9baacecaa75a988982,yes,utaka,,8,60,OTHER (SPECIFY),10 LITRE PAIL,fresh,,no,,,,,,480,,480,OTHER (SPECIFY),10 LITRE PAIL,fresh,,480,OTHER (SPECIFY),10 LITRE PAIL,fresh,,"YES, THE FIGURES MATCHED",,476,OTHER (SPECIFY),"""10 LITRE PAIL """,fresh,,4000,240,OTHER (SPECIFY),10 LITRE PAIL,fresh,,5000,8,yes,4,OTHER (SPECIFY),10 LITRE PAIL,fresh,,4,OTHER (SPECIFY),,fresh,,ALMOST NONE,"YES, THE FIGURES MATCHED",,
106012270162,53b1172c8b584b9baacecaa75a988982,yes,usipa,,16,100,OTHER (SPECIFY),10 LITRE PAIL,fresh,,no,,,,,,1600,,1600,OTHER (SPECIFY),10 LITRE PAIL,fresh,,1600,OTHER (SPECIFY),10 LITRE PAIL,fresh,,"YES, THE FIGURES MATCHED",,1592,OTHER (SPECIFY),10 LITRE PAIL,fresh,,3000,600,OTHER (SPECIFY),10 LITRE PAIL,fresh,,4000,16,no,8,OTHER (SPECIFY),10 LITRE PAIL,fresh,,8,OTHER (SPECIFY),,fresh,,ALMOST NONE,"YES, THE FIGURES MATCHED",,
106012280034,dda4810cf7b841b592cbc3ba5e724664,yes,usipa,,16,150,OTHER (SPECIFY),"""RK LARGE BASIN """,fresh,,no,,,,,,2400,,2400,OTHER (SPECIFY),"""RK LARGE BASIN """,fresh,,2400,OTHER (SPECIFY),"""RK LARGE BASIN """,fresh,,"YES, THE FIGURES MATCHED",,2396,OTHER (SPECIFY),"""RK LARGE BASIN """,fresh,,10000,270,OTHER (SPECIFY),"""RK LARGE BASIN """,fresh,,17000,16,yes,4,OTHER (SPECIFY),"""RK LARGE BASIN """,fresh,,4,OTHER (SPECIFY),,fresh,,ALMOST NONE,"YES, THE FIGURES MATCHED",,
106012280073,cfdf0fa754b54dd6ae961b086d0e4809,yes,utaka,,12,25,OTHER (SPECIFY),"""RK LARGE BASIN """,fresh,,no,,,,,,300,,300,OTHER (SPECIFY),"""RK LARGE BASIN """,fresh,,300,OTHER (SPECIFY),"""RK LARGE BASIN """,fresh,,"YES, THE FIGURES MATCHED",,297,OTHER (SPECIFY),"""RK LARGE BASIN """,fresh,,15000,90,OTHER (SPECIFY),"""RK LARGE BASIN """,fresh,,22000,12,yes,3,OTHER (SPECIFY),"""RK LARGE BASIN """,fresh,,3,OTHER (SPECIFY),,fresh,,ALMOST NONE,"YES, THE FIGURES MATCHED",,
106012290134,4073d45af850495d9611563823d55180,yes,utaka,,16,25,OTHER (SPECIFY),10litre pail,fresh,,no,,,,,,400,,400,OTHER (SPECIFY),10litre pail,fresh,,400,OTHER (SPECIFY),10litre pail,fresh,,"YES, THE FIGURES MATCHED",,24,OTHER (SPECIFY),10litre pail,fresh,,3500,10,OTHER (SPECIFY),10litre pail,fresh,,4500,16,yes,1,OTHER (SPECIFY),10litre pail,fresh,,1,5 KG BAG,,fresh,,ALMOST NONE,"YES, THE FIGURES MATCHED",,
107332340910,358e06d5b8524baa882ce3d0c260cbd9,yes,other,BELEBETA,10,1,LARGE BASKET,,fresh,,no,,,,,,100,,100,LARGE BASKET,,fresh,,100,LARGE BASKET,,fresh,,"YES, THE FIGURES MATCHED",,40,OTHER (SPECIFY),Heap,fresh,,200,40,SMALL BASKET,,fresh,,300,10,yes,6,OTHER (SPECIFY),"""Heap """,fresh,,20,OTHER (SPECIFY),,fresh,,1/4,"YES, THE FIGURES MATCHED",,
107332340910,358e06d5b8524baa882ce3d0c260cbd9,yes,chambo,,24,60,piece,,fresh,,no,,,,,,1440,,1440,piece,,fresh,,1440,piece,,fresh,,"YES, THE FIGURES MATCHED",,54,piece,,fresh,,450,720,piece,,fresh,,200,24,yes,6,piece,,fresh,,6,piece,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
107332340910,358e06d5b8524baa882ce3d0c260cbd9,yes,mlamba,,24,84,piece,,fresh,,no,,,,,,2016,,2016,piece,,fresh,,2016,piece,,fresh,,"YES, THE FIGURES MATCHED",,60,piece,,fresh,,800,750,piece,,fresh,,1000,24,no,6,piece,,fresh,,6,piece,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
201082640304,5cd17aa582ec463e84659a66629604ae,yes,mlamba,,4,5,piece,,smoked,,no,,,,,,20,,0,piece,,smoked,,0,piece,,fresh,,"YES, THE FIGURES MATCHED",,2,piece,,smoked,,450,10,piece,,smoked,,0,1,yes,18,piece,,smoked,,10,piece,,smoked,,3/4,"YES, THE FIGURES MATCHED",,
201112710059,c528094c2b9b4b03a6cd38525fec71a6,yes,mlamba,.,6,18,SMALL BASKET,,fresh,,no,,,,,,108,,108,SMALL BASKET,,fresh,,12,SMALL BASKET,,fresh,,"YES, THE FIGURES MATCHED",,108,SMALL BASKET,,fresh,,25000,10,SMALL BASKET,,fresh,,5000,4,no,3,SMALL BASKET,,fresh,,1,SMALL BASKET,,smoked,,1/2,"YES, THE FIGURES MATCHED",,
201112710191,a318bc3ae2f24feb9e9bd9b45b8fa332,yes,mlamba,.,2,30,SMALL BASKET,,fresh,,no,,,,,,60,,60,SMALL BASKET,,fresh,,0,SMALL BASKET,,fresh,,"YES, THE FIGURES MATCHED",,28,SMALL BASKET,,fresh,,5000,12,SMALL BASKET,,fresh,,0,2,yes,2,SMALL BASKET,,fresh,,2,SMALL BASKET,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
201112710220,e2d07b2050aa42bbbbca84d0837eb48c,yes,mlamba,.,1,10,piece,,fresh,,no,,,,,,0,,0,piece,,fresh,,0,piece,,fresh,,"YES, THE FIGURES MATCHED",,0,piece,,fresh,,0,0,piece,,fresh,,0,0,no,10,piece,,fresh,,10,piece,,fresh,,ALMOST NONE,"YES, THE FIGURES MATCHED",,
202012790011,2a95fcb052ee42a2b5c022452cadc2d0,yes,usipa,,3,4,25 KG BAG,,SUN-DRIED,,no,,,,,,4,,4,25 KG BAG,,SUN-DRIED,,4,25 KG BAG,,SUN-DRIED,,"YES, THE FIGURES MATCHED",,4,25 KG BAG,,SUN-DRIED,,2500,1,5 KG BAG,,SUN-DRIED,,2500,1,yes,1,5 KG BAG,,SUN-DRIED,,1,5 KG BAG,,SUN-DRIED,,1/4,"YES, THE FIGURES MATCHED",,
202012790011,2a95fcb052ee42a2b5c022452cadc2d0,yes,chambo,,1,700,piece,,smoked,,no,,,,,,700,,700,piece,,SUN-DRIED,,700,piece,,SUN-DRIED,,"YES, THE FIGURES MATCHED",,560,piece,,SUN-DRIED,,500,10,piece,,fresh,,500,1,yes,35,piece,,fresh,,14,piece,,smoked,,1/4,"YES, THE FIGURES MATCHED",,
202012790029,bea54af9c5784c588259a0e17174c84a,yes,mlamba,,12,10,LARGE BASKET,,fresh,,no,,,,,,120,,120,LARGE BASKET,,fresh,,120,LARGE BASKET,,fresh,,"YES, THE FIGURES MATCHED",,10,LARGE BASKET,,fresh,,6000,2,LARGE BASKET,,fresh,,2500,4,no,6,piece,,fresh,,2,piece,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
202012790029,bea54af9c5784c588259a0e17174c84a,yes,other,mtemela,12,5,LARGE BASKET,,fresh,,no,,,,,,20,,20,LARGE BASKET,,fresh,,20,LARGE BASKET,,fresh,,"YES, THE FIGURES MATCHED",,5,LARGE BASKET,,fresh,,8000,4,SMALL BASKET,,fresh,,4000,4,yes,1,5 KG BAG,,fresh,,6,piece,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
202012790029,bea54af9c5784c588259a0e17174c84a,yes,usipa,,9,2,LARGE BASKET,,fresh,,no,,,,,,18,,18,LARGE BASKET,,fresh,,18,LARGE BASKET,,fresh,,"YES, THE FIGURES MATCHED",,2,kilogram,,fresh,,2500,1,SMALL BASKET,,fresh,,2000,3,no,1,5 KG BAG,,fresh,,1,kilogram,,fresh,,ALMOST NONE,"YES, THE FIGURES MATCHED",,
202012790058,3d3b7a43da3d48799c2091f8a6f74da8,yes,usipa,,3,4,OTHER (SPECIFY),PAILS,fresh,,no,,,,,,40,,12,OTHER (SPECIFY),"""PAILS """,fresh,,12,OTHER (SPECIFY),PAILS,fresh,,"YES, THE FIGURES MATCHED",,50000,OTHER (SPECIFY),PAILS,fresh,,50000,2,OTHER (SPECIFY),PAILS,fresh,,60000,2,no,1,5 KG BAG,,fresh,,1,5 KG BAG,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
202012790076,756f72ccd7ea4838ac486b84b997a376,yes,mlamba,,12,10,DOZEN / BUNDLE,,fresh,,no,,,,,,120,,1000,DOZEN / BUNDLE,,fresh,,1000,DOZEN / BUNDLE,,fresh,,"YES, THE FIGURES MATCHED",,4,DOZEN / BUNDLE,,fresh,,1200,200,DOZEN / BUNDLE,,fresh,,1500,12,yes,12,DOZEN / BUNDLE,,fresh,,4,DOZEN / BUNDLE,,smoked,,ALMOST ALL,"YES, THE FIGURES MATCHED",,
202012790076,756f72ccd7ea4838ac486b84b997a376,yes,matemba,,12,10,OTHER (SPECIFY),basin,fresh,,no,,,,,,120,,10,OTHER (SPECIFY),basin,fresh,,10,OTHER (SPECIFY),basin,fresh,,"YES, THE FIGURES MATCHED",,2,OTHER (SPECIFY),basin,fresh,,1000,5,OTHER (SPECIFY),basin,fresh,,1300,12,yes,3,OTHER (SPECIFY),basin,fresh,,2,OTHER (SPECIFY),,smoked,,3/4,"YES, THE FIGURES MATCHED",,
202012790110,307b4e2bc52f43c4bf011312ecbde122,yes,usipa,,6,4,LARGE BASKET,,fresh,,no,,,,,,200000,,10,LARGE BASKET,,fresh,,10,LARGE BASKET,,fresh,,"YES, THE FIGURES MATCHED",,15000,LARGE BASKET,,fresh,,15000,0,OTHER (SPECIFY),none,OTHER (SPECIFY),"none, did not catch fish during low season",0,0,no,1,OTHER (SPECIFY),10 litres bucket,fresh,,1,OTHER (SPECIFY),,fresh,,1/4,"YES, THE FIGURES MATCHED",,
202012790121,73039d062d694c268787010492da465f,yes,mlamba,,4,40,piece,,fresh,,no,,,,,,160,,40,piece,,fresh,,160,piece,,fresh,,"YES, THE FIGURES MATCHED",,0,OTHER (SPECIFY),none,OTHER (SPECIFY),never sold mlamba,0,12,piece,,fresh,,0,0,yes,10,piece,,smoked,,10,piece,,smoked,,ALMOST ALL,"NO, THE ENTRIES WERE ADJUSTED",POOR MEMORY,
202012790121,73039d062d694c268787010492da465f,yes,other,NKHUTUTU,4,10,piece,,smoked,,no,,,,,,40,,40,piece,,smoked,,40,piece,,smoked,,"YES, THE FIGURES MATCHED",,0,OTHER (SPECIFY),DID NOT SELL,smoked,,0,40,piece,,smoked,,0,0,yes,40,piece,,smoked,,40,piece,,smoked,,ALMOST ALL,"YES, THE FIGURES MATCHED",,
202012830237,f1e45c98b9aa4142aa04d55d518d6618,yes,usipa,,20,4,OTHER (SPECIFY),BOAT,fresh,,no,,,,,,80,,100,OTHER (SPECIFY),BOAT,fresh,,100,OTHER (SPECIFY),BOAT,fresh,,"YES, THE FIGURES MATCHED",,4,OTHER (SPECIFY),BOAT,fresh,,200000,4,OTHER (SPECIFY),MEDIUM PAIL,fresh,,20000,8,yes,4,OTHER (SPECIFY),MEDIU PAIL,SUN-DRIED,,3,OTHER (SPECIFY),,fresh,,ALMOST NONE,"YES, THE FIGURES MATCHED",,
202012830332,e118aea74b9441689e8c0614c3be2f81,yes,chambo,,3,15,SMALL BASKET,,fresh,,no,,,,,,45,,45,SMALL BASKET,,fresh,,0,piece,,fresh,,"YES, THE FIGURES MATCHED",,45,SMALL BASKET,,fresh,,35000,0,piece,,fresh,,0,0,no,1,SMALL BASKET,,fresh,,15,piece,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
202012830332,e118aea74b9441689e8c0614c3be2f81,yes,usipa,,4,2,LARGE BASKET,,fresh,,no,,,,,,8,,3,SMALL BASKET,,fresh,,0,DOZEN / BUNDLE,,fresh,,"YES, THE FIGURES MATCHED",,8,SMALL BASKET,,fresh,,2,2,SMALL BASKET,,fresh,,2000,2,no,1,SMALL BASKET,,fresh,,1,SMALL BASKET,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
202032880190,b08aa2f097364d9aac1ff7894c3c1cab,yes,chambo,,2,10,DOZEN / BUNDLE,,fresh,,no,,,,,,10,,10,DOZEN / BUNDLE,,fresh,,10,DOZEN / BUNDLE,,fresh,,"YES, THE FIGURES MATCHED",,8,DOZEN / BUNDLE,,fresh,,12000,10,DOZEN / BUNDLE,,fresh,,12000,2,yes,2,DOZEN / BUNDLE,,fresh,,2,DOZEN / BUNDLE,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
202032880190,b08aa2f097364d9aac1ff7894c3c1cab,yes,mlamba,,4,4,DOZEN / BUNDLE,,fresh,,no,,,,,,160,,160,piece,,fresh,,160,piece,,fresh,,"YES, THE FIGURES MATCHED",,3,DOZEN / BUNDLE,,fresh,,10000,2,DOZEN / BUNDLE,,fresh,,12000,2,yes,1,DOZEN / BUNDLE,,fresh,,1,DOZEN / BUNDLE,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
202032880190,b08aa2f097364d9aac1ff7894c3c1cab,yes,matemba,,3,6,LARGE BASKET,,fresh,,no,,,,,,6,,6,LARGE BASKET,,fresh,,6,LARGE BASKET,,fresh,,"YES, THE FIGURES MATCHED",,5,LARGE BASKET,,fresh,,5000,6,LARGE BASKET,,fresh,,5000,3,no,1,LARGE BASKET,,fresh,,1,LARGE BASKET,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
202032880338,6b9db2dabc944f5ba2633839eafd5d77,yes,chambo,,10,25,LARGE BASKET,,fresh,,yes,20,SMALL BASKET,,fresh,,75,20,75,LARGE BASKET,,fresh,,0,SMALL BASKET,,fresh,,"YES, THE FIGURES MATCHED",,95000,LARGE BASKET,,fresh,,3500,3500,DOZEN / BUNDLE,,fresh,,2500,15,yes,5,DOZEN / BUNDLE,,fresh,,6,DOZEN / BUNDLE,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
202032880338,6b9db2dabc944f5ba2633839eafd5d77,yes,matemba,,14,10,LARGE BASKET,,fresh,,no,,,,,,50,,6,LARGE BASKET,,fresh,,12,LARGE BASKET,,fresh,,"YES, THE FIGURES MATCHED",,16,LARGE BASKET,,fresh,,6,6,LARGE BASKET,,fresh,,2200,3,yes,6,SMALL BASKET,,fresh,,8,SMALL BASKET,,fresh,,1/2,"YES, THE FIGURES MATCHED",,
202032900002,5b4548bf808a4f0c9d0cd57f822fbe32,yes,chambo,,12,15,piece,,fresh,,no,,,,,,180,,180,piece,,fresh,,180,piece,,fresh,,"YES, THE FIGURES MATCHED",,150,piece,,fresh,,100,0,piece,,fresh,,150,12,no,30,piece,,smoked,,30,piece,,smoked,,ALMOST NONE,"YES, THE FIGURES MATCHED",,
202032900002,5b4548bf808a4f0c9d0cd57f822fbe32,yes,mlamba,,12,50,piece,,fresh,,no,,,,,,600,,600,piece,,fresh,,600,piece,,fresh,,"YES, THE FIGURES MATCHED",,50,piece,,fresh,,150,0,piece,,fresh,,250,0,yes,0,piece,,fresh,,0,piece,,fresh,,ALMOST NONE,"YES, THE FIGURES MATCHED",,
202032900151,1f30ffc4d661494ba2460dcbd9d9fe72,yes,utaka,,16,6,LARGE BASKET,,fresh,,no,,,,,,96,,96,LARGE BASKET,,fresh,,96,LARGE BASKET,,fresh,,"YES, THE FIGURES MATCHED",,5,LARGE BASKET,,fresh,,10000,12,LARGE BASKET,,fresh,,15000,16,no,1,SMALL BASKET,,fresh,,1,SMALL BASKET,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
202042920087,a869738b3ba644d694cd471ba4fc1217,yes,usipa,,12,0,LARGE BASKET,,fresh,,yes,12,SMALL BASKET,,smoked,,20000,30000,0,LARGE BASKET,,fresh,,0,LARGE BASKET,,fresh,,"YES, THE FIGURES MATCHED",,0,SMALL BASKET,,fresh,,5000,8,LARGE BASKET,,fresh,,3500,4,yes,1,SMALL BASKET,,fresh,,0,SMALL BASKET,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
202042920250,df201e07e33d498e88849bae523fe4fb,yes,chambo,,10,18,LARGE BASKET,,fresh,,no,,,,,,180,,180,LARGE BASKET,,fresh,,180,LARGE BASKET,,fresh,,"YES, THE FIGURES MATCHED",,165,LARGE BASKET,,fresh,,10000,70,LARGE BASKET,,fresh,,15000,10,yes,8,LARGE BASKET,,fresh,,1,SMALL BASKET,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
202042930039,4a44c65028c0441ebcec6279f89cd169,yes,ncheni,,8,3,LARGE BASKET,,fresh,,no,,,,,,24,,36,LARGE BASKET,,fresh,,0,LARGE BASKET,,fresh,,"YES, THE FIGURES MATCHED",,3,LARGE BASKET,,fresh,,260000,0,piece,,fresh,,0,8,no,7,DOZEN / BUNDLE,,fresh,,12,DOZEN / BUNDLE,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
202042930039,4a44c65028c0441ebcec6279f89cd169,yes,matemba,,4,12,LARGE BASKET,,fresh,,no,,,,,,48,,0,piece,,fresh,,48,LARGE BASKET,,fresh,,"YES, THE FIGURES MATCHED",,4,LARGE BASKET,,fresh,,30000,4,LARGE BASKET,,fresh,,35000,6,yes,1,SMALL BASKET,,fresh,,3,SMALL BASKET,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
202052980483,8ddd6c96ab654f27b5c4a57019e4ff26,yes,utaka,,6,8,LARGE BASKET,,fresh,,no,,,,,,48,,48,LARGE BASKET,,fresh,,48,LARGE BASKET,,fresh,,"YES, THE FIGURES MATCHED",,7,LARGE BASKET,,fresh,,4000,8,LARGE BASKET,,fresh,,3000,6,yes,1,LARGE BASKET,,fresh,,1,LARGE BASKET,,SUN-DRIED,,1/4,"YES, THE FIGURES MATCHED",,
202203010134,ebb1936f05454d26bbc2e76ecbec96b7,yes,mlamba,.,3,125,DOZEN / BUNDLE,,fresh,,no,,,,,,25,,2000,OTHER (SPECIFY),BASIN,fresh,,2000,OTHER (SPECIFY),Fresh,fresh,,"YES, THE FIGURES MATCHED",,45,DOZEN / BUNDLE,,fresh,,3000,20,DOZEN / BUNDLE,,fresh,,1500,4,yes,5,piece,,fresh,,8,piece,,fresh,,ALMOST ALL,"YES, THE FIGURES MATCHED",,
202203010134,ebb1936f05454d26bbc2e76ecbec96b7,yes,,,3,125,DOZEN / BUNDLE,,fresh,,no,,,,,,25,,2000,OTHER (SPECIFY),BASIN,fresh,,2000,OTHER (SPECIFY),Fresh,fresh,,"YES, THE FIGURES MATCHED",,45,DOZEN / BUNDLE,,fresh,,3000,20,DOZEN / BUNDLE,,fresh,,1500,4,yes,5,piece,,fresh,,8,piece,,fresh,,ALMOST ALL,"YES, THE FIGURES MATCHED",,3
202203010246,e3d894e9e2ac4a19ab0e8d0c0b7c4084,yes,,,5,10,SMALL BASKET,,fresh,,no,,,,,,50,,300,SMALL BASKET,,fresh,,300,SMALL BASKET,,fresh,,"YES, THE FIGURES MATCHED",,50,SMALL BASKET,,fresh,,2000,100,SMALL BASKET,,fresh,,2500,5,no,2,SMALL BASKET,,fresh,,2,SMALL BASKET,,fresh,,1/4,"YES, THE FIGURES MATCHED",,9
202203010246,e3d894e9e2ac4a19ab0e8d0c0b7c4084,yes,usipa,.,5,10,SMALL BASKET,,fresh,,no,,,,,,50,,300,SMALL BASKET,,fresh,,300,SMALL BASKET,,fresh,,"YES, THE FIGURES MATCHED",,50,SMALL BASKET,,fresh,,2000,100,SMALL BASKET,,fresh,,2500,5,no,2,SMALL BASKET,,fresh,,2,SMALL BASKET,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
204023310182,012da9e82da04e21a13f1211b30dbac4,yes,mlamba,,5,3,DOZEN / BUNDLE,,fresh,,no,,,,,,15,,15,DOZEN / BUNDLE,,fresh,,15,DOZEN / BUNDLE,,fresh,,"YES, THE FIGURES MATCHED",,3,DOZEN / BUNDLE,,fresh,,3000,15,DOZEN / BUNDLE,,fresh,,3000,6,yes,3,piece,,fresh,,1,DOZEN / BUNDLE,,fresh,,ALMOST NONE,"YES, THE FIGURES MATCHED",,
204023310182,012da9e82da04e21a13f1211b30dbac4,yes,matemba,,6,3,SMALL BASKET,,fresh,,no,,,,,,18,,18,SMALL BASKET,,fresh,,18,SMALL BASKET,,fresh,,"YES, THE FIGURES MATCHED",,2,SMALL BASKET,,fresh,,3500,10,SMALL BASKET,,fresh,,4000,6,no,3,OTHER (SPECIFY),HEAP LARGE,fresh,,2,OTHER (SPECIFY),,fresh,,1/4,"YES, THE FIGURES MATCHED",,
204033350258,9e82a1c74f294d6ab25ffe94cd31d07d,yes,mlamba,,6,4,DOZEN / BUNDLE,,fresh,,no,,,,,,24,,24,DOZEN / BUNDLE,,fresh,,24,DOZEN / BUNDLE,,fresh,,"YES, THE FIGURES MATCHED",,3,DOZEN / BUNDLE,,fresh,,2100,18,DOZEN / BUNDLE,,fresh,,2100,6,yes,6,piece,,fresh,,36,piece,,fresh,,1/2,"YES, THE FIGURES MATCHED",,
204033350258,9e82a1c74f294d6ab25ffe94cd31d07d,yes,matemba,,9,2,OTHER (SPECIFY),5 LITRE BUCKET (CHIGOBA),fresh,,no,,,,,,18,,18,OTHER (SPECIFY),"""5 LITRE BUCKET """,fresh,,18,OTHER (SPECIFY),"""5 LITRE BUCKET """,fresh,,"YES, THE FIGURES MATCHED",,2,OTHER (SPECIFY),"""5 LITRE BUCKET """,fresh,,6500,18,OTHER (SPECIFY),"""5 LITRE BUCKET """,fresh,,6500,9,yes,6,OTHER (SPECIFY),NO 12 PLATE HEAPED,fresh,,6,OTHER (SPECIFY),,fresh,,1/4,"YES, THE FIGURES MATCHED",,
205053610028,6893c0ddf8ba4480a581b0e5013b3a58,yes,chambo,,15,0,DOZEN / BUNDLE,,fresh,,no,,,,,,0,,3,LARGE BASKET,,fresh,,0,DOZEN / BUNDLE,,fresh,,"YES, THE FIGURES MATCHED",,350000,DOZEN / BUNDLE,,fresh,,450,0,DOZEN / BUNDLE,,fresh,,450,15000,no,1,DOZEN / BUNDLE,,fresh,,1,DOZEN / BUNDLE,,fresh,,1/2,"YES, THE FIGURES MATCHED",,
205053630007,c4a5b9b6955f4b9ebb760011982608f3,yes,chambo,,14,120,piece,,fresh,,no,,,,,,1680,,1680,piece,,fresh,,1680,piece,,fresh,,"YES, THE FIGURES MATCHED",,1680,piece,,fresh,,0,0,piece,,fresh,,0,14,no,0,piece,,fresh,,0,piece,,fresh,,ALMOST NONE,"YES, THE FIGURES MATCHED",,
205053630038,7c95a7771a7b49d399a16e7f087e6d7a,yes,chambo,.,10,6,DOZEN / BUNDLE,,fresh,,no,,,,,,600,,600,DOZEN / BUNDLE,,fresh,,600,DOZEN / BUNDLE,,fresh,,"YES, THE FIGURES MATCHED",,4,DOZEN / BUNDLE,,fresh,,7000,4,DOZEN / BUNDLE,,fresh,,8000,10,no,2,DOZEN / BUNDLE,,fresh,,0,DOZEN / BUNDLE,,fresh,,3/4,"YES, THE FIGURES MATCHED",,
205053630038,7c95a7771a7b49d399a16e7f087e6d7a,yes,ncheni,.,15,20,DOZEN / BUNDLE,,fresh,,no,,,,,,300,,300,DOZEN / BUNDLE,,fresh,,300,DOZEN / BUNDLE,,fresh,,"YES, THE FIGURES MATCHED",,15,DOZEN / BUNDLE,,fresh,,3000,13,DOZEN / BUNDLE,,fresh,,5000,15,yes,5,DOZEN / BUNDLE,,fresh,,0,DOZEN / BUNDLE,,fresh,,3/4,"YES, THE FIGURES MATCHED",,
205073690098,6309510319224b90a8b1c9a7b86d1d8a,yes,ncheni,,2,2,LARGE BASKET,,fresh,,no,,,,,,0,,6,LARGE BASKET,,fresh,,6,LARGE BASKET,,fresh,,"YES, THE FIGURES MATCHED",,6,LARGE BASKET,,fresh,,70000,40000,LARGE BASKET,,fresh,,90000,2,yes,1,SMALL BASKET,,fresh,,1,SMALL BASKET,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
205093710037,5cd87a3c0e03474aae127305863dab3c,yes,ncheni,,7,3,LARGE BASKET,,fresh,,no,,,,,,21,,21,LARGE BASKET,,fresh,,21,LARGE BASKET,,fresh,,"YES, THE FIGURES MATCHED",,3,LARGE BASKET,,fresh,,20000,21,LARGE BASKET,,fresh,,20000,7,no,2,kilogram,,fresh,,2,kilogram,,fresh,,ALMOST NONE,"YES, THE FIGURES MATCHED",,
205093710037,5cd87a3c0e03474aae127305863dab3c,yes,usipa,,3,7,LARGE BASKET,,fresh,,no,,,,,,21,,21,LARGE BASKET,,fresh,,21,LARGE BASKET,,fresh,,"YES, THE FIGURES MATCHED",,7,LARGE BASKET,,fresh,,18000,5,SMALL BASKET,,fresh,,10000,0,no,21,LARGE BASKET,,fresh,,2,kilogram,,fresh,,ALMOST NONE,"YES, THE FIGURES MATCHED",,
205093710051,13e9088afe9c438cac1a4f7903b6c3d6,yes,matemba,,3,5,LARGE BASKET,,fresh,,no,,,,,,15,,15,LARGE BASKET,,fresh,,15,LARGE BASKET,,fresh,,"YES, THE FIGURES MATCHED",,5,LARGE BASKET,,fresh,,10000,2,SMALL BASKET,,fresh,,7500,2,no,2,kilogram,,fresh,,2,kilogram,,fresh,,ALMOST NONE,"YES, THE FIGURES MATCHED",,
205093710051,13e9088afe9c438cac1a4f7903b6c3d6,yes,ncheni,,6,5,LARGE BASKET,,fresh,,no,,,,,,30,,30,LARGE BASKET,,fresh,,30,LARGE BASKET,,fresh,,"YES, THE FIGURES MATCHED",,5,LARGE BASKET,,fresh,,20000,1,LARGE BASKET,,fresh,,35000,6,no,1,DOZEN / BUNDLE,,fresh,,1,LARGE BASKET,,fresh,,ALMOST NONE,"YES, THE FIGURES MATCHED",,
