case_id,hhid,crop_code,ag_h0b_oth,ag_h01a,ag_h01b,ag_h01b_oth,ag_h02,ag_h03,ag_h04,ag_h06a,ag_h06b,ag_h07a,ag_h07b,ag_h07b_oth,ag_h08,ag_h08_oth,ag_h09,ag_h10,ag_h11,ag_h12,ag_h13,ag_h14a,ag_h14b,ag_h37,ag_h38a,ag_h38b,ag_h38b_oth,ag_h39a,ag_h39b,ag_h40,ag_h41,ag_h42a,ag_h42b,ag_h42b_oth,ag_h43
304056100073,42b8aae068f14e13a9a73f5e9cc0ad46,sorghum,,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,kilogram,,Preference for traditional variety
304056100073,42b8aae068f14e13a9a73f5e9cc0ad46,PIGEONPEA(NANDOLO),,1,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,1,kilogram,,On Foot,,0,300,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety
304056100073,42b8aae068f14e13a9a73f5e9cc0ad46,nkhwani,,200,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,200,gram,,Advice from fellow farmer
304056100087,aa3e506cfb5943e091e1bdfbe6301df9,MAIZE: LOCAL,,7,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,7,kilogram,,Improved variety is too expensive
304056100087,aa3e506cfb5943e091e1bdfbe6301df9,GROUNDNUT: MANI-PINTAR,,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Advice from extension officer
304056100101,016ee5a45b814ae29562b58c578b7636,MAIZE: HYBRID,,5,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,no,,,,Seed received through the voucher program
304056100101,016ee5a45b814ae29562b58c578b7636,PIGEONPEA(NANDOLO),,4,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,no,,,,Seed received through the voucher program
304056100131,d79f7e72b3224aaabca86910be48237e,MAIZE: LOCAL,,6,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,6,kilogram,,Improved variety is too expensive
304056100146,e712035955104eb496193188d7f8bc4f,MAIZE: HYBRID RECYCLED,,15,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,15,kilogram,,Improved variety is too expensive
304056100146,e712035955104eb496193188d7f8bc4f,soyabean,,8,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,8,kilogram,,Advice from fellow farmer
304056100146,e712035955104eb496193188d7f8bc4f,nkhwani,,10,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,15,gram,,Preference for traditional variety
304056100160,66cc48f10af64000b05d21da3674fa69,MAIZE: HYBRID,,8,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,8,kilogram,,On Foot,,0,7500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from input supplier
304056100160,66cc48f10af64000b05d21da3674fa69,beans,,7,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,7,kilogram,,On Foot,,0,7000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive
304056100160,66cc48f10af64000b05d21da3674fa69,PIGEONPEA(NANDOLO),,3,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,3,kilogram,,On Foot,,0,1500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety
304056100160,66cc48f10af64000b05d21da3674fa69,nkhwani,,300,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,3,gram,,Improved variety is too expensive
304056100190,e3879aa2ca6640d0a07066a8427c4524,MAIZE: LOCAL,,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,kilogram,,Improved variety is too expensive
304056100190,e3879aa2ca6640d0a07066a8427c4524,nkhwani,,200,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,200,gram,,1,,0,no,,,,Preference for traditional variety
304056100204,239e72ee27fb447aad3770d4d1a0d1b0,MAIZE: LOCAL,,7,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,7,kilogram,,Improved variety is too expensive
304056100204,239e72ee27fb447aad3770d4d1a0d1b0,nkhwani,,400,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,400,gram,,Preference for traditional variety
304056100219,a14862fb38024273916b118144f8dda5,MAIZE: LOCAL,,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,3,kilogram,,Preference for traditional variety
304056100219,a14862fb38024273916b118144f8dda5,MAIZE: HYBRID,,1,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,1,kilogram,,On Foot,,0,1600,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer
304056100219,a14862fb38024273916b118144f8dda5,PIGEONPEA(NANDOLO),,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,1,kilogram,,1,,0,no,,,,Advice from fellow farmer
304056100219,a14862fb38024273916b118144f8dda5,nkhwani,,100,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,100,gram,,Preference for traditional variety
304056100261,5457334f10b04f2099d43a25065400e4,MAIZE: HYBRID,,4.5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,4500,gram,,On Foot,,0,5500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Other (Specify)
304056100261,5457334f10b04f2099d43a25065400e4,GROUNDNUT: MANI-PINTAR,,1,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,1,kilogram,,On Foot,,0,500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Other (Specify)
304056100261,5457334f10b04f2099d43a25065400e4,beans,,1.5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,1500,gram,,On Foot,,0,900,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Other (Specify)
304056100261,5457334f10b04f2099d43a25065400e4,PIGEONPEA(NANDOLO),,1,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,1,kilogram,,On Foot,,0,400,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Other (Specify)
304056100261,5457334f10b04f2099d43a25065400e4,nkhwani,,100,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,100,gram,,Improved variety is too expensive
304056100304,f4d71bdf95fa4d03bd0adddae051014d,MAIZE: LOCAL,,7,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,7,kilogram,,Improved variety is too expensive
304056100304,f4d71bdf95fa4d03bd0adddae051014d,PIGEONPEA(NANDOLO),,1.5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,1500,gram,,On Foot,,0,500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Other (Specify)
304056100304,f4d71bdf95fa4d03bd0adddae051014d,nkhwani,,200,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,200,gram,,Improved variety is too expensive
304066110010,0f04b393777047b3a6fd4994a7465913,MAIZE: LOCAL,,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,10,kilogram,,Improved variety is too expensive
304066110010,0f04b393777047b3a6fd4994a7465913,beans,,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,2,kilogram,,On Foot,,0,1200,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive
304066110010,0f04b393777047b3a6fd4994a7465913,nkhwani,,500,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,500,gram,,Improved variety is too expensive
304066110028,252e8e5d333e4b36b3f6bdd23f988c55,MAIZE: HYBRID,,8,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,8,kilogram,,Advice from fellow farmer
304066110028,252e8e5d333e4b36b3f6bdd23f988c55,beans,,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,kilogram,,Preference for traditional variety
304066110028,252e8e5d333e4b36b3f6bdd23f988c55,PIGEONPEA(NANDOLO),,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,3,kilogram,,Preference for traditional variety
304066110035,c74e37e3fff8418e9addcd49a1347a8f,MAIZE: LOCAL,,7,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,7,kilogram,,Improved variety is too expensive
304066110035,c74e37e3fff8418e9addcd49a1347a8f,beans,,1,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,1,kilogram,,On Foot,,0,600,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive
304066110035,c74e37e3fff8418e9addcd49a1347a8f,PIGEONPEA(NANDOLO),,3,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,3,kilogram,,On Foot,,0,3000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive
304066110047,125145f4e1464694af5fba6bbbc4315c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304066110066,b936ee002df241c6830f8d3d5c67e7c0,MAIZE: LOCAL,,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,10,kilogram,,Improved variety is too expensive
304066110066,b936ee002df241c6830f8d3d5c67e7c0,sorghum,,1,3,NO.10 PLATE,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,OTHER (SPECIFY),NO.10 PLATE,Preference for traditional variety
304066110066,b936ee002df241c6830f8d3d5c67e7c0,beans,,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Improved variety is too expensive
304066110066,b936ee002df241c6830f8d3d5c67e7c0,PIGEONPEA(NANDOLO),,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,kilogram,,Improved variety is too expensive
304066110066,b936ee002df241c6830f8d3d5c67e7c0,nkhwani,,1,3,NO.10 PLATE,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,OTHER (SPECIFY),NO.10 PLATE,Preference for traditional variety
304066110071,2868f1902a9144d68496dc55aad20af7,MAIZE: COMPOSITE/OPV,,2,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,no,,,,Other (Specify)
304066110071,2868f1902a9144d68496dc55aad20af7,nkhwani,,1,3,TINA,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,OTHER (SPECIFY),TINA,Preference for traditional variety
304066110095,2e29411a5a77437c90bdee3264ecd9eb,MAIZE: HYBRID,,5,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,no,,,,Seed received through the voucher program
304066110095,2e29411a5a77437c90bdee3264ecd9eb,beans,,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,kilogram,,Preference for traditional variety
304066110095,2e29411a5a77437c90bdee3264ecd9eb,PIGEONPEA(NANDOLO),,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,kilogram,,Improved variety is too expensive
304066110095,2e29411a5a77437c90bdee3264ecd9eb,nkhwani,,1,3,TINA,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,OTHER (SPECIFY),NO.10 PLATE,Preference for traditional variety
304066110119,395848fa4d114690856a4bd514921c1f,MAIZE: HYBRID,,15,kilogram,,"YES, THE FIGURES MATCHED",no,yes,1,,15,kilogram,,Own Bicycle or Oxcart,,0,10,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer
304066110119,395848fa4d114690856a4bd514921c1f,nkhwani,,25,gram,,"YES, THE FIGURES MATCHED",no,yes,2,,25,gram,,On Foot,,0,200,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety
304066110143,98d089093af94a67a36d37de58cc7d5b,MAIZE: LOCAL,,30,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,30,kilogram,,Preference for traditional variety
304066110143,98d089093af94a67a36d37de58cc7d5b,PIGEONPEA(NANDOLO),,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Preference for traditional variety
304066110155,991c5df8659a423c8339199616a0a05a,MAIZE: HYBRID,,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Advice from fellow farmer
304066110155,991c5df8659a423c8339199616a0a05a,beans,,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,3,kilogram,,Improved variety is too expensive
304066110155,991c5df8659a423c8339199616a0a05a,PIGEONPEA(NANDOLO),,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,3,kilogram,,Preference for traditional variety
304066110179,33c4c3ed5689408c917fa49b67960be3,MAIZE: HYBRID,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,5,kilogram,,Own Bicycle or Oxcart,,0,3800,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer
304066110179,33c4c3ed5689408c917fa49b67960be3,PIGEONPEA(NANDOLO),,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,kilogram,,Preference for traditional variety
304066110191,f624952bd72e4cc186ea9857ef13ec59,MAIZE: HYBRID,,4,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,4,kilogram,,Advice from fellow farmer
304066110191,f624952bd72e4cc186ea9857ef13ec59,beans,,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,2,kilogram,,On Foot,,0,800,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer
304066110191,f624952bd72e4cc186ea9857ef13ec59,PIGEONPEA(NANDOLO),,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,3,kilogram,,Preference for traditional variety
304066120017,9973b3f7baad43e6bd554b5fb00b1b16,MAIZE: HYBRID,,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,2,kilogram,,On Foot,,0,2500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
304066120017,9973b3f7baad43e6bd554b5fb00b1b16,sorghum,,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,kilogram,,Preference for traditional variety
304066120025,2e578d11e46144ac9175c9477fd1eb6b,MAIZE: HYBRID,,20,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,20,kilogram,,Bicycle Taxi,,500,5000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
304066120025,2e578d11e46144ac9175c9477fd1eb6b,GROUNDNUT: CHALIMBANA,,3,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,3,kilogram,,On Foot,,0,0,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
304066120025,2e578d11e46144ac9175c9477fd1eb6b,sorghum,,500,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,500,gram,,Preference for traditional variety
304066120025,2e578d11e46144ac9175c9477fd1eb6b,PIGEONPEA(NANDOLO),,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,kilogram,,Preference for traditional variety
304066120040,a3667212fca84157910193038d0edad0,MAIZE: HYBRID,,5,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,no,,,,
304066120043,6ef56d08d27e4de1a01b85965ecbd46e,MAIZE: HYBRID,,5,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,no,,,,
304066120043,6ef56d08d27e4de1a01b85965ecbd46e,TOBACCO: BURLEY,,200,gram,,"NO, THE ENTRIES IN AG-MODULE G, AND QUESTION 1 OF AG-MODULE H WERE ADJUSTED",no,no,,,,,,,,,,,,,,,yes,200,gram,,1,,0,no,,,,
304066120043,6ef56d08d27e4de1a01b85965ecbd46e,sorghum,,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,kilogram,,Preference for traditional variety
304066120043,6ef56d08d27e4de1a01b85965ecbd46e,PIGEONPEA(NANDOLO),,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,kilogram,,Preference for traditional variety
304066120051,b077afad1c254aa09edeb05e6def3152,MAIZE: HYBRID,,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,5,kilogram,,2,,0,no,,,,
304066120051,b077afad1c254aa09edeb05e6def3152,PIGEONPEA(NANDOLO),,1,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,1,kilogram,,On Foot,,0,600,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
304066120059,25f0d815d976452a8fc53d2c27fd715c,MAIZE: HYBRID,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,5,kilogram,,Own Bicycle or Oxcart,,0,2500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
304066120059,25f0d815d976452a8fc53d2c27fd715c,beans,,1,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,1,kilogram,,On Foot,,0,1000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
304066120064,ef8a3ed3cd3d4529aa305bbd4938f6df,MAIZE: LOCAL,,7,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,7,kilogram,,On Foot,,0,1500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
304066120064,ef8a3ed3cd3d4529aa305bbd4938f6df,PIGEONPEA(NANDOLO),,3,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,3,kilogram,,On Foot,,0,800,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
304066120069,bacc94ef544c45d2acc17eeadcadb56f,MAIZE: HYBRID,,5,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,no,,,,
304066120145,9bb1808bea39432786a7be793332f065,MAIZE: HYBRID,,3,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,0,,,On Foot,,0,5500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
304066120145,9bb1808bea39432786a7be793332f065,PIGEONPEA(NANDOLO),,1,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,yes,1,kilogram,,Preference for traditional variety
304066120153,c94c99edda9449ac8797c4ea252afc0e,MAIZE: HYBRID,,8,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,8,kilogram,,1,,0,no,,,,
304066120153,c94c99edda9449ac8797c4ea252afc0e,PIGEONPEA(NANDOLO),,500,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,500,gram,,Preference for traditional variety
304066120162,0c0e67629b61427dafe842278ff65923,MAIZE: HYBRID RECYCLED,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,1,5 KG BAG,,Truck / Bus/ Minibus,,1000,7000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
304066120162,0c0e67629b61427dafe842278ff65923,PIGEONPEA(NANDOLO),,500,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,500,gram,,Improved variety is too expensive
304066120178,f5633ce8e81b43d3b60a7c5d6550b1b6,MAIZE: LOCAL,,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,3,kilogram,,Preference for traditional variety
304066120178,f5633ce8e81b43d3b60a7c5d6550b1b6,PIGEONPEA(NANDOLO),,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,kilogram,,Improved variety is too expensive
304066123036,fb990b673f104cfebb3dcf3675cb9f48,MAIZE: HYBRID,,5,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,no,,,,
304066123036,fb990b673f104cfebb3dcf3675cb9f48,PIGEONPEA(NANDOLO),,3,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,3,kilogram,,Own Bicycle or Oxcart,,0,800,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
304066123044,7dec15fd48934c958b6f74632cd9ad49,MAIZE: HYBRID,,5,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,no,,,,
304066123044,7dec15fd48934c958b6f74632cd9ad49,TOBACCO: BURLEY,,60,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,60,gram,,6,,0,no,,,,
304066123044,7dec15fd48934c958b6f74632cd9ad49,GROUNDNUT: CHALIMBANA,,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,2,kilogram,,7,,0,no,,,,
304066123082,c723b5ed1cb743e0bf2a774f178cede1,MAIZE: HYBRID,,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,2,kilogram,,3,,0,no,,,,
304066123082,c723b5ed1cb743e0bf2a774f178cede1,sorghum,,500,gram,,"YES, THE FIGURES MATCHED",no,yes,2,,500,gram,,On Foot,,0,250,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
304066123082,c723b5ed1cb743e0bf2a774f178cede1,beans,,1,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,1,kilogram,,On Foot,,0,500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
304066123082,c723b5ed1cb743e0bf2a774f178cede1,PIGEONPEA(NANDOLO),,500,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,1,kilogram,,On Foot,,0,300,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
304066123098,bbd0d47ad6aa4e5e816ec8f4d6004a44,MAIZE: HYBRID,,5,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,no,,,,
304066130001,360e6b794648471d9f910f01b3d41626,MAIZE: HYBRID,,6,kilogram,,"YES, THE FIGURES MATCHED",no,yes,1,,6,kilogram,,Own Bicycle or Oxcart,,0,3500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from extension officer
304066130001,360e6b794648471d9f910f01b3d41626,PIGEONPEA(NANDOLO),,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Advice from extension officer
304066130001,360e6b794648471d9f910f01b3d41626,nkhwani,,30,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,30,gram,,Preference for traditional variety
304066130006,76b1ca587c474520a97f50e56b75b6ad,MAIZE: LOCAL,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,10,kilogram,,On Foot,,0,2000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive
304066130006,76b1ca587c474520a97f50e56b75b6ad,nkhwani,,30,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,30,gram,,Preference for traditional variety
304066130012,98c159cfb07b4f4b98cb294d656fa6f1,MAIZE: LOCAL,,8,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,8,kilogram,,Preference for traditional variety
304066130012,98c159cfb07b4f4b98cb294d656fa6f1,PIGEONPEA(NANDOLO),,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,3,kilogram,,1,,0,no,,,,Preference for traditional variety
304066130017,02fac076c8c94ffc929e132569e66c46,MAIZE: LOCAL,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,5,kilogram,,On Foot,,0,2500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive
304066130017,02fac076c8c94ffc929e132569e66c46,PIGEONPEA(NANDOLO),,4,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,4,kilogram,,1,,0,no,,,,Preference for traditional variety
304066130022,e1f9d034f54b481dbc1073926c0e0e6a,MAIZE: LOCAL,,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,10,kilogram,,2,,0,no,,,,Other (Specify)
304066130022,e1f9d034f54b481dbc1073926c0e0e6a,sorghum,,3,3,TINA,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,3,OTHER (SPECIFY),TINA,Preference for traditional variety
304066130022,e1f9d034f54b481dbc1073926c0e0e6a,nkhwani,,2,3,TINA,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,OTHER (SPECIFY),TINA,Preference for traditional variety
304066130027,353f65435f4f4a63bd2bbbfc8d6714a4,MAIZE: LOCAL,,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,kilogram,,Improved variety is too expensive
304066130027,353f65435f4f4a63bd2bbbfc8d6714a4,MAIZE: HYBRID,,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,1,5 KG BAG,,3,,0,no,,,,Other (Specify)
304066130027,353f65435f4f4a63bd2bbbfc8d6714a4,sorghum,,.5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,500,gram,,Preference for traditional variety
304066130027,353f65435f4f4a63bd2bbbfc8d6714a4,nkhwani,,1,3,TINA,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,OTHER (SPECIFY),TINA,Preference for traditional variety
304066130033,205aba50c62d4c65bf4b46a27327dc12,MAIZE: LOCAL,,25,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,25,kilogram,,Preference for traditional variety
304066130033,205aba50c62d4c65bf4b46a27327dc12,MAIZE: HYBRID,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,5,kilogram,,On Foot,,0,5000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Other (Specify)
304066130033,205aba50c62d4c65bf4b46a27327dc12,GROUNDNUT: OTHER SPECIFY,DON'TKNOW,15,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,15,kilogram,,Improved variety is too expensive
