adm4,hhID,plotID,plot_area_reported_localUnit,plot_area_reported_ha,localUnit_area,plot_area_measured_ha,gps_meas,crop_area_share,planting_year,planting_month,harvest_year_begin,harvest_month_begin,harvest_year_end,harvest_month_end,dm_gender,adm1,adm2,adm3,crop,season,lat,lon,GPS_level,dataset_name,dataset_doi,wave,country
236,140090,3,2,.13339999,PLOTS,,0,100,2015,4,2015,9,2015,11,1,SOUTH EAST,ENUGU,ISI-UZO,COCOYAM,main season,6.76793731983,7.64815866874,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140101,1,2,.13339999,PLOTS,.027084,1,100,2015,3,2016,1,2016,1,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,WATER YAM,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140101,2,2,.13339999,PLOTS,.027989,1,100,2015,3,2016,1,2016,1,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,COCOYAM,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140101,3,2,.13339999,PLOTS,.028081,1,100,2015,3,2015,9,2015,9,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,MAIZE,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140102,1,1,.066699997,PLOTS,.073317997,1,90.973572,2015,5,2016,1,2016,1,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,WATER YAM,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140102,1,1,.066699997,PLOTS,.073317997,1,90.973572,2015,5,2015,12,2015,12,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,OKRO,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140102,1,1,.066699997,PLOTS,.073317997,1,90.973572,2015,5,2015,12,2015,12,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,PUMPKIN LEAVE,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140102,1,1,.066699997,PLOTS,.073317997,1,90.973572,2015,5,2016,1,2016,1,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,COCOYAM,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140102,1,1,.066699997,PLOTS,.073317997,1,90.973572,2015,5,2015,9,2015,9,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,MAIZE,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140102,1,1,.066699997,PLOTS,.073317997,1,90.973572,2015,5,,,,,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,CASSAVA OLD,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140103,1,2,.13339999,PLOTS,,0,100,2015,2,2015,8,2015,8,1,SOUTH EAST,ENUGU,IGBO-EZE NORTH,MAIZE,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140103,1,2,.13339999,PLOTS,,0,100,2015,3,2016,1,,,1,SOUTH EAST,ENUGU,IGBO-EZE NORTH,CASSAVA OLD,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140103,2,2,.13339999,PLOTS,,0,50,2015,4,2016,1,2016,1,1,SOUTH EAST,ENUGU,IGBO-EZE NORTH,WATER YAM,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140103,3,1,.066699997,PLOTS,.070272997,1,94.915543,2015,6,2016,1,,,1,SOUTH EAST,ENUGU,IGBO-EZE NORTH,CASSAVA OLD,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140104,1,3.5,.23345,PLOTS,.10369,1,7.3295398,2015,4,2016,1,2016,8,1,SOUTH EAST,ENUGU,IGBO-EZE NORTH,THREE LEAVE YAM,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140104,1,3.5,.23345,PLOTS,.10369,1,.38576525,,,2015,11,2016,1,1,SOUTH EAST,ENUGU,IGBO-EZE NORTH,OIL PALM TREE,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140104,1,3.5,.23345,PLOTS,.10369,1,10.99431,2015,5,2016,1,2016,1,1,SOUTH EAST,ENUGU,IGBO-EZE NORTH,COCOYAM,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140104,1,3.5,.23345,PLOTS,.10369,1,1.543061,2015,4,2015,8,2015,8,1,SOUTH EAST,ENUGU,IGBO-EZE NORTH,MAIZE,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140104,1,3.5,.23345,PLOTS,.10369,1,7.3295398,2015,4,2016,1,2016,1,1,SOUTH EAST,ENUGU,IGBO-EZE NORTH,YAM,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140104,1,3.5,.23345,PLOTS,.10369,1,10.99431,2015,4,2016,1,2016,1,1,SOUTH EAST,ENUGU,IGBO-EZE NORTH,WATER YAM,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140104,1,3.5,.23345,PLOTS,.10369,1,.1543061,,,,,,,1,SOUTH EAST,ENUGU,IGBO-EZE NORTH,AGBONO(ORO SEED),main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140104,1,3.5,.23345,PLOTS,.10369,1,.11572958,,,,,,,1,SOUTH EAST,ENUGU,IGBO-EZE NORTH,PLANTAIN,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140104,1,3.5,.23345,PLOTS,.10369,1,3.6647699,2015,4,2015,9,2015,12,1,SOUTH EAST,ENUGU,IGBO-EZE NORTH,PUMPKIN LEAVE,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140104,1,3.5,.23345,PLOTS,.10369,1,14.65908,2015,6,2015,12,,,1,SOUTH EAST,ENUGU,IGBO-EZE NORTH,CASSAVA OLD,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140104,1,3.5,.23345,PLOTS,.10369,1,.11572958,,,,,,,1,SOUTH EAST,ENUGU,IGBO-EZE NORTH,PEAR,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140104,1,3.5,.23345,PLOTS,.10369,1,.038576525,,,,,,,1,SOUTH EAST,ENUGU,IGBO-EZE NORTH,AVOCADO PEAR,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140105,1,1,.066699997,PLOTS,.042417001,1,100,2015,6,2015,11,,,1,SOUTH EAST,ENUGU,IGBO-EZE NORTH,CASSAVA OLD,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140105,1,1,.066699997,PLOTS,.042417001,1,13.438008,2015,4,2015,8,2015,8,1,SOUTH EAST,ENUGU,IGBO-EZE NORTH,MAIZE,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140105,1,1,.066699997,PLOTS,.042417001,1,13.438008,2015,4,2016,1,2016,1,1,SOUTH EAST,ENUGU,IGBO-EZE NORTH,WATER YAM,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140105,2,1,.066699997,PLOTS,.035110999,1,27.057053,2015,5,2015,12,2015,12,1,SOUTH EAST,ENUGU,IGBO-EZE NORTH,COCOYAM,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140105,2,1,.066699997,PLOTS,.035110999,1,27.057053,2015,5,2015,8,2015,8,1,SOUTH EAST,ENUGU,IGBO-EZE NORTH,MAIZE,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140105,2,1,.066699997,PLOTS,.035110999,1,100,2015,6,,,,,1,SOUTH EAST,ENUGU,IGBO-EZE NORTH,CASSAVA OLD,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140105,3,1,.066699997,PLOTS,.039636001,1,100,2015,6,,,,,1,SOUTH EAST,ENUGU,IGBO-EZE NORTH,CASSAVA OLD,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140105,3,1,.066699997,PLOTS,.039636001,1,14.380866,2015,4,2015,8,2015,8,1,SOUTH EAST,ENUGU,IGBO-EZE NORTH,MAIZE,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140105,3,1,.066699997,PLOTS,.039636001,1,14.380866,2015,4,2016,1,2016,1,1,SOUTH EAST,ENUGU,IGBO-EZE NORTH,YAM,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140105,4,100,.019000001,HEAPS,.010436,1,.76657718,,,2015,10,2015,12,1,SOUTH EAST,ENUGU,IGBO-EZE NORTH,BANANA,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140105,4,100,.019000001,HEAPS,.010436,1,4.9827518,,,2015,11,2016,1,1,SOUTH EAST,ENUGU,IGBO-EZE NORTH,OIL PALM TREE,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140105,4,100,.019000001,HEAPS,.010436,1,100,2014,6,2015,10,2015,11,1,SOUTH EAST,ENUGU,IGBO-EZE NORTH,CASSAVA OLD,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140105,4,100,.019000001,HEAPS,.010436,1,7.2824826,,,2015,12,2016,1,1,SOUTH EAST,ENUGU,IGBO-EZE NORTH,PINEAPPLE,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140106,1,300,.057,HEAPS,.053509999,1,100,2015,4,2015,11,,,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,WATER YAM,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140106,1,300,.057,HEAPS,.053509999,1,100,2015,4,2015,11,,,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,COCOYAM,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140106,1,300,.057,HEAPS,.053509999,1,100,2015,4,,,,,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,CASSAVA OLD,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140106,2,150,.0285,HEAPS,.037558001,1,1.0650194,,,,,,,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,PINEAPPLE,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140106,2,150,.0285,HEAPS,.037558001,1,.53250968,,,2016,1,,,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,OIL PALM TREE,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140106,2,150,.0285,HEAPS,.037558001,1,75.882629,2015,4,2015,11,,,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,WATER YAM,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140106,2,150,.0285,HEAPS,.037558001,1,75.882629,2015,4,2015,11,,,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,COCOYAM,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140106,2,150,.0285,HEAPS,.037558001,1,50.588425,2015,4,,,,,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,CASSAVA OLD,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
moved,140108,1,400,.076000005,HEAPS,.060334001,1,9.4474096,2015,5,2015,10,2015,12,1,SOUTH EAST,ENUGU,IGBO-EZE NORTH,OKRO,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
moved,140108,1,400,.076000005,HEAPS,.060334001,1,31.491365,2015,3,,,,,1,SOUTH EAST,ENUGU,IGBO-EZE NORTH,MAIZE,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
moved,140108,1,400,.076000005,HEAPS,.060334001,1,100,2015,5,,,,,1,SOUTH EAST,ENUGU,IGBO-EZE NORTH,WATER YAM,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
moved,140108,1,400,.076000005,HEAPS,.060334001,1,100,2014,4,,,,,1,SOUTH EAST,ENUGU,IGBO-EZE NORTH,CASSAVA OLD,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
moved,140108,1,400,.076000005,HEAPS,.060334001,1,.26519042,,,2015,12,,,1,SOUTH EAST,ENUGU,IGBO-EZE NORTH,PAWPAW,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140109,1,1,.066699997,PLOTS,.062410001,1,100,2015,3,2015,11,,,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,CASSAVA OLD,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140109,1,1,.066699997,PLOTS,.062410001,1,.44864601,,,2015,11,,,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,OIL PALM TREE,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140109,1,1,.066699997,PLOTS,.062410001,1,100,2015,3,2015,9,2015,11,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,MAIZE,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140109,1,1,.066699997,PLOTS,.062410001,1,100,2015,3,2015,11,2016,1,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,PUMPKIN FRUIT,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140109,2,1,.066699997,PLOTS,.055489,1,.072086357,,,2015,12,2016,1,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,ORANGE,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140109,2,1,.066699997,PLOTS,.055489,1,100,2015,3,2016,1,2015,12,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,COCOYAM,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140109,2,1,.066699997,PLOTS,.055489,1,100,2015,3,2015,11,2016,1,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,PUMPKIN LEAVE,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140109,2,1,.066699997,PLOTS,.055489,1,100,2015,3,2015,11,2016,1,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,OKRO,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140109,2,1,.066699997,PLOTS,.055489,1,.72086358,,,2015,11,,,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,PLANTAIN,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140109,2,1,.066699997,PLOTS,.055489,1,.36043179,,,2016,1,,,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,PAWPAW,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140109,2,1,.066699997,PLOTS,.055489,1,.14417271,,,2015,9,,,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,OIL PALM TREE,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140109,2,1,.066699997,PLOTS,.055489,1,100,2015,3,,,,,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,CASSAVA OLD,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140109,2,1,.066699997,PLOTS,.055489,1,100,2015,3,2015,12,2015,12,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,WATER YAM,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140110,1,1,.066699997,PLOTS,.059004001,1,32.201206,2015,4,2016,2,2016,2,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,COCOYAM,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140110,1,1,.066699997,PLOTS,.059004001,1,38.641445,2015,4,,,,,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,CASSAVA OLD,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140110,1,1,.066699997,PLOTS,.059004001,1,.40675205,,,2016,2,2016,2,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,PLANTAIN,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140110,1,1,.066699997,PLOTS,.059004001,1,12.880484,2015,4,2015,7,2015,11,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,PUMPKIN,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140110,1,1,.066699997,PLOTS,.059004001,1,.27116805,,,2015,11,2015,12,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,OIL PALM TREE,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140110,1,1,.066699997,PLOTS,.059004001,1,8.1350412,2015,4,2015,9,2015,9,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,MAIZE,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
968,140110,1,1,.066699997,PLOTS,.059004001,1,.27116805,,,,,,,3,SOUTH EAST,ENUGU,IGBO-EZE NORTH,PEAR,main season,6.98925008423,7.44972717968,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1066,140112,1,1.5,.10004999,PLOTS,.088404998,1,100,2015,7,2015,9,2015,10,3,SOUTH EAST,ENUGU,NKANU EAST,CASSAVA OLD,main season,6.24318997534,7.61718158261,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1066,140112,2,2,.13339999,PLOTS,,0,100,2015,3,,,,,3,SOUTH EAST,ENUGU,NKANU EAST,CASSAVA OLD,main season,6.24318997534,7.61718158261,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1066,140112,2,2,.13339999,PLOTS,,0,100,2015,3,2015,11,,,3,SOUTH EAST,ENUGU,NKANU EAST,GREEN VEGETABLE,main season,6.24318997534,7.61718158261,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1066,140113,1,2,.13339999,PLOTS,,0,100,2015,5,2015,12,2016,1,3,SOUTH EAST,ENUGU,NKANU EAST,YAM,main season,6.24318997534,7.61718158261,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1066,140113,1,2,.13339999,PLOTS,,0,100,2015,6,2015,9,2016,10,3,SOUTH EAST,ENUGU,NKANU EAST,BEANS/COWPEA,main season,6.24318997534,7.61718158261,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1066,140113,1,2,.13339999,PLOTS,,0,100,2015,6,2015,9,2015,10,3,SOUTH EAST,ENUGU,NKANU EAST,POTATO,main season,6.24318997534,7.61718158261,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1066,140113,1,2,.13339999,PLOTS,,0,100,2015,6,,,,,3,SOUTH EAST,ENUGU,NKANU EAST,CASSAVA OLD,main season,6.24318997534,7.61718158261,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1066,140113,2,2.5,.16674998,PLOTS,.038382001,1,.65134692,2014,8,2015,10,,,3,SOUTH EAST,ENUGU,NKANU EAST,CASSAVA OLD,main season,6.24318997534,7.61718158261,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1066,140114,1,30,.0057000001,HEAPS,,0,100,2015,3,,,,,3,SOUTH EAST,ENUGU,NKANU EAST,CASSAVA OLD,main season,6.24318997534,7.61718158261,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1066,140115,1,1,.066699997,PLOTS,,0,100,2015,7,2015,7,2015,9,3,SOUTH EAST,ENUGU,NKANU EAST,GARDEN EGG,main season,6.24318997534,7.61718158261,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1066,140115,1,1,.066699997,PLOTS,,0,100,2015,6,,,,,3,SOUTH EAST,ENUGU,NKANU EAST,CASSAVA OLD,main season,6.24318997534,7.61718158261,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1066,140116,1,1,.066699997,PLOTS,.034258999,1,1.8681222,,,2015,12,2015,12,1,SOUTH EAST,ENUGU,NKANU EAST,BANANA,main season,6.24318997534,7.61718158261,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1066,140116,1,1,.066699997,PLOTS,.034258999,1,.23351528,,,,,,,1,SOUTH EAST,ENUGU,NKANU EAST,KOLANUT,main season,6.24318997534,7.61718158261,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1066,140116,1,1,.066699997,PLOTS,.034258999,1,.11675764,,,,,,,1,SOUTH EAST,ENUGU,NKANU EAST,MANGO,main season,6.24318997534,7.61718158261,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1066,140116,1,1,.066699997,PLOTS,.034258999,1,100,2014,6,2015,8,2015,10,1,SOUTH EAST,ENUGU,NKANU EAST,MAIZE,main season,6.24318997534,7.61718158261,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1066,140116,1,1,.066699997,PLOTS,.034258999,1,100,2014,6,,,,,1,SOUTH EAST,ENUGU,NKANU EAST,CASSAVA OLD,main season,6.24318997534,7.61718158261,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1066,140116,1,1,.066699997,PLOTS,.034258999,1,.70054585,,,2016,2,2016,3,1,SOUTH EAST,ENUGU,NKANU EAST,PAWPAW,main season,6.24318997534,7.61718158261,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1066,140116,2,1,.066699997,PLOTS,,0,100,2015,6,,,,,1,SOUTH EAST,ENUGU,NKANU EAST,CASSAVA OLD,main season,6.24318997534,7.61718158261,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1066,140117,1,2,.13339999,PLOTS,.11929,1,100,2015,6,2015,10,2015,11,2,SOUTH EAST,ENUGU,NKANU EAST,BEANS/COWPEA,main season,6.24318997534,7.61718158261,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
1066,140117,1,2,.13339999,PLOTS,.11929,1,100,2015,6,2015,10,2015,12,2,SOUTH EAST,ENUGU,NKANU EAST,GARDEN EGG,main season,6.24318997534,7.61718158261,adm4,NGA_2015_GHSP-W3_v02_M,https://doi.org/10.48529/7xmj-q133,2015,Nigeria
