adm4,hhID,plotID,plot_area_reported_localUnit,plot_area_measured_ha,plot_area_reported_ha,localUnit_area,gps_meas,crop_area_share,planting_year,planting_month,harvest_month_begin,harvest_year_begin,harvest_year_end,harvest_month_end,dm_gender,adm1,adm2,adm3,crop,season,latitude,longitude,GPS_level,dataset_name,dataset_doi,wave,country
780,70140,5,3200,.13809,.384,HEAPS,1,100,2017,5,,,,,1,North Central,Benue,OGBADIBO,CASSAVA,main season,7.111201443369998,7.74246020701,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
304,70151,1,150,,.405,RIDGES,0,100,2018,5,8,2018,2018,8,2,North Central,Benue,MARKURDI,MAIZE,main season,7.735205141899998,8.47753518815,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
moved,70152,2,1,.9578399999999999,1,HECTARES,1,100,2018,8,11,2018,2018,11,2,North Central,Nasarawa,DOMA,BEENI-SEED/SESAME,main season,8.3302261761,8.329300423759999,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
304,70154,1,300,,.81,RIDGES,0,100,2018,4,8,2018,2018,9,3,North Central,Benue,MARKURDI,MAIZE,main season,7.735205141899998,8.47753518815,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
304,70155,1,300,,.81,RIDGES,0,100,2018,5,,,,,1,North Central,Benue,MARKURDI,MAIZE,main season,7.735205141899998,8.47753518815,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
304,70156,1,100,,.27000001,RIDGES,0,100,2018,4,,,,,3,North Central,Benue,MARKURDI,OKRO,main season,7.735205141899998,8.47753518815,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
304,70156,2,200,,.54000002,RIDGES,0,100,2018,4,,,,,3,North Central,Benue,MARKURDI,MAIZE,main season,7.735205141899998,8.47753518815,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
304,70157,1,500,,.050000001,SQUARE METERS,0,100,2018,1,8,2018,2018,9,1,North Central,Benue,MARKURDI,MAIZE,main season,7.735205141899998,8.47753518815,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
304,70159,1,100,,.27000001,RIDGES,0,100,2018,5,,,,,2,North Central,Benue,MARKURDI,MAIZE,main season,7.735205141899998,8.47753518815,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
304,70159,2,50,,.13500001,RIDGES,0,100,2018,4,,,,,2,North Central,Benue,MARKURDI,OKRO,main season,7.735205141899998,8.47753518815,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
304,70160,1,53,,.14309999,RIDGES,0,100,2018,4,,,,,3,North Central,Benue,MARKURDI,MAIZE,main season,7.735205141899998,8.47753518815,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
304,70160,2,200,,.024,HEAPS,0,100,2018,1,,,,,3,North Central,Benue,MARKURDI,OTHER(SPECIFY),main season,7.735205141899998,8.47753518815,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
304,70160,2,200,,.024,HEAPS,0,,,,,,,,3,North Central,Benue,MARKURDI,GREEN VEGETABLE,main season,7.735205141899998,8.47753518815,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79002,1,2,,.80937201,ACRES,0,100,2018,4,,,,,1,North Central,Benue,ADOR,"YAM, WHITE",main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79002,2,2,,.80937201,ACRES,0,100,2018,2,,,,,1,North Central,Benue,ADOR,CASSAVA,main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79004,1,2600,.31497,.31200001,HEAPS,1,100,2017,8,,,,,1,North Central,Benue,ADOR,CASSAVA,main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79004,2,3800,.13081,.456,HEAPS,1,100,2018,4,,,,,1,North Central,Benue,ADOR,"YAM, WHITE",main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79005,1,1600,,.192,HEAPS,0,100,2018,2,,,,,1,North Central,Benue,ADOR,WATER YAM,main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79005,1,1600,,.192,HEAPS,0,100,2018,5,10,2018,,,1,North Central,Benue,ADOR,CASSAVA,main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79005,1,1600,,.192,HEAPS,0,100,2017,12,11,2018,,,1,North Central,Benue,ADOR,"YAM, WHITE",main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79005,2,4000,,.47999999,HEAPS,0,100,2018,4,5,2018,2018,7,1,North Central,Benue,ADOR,MAIZE,main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79005,2,4000,,.47999999,HEAPS,0,100,2018,5,,,,,1,North Central,Benue,ADOR,CASSAVA,main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79005,3,800,,.096000001,HEAPS,0,100,2018,6,9,2018,2018,12,1,North Central,Benue,ADOR,RICE,main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79005,4,400,,.048,HEAPS,0,100,2018,7,9,2018,,,1,North Central,Benue,ADOR,BEENI-SEED/SESAME,main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79006,1,1200,.45795,.14399999,HEAPS,1,100,2018,4,11,2018,,,1,North Central,Benue,ADOR,CASSAVA,main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79006,1,1200,.45795,.14399999,HEAPS,1,100,2018,4,,,,,1,North Central,Benue,ADOR,WATER YAM,main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79006,1,1200,.45795,.14399999,HEAPS,1,100,2018,1,1,2019,,,1,North Central,Benue,ADOR,"YAM, WHITE",main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79006,2,200,.29252,.024,HEAPS,1,100,2018,5,,,,,1,North Central,Benue,ADOR,MAIZE,main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79006,2,200,.29252,.024,HEAPS,1,100,2018,5,11,2018,,,1,North Central,Benue,ADOR,CASSAVA,main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79007,1,2,.48805,.80937201,ACRES,1,,,,,,,,1,North Central,Benue,ADOR,PLANTAIN,main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79007,2,2,.246,.80937201,ACRES,1,100,2018,3,,,,,1,North Central,Benue,ADOR,CASSAVA,main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79008,1,1,.68011,.404686,ACRES,1,100,2017,11,10,2018,,,1,North Central,Benue,ADOR,CASSAVA,main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79008,2,1,.5313399999999999,.404686,ACRES,1,100,2018,3,10,2018,2018,12,1,North Central,Benue,ADOR,"YAM, WHITE",main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79008,3,2,.8694299999999999,.80937201,ACRES,1,100,2018,6,11,2018,2018,11,1,North Central,Benue,ADOR,RICE,main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79009,1,200,.02918,.024,HEAPS,1,100,2018,5,12,2018,,,3,North Central,Benue,ADOR,COCOYAM,main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79009,2,400,.09645,.048,HEAPS,1,100,2018,4,11,2018,,,3,North Central,Benue,ADOR,CASSAVA,main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79010,1,1600,.14243,.192,HEAPS,1,100,2018,4,,,,,1,North Central,Benue,ADOR,COCOYAM,main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79010,1,1600,.14243,.192,HEAPS,1,100,2018,3,12,2018,2018,12,1,North Central,Benue,ADOR,"YAM, WHITE",main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79010,1,1600,.14243,.192,HEAPS,1,100,2018,5,12,2018,2018,12,1,North Central,Benue,ADOR,WATER YAM,main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79010,2,2000,.46402,.23999999,HEAPS,1,100,2017,6,11,2018,,,1,North Central,Benue,ADOR,CASSAVA,main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79011,1,1000,.25618,.12,HEAPS,1,100,2018,5,9,2018,2018,9,1,North Central,Benue,ADOR,MAIZE,main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79011,2,1600,.41761,.192,HEAPS,1,100,2018,6,,,,,1,North Central,Benue,ADOR,MAIZE,main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79011,2,1600,.41761,.192,HEAPS,1,100,2018,6,,,,,1,North Central,Benue,ADOR,RICE,main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79011,3,1000,.17999,.12,HEAPS,1,100,2017,10,9,2018,2018,11,1,North Central,Benue,ADOR,CASSAVA,main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79011,4,400,.17168,.048,HEAPS,1,100,2018,3,1,2019,,,1,North Central,Benue,ADOR,"YAM, WHITE",main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79011,4,400,.17168,.048,HEAPS,1,100,2018,5,10,2018,2018,10,1,North Central,Benue,ADOR,OKRO,main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79012,1,500,.046861,.059999999,HEAPS,1,100,2018,4,10,2018,,,1,North Central,Benue,ADOR,"YAM, WHITE",main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
104,79012,1,500,.046861,.059999999,HEAPS,1,100,2018,5,11,2018,,,1,North Central,Benue,ADOR,WATER YAM,main season,6.9453568083,7.99922929639,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79014,1,800,.073392,.096000001,HEAPS,1,100,2018,5,10,2018,2019,1,1,North Central,Benue,AGATU,"YAM, WHITE",main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79014,2,120,.36019,.324,RIDGES,1,100,2018,6,12,2018,2019,1,1,North Central,Benue,AGATU,GUINEA CORN (SORGHUM),main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79014,3,2400,.2368,.28799999,HEAPS,1,100,2018,6,11,2018,,,1,North Central,Benue,AGATU,CASSAVA,main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79015,1,8000,1.3329,.95999998,HEAPS,1,100,2018,1,10,2018,,,1,North Central,Benue,AGATU,"YAM, WHITE",main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79015,2,600,.43775,1.62,RIDGES,1,100,2018,6,12,2018,2019,1,1,North Central,Benue,AGATU,GUINEA CORN (SORGHUM),main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79015,3,300,,.81,RIDGES,0,100,2018,4,12,2018,2019,1,1,North Central,Benue,AGATU,MELON/EGUSI,main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79016,1,3400,.32142,.40799999,HEAPS,1,100,2018,3,10,2018,,,1,North Central,Benue,AGATU,"YAM, WHITE",main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79016,2,3200,.66179,.384,HEAPS,1,100,2018,5,9,2018,2018,9,1,North Central,Benue,AGATU,MAIZE,main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79016,2,3200,.66179,.384,HEAPS,1,100,2018,5,9,2018,2018,10,1,North Central,Benue,AGATU,RICE,main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79016,3,2400,.22031,.28799999,HEAPS,1,100,2018,4,9,2018,2018,10,1,North Central,Benue,AGATU,"PEPPER, SMALL (RODO)",main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79017,1,2000,.37306,.23999999,HEAPS,1,100,2018,5,9,2018,2018,9,1,North Central,Benue,AGATU,MAIZE,main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79017,1,2000,.37306,.23999999,HEAPS,1,100,2018,3,10,2018,2018,10,1,North Central,Benue,AGATU,"PEPPER, SMALL (RODO)",main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79017,1,2000,.37306,.23999999,HEAPS,1,100,2018,4,10,2018,,,1,North Central,Benue,AGATU,"YAM, WHITE",main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79017,2,1200,.40325,.14399999,HEAPS,1,100,2018,5,12,2018,2018,12,1,North Central,Benue,AGATU,RICE,main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79017,3,800,.12707,.096000001,HEAPS,1,100,2018,4,12,2018,,,1,North Central,Benue,AGATU,CASSAVA,main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79018,1,4000,.33356,.47999999,HEAPS,1,100,2018,4,1,2019,2019,1,1,North Central,Benue,AGATU,WATER YAM,main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79018,1,4000,.33356,.47999999,HEAPS,1,100,2018,4,1,2019,2019,1,1,North Central,Benue,AGATU,"YAM, WHITE",main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79018,2,360,.03232,.043200001,HEAPS,1,100,2018,4,12,2018,,,1,North Central,Benue,AGATU,CASSAVA,main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79018,3,4000,.41042,.47999999,HEAPS,1,100,2018,5,11,2018,2018,12,1,North Central,Benue,AGATU,BEANS/COWPEA,main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79018,3,4000,.41042,.47999999,HEAPS,1,100,2018,4,8,2018,2018,11,1,North Central,Benue,AGATU,MAIZE,main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79018,4,600,.08847,.071999997,HEAPS,1,100,2018,6,12,2018,2018,12,1,North Central,Benue,AGATU,GUINEA CORN (SORGHUM),main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79019,1,3200,.59101,.384,HEAPS,1,100,2018,4,8,2018,,,1,North Central,Benue,AGATU,"YAM, WHITE",main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79019,2,4000,,.47999999,HEAPS,0,100,2018,4,9,2018,2018,9,1,North Central,Benue,AGATU,MELON/EGUSI,main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79019,3,4000,2.05151,.47999999,HEAPS,1,100,2018,5,11,2018,2018,12,1,North Central,Benue,AGATU,GUINEA CORN (SORGHUM),main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79019,4,2400,.7175699999999999,.28799999,HEAPS,1,100,2018,4,8,2018,2018,9,1,North Central,Benue,AGATU,MAIZE,main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79019,5,800,.10502,.096000001,HEAPS,1,100,2018,4,,,,,1,North Central,Benue,AGATU,CASSAVA,main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79019,6,800,.17146,.096000001,HEAPS,1,100,2018,5,9,2018,2018,10,1,North Central,Benue,AGATU,"PEPPER, SMALL (RODO)",main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79020,1,4400,.56204,.528,HEAPS,1,100,2018,8,12,2018,2018,12,1,North Central,Benue,AGATU,BEANS/COWPEA,main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79020,1,4400,.56204,.528,HEAPS,1,100,2018,4,10,2018,2019,1,1,North Central,Benue,AGATU,"YAM, WHITE",main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79020,2,3200,.50851,.384,HEAPS,1,100,2018,4,7,2018,2018,8,1,North Central,Benue,AGATU,MELON/EGUSI,main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79020,2,3200,.50851,.384,HEAPS,1,100,2018,4,11,2018,2018,11,1,North Central,Benue,AGATU,GUINEA CORN (SORGHUM),main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79020,2,3200,.50851,.384,HEAPS,1,100,2018,4,8,2018,2018,8,1,North Central,Benue,AGATU,MAIZE,main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79020,3,900,.091062,.108,HEAPS,1,100,2017,8,,,,,1,North Central,Benue,AGATU,CASSAVA,main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79021,1,6400,.49909,.76800001,HEAPS,1,100,2018,7,11,2018,2018,12,1,North Central,Benue,AGATU,BEANS/COWPEA,main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79021,1,6400,.49909,.76800001,HEAPS,1,100,2018,3,10,2018,,,1,North Central,Benue,AGATU,"YAM, WHITE",main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79021,2,2000,.60559,.23999999,HEAPS,1,100,2018,5,8,2018,2018,9,1,North Central,Benue,AGATU,MAIZE,main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79021,2,2000,.60559,.23999999,HEAPS,1,100,2018,6,12,2018,2018,12,1,North Central,Benue,AGATU,GUINEA CORN (SORGHUM),main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79021,2,2000,.60559,.23999999,HEAPS,1,100,2018,5,9,2018,2018,10,1,North Central,Benue,AGATU,RICE,main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79021,3,2000,.23752,.23999999,HEAPS,1,100,2017,5,,,,,1,North Central,Benue,AGATU,CASSAVA,main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79023,1,8000,.6279600000000001,.95999998,HEAPS,1,100,2018,4,10,2018,2018,11,1,North Central,Benue,AGATU,RICE,main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79023,2,4000,.4951100000000001,.47999999,HEAPS,1,100,2018,8,11,2018,2018,12,1,North Central,Benue,AGATU,BEANS/COWPEA,main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79023,2,4000,.4951100000000001,.47999999,HEAPS,1,100,2018,3,10,2018,,,1,North Central,Benue,AGATU,"YAM, WHITE",main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79023,3,2400,.22155,.28799999,HEAPS,1,100,2018,4,10,2018,,,1,North Central,Benue,AGATU,"YAM, WHITE",main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79023,3,2400,.22155,.28799999,HEAPS,1,100,2018,8,11,2018,2018,12,1,North Central,Benue,AGATU,BEANS/COWPEA,main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79023,4,1600,.053726,.192,HEAPS,1,100,2017,5,,,,,1,North Central,Benue,AGATU,CASSAVA,main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79023,5,600,.054879,.071999997,HEAPS,1,100,2018,8,11,2018,2018,12,1,North Central,Benue,AGATU,BEANS/COWPEA,main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79023,5,600,.054879,.071999997,HEAPS,1,100,2018,5,,,,,1,North Central,Benue,AGATU,CASSAVA,main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79023,5,600,.054879,.071999997,HEAPS,1,100,2018,5,9,2018,2018,10,1,North Central,Benue,AGATU,MAIZE,main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79024,1,4200,.51485,.50400001,HEAPS,1,100,2018,3,6,2018,,,1,North Central,Benue,AGATU,"YAM, WHITE",main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79024,1,4200,.51485,.50400001,HEAPS,1,100,2018,6,9,2018,2018,9,1,North Central,Benue,AGATU,MAIZE,main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79024,1,4200,.51485,.50400001,HEAPS,1,100,2018,7,11,2018,2018,12,1,North Central,Benue,AGATU,BEANS/COWPEA,main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79024,2,2800,.23089,.336,HEAPS,1,100,2018,5,8,2018,2018,12,1,North Central,Benue,AGATU,"PEPPER, SMALL (RODO)",main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79024,2,2800,.23089,.336,HEAPS,1,100,2018,5,10,2018,2018,12,1,North Central,Benue,AGATU,OKRO,main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
954,79024,3,1000,.06753,.12,HEAPS,1,100,2018,5,,,,,1,North Central,Benue,AGATU,CASSAVA,main season,7.7869762681,8.035730964760001,adm4,NGA_2018_GHSP-W4_v03_M,https://doi.org/10.48529/1hgw-dq47,2018,Nigeria
