hhID,plotID,plot_area_reported_localUnit,crop_area_share,planting_month,planting_year,crop,plot_area_reported_ha,localUnit_area,harvest_month_begin,harvest_year_begin,harvest_month_end,harvest_year_end,season,adm1,adm2,adm3,adm4,latitude,longitude,GPS_level,plot_area_measured,harvest_month,harvest_year,source,dataset_doi,country
182100405,1,1,100,5,2013,Rice,0.4046944556859571,acres,7,2013,7,2013,first,Northern,Lira,Lira,Omito,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
182100405,2,1,40,5,2013,Maize,0.4046944556859571,acres,7,2013,8,2013,first,Northern,Lira,Lira,Omito,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
182100405,2,1,60,5,2013,Beans,0.4046944556859571,acres,7,2013,7,2013,first,Northern,Lira,Lira,Omito,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
182100405,1,1,NA,8,2013,SimSim,0.4046944556859571,acres,11,2013,12,2013,second,Northern,Lira,Lira,Omito,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010401,1,0.75,70,4,2013,Pigeon Peas,0.3035208417644678,acres,7,2013,8,2013,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010401,1,0.75,30,4,2013,Soya Beans,0.3035208417644678,acres,8,2013,8,2013,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010401,2,0.5,50,5,2013,Cassava,0.20234722784297854,acres,NA,NA,NA,NA,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010401,2,0.5,50,5,2013,Beans,0.20234722784297854,acres,NA,NA,NA,NA,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010401,4,0.25,100,3,2013,Cassava,0.10117361392148927,acres,NA,NA,NA,NA,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010401,3,0.649999976158142,100,5,2013,Beans,0.26305138654720434,acres,8,2013,8,2013,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010401,1,0.5,NA,5,2013,Cassava,0.20234722784297854,acres,12,2013,12,2013,second,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010401,2,0.5,NA,7,2013,SimSim,0.20234722784297854,acres,12,2013,12,2013,second,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010401,3,0.649999976158142,NA,8,2013,SimSim,0.26305138654720434,acres,12,2013,12,2013,second,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010402,1,0.5,100,3,2013,Soya Beans,0.20234722784297854,acres,7,2013,7,2013,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010402,2,0.349999994039536,40,3,2013,Cassava,0.14164305707791824,acres,10,2013,10,2013,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010402,2,0.349999994039536,60,3,2013,Beans,0.14164305707791824,acres,7,2013,7,2013,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010402,4,0.5,100,3,2013,Soya Beans,0.20234722784297854,acres,8,2013,8,2013,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010402,5,0.25,100,3,2013,Soya Beans,0.10117361392148927,acres,7,2013,8,2013,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010402,1,0.5,NA,8,2013,Maize,0.20234722784297854,acres,11,2013,11,2013,second,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010402,2,0.25,NA,3,2013,Cassava,0.10117361392148927,acres,10,2013,3,2013,second,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010402,3,0.349999994039536,NA,7,2013,Beans,0.14164305707791824,acres,10,2013,10,2013,second,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010403,1,0.100000001490116,100,3,2013,Cassava,0.04046944617163739,acres,10,2013,10,2013,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010403,2,0.349999994039536,50,3,2013,Beans,0.14164305707791824,acres,NA,NA,NA,NA,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010403,2,0.349999994039536,50,3,2013,Pigeon Peas,0.14164305707791824,acres,NA,NA,NA,NA,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010403,3,0.449999988079071,100,3,2013,Cassava,0.1821125002343468,acres,NA,NA,NA,NA,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010403,4,0.5,100,3,2013,Finger Millet,0.20234722784297854,acres,7,2013,7,2013,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010403,5,0.5,100,3,2013,Beans,0.20234722784297854,acres,8,2013,8,2013,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010403,1,0.100000001490116,NA,8,2013,Sorghum,0.04046944617163739,acres,12,2013,12,2013,second,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010403,2,0.349999994039536,NA,8,2013,Sun Flower,0.14164305707791824,acres,11,2013,12,2013,second,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010403,3,0.349999994039536,NA,8,2013,Sorghum,0.14164305707791824,acres,12,2013,12,2013,second,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010403,4,0.449999988079071,NA,3,2013,Cassava,0.1821125002343468,acres,NA,NA,NA,NA,second,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010403,5,0.200000002980232,NA,8,2013,Sun Flower,0.08093889234327478,acres,11,2013,12,2013,second,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010403,6,0.349999994039536,NA,8,2013,SimSim,0.14164305707791824,acres,12,2013,12,2013,second,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010404,1,0.75,100,3,2013,Soya Beans,0.3035208417644678,acres,8,2013,8,2013,first,Northern,Oyam,Otwal,Acokara,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010404,2,1,100,3,2013,Cassava,0.4046944556859571,acres,NA,NA,NA,NA,first,Northern,Oyam,Otwal,Acokara,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010404,3,1,100,6,2013,Beans,0.4046944556859571,acres,10,2013,10,2013,first,Northern,Oyam,Otwal,Acokara,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010404,1,0.75,NA,8,2013,Sun Flower,0.3035208417644678,acres,12,2013,12,2013,second,Northern,Oyam,Otwal,Acokara,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010404,2,1,NA,3,2013,Cassava,0.4046944556859571,acres,10,2013,3,2013,second,Northern,Oyam,Otwal,Acokara,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010405,1,0.75,50,3,2013,Beans,0.3035208417644678,acres,7,2013,7,2013,first,Northern,Lira,Aromo,Walela,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010405,1,0.75,50,3,2013,Cassava,0.3035208417644678,acres,NA,NA,NA,NA,first,Northern,Lira,Aromo,Walela,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010405,2,0.75,100,3,2013,Maize,0.3035208417644678,acres,9,2013,9,2013,first,Northern,Lira,Aromo,Walela,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010405,1,0.75,NA,3,2013,Cassava,0.3035208417644678,acres,NA,NA,NA,NA,second,Northern,Lira,Aromo,Walela,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010405,2,0.75,NA,7,2013,Cotton,0.3035208417644678,acres,12,2013,12,2013,second,Northern,Lira,Aromo,Walela,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010405,3,0.5,NA,7,2013,SimSim,0.20234722784297854,acres,11,2013,12,2013,second,Northern,Lira,Aromo,Walela,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010406,1,0.75,100,3,2013,Cassava,0.3035208417644678,acres,NA,NA,NA,NA,first,Northern,Kole,Okwerodot,Adellogo,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010406,2,2,100,3,2013,Soya Beans,0.8093889113719142,acres,7,2013,7,2013,first,Northern,Kole,Okwerodot,Adellogo,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010406,3,0.5,100,3,2013,Cabbage,0.20234722784297854,acres,7,2013,8,2013,first,Northern,Kole,Okwerodot,Adellogo,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010406,1,0.75,NA,3,2013,Cassava,0.3035208417644678,acres,2,2014,4,2014,second,Northern,Kole,Okwerodot,Adellogo,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010406,2,2,NA,8,2013,Sun Flower,0.8093889113719142,acres,11,2013,12,2013,second,Northern,Kole,Okwerodot,Adellogo,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010406,3,0.5,NA,8,2013,Maize,0.20234722784297854,acres,11,2013,11,2013,second,Northern,Kole,Okwerodot,Adellogo,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010406,3,0.5,NA,8,2013,Maize,0.20234722784297854,acres,11,2013,11,2013,second,Northern,Kole,Okwerodot,Adellogo,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010407,1,0.5,70,3,2012,Soya Beans,0.20234722784297854,acres,7,2013,7,2013,first,Northern,Kole,Okwerodot,Adellogo,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010407,1,0.5,30,3,2013,Pigeon Peas,0.20234722784297854,acres,10,2013,10,2013,first,Northern,Kole,Okwerodot,Adellogo,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010407,2,1.5,30,4,2013,Pigeon Peas,0.6070416835289356,acres,10,2013,10,2013,first,Northern,Kole,Okwerodot,Adellogo,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183010407,2,1.5,70,4,2013,Soya Beans,0.6070416835289356,acres,7,2013,7,2013,first,Northern,Kole,Okwerodot,Adellogo,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183020401,1,0.340000003576279,60,4,2013,Cassava,0.1375961163805257,acres,12,2013,4,2014,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183020401,1,0.340000003576279,40,4,2000,Banana Sweet,0.1375961163805257,acres,1,2013,6,2013,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183030401,1,0.5,50,3,2013,Pigeon Peas,0.20234722784297854,acres,9,2013,9,2013,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183030401,1,0.5,50,3,2013,Cassava,0.20234722784297854,acres,NA,NA,NA,NA,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183030401,2,0.5,50,3,2013,Beans,0.20234722784297854,acres,7,2013,7,2013,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183030401,2,0.5,50,3,2013,Pigeon Peas,0.20234722784297854,acres,9,2013,9,2013,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183030401,1,0.5,NA,8,2013,Sun Flower,0.20234722784297854,acres,12,2013,12,2013,second,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183050401,1,1.0900000333786,NA,7,2013,SimSim,0.4411169702058276,acres,11,2013,12,2013,second,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183050401,2,1.5,50,8,2013,Field Peas,0.6070416835289356,acres,11,2013,11,2013,second,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183050401,2,1.5,50,8,2013,Maize,0.6070416835289356,acres,11,2013,11,2013,second,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183060401,1,0.349999994039536,100,3,2013,Pigeon Peas,0.14164305707791824,acres,NA,NA,NA,NA,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183060401,2,0.200000002980232,100,4,2013,Groundnuts,0.08093889234327478,acres,NA,NA,NA,NA,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183060401,5,0.200000002980232,100,4,2013,Sweet Potatoes,0.08093889234327478,acres,6,2013,9,2013,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183060401,3,0.300000011920929,50,3,2013,Beans,0.121408341530121,acres,8,2013,8,2013,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183060401,3,0.300000011920929,50,3,2013,Cassava,0.121408341530121,acres,NA,NA,NA,NA,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183060401,4,0.200000002980232,100,4,2013,Soya Beans,0.08093889234327478,acres,NA,NA,NA,NA,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183060401,1,0.200000002980232,NA,8,2013,Field Peas,0.08093889234327478,acres,10,2013,10,2013,second,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183060401,2,0.349999994039536,NA,3,2013,Cassava,0.14164305707791824,acres,10,2013,3,2014,second,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183060401,3,0.300000011920929,NA,8,2013,Sun Flower,0.121408341530121,acres,11,2013,11,2013,second,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183070401,1,0.720000028610229,50,4,2013,Cassava,0.29138001967229016,acres,2,2014,4,2014,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183070401,1,0.720000028610229,50,4,2013,Groundnuts,0.29138001967229016,acres,8,2013,8,2013,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183070401,2,0.860000014305115,100,3,2013,Pigeon Peas,0.3480372376791238,acres,9,2013,9,2013,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183070401,3,0.509999990463257,50,4,2013,Soya Beans,0.20639416854037107,acres,NA,NA,NA,NA,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183070401,3,0.509999990463257,50,4,2013,Maize,0.20639416854037107,acres,7,2013,7,2013,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183070401,4,0.800000011920929,50,5,2013,Beans,0.3237555693730995,acres,9,2013,9,2013,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183070401,4,0.800000011920929,50,5,2013,Maize,0.3237555693730995,acres,NA,NA,NA,NA,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183070401,1,1,NA,10,2013,Beans,0.4046944556859571,acres,1,2014,1,2014,second,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183070401,2,3,NA,8,2013,SimSim,1.2140833670578712,acres,12,2013,12,2013,second,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183070401,3,1,NA,8,2013,Maize,0.4046944556859571,acres,NA,NA,NA,NA,second,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183080401,1,0.449999988079071,100,3,2013,Cassava,0.1821125002343468,acres,9,2013,9,2013,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183080401,2,0.349999994039536,100,4,2013,Beans,0.14164305707791824,acres,6,2013,6,2013,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183080401,1,0.430000007152557,NA,3,2013,Cassava,0.1740186188395617,acres,11,2014,1,2014,second,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183080401,2,0.349999994039536,NA,8,2013,Field Peas,0.14164305707791824,acres,NA,NA,NA,NA,second,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183090401,1,0.800000011920929,30,3,2013,Cassava,0.3237555693730995,acres,10,2013,4,2014,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183090401,1,0.800000011920929,40,3,2013,Beans,0.3237555693730995,acres,7,2013,7,2013,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183090401,1,0.800000011920929,30,3,2013,Maize,0.3237555693730995,acres,NA,NA,NA,NA,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183090401,2,0.319999992847443,50,3,2013,Field Peas,0.12950222292490612,acres,7,2013,7,2013,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183090401,2,0.319999992847443,50,3,2013,Maize,0.12950222292490612,acres,NA,NA,NA,NA,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183090401,3,0.449999988079071,30,3,2013,Beans,0.1821125002343468,acres,6,2013,7,2013,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183090401,3,0.449999988079071,50,3,2013,Cassava,0.1821125002343468,acres,NA,NA,NA,NA,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183090401,3,0.449999988079071,20,3,2013,Maize,0.1821125002343468,acres,7,2013,7,2013,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183090401,1,0.319999992847443,NA,7,2013,Sweet Potatoes,0.12950222292490612,acres,11,2013,2,2014,second,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183090401,2,0.449999988079071,NA,8,2013,Field Peas,0.1821125002343468,acres,11,2013,11,2013,second,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183110401,1,0.5,50,4,2013,Beans,0.20234722784297854,acres,6,2013,6,2013,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183110401,1,0.5,50,4,2013,Cassava,0.20234722784297854,acres,NA,NA,NA,NA,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183110401,2,0.75,100,4,2013,Groundnuts,0.3035208417644678,acres,NA,NA,NA,NA,first,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
183110401,1,0.970000028610229,NA,9,2013,Field Peas,0.3925536335937794,acres,11,2013,11,2013,second,Northern,Kole,Alito,Barongin,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
186010401,1,1,100,3,2013,Cassava,0.4046944556859571,acres,2,2013,6,2013,first,Northern,Apac,Akokoro,Awila,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
186010401,3,0.25,100,3,2012,Cassava,0.10117361392148927,acres,NA,NA,NA,NA,first,Northern,Apac,Akokoro,Awila,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
186010401,2,1,100,3,2013,Groundnuts,0.4046944556859571,acres,8,2013,8,2013,first,Northern,Apac,Akokoro,Awila,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
186010401,1,1,NA,4,2013,SimSim,0.4046944556859571,acres,11,2013,11,2013,second,Northern,Apac,Akokoro,Awila,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
186010401,2,1,NA,3,2013,Cassava,0.4046944556859571,acres,7,2013,12,2013,second,Northern,Apac,Akokoro,Awila,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
186010401,3,2.5,NA,5,2006,Beans,1.0117361392148927,acres,10,2013,11,2013,second,Northern,Apac,Akokoro,Awila,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
186010402,1,2,100,3,2013,Maize,0.8093889113719142,acres,6,2013,7,2013,first,Northern,Apac,Akokoro,Awila,NA,NA,NA,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,Uganda
