case_id,HHID,fs_e01,fs_e02,fs_e02_oth,fs_e03,fs_e04a,fs_e04b,fs_e04c,fs_e04d,fs_e04e,fs_e04f,fs_e04g,fs_e04h,fs_e04i,fs_e04j,fs_e04k,fs_e05a,fs_e05b,fs_e06a,fs_e06b,fs_e06c,fs_e06d,fs_e06e,fs_e06f,fs_e06g,fs_e06h,fs_e06i,fs_e06j,fs_e07a,fs_e07b,fs_e08a,fs_e08b,fs_e08c,fs_e08d,fs_e08e,fs_e08f,fs_e08g,fs_e08h,fs_e08i,fs_e08j,fs_e08k,fs_e08l,fs_e09,fs_e10,fs_e11a,fs_e11b,fs_e11c,fs_e11d,fs_e11e,fs_e11f,fs_e11g,fs_e11h,fs_e11i,fs_e11j,fs_e12,fs_e13a,fs_e13b
309036750080,5207307152e84346a60b80e1ae4e69fd,YES,MLAMBA,,4,14,PIECE,,FRESH,,NO,,,,,,0,,0,DOZEN / BUNDLE,,FRESH,,0,PIECE,,FRESH,,"YES, THE FIGURES MATCHED",,1,DOZEN / BUNDLE,,FRESH,,300,0,PIECE,,FRESH,,300,0,NO,4,PIECE,,FRESH,,4,PIECE,,FRESH,,1/2,"YES, THE FIGURES MATCHED",
309036750136,0a658104094441b28a5527951e890f83,YES,MLAMBA,,4,300,PIECE,,FRESH,,NO,,,,,,1200,,1200,PIECE,,FRESH,,1200,PIECE,,FRESH,,"YES, THE FIGURES MATCHED",,290,PIECE,,FRESH,,193400,880,PIECE,,FRESH,,220000,4,YES,8,PIECE,,FRESH,,5,PIECE,,SUN-DRIED,,1/4,"YES, THE FIGURES MATCHED",
309036750178,21440bc9f66841799a0c65398c78a381,YES,MLAMBA,,4,2,5 KG BAG,,FRESH,,NO,,,,,,0,,0,PIECE,,FRESH,,0,PIECE,,FRESH,,"YES, THE FIGURES MATCHED",,0,PIECE,,FRESH,,0,0,DOZEN / BUNDLE,,FRESH,,0,0,NO,2,5 KG BAG,,FRESH,,2,5 KG BAG,,FRESH,,ALMOST ALL,"YES, THE FIGURES MATCHED",
309036750249,4bc1a2dad5c6488eb81d9e5a381d60e3,YES,MLAMBA,,8,100,KILOGRAM,,FRESH,,NO,,,,,,800,,100,KILOGRAM,,FRESH,,0,KILOGRAM,,FRESH,,"YES, THE FIGURES MATCHED",,100,OTHER (SPECIFY),KILOGRAMS,FRESH,,40000,0,KILOGRAM,,FRESH,,0,8,NO,18,PIECE,,FRESH,,18,PIECE,,FRESH,,1/4,"YES, THE FIGURES MATCHED",
309036750249,4bc1a2dad5c6488eb81d9e5a381d60e3,YES,MATEMBA,,8,25,KILOGRAM,,FRESH,,YES,0,25 KG BAG,,FRESH,,200,1,25,KILOGRAM,,FRESH,,25,KILOGRAM,,FRESH,,"YES, THE FIGURES MATCHED",,25,KILOGRAM,,FRESH,,15000,1,25 KG BAG,,FRESH,,15000,8,YES,1,5 KG BAG,,FRESH,,5,KILOGRAM,,FRESH,,1/4,"YES, THE FIGURES MATCHED",
309056790031,1544f8de831b4651824ae978b29d5348,YES,CHAMBO,,4,1,SMALL BASKET,,FRESH,,NO,,,,,,0,,0,SMALL BASKET,,FRESH,,0,PIECE,,FRESH,,"YES, THE FIGURES MATCHED",,1000,PIECE,,FRESH,,200,1,SMALL BASKET,,FRESH,,2000,4,NO,5,PIECE,,FRESH,,0,SMALL BASKET,,FRESH,,1/4,"YES, THE FIGURES MATCHED",
309056790031,1544f8de831b4651824ae978b29d5348,YES,MLAMBA,,4,0,LARGE BASKET,,FRESH,,NO,,,,,,0,,0,LARGE BASKET,,FRESH,,0,LARGE BASKET,,FRESH,,"YES, THE FIGURES MATCHED",,7000,LARGE BASKET,,FRESH,,800,0,PIECE,,FRESH,,500,4,NO,1,SMALL BASKET,,FRESH,,1,SMALL BASKET,,FRESH,,1/4,"YES, THE FIGURES MATCHED",
309056790055,540e9b5c8d134bfc8fc6773caaf3da33,YES,MLAMBA,,2,50,PIECE,,FRESH,,NO,,,,,,100,,400,PIECE,,FRESH,,400,PIECE,,FRESH,,"YES, THE FIGURES MATCHED",,50,PIECE,,FRESH,,5000,400,PIECE,,FRESH,,40000,2,NO,20,PIECE,,FRESH,,5,PIECE,,FRESH,,1/4,"YES, THE FIGURES MATCHED",
309056790117,c58a3bdfc3694efaa813be30908202fb,YES,MLAMBA,,4,58,DOZEN / BUNDLE,,FRESH,,NO,,,,,,466,,58,DOZEN / BUNDLE,,FRESH,,0,DOZEN / BUNDLE,,FRESH,,"YES, THE FIGURES MATCHED",,1,DOZEN / BUNDLE,,FRESH,,800,0,DOZEN / BUNDLE,,FRESH,,0,0,YES,10,DOZEN / BUNDLE,,FRESH,,0,DOZEN / BUNDLE,,FRESH,,1/2,"YES, THE FIGURES MATCHED",
309056790117,c58a3bdfc3694efaa813be30908202fb,YES,CHAMBO,,4,58,DOZEN / BUNDLE,,FRESH,,NO,,,,,,0,,0,DOZEN / BUNDLE,,FRESH,,0,DOZEN / BUNDLE,,FRESH,,"YES, THE FIGURES MATCHED",,5000,DOZEN / BUNDLE,,FRESH,,800,58,DOZEN / BUNDLE,,FRESH,,0,0,YES,10,PIECE,,FRESH,,0,PIECE,,FRESH,,1/2,"YES, THE FIGURES MATCHED",
309056790203,5dd8c5564a4b4a86b5877e48ba496e02,YES,CHAMBO,,16,28,SMALL BASKET,,FRESH,,NO,,,,,,448,,448,SMALL BASKET,,FRESH,,448,SMALL BASKET,,FRESH,,"YES, THE FIGURES MATCHED",,27,SMALL BASKET,,FRESH,,3500,196,SMALL BASKET,,FRESH,,5500,16,YES,13,PIECE,,FRESH,,13,PIECE,,FRESH,,1/2,"YES, THE FIGURES MATCHED",
310036980328,2353f7d6f19147e1bf283e8fbf1d0789,YES,MAKAKANI,,4,70,KILOGRAM,,SUN-DRIED,,NO,,,,,,280,,140,KILOGRAM,,SUN-DRIED,,140,KILOGRAM,,SUN-DRIED,,"YES, THE FIGURES MATCHED",,5,SMALL BASKET,,SUN-DRIED,,3000,2,25 KG BAG,,SUN-DRIED,,5000,3,NO,1,SMALL BASKET,,SUN-DRIED,,1,SMALL BASKET,,SUN-DRIED,,1/4,"YES, THE FIGURES MATCHED",
310077050169,a1e559ff59974ad4866091d21aeff132,YES,MAKAKANI,,12,7,10 KG BAG,,FRESH,,YES,7,10 KG BAG,,SMOKED,,70,70,1400,10 KG BAG,,FRESH,,1400,5 KG BAG,,SMOKED,,"YES, THE FIGURES MATCHED",,120000,10 KG BAG,,SMOKED,,0,0,5 KG BAG,,FRESH,,0,0,YES,1,10 KG BAG,,FRESH,,1,DOZEN / BUNDLE,,SMOKED,,1/4,"YES, THE FIGURES MATCHED",
311027110154,f8cb9614a35e48e48a887462089fa9ca,YES,MAKAKANI,,12,2,LARGE BASKET,,FRESH,,NO,,,,,,24,,24,LARGE BASKET,,FRESH,,24,LARGE BASKET,,FRESH,,"YES, THE FIGURES MATCHED",,2,LARGE BASKET,,FRESH,,4500,1,SMALL BASKET,,FRESH,,3000,12,YES,20,PIECE,,FRESH,,20,PIECE,,FRESH,,1/4,"YES, THE FIGURES MATCHED",
311047150323,5da42da85b9e4b49a7c7140c31753e47,YES,MLAMBA,,12,60,PIECE,,FRESH,,NO,,,,,,720,,72,PIECE,,FRESH,,720,PIECE,,FRESH,,"YES, THE FIGURES MATCHED",,0,PIECE,,FRESH,,0,0,PIECE,,FRESH,,0,0,NO,720,PIECE,,FRESH,,720,PIECE,,FRESH,,ALMOST ALL,"YES, THE FIGURES MATCHED",
311057190104,05155a5f72944b468dd8dd4eaf6921ea,YES,MLAMBA,,10,1,5 KG BAG,,FRESH,,NO,,,,,,10,,10,5 KG BAG,,FRESH,,10,5 KG BAG,,FRESH,,"YES, THE FIGURES MATCHED",,1,5 KG BAG,,FRESH,,3000,0,PIECE,,FRESH,,0,0,YES,0,PIECE,,FRESH,,0,PIECE,,FRESH,,ALMOST NONE,"YES, THE FIGURES MATCHED",
311057190104,05155a5f72944b468dd8dd4eaf6921ea,YES,MAKAKANI,,10,2,5 KG BAG,,FRESH,,NO,,,,,,20,,20,5 KG BAG,,FRESH,,20,5 KG BAG,,FRESH,,"YES, THE FIGURES MATCHED",,2,5 KG BAG,,FRESH,,7000,1,5 KG BAG,,FRESH,,4000,10,YES,10,PIECE,,FRESH,,10,PIECE,,FRESH,,1/4,"YES, THE FIGURES MATCHED",
311057190104,05155a5f72944b468dd8dd4eaf6921ea,YES,CHAMBO,,6,1,5 KG BAG,,FRESH,,NO,,,,,,6,,6,5 KG BAG,,FRESH,,6,5 KG BAG,,FRESH,,"YES, THE FIGURES MATCHED",,1,5 KG BAG,,FRESH,,5000,6,5 KG BAG,,FRESH,,5000,6,NO,4,PIECE,,FRESH,,4,PIECE,,FRESH,,1/4,"YES, THE FIGURES MATCHED",
311077220134,b53dcae63bc1481fbc9c129112df9ba7,YES,MLAMBA,,6,10,DOZEN / BUNDLE,,FRESH,,NO,,,,,,60,,60,DOZEN / BUNDLE,,FRESH,,60,DOZEN / BUNDLE,,FRESH,,"YES, THE FIGURES MATCHED",,50,DOZEN / BUNDLE,,FRESH,,2000,0,DOZEN / BUNDLE,,FRESH,,0,0,NO,10,DOZEN / BUNDLE,,FRESH,,0,DOZEN / BUNDLE,,FRESH,,1/4,"YES, THE FIGURES MATCHED",
312047430178,d8cb6bc3636c4bd297c7cbd3b3d3b9d5,YES,USIPA,,4,10,KILOGRAM,,SUN-DRIED,,NO,,,,,,10,,10,KILOGRAM,,SUN-DRIED,,10,KILOGRAM,,SUN-DRIED,,"YES, THE FIGURES MATCHED",,10,KILOGRAM,,SUN-DRIED,,4000,10,KILOGRAM,,SUN-DRIED,,4500,4,YES,2,KILOGRAM,,SUN-DRIED,,5,KILOGRAM,,SUN-DRIED,,1/4,"YES, THE FIGURES MATCHED",
312057460122,b8f583657bb84a42a55ace18e585c959,YES,MLAMBA,,8,4,PIECE,,FRESH,,NO,,,,,,32,,32,PIECE,,FRESH,,0,PIECE,,FRESH,,"YES, THE FIGURES MATCHED",,0,DOZEN / BUNDLE,,FRESH,,0,0,DOZEN / BUNDLE,,FRESH,,0,0,NO,4,PIECE,,FRESH,,4,PIECE,,FRESH,,ALMOST ALL,"YES, THE FIGURES MATCHED",
313037660125,8a72c2e0a9dd4936ad5d5456c1a5304c,YES,OTHER,"PHUTA, NTCHIRA, NKHOTI, NSAMBANINJI",12,24,PIECE,,FRESH,,NO,,,,,,288,,288,PIECE,,FRESH,,288,PIECE,,FRESH,,"YES, THE FIGURES MATCHED",,0,PIECE,,FRESH,,0,120,PIECE,,FRESH,,700,0,NO,288,PIECE,,FRESH,,288,PIECE,,FRESH,,ALMOST ALL,"YES, THE FIGURES MATCHED",
313037700223,0fc6b2fc2ba44076b441e9f81fe7459c,YES,CHAMBO,,6,2,SMALL BASKET,,SUN-DRIED,,NO,,,,,,12,,12,SMALL BASKET,,SUN-DRIED,,12,SMALL BASKET,,SUN-DRIED,,"YES, THE FIGURES MATCHED",,0,SMALL BASKET,,SUN-DRIED,,0,0,SMALL BASKET,,SUN-DRIED,,0,0,YES,2,SMALL BASKET,,SUN-DRIED,,2,SMALL BASKET,,SUN-DRIED,,ALMOST ALL,"YES, THE FIGURES MATCHED",
