region,item_name,item_code,unit_name,Otherunit,unit_code,factor,source
Central,GROUNDNUT DRIED (UNSHELLED),312,OTHER (SPECIFY),5L BUCKET,23,1.904999971389771,Collected from the Field
South,GROUNDNUT DRIED (UNSHELLED),312,OTHER (SPECIFY),5L BUCKET,23,1.904999971389771,Collected from the Field
South,GROUNDNUT DRIED (UNSHELLED),312,OTHER (SPECIFY),CUP,23,.2000000029802322,"Collected from the field, Few Observations Not in All Regions"
South,GROUNDNUT DRIED (UNSHELLED),312,OTHER (SPECIFY),PIECE,23,.1299999952316284,Collected from the Field
North,GROUNDNUT DRIED (UNSHELLED),312,TINA,,25,.2700000107288361,"Collected from the field, Few Observations Not in All Regions"
Central,GROUNDNUT DRIED (UNSHELLED),312,TINA,,25,.2700000107288361,"Collected from the field, Few Observations Not in All Regions"
South,GROUNDNUT DRIED (UNSHELLED),312,TINA,,25,.2700000107288361,"Collected from the field, Few Observations Not in All Regions"
North,GROUNDNUT  DRIED (UNSHELLED),312,TINA HEAPED,,25B,.1400000005960464,Collected from the Field
Central,GROUNDNUT  DRIED (UNSHELLED),312,TINA HEAPED,,25B,.1379999965429306,Collected from the Field
South,GROUNDNUT  DRIED (UNSHELLED),312,TINA HEAPED,,25B,.136000007390976,Collected from the Field
North,GROUNDNUT  DRIED (UNSHELLED),312,BASIN  SMALL,,27A,2.246000051498413,Collected from the Field
Central,GROUNDNUT  DRIED (UNSHELLED),312,BASIN  SMALL,,27A,1.539999961853027,Collected from the Field
South,GROUNDNUT  DRIED (UNSHELLED),312,BASIN  SMALL,,27A,1.75600004196167,Collected from the Field
North,GROUNDNUT  DRIED (UNSHELLED),312,BASIN MEDIUM,,27B,4.162000179290771,Collected from the Field
North,GROUNDNUT DRIED (UNSHELLED),312,PAIL,,4,1.769999980926514,"Collected from the field, Few Observations Not in All Regions"
Central,GROUNDNUT DRIED (UNSHELLED),312,PAIL,,4,1.769999980926514,"Collected from the field, Few Observations Not in All Regions"
South,GROUNDNUT DRIED (UNSHELLED),312,PAIL,,4,1.769999980926514,"Collected from the field, Few Observations Not in All Regions"
North,GROUNDNUT  DRIED (UNSHELLED),312,PAIL SMALL,,4A,1.953999996185303,Collected from the Field
Central,GROUNDNUT  DRIED (UNSHELLED),312,PAIL SMALL,,4A,2.027999877929688,Collected from the Field
South,GROUNDNUT  DRIED (UNSHELLED),312,PAIL SMALL,,4A,1.973999977111816,Collected from the Field
North,GROUNDNUT  DRIED (UNSHELLED),312,No 10 PLATE HEAPED,,6B,.0799999982118607,Collected from the Field
Central,GROUNDNUT  DRIED (UNSHELLED),312,NO. 10 PLATE HEAPED,,6B,.0509999990463257,Collected from the Field
South,GROUNDNUT  DRIED (UNSHELLED),312,NO. 10 PLATE HEAPED,,6B,.0560000017285347,Collected from the Field
North,GROUNDNUT  DRIED (UNSHELLED),312,No 12 PLATE HEAPED,,7B,.0920000001788139,Collected from the Field
Central,GROUNDNUT  DRIED (UNSHELLED),312,NO. 12 PLATE HEAPED,,7B,.0750000029802322,Collected from the Field
South,GROUNDNUT  DRIED (UNSHELLED),312,NO. 12 PLATE HEAPED,,7B,.1340000033378601,Collected from the Field
North,GROUNDNUT FRESH (UNSHELLED),313,HEAP ,,10,.2360000014305115,Collected from the Field
Central,GROUNDNUT FRESH (UNSHELLED),313,HEAP ,,10,.1710000038146973,Collected from the Field
South,GROUNDNUT FRESH (UNSHELLED),313,HEAP ,,10,.2919999957084656,Collected from the Field
North,GROUNDNUT FRESH (UNSHELLED),313,OTHER (SPECIFY),5L BUCKET,23,1.769999980926514,"Collected from the field, Few Observations Not in All Regions"
North,GROUNDNUT FRESH (UNSHELLED),313,OTHER (SPECIFY),BASIN,23,1.564000010490417,Collected from the Field
North,GROUNDNUT FRESH (UNSHELLED),313,OTHER (SPECIFY),CUP,23,.2000000029802322,Collected from the Field
South,GROUNDNUT FRESH (UNSHELLED),313,OTHER (SPECIFY),5L BUCKET,23,1.769999980926514,"Collected from the field, Few Observations Not in All Regions"
North,GROUNDNUT FRESH (UNSHELLED),313,TINA HEAPED,,25B,.2099999934434891,Collected from the Field
Central,GROUNDNUT FRESH (UNSHELLED),313,TINA HEAPED,,25B,.1949999928474426,Collected from the Field
South,GROUNDNUT FRESH (UNSHELLED),313,TINA HEAPED,,25B,.1829999983310699,Collected from the Field
North,GROUNDNUT FRESH (UNSHELLED),313,BASIN  SMALL,,27A,3.308000087738037,Collected from the Field
Central,GROUNDNUT FRESH (UNSHELLED),313,BASIN  SMALL,,27A,2.695000171661377,Collected from the Field
South,GROUNDNUT FRESH (UNSHELLED),313,BASIN  SMALL,,27A,2.415500164031982,Collected from the Field
South,GROUNDNUT FRESH (UNSHELLED),313,BASIN MEDIUM,,27B,2.429999828338623,Collected from the Field
North,GROUNDNUT FRESH (UNSHELLED),313,PAIL,,4,2,"Collected from the field, Few Observations Not in All Regions"
Central,GROUNDNUT FRESH (UNSHELLED),313,PAIL,,4,2,"Collected from the field, Few Observations Not in All Regions"
South,GROUNDNUT FRESH (UNSHELLED),313,PAIL,,4,2,"Collected from the field, Few Observations Not in All Regions"
North,GROUNDNUT FRESH (UNSHELLED),313,PAIL SMALL,,4A,3.547999858856201,Collected from the Field
Central,GROUNDNUT FRESH (UNSHELLED),313,PAIL SMALL,,4A,3.312000036239624,Collected from the Field
South,GROUNDNUT FRESH (UNSHELLED),313,PAIL SMALL,,4A,2.809999942779541,Collected from the Field
North,GROUNDNUT FRESH (UNSHELLED),313,PAIL LARGE,,4C,14.0605001449585,Collected from the Field
Central,GROUNDNUT FRESH (UNSHELLED),313,PAIL LARGE,,4C,10.93000030517578,Collected from the Field
South,GROUNDNUT FRESH (UNSHELLED),313,PAIL LARGE,,4C,9.614999771118164,Collected from the Field
Central,GROUNDNUT FRESH (UNSHELLED),313,NO. 10 PLATE HEAPED,,6B,.0949999988079071,Collected from the Field
South,GROUNDNUT FRESH (UNSHELLED),313,No 10 PLATE HEAPED,,6B,.0000960000033956,Collected from the Field
Central,GROUNDNUT FRESH (UNSHELLED),313,NO. 12 PLATE HEAPED,,7B,.1599999964237213,Collected from the Field
South,GROUNDNUT FRESH (UNSHELLED),313,No 12 PLATE HEAPED,,7B,.0979999974370003,Collected from the Field
North,SPOTTED BEANS (DEMETTA/KENYATA),316,HEAP ,,10,.3240000009536743,Collected from the Field
Central,SPOTTED BEANS (DEMETTA/KENYATA),316,HEAP ,,10,.125,Collected from the Field
South,SPOTTED BEANS (DEMETTA/KENYATA),316,HEAP ,,10,.2049999982118607,Collected from the Field
North,SPOTTED BEANS (DEMETTA/KENYATA),316,TINA ,,25,.3140000104904175,Collected from the Field
Central,SPOTTED BEANS (DEMETTA/KENYATA),316,TINA ,,25,.2259999960660934,Collected from the Field
South,SPOTTED BEANS (DEMETTA/KENYATA),316,TINA ,,25,.2469999939203262,Collected from the Field
North,SPOTTED BEANS (DEMETTA/KENYATA),316,TINA FLAT,,25A,.2140000015497208,Collected from the Field
Central,SPOTTED BEANS (DEMETTA/KENYATA),316,TINA FLAT,,25A,.2049999982118607,Collected from the Field
South,SPOTTED BEANS (DEMETTA/KENYATA),316,TINA FLAT,,25A,.2060000002384186,Collected from the Field
North,SPOTTED BEANS (DEMETTA/KENYATA),316,TINA HEAPED,,25B,.3140000104904175,Collected from the Field
Central,SPOTTED BEANS (DEMETTA/KENYATA),316,TINA HEAPED,,25B,.2849999964237213,Collected from the Field
South,SPOTTED BEANS (DEMETTA/KENYATA),316,TINA HEAPED,,25B,.2980000078678131,Collected from the Field
North,SPOTTED BEANS (DEMETTA/KENYATA),316,BASIN  SMALL,,27A,4.13700008392334,Collected from the Field
Central,SPOTTED BEANS (DEMETTA/KENYATA),316,BASIN  SMALL,,27A,3.815000057220459,Collected from the Field
South,SPOTTED BEANS (DEMETTA/KENYATA),316,BASIN  SMALL,,27A,4.01800012588501,Collected from the Field
North,SPOTTED BEANS (DEMETTA/KENYATA),316,PAIL SMALL,,4A,4.310999870300293,Collected from the Field
Central,SPOTTED BEANS (DEMETTA/KENYATA),316,PAIL SMALL,,4A,5.206500053405762,Collected from the Field
South,SPOTTED BEANS (DEMETTA/KENYATA),316,PAIL SMALL,,4A,5.191999912261963,Collected from the Field
Central,SPOTTED BEANS (DEMETTA/KENYATA),316,NO. 10 PLATE ,,6,.0500000007450581,Collected from the Field
North,SPOTTED BEANS (DEMETTA/KENYATA),316,NO. 10 PLATE FLAT,,6A,.0799999982118607,Collected from the Field
Central,SPOTTED BEANS (DEMETTA/KENYATA),316,NO. 10 PLATE FLAT,,6A,.0700000002980232,Collected from the Field
South,SPOTTED BEANS (DEMETTA/KENYATA),316,NO. 10 PLATE FLAT,,6A,.0780000016093254,Collected from the Field
North,SPOTTED BEANS (DEMETTA/KENYATA),316,NO. 10 PLATE HEAPED,,6B,.1124999970197678,Collected from the Field
Central,SPOTTED BEANS (DEMETTA/KENYATA),316,NO. 10 PLATE HEAPED,,6B,.1174999997019768,Collected from the Field
South,SPOTTED BEANS (DEMETTA/KENYATA),316,NO. 10 PLATE HEAPED,,6B,.1235000044107437,Collected from the Field
Central,SPOTTED BEANS (DEMETTA/KENYATA),316,NO. 12 PLATE ,,7,.0662499964237213,Collected from the Field
North,SPOTTED BEANS (DEMETTA/KENYATA),316,NO. 12 PLATE FLAT,,7A,.1387500017881393,Collected from the Field
Central,SPOTTED BEANS (DEMETTA/KENYATA),316,NO. 12 PLATE FLAT,,7A,.1650000065565109,Collected from the Field
South,SPOTTED BEANS (DEMETTA/KENYATA),316,NO. 12 PLATE FLAT,,7A,.1847499907016754,Collected from the Field
North,SPOTTED BEANS (DEMETTA/KENYATA),316,NO. 12 PLATE HEAPED,,7B,.2037499845027924,Collected from the Field
Central,SPOTTED BEANS (DEMETTA/KENYATA),316,NO. 12 PLATE HEAPED,,7B,.25,Collected from the Field
South,SPOTTED BEANS (DEMETTA/KENYATA),316,NO. 12 PLATE HEAPED,,7B,.2775000035762787,Collected from the Field
North,ONION),401,HEAP,,10,.7802236676216125,"Collected from the field, Few Observations Not in All Regions"
Central,ONION),401,HEAP,,10,.7802236676216125,"Collected from the field, Few Observations Not in All Regions"
South,ONION),401,HEAP,,10,.7802236676216125,"Collected from the field, Few Observations Not in All Regions"
North,ONION),401,HEAP SMALL,,10A,.153999999165535,Collected from the Field
Central,ONION),401,HEAP SMALL,,10A,.1650000065565109,Collected from the Field
South,ONION),401,HEAP SMALL,,10A,.135000005364418,Collected from the Field
North,ONION),401,HEAP MEDIUM,,10B,.296999990940094,Collected from the Field
Central,ONION),401,HEAP MEDIUM,,10B,.300000011920929,Collected from the Field
South,ONION),401,HEAP MEDIUM,,10B,.2409999966621399,Collected from the Field
North,ONION),401,HEAP LARGE,,10C,.5950000286102295,Collected from the Field
Central,ONION),401,HEAP LARGE,,10C,.4925000071525574,Collected from the Field
South,ONION),401,HEAP LARGE,,10C,.3899999856948853,Collected from the Field
North,ONION),401,BUNCH,,8,.2525454759597778,Collected from the Field
Central,ONION),401,BUNCH,,8,.3071111142635345,Collected from the Field
South,ONION),401,BUNCH,,8,.2880833446979523,Collected from the Field
North,ONION),401,BUNCH SMALL,,8A,.1590317487716675,Collected from the Field
Central,ONION),401,BUNCH SMALL,,8A,.1168409064412117,Collected from the Field
South,ONION),401,BUNCH SMALL,,8A,.1043023243546486,Collected from the Field
North,ONION),401,BUNCH MEDIUM,,8B,.3560312390327454,Collected from the Field
Central,ONION),401,BUNCH MEDIUM,,8B,.1706874966621399,Collected from the Field
South,ONION),401,BUNCH MEDIUM,,8B,.2257105261087418,Collected from the Field
North,ONION),401,BUNCH LARGE,,8C,.6555483937263489,Collected from the Field
Central,ONION),401,BUNCH LARGE,,8C,.2497272789478302,Collected from the Field
South,ONION),401,BUNCH LARGE,,8C,.4356571435928345,Collected from the Field
North,ONION),401,PIECE,,9,.0641428530216217,Collected from the Field
Central,ONION),401,PIECE,,9,.0811363607645035,Collected from the Field
South,ONION),401,PIECE,,9,.0898000001907349,Collected from the Field
North,ONION),401,PIECE SMALL,,9A,.0419999994337559,Collected from the Field
Central,ONION),401,PIECE SMALL,,9A,.0399999991059303,Collected from the Field
South,ONION),401,PIECE SMALL,,9A,.0379999987781048,Collected from the Field
North,ONION),401,PIECE MEDIUM,,9B,.0820000022649765,Collected from the Field
Central,ONION),401,PIECE MEDIUM,,9B,.0750000029802322,Collected from the Field
South,ONION),401,PIECE MEDIUM,,9B,.0659999996423721,Collected from the Field
North,ONION),401,PIECE LARGE,,9C,.1420000046491623,Collected from the Field
Central,ONION),401,PIECE LARGE,,9C,.1159999966621399,Collected from the Field
South,ONION),401,PIECE LARGE,,9C,.1000000014901161,Collected from the Field
North,CABBAGE,402,HEAP,,10,.1262857168912888,"Collected from the field, Few Observations Not in All Regions"
Central,CABBAGE,402,HEAP,,10,.1262857168912888,"Collected from the field, Few Observations Not in All Regions"
South,CABBAGE,402,HEAP,,10,.1262857168912888,"Collected from the field, Few Observations Not in All Regions"
North,CABBAGE,402,PIECE,,9,1.194666624069214,Collected from the Field
Central,CABBAGE,402,PIECE,,9,1.789451599121094,Collected from the Field
South,CABBAGE,402,PIECE,,9,1.22031581401825,Collected from the Field
North,CABBAGE,402,PIECE SMALL,,9A,.8970000147819519,Collected from the Field
Central,CABBAGE,402,PIECE SMALL,,9A,.9649999737739563,Collected from the Field
South,CABBAGE,402,PIECE SMALL,,9A,1.129999995231628,Collected from the Field
North,CABBAGE,402,PIECE MEDIUM,,9B,1.50600004196167,Collected from the Field
Central,CABBAGE,402,PIECE MEDIUM,,9B,1.554999947547913,Collected from the Field
South,CABBAGE,402,PIECE MEDIUM,,9B,1.628000020980835,Collected from the Field
North,CABBAGE,402,PIECE LARGE,,9C,2.20199990272522,Collected from the Field
Central,CABBAGE,402,PIECE LARGE,,9C,2.207499980926514,Collected from the Field
South,CABBAGE,402,PIECE LARGE,,9C,2.079999923706055,Collected from the Field
North,TANAPOSI/RAPE,403,HEAP,,10,.4707894623279572,Collected from the Field
Central,TANAPOSI/RAPE,403,HEAP,,10,.1723999977111816,Collected from the Field
South,TANAPOSI/RAPE,403,HEAP,,10,.1891250014305115,Collected from the Field
North,TANAPOSI/RAPE,403,HEAP SMALL,,10A,.1140000000596046,Collected from the Field
Central,TANAPOSI/RAPE,403,HEAP SMALL,,10A,.1650000065565109,Collected from the Field
South,TANAPOSI/RAPE,403,HEAP SMALL,,10A,.1949999928474426,Collected from the Field
North,TANAPOSI/RAPE,403,HEAP MEDIUM,,10B,.2089999914169312,Collected from the Field
Central,TANAPOSI/RAPE,403,HEAP MEDIUM,,10B,.2800000011920929,Collected from the Field
South,TANAPOSI/RAPE,403,HEAP MEDIUM,,10B,.3849999904632568,Collected from the Field
North,TANAPOSI/RAPE,403,HEAP LARGE,,10C,.3529999852180481,Collected from the Field
Central,TANAPOSI/RAPE,403,HEAP LARGE,,10C,.4600000083446503,Collected from the Field
South,TANAPOSI/RAPE,403,HEAP LARGE,,10C,.5550000071525574,Collected from the Field
North,TANAPOSI/RAPE,403,BUNCH,,8,.3540000021457672,Collected from the Field
Central,TANAPOSI/RAPE,403,BUNCH,,8,.4229565262794495,Collected from the Field
South,TANAPOSI/RAPE,403,BUNCH,,8,.2805500030517578,Collected from the Field
North,TANAPOSI/RAPE,403,BUNCH SMALL,,8A,.1312328726053238,Collected from the Field
Central,TANAPOSI/RAPE,403,BUNCH SMALL,,8A,.1486216187477112,Collected from the Field
South,TANAPOSI/RAPE,403,BUNCH SMALL,,8A,.1325783133506775,Collected from the Field
North,TANAPOSI/RAPE,403,BUNCH MEDIUM,,8B,.2487999945878983,Collected from the Field
Central,TANAPOSI/RAPE,403,BUNCH MEDIUM,,8B,.2645510137081146,Collected from the Field
South,TANAPOSI/RAPE,403,BUNCH MEDIUM,,8B,.2190166711807251,Collected from the Field
North,TANAPOSI/RAPE,403,BUNCH LARGE,,8C,.3180625140666962,Collected from the Field
Central,TANAPOSI/RAPE,403,BUNCH LARGE,,8C,.4436315894126892,Collected from the Field
South,TANAPOSI/RAPE,403,BUNCH LARGE,,8C,.3684999942779541,Collected from the Field
North,TANAPOSI/RAPE,403,PIECE,,9,.1331428587436676,Collected from the Field
Central,TANAPOSI/RAPE,403,PIECE,,9,.0764999985694885,Collected from the Field
South,TANAPOSI/RAPE,403,PIECE,,9,.1033333316445351,Collected from the Field
North,NKHWANI,404,HEAP,,10,.3949999809265137,Collected from the Field
Central,NKHWANI,404,HEAP,,10,.2770882248878479,Collected from the Field
South,NKHWANI,404,HEAP,,10,.2816363573074341,Collected from the Field
North,NKHWANI,404,HEAP SMALL,,10A,.0860000029206276,Collected from the Field
Central,NKHWANI,404,HEAP SMALL,,10A,.1049999967217445,Collected from the Field
South,NKHWANI,404,HEAP SMALL,,10A,.119999997317791,Collected from the Field
North,NKHWANI,404,HEAP MEDIUM,,10B,.1560000032186508,Collected from the Field
Central,NKHWANI,404,HEAP MEDIUM,,10B,.1700000017881393,Collected from the Field
South,NKHWANI,404,HEAP MEDIUM,,10B,.2339999973773956,Collected from the Field
North,NKHWANI,404,HEAP LARGE,,10C,.2560000121593475,Collected from the Field
Central,NKHWANI,404,HEAP LARGE,,10C,.2800000011920929,Collected from the Field
South,NKHWANI,404,HEAP LARGE,,10C,.328000009059906,Collected from the Field
North,NKHWANI,404,OTHER (SPECIFY),BUNDLE,23,.1270000040531158,Imputed Factor Based on Other Item-Units
South,NKHWANI,404,OTHER (SPECIFY),BUNDLE,23,.1270000040531158,Imputed Factor Based on Other Item-Units
North,NKHWANI,404,No 12 PLATE,,7,.2129999995231628,"Collected from the field, Few Observations Not in All Regions"
Central,NKHWANI,404,No 12 PLATE,,7,.2129999995231628,"Collected from the field, Few Observations Not in All Regions"
South,NKHWANI,404,No 12 PLATE,,7,.2129999995231628,"Collected from the field, Few Observations Not in All Regions"
North,NKHWANI,404,BUNCH,,8,.1270000040531158,Collected from the Field
Central,NKHWANI,404,BUNCH,,8,.1518750041723251,Collected from the Field
South,NKHWANI,404,BUNCH,,8,.0989117622375488,Collected from the Field
North,NKHWANI,404,PIECE,,9,.0274999998509884,"Collected from the field, Few Observations Not in All Regions"
Central,NKHWANI,404,PIECE,,9,.0274999998509884,"Collected from the field, Few Observations Not in All Regions"
South,NKHWANI,404,PIECE,,9,.0274999998509884,"Collected from the field, Few Observations Not in All Regions"
North,CHINESE CABBAGE,405,HEAP,,10,.2392500042915344,Collected from the Field
Central,CHINESE CABBAGE,405,HEAP,,10,.2394285649061203,Collected from the Field
South,CHINESE CABBAGE,405,HEAP,,10,.1744074076414108,Collected from the Field
North,CHINESE CABBAGE,405,HEAP SMALL,,10A,.0979999974370003,Collected from the Field
Central,CHINESE CABBAGE,405,HEAP SMALL,,10A,.1400000005960464,Collected from the Field
South,CHINESE CABBAGE,405,HEAP SMALL,,10A,.1800000071525574,Collected from the Field
North,CHINESE CABBAGE,405,HEAP MEDIUM,,10B,.1809999942779541,Collected from the Field
Central,CHINESE CABBAGE,405,HEAP MEDIUM,,10B,.2520000040531158,Collected from the Field
South,CHINESE CABBAGE,405,HEAP MEDIUM,,10B,.3540000021457672,Collected from the Field
North,CHINESE CABBAGE,405,HEAP LARGE,,10C,.3059999942779541,Collected from the Field
Central,CHINESE CABBAGE,405,HEAP LARGE,,10C,.4000000059604645,Collected from the Field
South,CHINESE CABBAGE,405,HEAP LARGE,,10C,.5024999976158142,Collected from the Field
North,CHINESE CABBAGE,405,BUNCH,,8,.1688653826713562,Collected from the Field
Central,CHINESE CABBAGE,405,BUNCH,,8,.2919999957084656,Collected from the Field
South,CHINESE CABBAGE,405,BUNCH,,8,.2247647047042847,Collected from the Field
North,CHINESE CABBAGE,405,PIECE,,9,.1098999977111816,Collected from the Field
Central,CHINESE CABBAGE,405,PIECE,,9,.1729999929666519,Collected from the Field
South,CHINESE CABBAGE,405,PIECE,,9,.1101304367184639,Collected from the Field
North,OTHER CULTIVATED GREEN LEAFY VEGETABLES,406,HEAP,,10,.1455714255571365,Collected from the Field
Central,OTHER CULTIVATED GREEN LEAFY VEGETABLES,406,HEAP,,10,.1442500054836273,Collected from the Field
South,OTHER CULTIVATED GREEN LEAFY VEGETABLES,406,HEAP,,10,.1153714284300804,Collected from the Field
North,OTHER CULTIVATED GREEN LEAFY VEGETABLES,406,HEAP SMALL,,10A,.1260000020265579,Collected from the Field
Central,OTHER CULTIVATED GREEN LEAFY VEGETABLES,406,HEAP SMALL,,10A,.0900000035762787,Collected from the Field
South,OTHER CULTIVATED GREEN LEAFY VEGETABLES,406,HEAP SMALL,,10A,.1780000030994415,Collected from the Field
North,OTHER CULTIVATED GREEN LEAFY VEGETABLES,406,HEAP MEDIUM,,10B,.2179999947547913,Collected from the Field
Central,OTHER CULTIVATED GREEN LEAFY VEGETABLES,406,HEAP MEDIUM,,10B,.1449999958276749,Collected from the Field
South,OTHER CULTIVATED GREEN LEAFY VEGETABLES,406,HEAP MEDIUM,,10B,.2919999957084656,Collected from the Field
North,OTHER CULTIVATED GREEN LEAFY VEGETABLES,406,HEAP LARGE,,10C,.3420000076293945,Collected from the Field
Central,OTHER CULTIVATED GREEN LEAFY VEGETABLES,406,HEAP LARGE,,10C,.2349999994039536,Collected from the Field
South,OTHER CULTIVATED GREEN LEAFY VEGETABLES,406,HEAP LARGE,,10C,.4320000112056732,Collected from the Field
North,OTHER CULTIVATED GREEN LEAFY VEGETABLES,406,No 10 PLATE,,6,.0719999969005585,"Collected from the field, Few Observations Not in All Regions"
Central,OTHER CULTIVATED GREEN LEAFY VEGETABLES,406,No 10 PLATE,,6,.0719999969005585,"Collected from the field, Few Observations Not in All Regions"
South,OTHER CULTIVATED GREEN LEAFY VEGETABLES,406,No 10 PLATE,,6,.0719999969005585,"Collected from the field, Few Observations Not in All Regions"
North,OTHER CULTIVATED GREEN LEAFY VEGETABLES,406,No 12 PLATE,,7,.0890000015497208,"Collected from the field, Few Observations Not in All Regions"
Central,OTHER CULTIVATED GREEN LEAFY VEGETABLES,406,No 12 PLATE,,7,.0890000015497208,"Collected from the field, Few Observations Not in All Regions"
South,OTHER CULTIVATED GREEN LEAFY VEGETABLES,406,No 12 PLATE,,7,.0890000015497208,"Collected from the field, Few Observations Not in All Regions"
North,OTHER CULTIVATED GREEN LEAFY VEGETABLES,406,BUNCH,,8,.2070000022649765,Collected from the Field
Central,OTHER CULTIVATED GREEN LEAFY VEGETABLES,406,BUNCH,,8,.1757777780294418,Collected from the Field
South,OTHER CULTIVATED GREEN LEAFY VEGETABLES,406,BUNCH,,8,.1525714248418808,Collected from the Field
North,GATHERED WILD GREEN LEAVES,407,HEAP,,10,.1377272754907608,Collected from the Field
Central,GATHERED WILD GREEN LEAVES,407,HEAP,,10,.154388889670372,Collected from the Field
South,GATHERED WILD GREEN LEAVES,407,HEAP,,10,.1121999993920326,Collected from the Field
North,GATHERED WILD GREEN LEAVES,407,HEAP SMALL,,10A,.1079999953508377,Collected from the Field
Central,GATHERED WILD GREEN LEAVES,407,HEAP SMALL,,10A,.1079999953508377,Collected from the Field
South,GATHERED WILD GREEN LEAVES,407,HEAP SMALL,,10A,.158500000834465,Collected from the Field
North,GATHERED WILD GREEN LEAVES,407,HEAP MEDIUM,,10B,.1899999976158142,Collected from the Field
Central,GATHERED WILD GREEN LEAVES,407,HEAP MEDIUM,,10B,.1780000030994415,Collected from the Field
South,GATHERED WILD GREEN LEAVES,407,HEAP MEDIUM,,10B,.25,Collected from the Field
North,GATHERED WILD GREEN LEAVES,407,HEAP LARGE,,10C,.3119999766349792,Collected from the Field
Central,GATHERED WILD GREEN LEAVES,407,HEAP LARGE,,10C,.2639999985694885,Collected from the Field
South,GATHERED WILD GREEN LEAVES,407,HEAP LARGE,,10C,.4300000071525574,Collected from the Field
North,GATHERED WILD GREEN LEAVES,407,BUNCH,,8,.2031111121177673,Collected from the Field
Central,GATHERED WILD GREEN LEAVES,407,BUNCH,,8,.1456000059843063,Collected from the Field
South,GATHERED WILD GREEN LEAVES,407,BUNCH,,8,.0576666668057442,Collected from the Field
North,TOMATO,408,HEAP,,10,.4385384619235992,Collected from the Field
Central,TOMATO,408,HEAP,,10,.439290314912796,Collected from the Field
South,TOMATO,408,HEAP,,10,.4858684241771698,Collected from the Field
North,TOMATO,408,HEAP SMALL,,10A,.2140000015497208,Collected from the Field
Central,TOMATO,408,HEAP SMALL,,10A,.208749994635582,Collected from the Field
South,TOMATO,408,HEAP SMALL,,10A,.2249999940395355,Collected from the Field
North,TOMATO,408,HEAP MEDIUM,,10B,.3840000033378601,Collected from the Field
Central,TOMATO,408,HEAP MEDIUM,,10B,.3479999899864197,Collected from the Field
South,TOMATO,408,HEAP MEDIUM,,10B,.3449999988079071,Collected from the Field
North,TOMATO,408,HEAP LARGE,,10C,.6319999694824219,Collected from the Field
Central,TOMATO,408,HEAP LARGE,,10C,.5580000281333923,Collected from the Field
South,TOMATO,408,HEAP LARGE,,10C,.5230000019073486,Collected from the Field
North,TOMATO,408,OTHER (SPECIFY),PAIL (SMALL),23,5.300000190734863,"Collected from the field, Few Observations Not in All Regions"
North,TOMATO,408,OTHER (SPECIFY),BASIN,23,9.619999885559082,"Collected from the field, Few Observations Not in All Regions"
Central,TOMATO,408,OTHER (SPECIFY),5L BUCKET,23,5.300000190734863,Collected from the Field
Central,TOMATO,408,OTHER (SPECIFY),BASIN,23,9.619999885559082,"Collected from the field, Few Observations Not in All Regions"
Central,TOMATO,408,OTHER (SPECIFY),PAIL (SMALL),23,5.300000190734863,"Collected from the field, Few Observations Not in All Regions"
South,TOMATO,408,OTHER (SPECIFY),BASIN,23,9.619999885559082,"Collected from the field, Few Observations Not in All Regions"
South,TOMATO,408,OTHER (SPECIFY),PAIL (SMALL),23,5.300000190734863,"Collected from the field, Few Observations Not in All Regions"
South,TOMATO,408,OTHER (SPECIFY),PAIL (MEDIUM),23,18,Collected from the Field
South,TOMATO,408,OTHER (SPECIFY),5L BUCKET,23,5.300000190734863,Collected from the Field
North,TOMATO,408,BASIN (SMALL),,27A,10.60000038146973,"Collected from the field, Few Observations Not in All Regions"
Central,TOMATO,408,BASIN (SMALL),,27A,10.60000038146973,"Collected from the field, Few Observations Not in All Regions"
South,TOMATO,408,BASIN (SMALL),,27A,10.60000038146973,"Collected from the field, Few Observations Not in All Regions"
North,TOMATO,408,PAIL,,4,1,"Collected from the field, Few Observations Not in All Regions"
Central,TOMATO,408,PAIL,,4,1,"Collected from the field, Few Observations Not in All Regions"
South,TOMATO,408,PAIL,,4,1,"Collected from the field, Few Observations Not in All Regions"
North,TOMATO,408,PIECE,,9,.119499996304512,Collected from the Field
Central,TOMATO,408,PIECE,,9,.1134090945124626,Collected from the Field
South,TOMATO,408,PIECE,,9,.1216666698455811,Collected from the Field
North,TOMATO,408,PIECE SMALL,,9A,.0659999996423721,Collected from the Field
Central,TOMATO,408,PIECE SMALL,,9A,.0599999986588955,Collected from the Field
South,TOMATO,408,PIECE SMALL,,9A,.0549999997019768,Collected from the Field
North,TOMATO,408,PIECE MEDIUM,,9B,.1080000028014183,Collected from the Field
Central,TOMATO,408,PIECE MEDIUM,,9B,.1044999957084656,Collected from the Field
South,TOMATO,408,PIECE MEDIUM,,9B,.0890000015497208,Collected from the Field
North,TOMATO,408,PIECE LARGE,,9C,.1560000032186508,Collected from the Field
Central,TOMATO,408,PIECE LARGE,,9C,.1477499902248383,Collected from the Field
South,TOMATO,408,PIECE LARGE,,9C,.1319999992847443,Collected from the Field
North,CUCUMBER,409,HEAP,,10,1,"Collected from the field, Few Observations Not in All Regions"
Central,CUCUMBER,409,HEAP,,10,1,"Collected from the field, Few Observations Not in All Regions"
South,CUCUMBER,409,HEAP,,10,1,"Collected from the field, Few Observations Not in All Regions"
