case_id,HHID,fs_f01,fs_f01_oth,fs_f02a,fs_f02b,fs_f02c,fs_f02d,fs_f02e,fs_f02f,fs_f02g,fs_f02h,fs_f02i,fs_f02j,fs_f02k,fs_f02l,fs_f02m,fs_f03a,fs_f03b,fs_f03c,fs_f03d,fs_f03e,fs_f03f,fs_f03g,fs_f03h,fs_f03i,fs_f03j,fs_f03k,fs_f03l,fs_f03m
312057440062,37a20b7496ad47769716161129a6ea12,UTAKA,,1,SMALL BASKET,,SUN-DRIED,,5000,NO,,,,,,,1,SMALL BASKET,,SUN-DRIED,,7500,NO,,,,,,
312057440062,37a20b7496ad47769716161129a6ea12,USIPA,,4,SMALL BASKET,,SUN-DRIED,,5000,NO,,,,,,,1,SMALL BASKET,,SUN-DRIED,,6600,NO,,,,,,
312057460122,b8f583657bb84a42a55ace18e585c959,OTHER,NONE,0,,,,,,NO,,,,,,,0,,,,,,NO,,,,,,
312207520007,0f82fc61c05844cdb8609225f068981b,MLAMBA,,3,LARGE BASKET,,SMOKED,,9000,YES,2,SMALL BASKET,,SUN-DRIED,,7000,6,LARGE BASKET,,SMOKED,,11000,NO,,,,,,
312207520007,0f82fc61c05844cdb8609225f068981b,UTAKA,,3,LARGE BASKET,,SMOKED,,5500,NO,,,,,,,3,LARGE BASKET,,SMOKED,,7000,NO,,,,,,
312207520007,0f82fc61c05844cdb8609225f068981b,MAKAKANI,,1,LARGE BASKET,,SMOKED,,7000,NO,,,,,,,1,LARGE BASKET,,SMOKED,,8000,NO,,,,,,
312207520007,0f82fc61c05844cdb8609225f068981b,NCHENI,,1,LARGE BASKET,,SMOKED,,7000,NO,,,,,,,3,LARGE BASKET,,SMOKED,,8000,NO,,,,,,
312207520007,0f82fc61c05844cdb8609225f068981b,USIPA,,1,LARGE BASKET,,SUN-DRIED,,7000,NO,,,,,,,3,LARGE BASKET,,SUN-DRIED,,8000,NO,,,,,,
313037700223,0fc6b2fc2ba44076b441e9f81fe7459c,OTHER,##N/A##,.a,,,,,,.a,,,,,,,.a,,,,,,.a,,,,,,
314317740013,2cf4edd7bdf04fc2a465154702623a7c,USIPA,,11,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,4500,NO,,,,,,,11,OTHER (SPECIFY),5 LITRE CHIGOBA,SUN-DRIED,,5000,NO,,,,,,
314317750075,65e3f33fd1a748238a58e074f7a1c1b5,USIPA,,1,OTHER (SPECIFY),5L BUCKET,SMOKED,,6000,NO,,,,,,,1,OTHER (SPECIFY),CHIGOBA,SMOKED,,7000,NO,,,,,,
314317750075,65e3f33fd1a748238a58e074f7a1c1b5,AGGREGATED,,2,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,4000,YES,1,OTHER (SPECIFY),CHIGOBA,OTHER (SPECIFY),FRIED,6000,3,OTHER (SPECIFY),CHIGOBA,SUN-DRIED,,4500,YES,1,,,OTHER (SPECIFY),SUN DRIED,7500
314317770080,8ffc972a67804694944fcad59b6b76f4,MLAMBA,,3,OTHER (SPECIFY),5L BUCKET,FRESH,,5000,YES,0,,,,,,3,OTHER (SPECIFY),CHIGOBA,SMOKED,,4500,NO,,,,,,
314337800074,845a08dc992f435cacace2df71b24775,UTAKA,,5,SMALL BASKET,,SUN-DRIED,,5000,NO,,,,,,,100,LARGE BASKET,,SUN-DRIED,,3000,NO,,,,,,
314337800074,845a08dc992f435cacace2df71b24775,USIPA,,9500,LARGE BASKET,,SUN-DRIED,,2500,NO,,,,,,,5000,SMALL BASKET,,SUN-DRIED,,2500,NO,,,,,,
314337800078,e536f61bc2db4e67a6516e8470f961a4,OTHER,MBABA,2,OTHER (SPECIFY),5L BUCKET,SMOKED,,2500,NO,,,,,,,2,OTHER (SPECIFY),CHIGOBA,SMOKED,,4800,NO,,,,,,
314337800078,e536f61bc2db4e67a6516e8470f961a4,USIPA,,4,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,2500,NO,,,,,,,4,OTHER (SPECIFY),CHIGOBA,SUN-DRIED,,4500,NO,,,,,,
314337800078,e536f61bc2db4e67a6516e8470f961a4,UTAKA,,2,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,3000,NO,,,,,,,2,OTHER (SPECIFY),CHIGOBA,SUN-DRIED,,5000,NO,,,,,,
314337810091,b1650e8b9d0c48c2a557b703396b2f5a,USIPA,,1,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,1500,NO,,,,,,,1,OTHER (SPECIFY),5 LITRE CHIGOBA,SUN-DRIED,,2000,NO,,,,,,
314337820262,a77f8853abc84b919160cb0d8d547eb5,OTHER,PHABA,5,OTHER (SPECIFY),5L BUCKET,SMOKED,,4000,YES,1,OTHER (SPECIFY),5 litre chigoba,OTHER (SPECIFY),fried,4000,5,OTHER (SPECIFY),5 LITRE CHIGOBA,SMOKED,,6000,YES,1,,,OTHER (SPECIFY),5 litre chigoba,6000
315317950159,bba9b0b4987e4a5481477841873dfe2f,NCHENI,,3,LARGE BASKET,,FRESH,,37500,NO,,,,,,,45000,LARGE BASKET,,OTHER (SPECIFY),FRIED,15000,NO,,,,,,
315327980005,bcdb72bbe20645109e1d5cda49741912,OTHER,USIPA,3,SMALL BASKET,,SUN-DRIED,,150,NO,,,,,,,3,SMALL BASKET,,SUN-DRIED,,150,NO,,,,,,
315327980221,d6174276d9384a75a1ccc226539b4148,USIPA,,4,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,3000,NO,,,,,,,4,OTHER (SPECIFY),5 LITRE BUCKET(CHIGOBA),SUN-DRIED,,5000,NO,,,,,,
315358020138,c08059c6952f40929f8e771de54ef055,MLAMBA,,30,DOZEN / BUNDLE,,FRESH,,3000,NO,,,,,,,25,DOZEN / BUNDLE,,FRESH,,2500,NO,,,,,,
315358020138,c08059c6952f40929f8e771de54ef055,CHAMBO,,60,DOZEN / BUNDLE,,FRESH,,2500,NO,,,,,,,50,DOZEN / BUNDLE,,FRESH,,2500,NO,,,,,,
315358020138,c08059c6952f40929f8e771de54ef055,OTHER,MIPASA,30,DOZEN / BUNDLE,,FRESH,,3000,NO,,,,,,,30,DOZEN / BUNDLE,,FRESH,,2500,NO,,,,,,
315398040094,7ef243e499a14efca0710babf7fea95f,CHAMBO,,100,PIECE,,FRESH,,1600,NO,,,,,,,100,PIECE,,FRESH,,5000,NO,,,,,,
315408060059,8b0aa4b72a664708b223f8f40db0658a,OTHER,MAKILELE,450,PIECE,,FRESH,,150,NO,,,,,,,200,PIECE,,FRESH,,150,NO,,,,,,
315408060192,a14a8279f5a74105bfb2c4dc46194be8,CHAMBO,,350,PIECE,,FRESH,,2500,NO,,,,,,,350,PIECE,,FRESH,,2500,NO,,,,,,
315408060203,a6d6fd9a0fbb4c69b06482501e377507,USIPA,,16,5 KG BAG,,SUN-DRIED,,2500,NO,,,,,,,16,5 KG BAG,,SUN-DRIED,,4000,NO,,,,,,
315408060203,a6d6fd9a0fbb4c69b06482501e377507,UTAKA,,8,5 KG BAG,,SMOKED,,3500,NO,,,,,,,8,5 KG BAG,,SMOKED,,5500,NO,,,,,,
315448090005,9b766ebb86a7459e8c570cbb4ad11339,UTAKA,,2,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,6500,NO,,,,,,,2,OTHER (SPECIFY),CHIGOBA,SUN-DRIED,,8500,NO,,,,,,
315448090005,9b766ebb86a7459e8c570cbb4ad11339,USIPA,,5000,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,5000,NO,,,,,,,2,OTHER (SPECIFY),5 LITRE CHIGOBA,SUN-DRIED,,5000,NO,,,,,,
315498120102,112dc2135689405bad37ed2e7aed811b,USIPA,,1,5 KG BAG,,SUN-DRIED,,2500,YES,1,5 KG BAG,,SMOKED,,4000,1,5 KG BAG,,SUN-DRIED,,6000,YES,1,,,SMOKED,,6000
315498120102,112dc2135689405bad37ed2e7aed811b,UTAKA,,1,5 KG BAG,,SUN-DRIED,,4000,YES,1,5 KG BAG,,SMOKED,,4500,1,5 KG BAG,,SUN-DRIED,,6000,YES,1,,,SMOKED,,7000
315498120102,112dc2135689405bad37ed2e7aed811b,NCHENI,,1,5 KG BAG,,SMOKED,,4000,NO,,,,,,,1,5 KG BAG,,SMOKED,,7000,NO,,,,,,
315498120102,112dc2135689405bad37ed2e7aed811b,MATEMBA,,2,5 KG BAG,,SUN-DRIED,,3500,NO,,,,,,,2,5 KG BAG,,SUN-DRIED,,6000,NO,,,,,,
315538160002,29a6864459df4962b07739c7737f17d2,USIPA,,20,SMALL BASKET,,SUN-DRIED,,900,NO,,,,,,,20,SMALL BASKET,,SUN-DRIED,,900,NO,,,,,,
