case_id,HHID,fs_b_start_date,fs_b_respondent,fs_b_endHr,fs_c_start_date,fs_c_respondent,fs_c_endHr,fs_d_start_date,fs_d_respondent,fs_d_endHr,fs_e_start_date,fs_e_endHr,fs_f_respondent,fs_f_endHr,fs_f_endMin,fs_g_start_date,fs_g_respondent,fs_g_endHr,fs_h_start_date,fs_h_respondent,fs_h_end_date,fs_i_start_date,fs_i_respondent,fs_i_endHr,fs_j_respondent,fs_j_endHr,fs_j_endMin
206083670380,391c5b87d7f74b2b8aca27813d684aa1,2019-04-29,1,11,2019-04-29,1,11,2019-04-29,1,11,2019-04-29,12,1,12,19,2019-04-29,1,12,2019-04-29,1,2019-04-29,2019-04-29,1,12,1,12,23
206093710094,7ce47bc9fca74b2392b3b51f4d49bf38,2019-07-06,2,11,2019-07-06,2,11,2019-07-06,2,11,2019-07-06,11,2,11,37,2019-07-06,2,11,2019-07-06,2,2019-07-06,2019-07-06,2,11,2,11,44
206163790366,47606658b55940f1a420bd7b64c65f2d,2019-05-05,2,8,2019-05-05,2,8,2019-05-05,2,8,2019-05-05,8,2,8,48,2019-05-05,2,8,2019-05-05,2,2019-05-05,2019-05-05,2,8,2,8,52
207023890200,9e44309522e94691845bf0f2f15041d3,2019-08-15,1,16,2019-08-15,1,16,2019-08-15,1,16,2019-08-15,17,1,17,4,2019-08-15,2,17,2019-08-15,1,2019-08-15,2019-08-15,1,17,1,17,21
207033920187,fbf0e0e5c6f2434bb8820033f44c5e14,2019-11-14,2,14,2019-11-14,2,14,2019-11-14,2,14,2019-11-14,14,2,14,36,2019-11-14,2,14,2019-11-14,2,2019-11-14,2019-11-14,2,14,2,14,43
207074000179,6477f55c73e44a80a8b6c57d530a8ad9,2019-08-20,1,12,2019-08-20,1,12,2019-08-20,1,12,2019-08-20,12,1,12,55,2019-08-20,1,12,2019-08-20,1,2019-08-20,2019-08-20,1,13,1,13,4
207074010032,b128cc944a5d4d6f80785919fde72513,2020-02-22,1,13,2020-02-22,1,13,2020-02-22,1,13,2020-02-22,13,2,13,54,2020-02-22,1,13,2020-02-22,1,2020-02-22,2020-02-22,1,13,1,14,10
207074010118,007e60d0bf334854b312ccb2409eed7f,2020-02-21,1,13,2020-02-21,1,13,2020-02-21,1,13,2020-02-21,14,1,14,7,2020-02-21,1,14,2020-02-21,1,2020-02-21,2020-02-21,1,14,1,14,22
207074010142,d5762b677bd8479fb15446ade5c22d04,2020-02-22,1,12,2020-02-22,1,12,2020-02-22,1,12,2020-02-22,12,1,12,11,2020-02-22,1,12,2020-02-22,1,2020-02-22,2020-02-22,1,12,1,12,15
207084030297,2352d238c92a419f91e6e1bab60bf782,2019-11-18,1,14,2019-11-18,1,14,2019-11-18,1,14,2019-11-18,14,1,14,24,2019-11-18,1,14,2019-11-18,1,2019-11-18,2019-11-18,1,14,1,14,31
207114040015,aba322a789f0438eae96014c4ecc855f,2019-09-20,1,15,2019-09-20,1,15,2019-09-20,3,15,2019-09-20,15,3,16,7,2019-09-20,3,15,2019-09-20,1,2019-09-20,2019-09-20,3,15,3,15,54
207124050150,429b493db415475dbd88d0f4af3c054e,2019-06-28,1,11,2019-06-28,1,11,2019-06-28,1,11,2019-06-28,11,1,11,53,2019-06-28,1,11,2019-06-28,1,2019-06-28,2019-06-28,1,11,1,11,58
207204060054,363805e62cbf41b2980a5763f4a6e1fa,2020-01-27,2,10,2020-01-27,2,10,2020-01-27,2,10,2020-01-27,10,2,10,52,2020-01-27,2,10,2020-01-27,2,2020-01-27,2020-01-27,2,10,2,10,56
207204060187,afa03f7d108b4edf82d4164831a15722,2020-01-27,2,15,2020-01-27,2,15,2020-01-27,2,15,2020-01-27,15,1,15,58,2020-01-27,2,16,2020-01-27,2,2020-01-27,2020-01-27,2,16,2,16,10
208014080044,bb27fb51c9d34cbaa5e7f6d3756799b6,2020-04-08,1,13,2020-04-08,1,14,2020-04-08,1,14,2020-04-08,14,1,14,2,2020-04-08,1,14,2020-04-08,1,2020-04-08,2020-04-08,1,14,1,14,50
208014110193,e0dc887544b04796adaa020454652032,2019-08-07,1,11,2019-08-07,1,11,2019-08-07,1,11,2019-08-07,11,1,11,24,2019-08-07,1,11,2019-08-07,1,2019-08-07,2019-08-07,1,11,1,11,28
208034140003,2a41076421b44f979e43636d9728424d,2019-11-26,2,12,2019-11-26,2,12,2019-11-26,2,12,2019-11-26,12,2,12,13,2019-11-26,2,12,2019-11-26,2,2019-11-26,2019-11-26,2,12,2,12,22
209024310071,f11db0ef282945f89d7223fb20282d29,2019-06-18,2,7,2019-06-18,2,7,2019-06-18,2,7,2019-06-18,7,2,9,48,2019-06-18,2,7,2019-06-18,2,2019-06-18,2019-06-18,2,10,3,8,10
209054380122,0153f47bc58a4036acb8cf0f16309dd2,2019-07-09,2,17,2019-07-09,3,17,2019-07-09,3,17,2019-07-09,17,3,17,23,2019-07-09,3,17,2019-07-09,2,2019-07-09,2019-07-09,3,17,3,17,28
209074400045,813cdddc94cc42c3aca0d1c5d3e10374,2019-09-11,1,9,2019-09-11,1,9,2019-09-11,1,9,2019-09-11,9,1,10,33,2019-09-11,1,10,2019-09-11,1,2019-09-11,2019-09-11,1,10,1,9,36
209074400120,324309d1cc404b92995f7c327f824740,2019-09-10,1,14,2019-09-10,1,14,2019-09-10,1,14,2019-09-10,14,1,14,13,2019-09-10,1,14,2019-09-10,1,2019-09-10,2019-09-10,1,14,1,14,17
209094440120,0b6a41558a064562be0fd38e85190cf3,2019-08-09,1,15,2019-08-10,1,8,2019-08-10,1,8,2019-08-10,8,1,8,53,2019-08-10,1,8,2019-08-10,1,2019-08-10,2019-08-10,1,8,1,9,3
209104480147,b2a4b91793424016b53eab4f8765ec6a,2019-10-03,2,15,2019-10-03,2,15,2019-10-03,2,15,2019-10-03,15,2,15,53,2019-10-03,1,16,2019-10-03,2,2019-10-03,2019-10-03,1,16,2,16,33
210404530056,246f24d6868f4d65bf0ac9a4d82f1edd,2019-06-14,2,8,2019-06-14,2,8,2019-06-14,2,8,2019-06-14,8,2,8,37,2019-06-14,2,8,2019-06-14,2,2019-06-14,2019-06-14,2,8,2,8,41
210524560148,c4abd3112d7947b5a91ee7c1e1116157,2020-02-16,2,10,2020-02-16,2,10,2020-02-16,2,10,2020-02-16,10,2,10,29,2020-02-16,2,10,2020-02-16,2,2020-02-16,2020-02-16,2,10,2,10,59
210534570335,c9353c509bd24469b34dd01fca4ea572,2019-05-03,2,9,2019-05-03,2,8,2019-05-03,2,8,2019-05-03,8,2,8,55,2019-05-03,2,8,2019-05-03,2,2019-05-03,2019-05-03,2,8,2,9,12
210744700137,71dc023e07af49178e0456b4e18015a3,2019-11-18,2,16,2019-11-18,2,16,2019-11-18,2,16,2019-11-18,16,2,16,45,2019-11-18,2,16,2019-11-18,2,2019-11-18,2019-11-18,2,17,2,17,18
210814760094,d382e45049974e5baf0d325a38906db6,2019-05-27,1,10,2019-05-27,1,10,2019-05-27,1,10,2019-05-27,10,1,10,10,2019-05-27,1,10,2019-05-27,1,2019-05-27,2019-05-27,1,10,1,10,16
210834770069,2a1005333abc4ac1ad79c0051f7b04ae,2019-12-17,2,13,2019-12-17,2,13,2019-12-17,2,13,2019-12-17,13,2,13,42,2019-12-17,2,13,2019-12-17,2,2019-12-17,2019-12-17,2,13,2,13,54
210854780182,16fda3533fea49ca95e32bb02d73263d,2019-08-21,2,10,2019-08-21,2,10,2019-08-21,2,10,2019-08-21,9,2,10,30,2019-08-24,2,9,2019-08-24,2,2019-08-24,2019-08-24,2,10,2,10,31
301014850160,cf4572ae99184feba6dc86dec75e5902,2019-09-02,2,11,2019-09-02,2,11,2019-09-02,2,11,2019-09-02,11,2,11,42,2019-09-02,2,11,2019-09-02,2,2019-09-02,2019-09-02,2,11,2,11,53
301014850221,404755a1aa2d4f9894ebd315a4b73e6e,2019-09-02,1,10,2019-09-02,1,10,2019-09-02,1,10,2019-09-02,11,1,11,20,2019-09-02,1,11,2019-09-02,1,2019-09-02,2019-09-02,3,12,1,12,25
301024880157,89346232f7d3434b8116a01d71d1711e,2019-12-05,1,14,2019-12-05,1,14,2019-12-05,1,14,2019-12-05,14,1,14,58,2019-12-05,1,15,2019-12-05,1,2019-12-05,2019-12-05,1,15,1,15,8
301044910228,c5644b861016426ba906b43b3eb95ec9,2019-05-11,2,15,2019-05-11,2,15,2019-05-11,2,15,2019-05-11,15,2,12,27,2019-05-11,2,15,2019-05-11,2,2019-05-11,2019-05-11,2,15,2,15,52
301064980151,ab89e2398c05431bb43a27f0c25e1673,2020-03-19,2,15,2020-03-19,2,15,2020-03-19,2,15,2020-03-19,15,2,15,5,2020-03-19,2,15,2020-03-19,2,2020-03-19,2020-03-19,2,15,2,15,10
301074990174,7b2790d523544f5fadc36b0cc30e07b8,2019-06-06,3,15,2019-06-06,3,16,2019-06-06,3,16,2019-06-06,16,3,16,35,2019-06-07,3,16,2019-06-07,3,2019-06-07,2019-06-07,3,16,3,16,56
301074990182,11dc07ba4130498cb6a9d3c441d607e9,2019-06-03,1,11,2019-06-03,1,11,2019-06-07,1,11,2019-06-07,11,1,11,14,2019-06-03,1,11,2019-06-07,1,2019-06-07,2019-06-07,1,11,1,11,21
301075000130,1eb28b8016d5480c962db6d5ebf5fbbc,2019-12-12,1,16,2019-12-12,1,16,2019-12-12,1,16,2019-12-12,16,1,16,42,2019-12-12,1,16,2019-12-12,1,2019-12-12,2019-12-12,1,16,1,16,44
302015100043,0f0c040e49424a0ea37377b0bbe367b6,2020-03-24,1,14,2020-03-24,2,14,2020-03-24,2,14,2020-03-24,14,2,14,13,2020-03-24,2,14,2020-03-24,2,2020-03-24,2020-03-24,2,14,2,14,16
302045140142,138fe65e4394456a9fc55fec3942e856,2020-02-25,1,15,2020-02-25,1,15,2020-02-25,1,15,2020-02-25,15,1,15,49,2020-02-25,1,15,2020-02-25,1,2020-02-25,2020-02-25,1,15,1,15,53
302055150051,16e35e4959c84fc8af67fd4ba15caff7,2019-04-23,2,12,2019-04-23,2,12,2019-04-23,2,12,2019-04-23,12,2,12,38,2019-04-23,2,12,2019-04-23,2,2019-04-23,2019-04-23,2,12,2,12,47
302055150053,a0d7c31e66624891b0882a43b362bcb3,2019-04-24,1,16,2019-04-24,1,16,2019-04-24,1,16,2019-04-24,17,1,17,25,2019-04-24,1,11,2019-04-26,1,2019-04-26,2019-04-26,1,11,1,11,52
302055150125,3fba9c5ad9d647f5a2f28a15225959ec,2019-04-25,1,12,2019-04-25,1,12,2019-04-25,1,12,2019-04-25,12,1,12,54,2019-04-25,1,12,2019-04-25,1,2019-04-25,2019-04-25,1,12,1,13,0
302055150128,7044c86dce354b30a1bb45b557dc15f4,2019-04-23,1,11,2019-04-23,1,11,2019-04-23,1,11,2019-04-23,11,1,12,7,2019-04-23,1,12,2019-04-23,1,2019-04-23,2019-04-23,1,12,1,12,30
302075180078,c178cbc635764835bb997e37264afa99,2019-06-25,1,12,2019-06-25,1,12,2019-06-25,1,12,2019-06-25,12,1,12,53,2019-06-25,1,12,2019-06-25,1,2019-06-25,2019-06-25,1,12,1,12,58
302125260035,17c2899a18474e2695741dcb6eeb569f,2019-05-06,1,14,2019-05-06,1,14,2019-05-06,1,14,2019-05-06,14,1,14,30,2019-05-06,1,14,2019-05-06,1,2019-05-06,2019-05-06,3,14,1,14,42
302125270043,6ebbfc3de5004066b3147d9d2b2fc0f8,2019-11-23,1,10,2019-11-23,1,10,2019-11-23,1,10,2019-11-23,10,.a,.a,.a,2019-11-23,1,17,2019-11-23,1,2019-11-23,2019-11-23,1,17,.a,.a,.a
302125270103,fd110f67f1844f36a0032b31a25b0c22,2019-11-24,1,11,2019-11-24,1,11,2019-11-24,1,11,2019-11-24,11,1,11,57,2019-11-24,1,11,2019-11-24,1,2019-11-24,2019-11-24,1,12,1,12,7
302125270113,c78681536afc403f911e540ac47eb594,2019-11-24,1,8,2019-11-24,1,8,2019-11-24,2,8,2019-11-24,8,1,8,24,2019-11-24,1,8,2019-11-24,1,2019-11-24,2019-11-24,1,8,1,8,27
302125270114,a988e774dc644359b0bc719bb1621063,2019-11-23,1,14,2019-11-23,.a,.a,2019-11-23,1,14,2019-11-23,14,.a,.a,.a,2019-11-23,1,14,2019-11-23,1,2019-11-23,2019-11-23,1,14,.a,.a,.a
303015310009,3c38d3a7805c476db300e4d536a0b5a0,2019-09-24,1,13,2019-09-24,1,13,2019-09-24,1,13,2019-09-24,13,1,13,23,2019-09-24,1,13,2019-09-24,1,2019-09-24,2019-09-24,1,13,1,13,28
303025320062,d61e48d5c68247ef8ffaadcc9fa32476,2020-03-16,2,13,2020-03-16,2,13,2020-03-16,2,13,2020-03-16,13,2,13,10,2020-03-16,2,13,2020-03-16,2,2020-03-16,2020-03-16,2,13,2,13,17
303025320118,2a187763ae384077a5aaf193431b3b66,2020-03-18,1,12,2020-03-18,1,12,2020-03-18,1,12,2020-03-18,12,1,12,52,2020-03-18,1,12,2020-03-18,1,2020-03-18,2020-03-18,1,12,1,12,57
303025320127,24217ba3f5d44ea684f51094685ce544,2020-03-19,2,15,2020-03-19,2,15,2020-03-19,2,15,2020-03-19,16,2,16,6,2020-03-19,2,16,2020-03-19,2,2020-03-19,2020-03-19,2,16,2,16,17
303025320145,71cd91513a5743c095983a41790ee7a9,2020-03-17,2,15,2020-03-17,2,15,2020-03-17,2,15,2020-03-17,15,2,15,51,2020-03-17,2,15,2020-03-17,2,2020-03-17,2020-03-17,2,15,2,15,57
303025350064,101f79de544f4e4cb88663fb64e0a353,2019-08-22,2,14,2019-08-22,2,14,2019-08-22,2,14,2019-08-22,14,2,14,34,2019-08-22,2,14,2019-08-22,2,2019-08-22,2019-08-22,2,15,2,15,44
303025350157,717e78db21a549e9a61f78ff20e802ea,2019-08-22,1,17,2019-08-22,1,17,2019-08-22,1,17,2019-08-22,17,1,17,19,2019-08-22,1,17,2019-08-22,1,2019-08-22,2019-08-22,1,17,1,17,33
303025350174,4025541d86034a008c2cacba37617fc9,2019-08-21,2,15,2019-08-21,2,15,2019-08-21,1,15,2019-08-21,15,2,15,36,2019-08-21,2,15,2019-08-21,1,2019-08-21,2019-08-21,1,15,2,15,58
303025350212,5e6d00ae85c544048c4995d03bdb1455,2019-08-22,1,12,2019-08-22,1,12,2019-08-22,1,12,2019-08-22,12,1,12,58,2019-08-22,1,12,2019-08-22,1,2019-08-22,2019-08-22,1,13,1,13,1
303025360092,bbc3c887d778403ba8801b4ac6b148c8,2020-02-17,2,15,2020-02-17,2,15,2020-02-17,2,15,2020-02-17,15,2,15,49,2020-02-17,2,15,2020-02-17,2,2020-02-17,2020-02-17,2,15,2,15,47
303025360133,fb4e8b0a3f274de6abc5702e5055a0cc,2020-02-17,2,11,2020-02-17,2,11,2020-02-17,2,11,2020-02-17,11,2,11,24,2020-02-17,2,11,2020-02-17,2,2020-02-17,2020-02-17,2,12,2,12,22
303075430073,51635c9c3ba648e7ab70523192886ca3,2020-03-24,2,12,2020-03-24,2,12,2020-03-24,1,12,2020-03-24,12,2,12,33,2020-03-24,2,12,2020-03-24,2,2020-03-24,2020-03-24,2,12,2,12,38
303075430109,fa716337ee654e798c225b3ccb7e0b2b,2020-03-24,1,9,2020-03-24,1,9,2020-03-24,1,9,2020-03-24,9,1,9,57,2020-03-24,1,9,2020-03-24,1,2020-03-24,2020-03-24,1,10,1,10,1
303075450016,1c89c99c739a468c959429510fa576b5,2019-12-23,2,11,2019-12-23,2,11,2019-12-23,2,11,2019-12-23,11,2,11,23,2019-12-23,2,11,2019-12-23,2,2019-12-23,2019-12-23,2,11,2,11,25
303075450033,63b3a7d401a74315b8c1d7eea65b22c1,2019-12-13,1,13,2019-12-13,1,13,2019-12-13,1,13,2019-12-13,13,1,13,43,2019-12-13,1,13,2019-12-13,1,2019-12-13,2019-12-13,1,13,1,13,48
303075460091,c14ffd797ab44b8bba331450281604b0,2019-08-29,1,12,2019-08-29,1,12,2019-08-29,1,12,2019-08-29,12,1,12,43,2019-08-29,1,12,2019-08-29,1,2019-08-29,2019-08-29,1,12,1,12,45
303075470125,48e96fb7fc4a4bd28b8c6cd76b1fdea9,2020-02-20,2,16,2020-02-20,2,16,2020-02-20,2,16,2020-02-20,16,2,16,44,2020-02-20,2,16,2020-02-20,2,2020-02-20,2020-02-20,2,16,2,16,49
303085480143,cfa0f489f69f490db04ecd3103673530,2019-05-18,2,12,2019-05-18,2,12,2019-05-18,2,12,2019-05-18,12,2,12,53,2019-05-18,2,12,2019-05-18,2,2019-05-18,2019-05-18,2,13,2,13,19
303115520016,7255266ca5a74a22ac469e9e68146d4b,2020-01-08,1,14,2020-01-08,1,14,2020-01-08,1,14,2020-01-08,14,1,15,0,2020-01-08,1,15,2020-01-08,1,2020-01-08,2020-01-08,1,15,1,15,8
303115520136,80c4bf966a7e4dc58682e3ca617e53f8,2020-01-07,2,14,2020-01-07,2,14,2020-01-11,2,12,2020-01-11,12,2,12,5,2020-01-11,2,12,2020-01-11,2,2020-01-11,2020-01-11,2,12,2,12,10
304015540095,999cc357c1054adea9aa1f2c3710961c,2020-03-30,1,15,2020-03-30,1,15,2020-03-30,1,15,2020-03-30,15,1,15,40,2020-03-30,1,15,2020-03-30,1,2020-03-30,2020-04-01,1,16,1,16,5
304015560433,63194b9fd9a5456d91558bb3ffd032af,2019-11-30,2,10,2019-11-30,2,10,2019-11-30,2,10,2019-11-30,10,2,10,22,2019-11-30,2,10,2019-11-30,2,2019-11-30,2019-11-30,2,10,2,10,32
304025600025,105374ca639646d8906e036dfc8ac476,2019-11-25,1,16,2019-11-25,1,16,2019-11-25,1,16,2019-11-25,16,1,16,18,2019-11-25,1,16,2019-11-25,1,2019-11-25,2019-11-25,1,16,1,16,23
304025600055,3d44ff87d2c0420abb9ee81fdf34c926,2019-11-26,2,13,2019-11-26,2,13,2019-11-26,2,13,2019-11-26,13,2,13,47,2019-11-26,2,13,2019-11-26,2,2019-11-26,2019-11-26,2,13,2,13,53
304025600154,16c9970d43b94e28adbcb92b13e81e9f,2019-11-26,2,17,2019-11-26,2,17,2019-11-26,2,17,2019-11-26,17,2,17,11,2019-11-26,2,17,2019-11-26,2,2019-11-26,2019-11-26,2,17,2,17,15
304045650106,5e90b16272b44ed99e3eedaf943684c5,2020-04-04,2,9,2020-04-04,2,9,2020-04-04,2,9,2020-04-04,9,2,9,24,2020-04-04,2,9,2020-04-04,2,2020-04-04,2020-04-04,2,9,2,9,30
304045650172,069ab247f7264ce581036e1060e312b8,2020-04-03,1,16,2020-04-04,1,14,2020-04-04,1,14,2020-04-04,14,1,14,46,2020-04-04,1,14,2020-04-04,1,2020-04-04,2020-04-04,1,14,1,14,50
304045670130,7d69bd9673a3475480350e1f0ee92853,2019-12-03,2,10,2019-12-03,2,10,2019-12-03,2,10,2019-12-03,10,2,10,52,2019-12-03,2,10,2019-12-03,2,2019-12-03,2019-12-03,2,10,2,11,1
305015790074,fab62826568d44f1a423b3f025bbae22,2019-09-04,2,16,2019-09-04,2,16,2019-09-04,1,16,2019-10-27,6,2,17,1,2019-09-04,2,6,2019-10-27,2,2019-10-27,2019-10-27,2,6,2,6,54
306016010040,9a82dabc5c4e47cda2343aae7a0a6de8,2019-08-25,1,14,2019-08-25,1,14,2019-08-25,1,14,2019-08-25,14,1,15,11,2019-08-25,1,15,2019-08-25,1,2019-08-25,2019-08-25,1,15,1,15,46
306026070251,12e41952047e41d5a73f0d3e7a1fe345,2020-01-22,1,16,2020-01-22,1,16,2020-01-22,1,16,2020-01-22,16,1,16,31,2020-01-22,1,16,2020-01-22,1,2020-01-22,2020-01-22,1,16,1,16,38
306036140112,52d1b7a2d60949ae822f6b3a46f0cc25,2019-12-14,1,15,2019-12-14,1,15,2019-12-14,1,15,2019-12-14,15,1,16,8,2019-12-14,1,16,2019-12-14,1,2019-12-14,2019-12-14,1,16,1,16,16
306036150223,490bc6885f494f479d5246af54f3d292,2019-11-08,1,12,2019-11-08,1,12,2019-11-08,1,12,2019-11-08,12,1,12,33,2019-11-08,1,12,2019-11-08,1,2019-11-08,2019-11-08,1,12,1,12,45
306206170050,47f816e43bd246088a5b3c883550bc42,2020-01-28,2,13,2020-01-28,2,13,2020-01-28,2,13,2020-01-28,13,2,13,27,2020-01-28,2,13,2020-01-28,2,2020-01-28,2020-01-28,2,13,2,13,32
306206170063,0082ee2b4e604e8ebeeeb495b1865d5f,2020-01-27,2,16,2020-01-27,2,16,2020-01-27,2,16,2020-01-27,16,2,16,22,2020-01-27,2,16,2020-01-27,2,2020-01-27,2020-01-27,2,16,2,16,33
306206170130,615a3a870bfc4944beffa6e6ece786f4,2020-01-31,2,12,2020-01-31,2,12,2020-01-31,2,12,2020-01-31,12,2,12,12,2020-01-31,2,12,2020-01-31,2,2020-01-31,2020-01-31,2,12,2,12,17
307056230097,213b98c7e10a4e5a80ee670eda51af6f,2020-02-22,1,11,2020-02-22,1,11,2020-02-22,1,11,2020-02-22,11,1,11,46,2020-02-22,1,11,2020-02-22,1,2020-02-22,2020-02-22,1,11,1,11,56
307106330067,888ad8ec605c4d4a9bb2da549daa7435,2019-12-04,2,13,2019-12-04,2,13,2019-12-04,2,13,2019-12-04,13,2,13,6,2019-12-04,2,13,2019-12-04,2,2019-12-04,2019-12-04,2,13,2,13,19
307106330196,d6bb3e30a3d44bdd8ccbd96ba4c6ab35,2019-12-06,1,11,2019-12-06,1,11,2019-12-06,1,11,2019-12-06,11,1,11,27,2019-12-06,1,11,2019-12-06,1,2019-12-06,2019-12-06,1,11,1,11,32
307206410062,952d7781ab2f4d1ba598b862e660f551,2020-01-28,1,12,2020-01-28,1,12,2020-01-28,1,12,2020-01-28,12,1,12,41,2020-01-28,1,12,2020-01-28,1,2020-01-28,2020-01-28,1,12,1,12,44
308016420094,5851736f5f344aed8816f66878ae8e01,2019-08-28,1,14,2019-08-28,1,14,2019-08-28,1,14,2019-08-28,14,1,14,43,2019-08-28,1,14,2019-08-28,1,2019-08-28,2019-08-28,1,14,1,14,47
308016430046,39db67d674744eb797d445468edb751f,2020-03-16,1,11,2020-03-16,1,11,2020-03-16,1,11,2020-03-16,11,1,11,22,2020-03-16,1,11,2020-03-16,1,2020-03-16,2020-03-16,1,11,1,11,26
308026480180,a85ff658da674132a962fad34730a36b,2019-05-09,1,13,2019-05-09,1,13,2019-05-09,1,13,2019-05-09,13,1,13,30,2019-05-09,1,13,2019-05-09,1,2019-05-09,2019-05-09,1,13,1,13,46
308046520025,db9d8ee4aa974e519df34de5462a1fc7,2019-07-02,1,13,2019-07-02,1,13,2019-07-02,1,13,2019-07-02,13,1,13,6,2019-07-02,1,13,2019-07-02,1,2019-07-02,2019-07-02,1,13,1,13,10
308056550005,69ec6603f853447eb4cd67d9db93fa1c,2020-03-21,1,11,2020-03-21,2,11,2020-03-21,2,11,2020-03-21,11,1,11,13,2020-03-21,2,11,2020-03-21,2,2020-03-21,2020-03-21,2,11,1,11,21
308056550053,04a8e8f755dd47f0bd7a1b6d589a8212,2020-03-22,1,11,2020-03-22,1,11,2020-03-22,1,11,2020-03-22,11,1,11,33,2020-03-22,1,11,2020-03-22,1,2020-03-22,2020-03-22,1,11,1,11,36
308056560229,45e624b45a7f4b2286c93b8a62628ae4,2019-06-05,2,13,2019-06-05,2,13,2019-06-05,2,13,2019-06-05,13,2,13,57,2019-06-05,2,14,2019-06-05,2,2019-06-05,2019-06-05,2,14,2,14,4
308066610160,f93241efda8e49e7866df078cf09af52,2019-11-15,2,10,2019-11-15,2,10,2019-11-15,2,10,2019-11-15,10,2,10,35,2019-11-15,2,10,2019-11-15,2,2019-11-15,2019-11-15,2,10,2,10,42
308076630116,c710a1912d394efe8e869618d2593691,2019-07-04,2,10,2019-07-04,2,11,2019-07-04,2,11,2019-07-04,11,1,11,11,2019-07-04,2,11,2019-07-04,2,2019-07-04,2019-07-04,2,11,2,11,18
309036740097,8966c9a882b543989a42aadcbe0c2b58,2019-07-21,2,11,2019-07-21,2,11,2019-07-21,2,12,2019-07-21,12,2,12,9,2019-07-21,2,12,2019-07-21,2,2019-07-21,2019-07-21,1,12,2,12,22
309036740101,7c28372a44d144c58ecd002d9f654c5d,2019-07-21,1,13,2019-07-21,1,13,2019-07-21,1,13,2019-07-21,13,1,13,18,2019-07-21,1,13,2019-07-21,2,2019-07-21,2019-07-21,2,13,1,13,24
309036740163,51141e135368409ba3fb2e9a5fec3642,2019-07-20,2,12,2019-07-20,2,12,2019-07-20,2,12,2019-07-20,13,2,13,11,2019-07-20,2,13,2019-07-20,2,2019-07-20,2019-07-20,2,13,2,13,13
309036740203,8282092108bb4dc89e395b3e418cabc7,2019-07-22,2,10,2019-07-22,2,10,2019-07-22,2,10,2019-07-22,11,2,11,8,2019-07-22,2,10,2019-07-22,2,2019-07-22,2019-07-22,2,11,2,11,6
309036750022,eb4b4a6041d046b7bb2aa797f3cceb78,2019-12-19,2,12,2019-12-19,2,12,2019-12-19,2,12,2019-12-19,12,1,12,35,2019-12-19,2,12,2019-12-19,2,2019-12-19,2019-12-19,2,12,2,12,44
309036750080,5207307152e84346a60b80e1ae4e69fd,2019-12-20,2,12,2019-12-20,1,12,2019-12-20,2,12,2019-12-20,12,1,12,11,2019-12-20,1,12,2019-12-20,2,2019-12-20,2019-12-20,1,12,1,12,22
309036750136,0a658104094441b28a5527951e890f83,2019-12-19,2,17,2019-12-19,2,17,2019-12-19,2,17,2019-12-19,11,2,11,32,2019-12-20,2,11,2019-12-20,2,2019-12-20,2019-12-20,2,11,2,11,40
309036750178,21440bc9f66841799a0c65398c78a381,2019-12-21,2,15,2019-12-21,2,15,2019-12-21,1,15,2019-12-21,15,1,15,15,2019-12-21,1,15,2019-12-21,1,2019-12-21,2019-12-21,1,15,1,15,18
309036750249,4bc1a2dad5c6488eb81d9e5a381d60e3,2019-12-20,1,12,2019-12-20,1,12,2019-12-20,1,12,2019-12-20,12,1,12,40,2019-12-20,1,12,2019-12-20,2,2019-12-20,2019-12-20,1,12,1,12,43
309056790031,1544f8de831b4651824ae978b29d5348,2019-12-17,1,12,2019-12-17,1,12,2019-12-17,1,12,2019-12-17,12,1,12,49,2019-12-17,2,12,2019-12-17,1,2019-12-17,2019-12-17,2,12,1,12,53
309056790055,540e9b5c8d134bfc8fc6773caaf3da33,2019-12-17,2,9,2019-12-17,2,9,2019-12-17,2,9,2019-12-17,9,1,9,47,2019-12-17,2,9,2019-12-17,2,2019-12-17,2019-12-17,2,9,2,9,54
309056790117,c58a3bdfc3694efaa813be30908202fb,2019-12-19,2,12,2019-12-19,2,12,2019-12-19,2,12,2019-12-19,12,1,12,28,2019-12-19,2,12,2019-12-19,2,2019-12-19,2019-12-19,1,12,2,12,35
309056790203,5dd8c5564a4b4a86b5877e48ba496e02,2019-12-16,1,14,2019-12-16,2,14,2019-12-16,1,14,2019-12-16,14,1,14,36,2019-12-16,1,14,2019-12-16,1,2019-12-16,2019-12-16,1,14,1,14,48
309056800094,986f663c13f94fc5ac683dd1290bc392,2019-08-22,1,12,2019-08-22,1,12,2019-08-22,1,12,2019-08-22,12,1,12,34,2019-08-22,2,12,2019-08-22,1,2019-08-22,2019-08-22,1,12,1,12,46
309066830167,a138892b8d2344c594e625d5a9e226db,2019-11-22,2,16,2019-11-22,1,16,2019-11-22,2,16,2019-11-22,16,1,16,27,2019-11-22,1,16,2019-11-22,2,2019-11-22,2019-11-22,2,16,1,16,33
310036980328,2353f7d6f19147e1bf283e8fbf1d0789,2019-09-12,2,10,2019-09-12,2,10,2019-09-12,2,10,2019-09-12,10,2,10,34,2019-09-12,2,10,2019-09-12,2,2019-09-12,2019-09-12,2,10,2,10,43
