case_id,HHID,crop_code,ag_n01a,ag_n01b,ag_n01b_oth,ag_n02,ag_n03,ag_n04,ag_n06a,ag_n06b,ag_n07a,ag_n07b,ag_n07b_oth,ag_n07_1a,ag_n07_1b,ag_n08,ag_n08_oth,ag_n09,ag_n10,ag_n11,ag_n12,ag_n13,ag_n14a,ag_n14b,ag_n37,ag_n38a,ag_n38b,ag_n38b_oth,ag_n39a,ag_n39b,ag_n39_1,ag_n39_1_oth,ag_n40,ag_n41,ag_n42a,ag_n42b,ag_n42b_oth,ag_n43,ag_n43_oth
103031530002,59b73b407a99406483debac0d7bb5a17,TANAPOSI,2,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,5,,2,GRAM,,1,.a,On Foot,,0,350,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Advice from fellow farmer,
103031530008,04b81da74661404991cbe3a13fce2890,TANAPOSI,2,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,4,,2,GRAM,,1,.a,Own Bicycle or Oxcart,,0,350,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Other (Specify),HUGE HARVEST
103031530008,04b81da74661404991cbe3a13fce2890,TOMATO,2,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,2,GRAM,,3,,On Foot,,0,NO,,,,Preference for traditional variety,
103031530017,53cf6569e4ca4c3db4fe42e1f89e2982,TOMATO,15,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,5,,15,GRAM,,1,.a,Truck / Bus/ Minibus,,600,2500,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Advice from input supplier,
103041540194,789e0c9e34634b5e994240f549bf2e57,MAIZE LOCAL,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,2,KILOGRAM,,3,,On Foot,,0,NO,,,,Advice from fellow farmer,
103041540351,bf820973d94a45fd9cfcb7380e7dcb2a,BEANS,300,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
103041550107,a6d45aaee57842058b7013a1a638a7a9,SWEET POTATO,1,OTHER SPECIFY,5KG BAG SEEDLINGS,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,1,OTHER (SPECIFY),5KG BAG SEEDLINGS,3,,On Foot,,0,NO,,,,Advice from fellow farmer,
103061570038,60cd024ecdbd45b5b9690387bf5e80a4,SWEET POTATO,4,OTHER SPECIFY,50 KG BAG,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,4,50 KG BAG,,Preference for traditional variety,
103061580017,eda985ebde7646ef8d304a1ca438e182,OTHER RICE (SPECIFY),25,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,25,KILOGRAM,,Other (Specify),EARLY MATURITY
103061580017,eda985ebde7646ef8d304a1ca438e182,SWEET POTATO,4,OTHER SPECIFY,BAG OF VINES,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,4,OTHER (SPECIFY),BAG OF VINES,3,,On Foot,,0,NO,,,,Other (Specify),EARLY MATURITY
103061580129,90f29aa673dc4cccb8e8adcbc82cb505,RICE MTUPATUPA,1,OTHER SPECIFY,5 LITRE CHIGOBA,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,OTHER (SPECIFY),5 LITRE CHIGOBA,Other (Specify),THIS VARIETY IS EASY TO SELL ON THE MARKET
103061580146,3fdd3601d6e246ff9cccac56554db994,RICE MTUPATUPA,2,OTHER SPECIFY,PAIL LARGE,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,2,OTHER (SPECIFY),PAIL LARGE,Other (Specify),IT HIGH DEMAND ON THE MARKET
103071590264,5e392422b0a946cc80b2ef6b6e71bda0,OTHER (SPECIFY),2,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,1,GRAM,,1,2,On Foot,,0,1200,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
103081600041,043f678ac5794a6f8f92497fd2f81cbd,MAIZE HYBRID,10,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,6,,10,KILOGRAM,,1,.a,Truck / Bus/ Minibus,,600,8000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Other (Specify),HUGE
103081600041,043f678ac5794a6f8f92497fd2f81cbd,NKHWANI,2,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,2,RAM,,Preference for traditional variety,
103081600085,69bc106ef1ca46459528144862bcd329,OTHER (SPECIFY),100,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,,100,GRAM,,3,.a,On Foot,,0,800,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
103081600091,1655f0b487af48f49ee68a082e8c81da,TANAPOSI,10,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,,0,,,1,.a,On Foot,,0,1200,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
103091610045,19981ffef76043378c3e991457e55f00,MAIZE HYBRID,5,KILOGRAM,,"YES, THE FIGURES MATCHED",YES,,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Advice from fellow farmer,
103091610168,804491369b37410d97d3bcb2b93a42a7,MAIZE LOCAL,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,2,KILOGRAM,,Improved variety is too expensive,
103091610168,804491369b37410d97d3bcb2b93a42a7,TANAPOSI,25,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Advice from fellow farmer,
103091610232,08cded0c57634f9d9133e3875e376a14,SWEET POTATO,50,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,50,KILOGRAM,,Preference for traditional variety,
103091610266,3889a7aeea9f4148862da067699d0256,MAIZE LOCAL,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,KILOGRAM,,Improved variety is too expensive,
103091610266,3889a7aeea9f4148862da067699d0256,NKHWANI,1,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,RAM,,Preference for traditional variety,
103091610291,6a8d6cf68ef74b36b82bf0c3c80ff120,MAIZE LOCAL,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,KILOGRAM,,Improved variety is too expensive,
103101630025,b67b78e03a4946b4a53bb0865ee5a98f,MAIZE HYBRID,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,2,KILOGRAM,,Preference for traditional variety,
103101630025,b67b78e03a4946b4a53bb0865ee5a98f,OTHER (SPECIFY),5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,5,KILOGRAM,,4,,On Foot,,0,NO,,,,Preference for traditional variety,
103101630070,d0055dc9dac140d5bc538e495c8bcd15,TOMATO,30,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
103101630143,18c8c19f648e49508621c229739b904a,TANAPOSI,1,OTHER SPECIFY,PACKET,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Advice from fellow farmer,
103101630143,18c8c19f648e49508621c229739b904a,TOMATO,1,OTHER SPECIFY,PACKET,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Advice from fellow farmer,
103101630164,94e82fc4fd70437d9e0c4e8447539736,MAIZE HYBRID,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,5,,2,KILOGRAM,,1,.a,Truck / Bus/ Minibus,,0,4000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Other (Specify),EARLY MATURITY
103101630164,94e82fc4fd70437d9e0c4e8447539736,BEANS,3,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,3,KILOGRAM,,Preference for traditional variety,
103101630172,01e454ab9e88479db27bfce7d848392e,TOMATO,10,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Advice from fellow farmer,
103121650179,cba0fa54bfa74ada8d6382d8aab3fae7,TANAPOSI,200,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Advice from fellow farmer,
103121660005,59540ad2669f46e68dad6815aed28fce,MAIZE HYBRID RECYCLED,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,,2,KILOGRAM,,1,.a,Truck / Bus/ Minibus,,400,3500,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Other (Specify),EARLY MATURITY
103121660005,59540ad2669f46e68dad6815aed28fce,TOMATO,2,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,,2,GRAM,,1,.a,Truck / Bus/ Minibus,,400,800,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Other (Specify),HUGE CROPS
103121660007,063e73be877e44fda283b36cafeafa51,BEANS,20,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,7,,20,KILOGRAM,,1,2,Other (Specify),own car,0,15000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Other (Specify),HUGE HARVEST
103121660012,f06322d7ad184ac988d46f4c618117a9,MAIZE HYBRID RECYCLED,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,5,KILOGRAM,,1,.a,Own Bicycle or Oxcart,,0,7500,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Other (Specify),HUGE HARVEST
103121660012,f06322d7ad184ac988d46f4c618117a9,BEANS,1,KILOGRAM,,"YES, THE FIGURES MATCHED",YES,,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Seed received through the voucher program,
103121660050,479484f27b8b41148cc4d1b93d00f07b,MAIZE LOCAL,4,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,4.5,KILOGRAM,,Improved variety is too expensive,
103121660050,479484f27b8b41148cc4d1b93d00f07b,SWEET POTATO,50,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,1,50 KG BAG,,4,,On Foot,,0,NO,,,,Preference for traditional variety,
103121660050,479484f27b8b41148cc4d1b93d00f07b,NKHWANI,1,OTHER SPECIFY,CUP,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,OTHER (SPECIFY),CUP,Preference for traditional variety,
103121660089,ce97d4fe0ebb4eee8c921539ed3c178d,MAIZE LOCAL,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,2,KILOGRAM,,Preference for traditional variety,
103121660089,ce97d4fe0ebb4eee8c921539ed3c178d,SWEET POTATO,2,OTHER SPECIFY,50 KG BAG,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,2,50 KG BAG,,1,,On Foot,,0,NO,,,,Preference for traditional variety,
103121660132,ac839ed6aba74345b4f8cb553e722be5,TANAPOSI,250,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,5,,250,GRAM,,1,.a,On Foot,,0,300,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
103121670103,66a27aa5e92348b8b679784bab77eed4,RICE LOCAL,50,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,50,KILOGRAM,,1,2,On Foot,,0,8500,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Advice from fellow farmer,
103121670150,66847017df614d37a500420134f2bcd2,RICE LOCAL,40,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,40,KILOGRAM,,Improved variety is too expensive,
103201680144,6472e93c4e4e4b5c97f0ad791b6da58f,SWEET POTATO,3,OTHER SPECIFY,BAG OF VINES,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,3,OTHER (SPECIFY),BAG OF VINES,Advice from fellow farmer,
104011690022,b05c3a6578cd443f8fc54acf01ab6425,MAIZE LOCAL,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,KILOGRAM,,Improved variety is too expensive,
104011690064,f74dea80fd0c4b5495e69d462a6f8ad7,CABBAGE,75,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Advice from fellow farmer,
104011690064,f74dea80fd0c4b5495e69d462a6f8ad7,TOMATO,20,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Advice from fellow farmer,
104011690064,f74dea80fd0c4b5495e69d462a6f8ad7,OTHER (SPECIFY),3,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Advice from fellow farmer,
104011690068,2719e6391f7d486db3bfee4fd6f20d65,TOMATO,250,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
104011690077,5371a43aaeb04884a401d71190fbd967,CABBAGE,2,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,2,GRAM,,1,2,Truck / Bus/ Minibus,,0,5000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Advice from fellow farmer,
104011690081,20cfab6c4e1e42a0818013e61585c050,BEANS,4,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,4,KILOGRAM,,Other (Specify),HIGH YIELDING
104011690081,20cfab6c4e1e42a0818013e61585c050,TANAPOSI,10,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,,10,GRAM,,1,.a,On Foot,,0,500,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Other (Specify),EASY DURING MARKETING
104011690081,20cfab6c4e1e42a0818013e61585c050,NKHWANI,30,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,30,RAM,,Preference for traditional variety,
104011730006,a3e01118a8fd4c0e82e5830ac0e02181,TANAPOSI,100,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
104011730176,8d60f205554a4b268f085d45d4784884,TOMATO,2,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,2,RAM,,Improved variety is too expensive,
104011730202,74ee239e031a4bf3932eba77bbe05473,SWEET POTATO,1,OTHER SPECIFY,BAG,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,1,OTHER (SPECIFY),50 KG BAG,4,,On Foot,,0,NO,,,,Advice from fellow farmer,
104011730202,74ee239e031a4bf3932eba77bbe05473,TANAPOSI,200,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Advice from fellow farmer,
104011730202,74ee239e031a4bf3932eba77bbe05473,TOMATO,100,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Advice from fellow farmer,
104011730230,d454fbe8965a4b5987c18368c4139dbc,MAIZE HYBRID,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Advice from fellow farmer,
104011730230,d454fbe8965a4b5987c18368c4139dbc,SWEET POTATO,100,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
104011740105,43609c2c91e740ddb22fac9064be8975,TANAPOSI,50,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,12,,50,GRAM,,2,.a,On Foot,,0,250,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Advice from input supplier,
104011740105,43609c2c91e740ddb22fac9064be8975,OTHER (SPECIFY),50,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,12,,50,GRAM,,2,.a,On Foot,,0,250,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Advice from input supplier,
104031750030,3370996078a5418dbd9ebbe18082d073,BEANS,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,5,KILOGRAM,,Preference for traditional variety,
104031750041,9eeba1a6c03443d7bfe0b1eadafdc0d4,MAIZE HYBRID,4,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,4,KILOGRAM,,Preference for traditional variety,
104031750050,431098c780de4ac48f412fe2485822a7,MAIZE LOCAL,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,5,KILOGRAM,,Improved variety is too expensive,
104031750056,f19d0041b7824af4973a0e6eabc2a7a9,MAIZE HYBRID,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,5,,5,KILOGRAM,,1,.a,Own Bicycle or Oxcart,,1000,2500,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Other (Specify),EARLY MATURITY
104031750056,f19d0041b7824af4973a0e6eabc2a7a9,BEANS,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,5,,1,KILOGRAM,,1,.a,Truck / Bus/ Minibus,,1000,1500,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Other (Specify),EARLY MATURITY
104031750091,5975372681374b8893b738e4f57600f2,MAIZE LOCAL,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,5,KILOGRAM,,Preference for traditional variety,
104031750091,5975372681374b8893b738e4f57600f2,NKHWANI,2,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,2,RAM,,Preference for traditional variety,
104031750093,2e2358bc26c04e4a87b888e92e852599,MAIZE HYBRID,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Advice from extension officer,
104031750117,684aa909e2e540d086e6a5c4f96b29f4,MAIZE HYBRID,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,2,KILOGRAM,,Improved variety is too expensive,
104031750117,684aa909e2e540d086e6a5c4f96b29f4,NKHWANI,1,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,RAM,,Preference for traditional variety,
104031750127,ba7926f190f84354a0e2e1e361c442ce,MAIZE HYBRID,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Advice from fellow farmer,
104031770033,7880e5bc73ae46d59d4f600ca8ecbbd7,BEANS,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Advice from fellow farmer,
104031770033,7880e5bc73ae46d59d4f600ca8ecbbd7,TOMATO,200,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Advice from fellow farmer,
104031770070,b2f878ca4bf8424abe33680bf730e521,MAIZE HYBRID,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,5,KILOGRAM,,Improved variety is too expensive,
104041790011,880521c8242b4524a99e7858c54df5f8,MAIZE LOCAL,7,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,7,KILOGRAM,,Preference for traditional variety,
104041790016,5777cf63ff8740d485be1de53f8d4eac,MAIZE HYBRID,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,KILOGRAM,,Improved variety is too expensive,
104041790016,5777cf63ff8740d485be1de53f8d4eac,BEANS,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,2,KILOGRAM,,Preference for traditional variety,
104041790020,9a40b722cf4b44a682ad8c2943f4830a,MAIZE HYBRID,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Advice from fellow farmer,
104041790020,9a40b722cf4b44a682ad8c2943f4830a,SWEET POTATO,3,OTHER SPECIFY,HEAPS,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Advice from input supplier,
104041790064,ea680aeb346844a2a462d2578569fc20,SWEET POTATO,4,OTHER SPECIFY,50 KG BAG,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,4,50 KG BAG,,Preference for traditional variety,
104041790070,142f2afe9c63420bad9c77fddd72fc4e,TANAPOSI,700,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,700,GRAM,,1,.a,On Foot,,0,750,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
104041790076,aa429c738ec5483da250d4587969a2f5,MAIZE HYBRID,3,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,3,KILOGRAM,,Other (Specify),EARLY MATURITY
104041790077,a886bb9f0018497f9e33affad964da1d,MAIZE HYBRID,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,1,KILOGRAM,,1,.a,On Foot,,0,1800,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
104041790077,a886bb9f0018497f9e33affad964da1d,SOYABEAN,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,1,KILOGRAM,,1,.a,On Foot,,0,500,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
104041790087,48f10645e28b42b3ace6943fcc4ed791,MAIZE LOCAL,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,2,KILOGRAM,,4,,On Foot,,0,NO,,,,Preference for traditional variety,
104041790087,48f10645e28b42b3ace6943fcc4ed791,SWEET POTATO,2,OTHER SPECIFY,50 KG BAG,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,2,50 KG BAG,,2,,On Foot,,0,NO,,,,Other (Specify),EARLY MATURITY
104041790090,9e60a7ed224b4e0aac540d624e379864,MAIZE HYBRID,3,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Advice from fellow farmer,
104041790111,141ad11a17784f0ebf9cb5032395035f,BEANS,3,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,3,KILOGRAM,,1,.a,On Foot,,0,2000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
104041790115,16f0ff8edcc040e8a72f4affe9dcf703,SWEET POTATO,4,OTHER SPECIFY,50 KG BAG,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,4,50 KG BAG,,Preference for traditional variety,
104041790129,19dafd6b94854c978534bd0746cb9960,MAIZE HYBRID,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,5,KILOGRAM,,1,2,On Foot,,0,5000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Advice from input supplier,
104041790171,65b6efbe69044526a9a062cefbefc6d7,MAIZE HYBRID,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
104041790180,e3bdb7b14f804428ac794e81848d0b94,MAIZE LOCAL,5,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,5,KILOGRAM,,Improved variety is too expensive,
104041790180,e3bdb7b14f804428ac794e81848d0b94,NKHWANI,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,KILOGRAM,,Preference for traditional variety,
104051810067,cb5df90ac9b448ccb7af08e31a286f27,MAIZE HYBRID,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Advice from fellow farmer,
104051810068,7f34699085764125bce3766a94b14c97,MAIZE HYBRID,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,2,KILOGRAM,,5,,On Foot,,0,NO,,,,Advice from fellow farmer,
104051810068,7f34699085764125bce3766a94b14c97,BEANS,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,1,KILOGRAM,,7,,On Foot,,0,NO,,,,Advice from fellow farmer,
104051810072,a2ffb025a6754630b749c04a0803b8ad,MAIZE HYBRID,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,2,KILOGRAM,,5,,On Foot,,0,NO,,,,Advice from fellow farmer,
104051810074,9d91da5dd59b457bba2997a12fce50c9,MAIZE HYBRID,4,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Advice from fellow farmer,
104051810074,9d91da5dd59b457bba2997a12fce50c9,TOMATO,75,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Advice from fellow farmer,
104071840050,6e3b93eecc174261864c16a9bdbff6e7,BEANS,20,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,2,10 KG BAG,,Improved variety is too expensive,
104101870091,6f5ea24ec6e544aa80054d14d868d2e1,TANAPOSI,15,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,8,,15,GRAM,,2,.a,On Foot,,0,450,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
