case_id,HHID,crop_code,ag_n01a,ag_n01b,ag_n01b_oth,ag_n02,ag_n03,ag_n04,ag_n06a,ag_n06b,ag_n07a,ag_n07b,ag_n07b_oth,ag_n07_1a,ag_n07_1b,ag_n08,ag_n08_oth,ag_n09,ag_n10,ag_n11,ag_n12,ag_n13,ag_n14a,ag_n14b,ag_n37,ag_n38a,ag_n38b,ag_n38b_oth,ag_n39a,ag_n39b,ag_n39_1,ag_n39_1_oth,ag_n40,ag_n41,ag_n42a,ag_n42b,ag_n42b_oth,ag_n43,ag_n43_oth
206073660032,3a292645051247a3a66f783bae83ae9b,TOMATO,10,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,10,OTHER (SPECIFY),GRAMS,Improved variety is too expensive,
206073660052,2dc02332864043d7b658e3b6e916a2ae,MAIZE HYBRID RECYCLED,500,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,500,GRAM,,2,.a,On Foot,,0,400,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
206073660052,2dc02332864043d7b658e3b6e916a2ae,TANAPOSI,20,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,20,GRAM,,1,.a,On Foot,,0,350,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Advice from input supplier,
206073660052,2dc02332864043d7b658e3b6e916a2ae,NKHWANI,1,OTHER SPECIFY,CUP,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,OTHER (SPECIFY),CUP,Preference for traditional variety,
206083670006,adee50044a2d466c80d098488902a764,MAIZE LOCAL,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,2,KILOGRAM,,Improved variety is too expensive,
206083670006,adee50044a2d466c80d098488902a764,NKHWANI,200,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,200,RAM,,Improved variety is too expensive,
206083670070,83b86d778a034c6d87af2d75b0899fd7,MAIZE HYBRID RECYCLED,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,5,KILOGRAM,,Improved variety is too expensive,
206083670070,83b86d778a034c6d87af2d75b0899fd7,TANAPOSI,5,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,5,RAM,,Improved variety is too expensive,
206083670070,83b86d778a034c6d87af2d75b0899fd7,NKHWANI,5,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,5,RAM,,Improved variety is too expensive,
206083670128,fbced5da1afa48ec8f9630111dd30c34,MAIZE LOCAL,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,5,KILOGRAM,,2,,On Foot,,0,NO,,,,Preference for traditional variety,
206083670154,606f19f13f75480bab1d1252d129adb8,MAIZE COMPOSITE/OPV,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,1,KILOGRAM,,4,,On Foot,,0,NO,,,,Improved variety is too expensive,
206083670154,606f19f13f75480bab1d1252d129adb8,NKHWANI,200,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,200,GRAM,,5,,On Foot,,0,NO,,,,Improved variety is too expensive,
206083670169,483c31b134254e4a97653c585d7aaf05,SWEET POTATO,1,OTHER SPECIFY,90 KG BAG,"YES, THE FIGURES MATCHED",NO,YES,5,,1,OTHER (SPECIFY),90KG BAG,1,.a,On Foot,,750,1000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Other (Specify),N/A
206083670171,d0b138703bae4f27b9770a9b9d06dd98,MAIZE LOCAL,2,KILOGRAM,,"NO, THE ENTRIES IN AG-MODULE M, AND QUESTION 1 OF AG-MODULE N WERE ADJUSTED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,2,KILOGRAM,,Improved variety is too expensive,
206083670202,55d5d9da934c457f8d87fa50fceee8fb,MAIZE LOCAL,1500,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1500,RAM,,Improved variety is too expensive,
206083670202,55d5d9da934c457f8d87fa50fceee8fb,SWEET POTATO,3,OTHER SPECIFY,50 KG BAG,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,3,50 KG BAG,,Improved variety is too expensive,
206083670202,55d5d9da934c457f8d87fa50fceee8fb,SUGAR CANE,49,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,49,OTHER (SPECIFY),PIECE,Improved variety is too expensive,
206083670202,55d5d9da934c457f8d87fa50fceee8fb,TANAPOSI,300,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,300,GRAM,,9,,On Foot,,0,NO,,,,Improved variety is too expensive,
206083670202,55d5d9da934c457f8d87fa50fceee8fb,NKHWANI,200,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,200,RAM,,Improved variety is too expensive,
206083670202,55d5d9da934c457f8d87fa50fceee8fb,TOMATO,50,OTHER SPECIFY,TOMATOE SEEDLINGS,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,50,OTHER (SPECIFY),SEEDLINGS,10,,On Foot,,0,NO,,,,Other (Specify),N/A
206083670202,55d5d9da934c457f8d87fa50fceee8fb,OTHER (SPECIFY),200,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,200,GRAM,,9,,On Foot,,0,NO,,,,Other (Specify),N/A
206083670213,d2a25fc1d16844b8bea757e792e87216,MAIZE LOCAL,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,1,KILOGRAM,,9,,On Foot,,0,NO,,,,Improved variety is too expensive,
206083670213,d2a25fc1d16844b8bea757e792e87216,BEANS,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,KILOGRAM,,Improved variety is too expensive,
206083670230,928f32ab37ec4891a3f72e7f285dd9be,NKHWANI,2,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,2,RAM,,Improved variety is too expensive,
206083670380,391c5b87d7f74b2b8aca27813d684aa1,MAIZE LOCAL,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
206083670380,391c5b87d7f74b2b8aca27813d684aa1,SUGAR CANE,10,OTHER SPECIFY,BUNCHES,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,10,OTHER (SPECIFY),BUNCHES,Preference for traditional variety,
206083680066,c65d158f76494b7a858f77df68791f61,MAIZE HYBRID RECYCLED,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,1,KILOGRAM,,2,,On Foot,,0,NO,,,,Improved variety is too expensive,
206083680129,9bd207f0f63f40aab3b164019b5af71b,MAIZE HYBRID,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,KILOGRAM,,Improved variety is too expensive,
206083680129,9bd207f0f63f40aab3b164019b5af71b,NKHWANI,200,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,200,RAM,,Preference for traditional variety,
206083680154,6f6c6dedad154c24b0875d9281f2ad3c,MAIZE HYBRID RECYCLED,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,6,,2,KILOGRAM,,1,.a,On Foot,,0,400,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
206083680154,6f6c6dedad154c24b0875d9281f2ad3c,NKHWANI,1,OTHER SPECIFY,TINA,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,OTHER (SPECIFY),TINA,Preference for traditional variety,
206083680214,62f37eaf895b4ef984f4f85924656628,MAIZE HYBRID RECYCLED,500,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,500,RAM,,Improved variety is too expensive,
206083680214,62f37eaf895b4ef984f4f85924656628,NKHWANI,200,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,200,RAM,,Preference for traditional variety,
206083690013,1bf43ae69f76486eb0fa40e66be1604b,MAIZE LOCAL,3,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,3,KILOGRAM,,1,.a,On Foot,,0,300,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
206083690013,1bf43ae69f76486eb0fa40e66be1604b,NKHWANI,3,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,3,RAM,,Improved variety is too expensive,
206083690018,0f8e299d58e04cd28b7cb04cc9eb8439,MAIZE HYBRID,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,5,KILOGRAM,,Improved variety is too expensive,
206083690018,0f8e299d58e04cd28b7cb04cc9eb8439,NKHWANI,1,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,RAM,,Preference for traditional variety,
206083690028,2648546c62aa4c958df9bcd41aaf9065,MAIZE LOCAL,6,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,3,KILOGRAM,,1,,On Foot,,0,NO,,,,Improved variety is too expensive,
206083690028,2648546c62aa4c958df9bcd41aaf9065,NKHWANI,1,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,1,GRAM,,1,,On Foot,,0,NO,,,,Preference for traditional variety,
206083690029,5a02206fc46e427f922d8f6b2f873159,MAIZE HYBRID,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,KILOGRAM,,Improved variety is too expensive,
206083690029,5a02206fc46e427f922d8f6b2f873159,NKHWANI,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,KILOGRAM,,Improved variety is too expensive,
206083690073,39b38eae575646969055d782e19ed6e8,MAIZE HYBRID,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,5,KILOGRAM,,Improved variety is too expensive,
206083690073,39b38eae575646969055d782e19ed6e8,NKHWANI,250,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,250,RAM,,Preference for traditional variety,
206083690147,cfa75fa31af343e8b2baae029571ce78,MAIZE LOCAL,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,5,KILOGRAM,,Improved variety is too expensive,
206083690174,287be6cb14174661b89965f00c891e07,MAIZE HYBRID,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,1,KILOGRAM,,1,,On Foot,,0,NO,,,,Improved variety is too expensive,
206083690174,287be6cb14174661b89965f00c891e07,NKHWANI,1,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,1,GRAM,,1,,On Foot,,0,NO,,,,Preference for traditional variety,
206083690181,9a2c3af0c8cb4bc390db3285407853ea,MAIZE LOCAL,3,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
206083690181,9a2c3af0c8cb4bc390db3285407853ea,BEANS,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,1,KILOGRAM,,1,.a,On Foot,,0,800,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
206083690181,9a2c3af0c8cb4bc390db3285407853ea,TANAPOSI,2,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,2,GRAM,,1,.a,On Foot,,0,250,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
206083690181,9a2c3af0c8cb4bc390db3285407853ea,NKHWANI,1,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,RAM,,Improved variety is too expensive,
206083690193,c37c5414a7384fb786b855c833f23d92,MAIZE HYBRID RECYCLED,3,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,,3,KILOGRAM,,1,.a,On Foot,,0,600,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
206083690193,c37c5414a7384fb786b855c833f23d92,SWEET POTATO,50,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
206083690193,c37c5414a7384fb786b855c833f23d92,TANAPOSI,5,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,5,RAM,,Improved variety is too expensive,
206083690214,9e1216c8a7214e30b7a0336e8e3cc5ba,MAIZE LOCAL,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,1,KILOGRAM,,3,,On Foot,,0,NO,,,,Improved variety is too expensive,
206083690217,1e96b7a1f20746bfb1e4ee6636583f94,MAIZE COMPOSITE/OPV,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,2,KILOGRAM,,Improved variety is too expensive,
206083690217,1e96b7a1f20746bfb1e4ee6636583f94,NKHWANI,250,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,250,RAM,,Improved variety is too expensive,
206083690219,1e18cdb244094f8faaa5a8670c00392a,MAIZE HYBRID,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,2,KILOGRAM,,Improved variety is too expensive,
206083690219,1e18cdb244094f8faaa5a8670c00392a,SWEET POTATO,50,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,50,KILOGRAM,,1,,On Foot,,0,NO,,,,Improved variety is too expensive,
206083690219,1e18cdb244094f8faaa5a8670c00392a,NKHWANI,250,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,250,RAM,,Improved variety is too expensive,
206083690250,55ce9bebe38045d181f7dd97c8e3c101,MAIZE LOCAL,3,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,3,KILOGRAM,,Improved variety is too expensive,
206083690250,55ce9bebe38045d181f7dd97c8e3c101,SWEET POTATO,100,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,100,KILOGRAM,,Improved variety is too expensive,
206093710122,0a3d65075de74b169b5545861e5b9b9f,MAIZE HYBRID RECYCLED,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,1,2 KG BAG,,1,,On Foot,,0,NO,,,,Advice from input supplier,
206093710124,b243d3b82c754e9ca369e0bf98a69d95,TOMATO,15,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,15,GRAM,,1,.a,Truck / Bus/ Minibus,,1000,2000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Advice from input supplier,
206093710142,557a6b10fc534b28aedcb86f45aa5cb9,MAIZE HYBRID,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,4,,5,KILOGRAM,,1,.a,Own Bicycle or Oxcart,,0,2500,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
206093710199,9284cf0af5c34edab70678f9993c0ff4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206103720023,5e48e13db50e4d48874d2f819bd7034e,TANAPOSI,10,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,5,,10,GRAM,,1,2,On Foot,,0,350,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
206103720023,5e48e13db50e4d48874d2f819bd7034e,TOMATO,10,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,5,,10,GRAM,,1,2,On Foot,,0,500,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
206103720035,973133c6eb444cb48b1d16db5db11230,TANAPOSI,75,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,75,GRAM,,1,.a,Own Bicycle or Oxcart,,0,3600,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
206103720035,973133c6eb444cb48b1d16db5db11230,TOMATO,25,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,25,GRAM,,1,.a,Own Bicycle or Oxcart,,0,2000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
206103720084,617fc91ac414448793e99fbdde6d4ddd,TANAPOSI,10,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,,10,GRAM,,1,2,On Foot,,0,500,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
206103720096,423c4cb45a274a4e82a547623971a7a5,TANAPOSI,50,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,1,,50,GRAM,,1,.a,Own Bicycle or Oxcart,,0,2500,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
206103720096,423c4cb45a274a4e82a547623971a7a5,TOMATO,50,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,1,,50,GRAM,,1,.a,On Foot,,0,3000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
206113730039,b9e9d2792c314254a1d3f0ed3466de90,MAIZE HYBRID,2,KILOGRAM,,"YES, THE FIGURES MATCHED",YES,,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
206113730060,e3e0fce4b4204327a442dbe4edb5cd6b,MAIZE HYBRID,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,2,KILOGRAM,,Improved variety is too expensive,
206113730060,e3e0fce4b4204327a442dbe4edb5cd6b,NKHWANI,1,OTHER SPECIFY,TINA,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,OTHER (SPECIFY),TINA,Preference for traditional variety,
206113730115,d9ecd38dce9e4923b9b2c2d9c405b21b,MAIZE LOCAL,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,KILOGRAM,,Preference for traditional variety,
206113730123,5ba3120ce35649a897718c0970fe2f10,MAIZE HYBRID,3,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,3,KILOGRAM,,1,.a,Other (Specify),Borrow  bicycle,0,6000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
206113730128,3af2fed81ae049fb980873f1421fd304,MAIZE LOCAL,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,,2,KILOGRAM,,1,.a,On Foot,,0,2000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
206113730136,b49ce564246d4aae98044bbe1a3bf163,MAIZE LOCAL,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,1,KILOGRAM,,1,.a,On Foot,,0,300,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
206113730136,b49ce564246d4aae98044bbe1a3bf163,TANAPOSI,6,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,6,GRAM,,1,.a,On Foot,,0,200,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
206113730136,b49ce564246d4aae98044bbe1a3bf163,NKHWANI,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,.5,KILOGRAM,,1,,On Foot,,0,NO,,,,Improved variety is too expensive,
206113730154,086823655bdb4f489d61a5f37999faa8,MAIZE HYBRID,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,2,KILOGRAM,,Advice from fellow farmer,
206123740080,04c51e48461447d3856c8347ce07e0ae,MAIZE HYBRID RECYCLED,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,,1,KILOGRAM,,1,2,On Foot,,0,300,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Advice from input supplier,
206123740080,04c51e48461447d3856c8347ce07e0ae,NKHWANI,1,OTHER SPECIFY,TINA,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,OTHER (SPECIFY),TINA,Preference for traditional variety,
206123740152,e78fbc0e336848268b6fdc6d2082e3bc,TOMATO,1,OTHER SPECIFY,PACKET,"YES, THE FIGURES MATCHED",NO,YES,3,,1,OTHER (SPECIFY),PACKET,1,.a,On Foot,,0,800,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
206123740162,f1ea7f8a51284242a3f99ece3a50884d,MAIZE HYBRID,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,1,KILOGRAM,,1,.a,Own Bicycle or Oxcart,,0,3000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
206123750026,9836067ed4fe459aa5d05ac29178c6c2,TANAPOSI,250,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,250,RAM,,Preference for traditional variety,
206123750026,9836067ed4fe459aa5d05ac29178c6c2,TOMATO,100,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,100,RAM,,Preference for traditional variety,
206123750040,12e1c5f95ee3458d8b1bfae1f30c0a12,TOMATO,5,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,5,GRAM,,1,.a,On Foot,,0,250,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Advice from fellow farmer,
206123750044,79f8d21022d447388eaaa35ad951a5e6,MAIZE HYBRID,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,2,KILOGRAM,,1,.a,Own Bicycle or Oxcart,,0,1400,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Advice from extension officer,
206123750044,79f8d21022d447388eaaa35ad951a5e6,NKHWANI,80,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,80,RAM,,Preference for traditional variety,
206123750205,dd76915f56a84c1aa35f317ad760a9e4,TANAPOSI,150,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,5,,150,GRAM,,1,.a,Own Bicycle or Oxcart,,0,1250,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
206123750228,f6a793e94a1a4d8db9f969ad3860a497,TANAPOSI,20,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,1,OTHER (SPECIFY),DENGU,5,,On Foot,,0,NO,,,,Improved variety is too expensive,
206123750278,71bb118aed6640ce8cceb614d04f4ba3,TANAPOSI,100,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,5,,50,GRAM,,2,.a,On Foot,,0,150,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
206123750278,71bb118aed6640ce8cceb614d04f4ba3,TOMATO,100,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,100,RAM,,Improved variety is too expensive,
206123750310,cc5bc5d83bf340d6bf3aa182d4152ce2,OTHER (SPECIFY),10,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,6,,10,GRAM,,1,2,On Foot,,0,500,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Advice from fellow farmer,
206143770212,3385bac45c9747b0a79eda694c50ce81,MAIZE HYBRID,10,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,,10,KILOGRAM,,2,.a,On Foot,,0,6500,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
206153780054,33f09b4c016f47068d6a6104b7a79bb7,MAIZE LOCAL,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,5,2 KG BAG,,Improved variety is too expensive,
206153780105,cf6e19309141430b8d2a00a39a9325bc,TOMATO,60,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,60,GRAM,,2,.a,On Foot,,0,1600,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
206153780192,7a6c07f464574a6db079c72868215fd3,MAIZE HYBRID,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,5,KILOGRAM,,4,,On Foot,,0,NO,,,,Preference for traditional variety,
206153780192,7a6c07f464574a6db079c72868215fd3,NKHWANI,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,KILOGRAM,,Preference for traditional variety,
206163790189,2208e0f40fdd404a98ed89e547c26ec4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206163790221,d64d8756592842ae806b4fecf9eebd11,MAIZE HYBRID,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,5,,2,KILOGRAM,,1,.a,On Foot,,0,3500,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
206163790366,47606658b55940f1a420bd7b64c65f2d,TOMATO,50,GRAM,,"NO, THE ENTRIES IN AG-MODULE M, AND QUESTION 1 OF AG-MODULE N WERE ADJUSTED",NO,YES,3,,50,GRAM,,1,.a,On Foot,,0,2000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Advice from fellow farmer,
