adm4,hhID,plotID,plot_area_reported_localUnit,plot_area_reported_ha,plot_area_measured_ha,gps_meas,localUnit_area,crop_area_share,planting_year,planting_month,harvest_month_begin,harvest_year_begin,harvest_month_end,harvest_year_end,dm_gender,adm1,adm2,adm3,crop,season,latitude,longitude,dataset_name,dataset_doi,wave,country,GPS_level
572,189136,2,1,0.404686,0.32131001,1,ACRES,1,2023,5,11,2023,11,2023,1,North West,Kaduna,LERE,SOYA BEANS,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
572,189136,3,0.5,0.202343,0.16215999,1,ACRES,0.25,2023,6,9,2023,,,1,North West,Kaduna,LERE,GROUND NUT/PEANUTS,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
572,189136,3,0.5,0.202343,0.16215999,1,ACRES,0.75,2023,5,11,2023,12,2023,1,North West,Kaduna,LERE,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
572,189136,4,2,0.80937201,0.14508,1,ACRES,0.25,2023,6,12,2023,12,2023,1,North West,Kaduna,LERE,GUINEA CORN (SORGHUM),main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
572,189136,4,2,0.80937201,0.14508,1,ACRES,0.75,2023,6,10,2023,11,2023,1,North West,Kaduna,LERE,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
572,189137,2,1,0.72115988,1.1012,1,1 FOOTBALL FIELD,0.24812031,2023,5,12,2023,12,2023,1,North West,Kaduna,LERE,MILLET/MAIWA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
572,189137,2,1,0.72115988,1.1012,1,1 FOOTBALL FIELD,0.75187969,2023,4,11,2023,11,2023,1,North West,Kaduna,LERE,SOYA BEANS,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
572,189139,1,100,72.115982,0.40665999,1,1 FOOTBALL FIELD,1,2023,4,12,2023,12,2023,1,North West,Kaduna,LERE,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
572,189139,2,100,4.6451521,0.38343999,1,100 BY 50 SQUARE FOOT,1,2023,4,11,2023,11,2023,1,North West,Kaduna,LERE,SOYA BEANS,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
572,189140,1,100,4.6451521,0.33261999,1,100 BY 50 SQUARE FOOT,1,2023,4,10,2023,10,2023,3,North West,Kaduna,LERE,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
572,189141,1,1,0.404686,2.4006,1,ACRES,0.66000003,2023,5,10,2023,11,2023,1,North West,Kaduna,LERE,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
572,189141,1,1,0.404686,2.4006,1,ACRES,0.33000001,2023,5,10,2023,10,2023,1,North West,Kaduna,LERE,SOYA BEANS,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
572,189142,1,10,0.46451521,0.64756,1,100 BY 50 SQUARE FOOT,1,2023,4,10,2023,10,2023,1,North West,Kaduna,LERE,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
572,189142,2,100,4.6451521,0.22261,1,100 BY 50 SQUARE FOOT,1,2023,4,11,2023,11,2023,1,North West,Kaduna,LERE,SOYA BEANS,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
572,189143,2,1,0.404686,1.6564,1,ACRES,1,2023,5,11,2023,11,2023,1,North West,Kaduna,LERE,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
572,189143,3,70,0.34580001,0.31698999,1,RIDGES,1,2023,7,12,2023,12,2023,3,North West,Kaduna,LERE,SWEET POTATO,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
572,189144,2,100,0.49399999,,0,RIDGES,1,2023,4,8,2023,9,2023,1,North West,Kaduna,LERE,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
572,189144,3,1,0.04645152,0.36664,1,100 BY 50 SQUARE FOOT,1,2023,5,10,2023,,,1,North West,Kaduna,LERE,SOYA BEANS,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
726,189147,2,1250,0.125,1.087,1,SQUARE METERS,0.25,2023,6,12,2023,12,2023,3,North West,Kaduna,LERE,GUINEA CORN (SORGHUM),main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
726,189147,2,1250,0.125,1.087,1,SQUARE METERS,0.75,2023,5,12,2023,12,2023,3,North West,Kaduna,LERE,SOYA BEANS,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
726,189148,2,4550,0.45500001,0.58754998,1,SQUARE METERS,1,2023,5,10,2023,11,2023,1,North West,Kaduna,LERE,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
726,189148,3,2750,0.27500001,0.39905,1,SQUARE METERS,1,2023,6,9,2023,11,2023,1,North West,Kaduna,LERE,SOYA BEANS,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
726,189150,2,8,0.37161216,1.7436,1,100 BY 50 SQUARE FOOT,1,2023,5,11,2023,11,2023,1,North West,Kaduna,LERE,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
726,189150,3,20,0.92903042,1.1612,1,100 BY 50 SQUARE FOOT,1,2023,5,12,2023,12,2023,1,North West,Kaduna,LERE,RICE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
726,189151,1,4,4,,0,HECTARES,1,2023,5,10,2023,10,2023,3,North West,Kaduna,LERE,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
726,189154,1,1.5,0.60702902,0.36024001,1,ACRES,0.5,2023,8,10,2023,10,2023,1,North West,Kaduna,LERE,BEANS/COWPEA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
726,189154,1,1.5,0.60702902,0.36024001,1,ACRES,0.5,2023,5,11,2023,11,2023,1,North West,Kaduna,LERE,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
726,189154,2,0.8,0.3237488,0.35834,1,ACRES,1,2023,6,10,2023,10,2023,1,North West,Kaduna,LERE,RICE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
726,189156,1,2,0.80937201,,0,ACRES,1,2023,6,9,2023,10,2023,1,North West,Kaduna,LERE,RICE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
880,189157,1,0.5,0.202343,0.95428997,1,ACRES,1,2023,6,12,2023,12,2023,1,North West,Kaduna,LERE,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
880,189157,2,1,0.404686,1.0118001,1,ACRES,1,2023,6,11,2023,11,2023,1,North West,Kaduna,LERE,RICE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
880,189158,1,1,1,,0,HECTARES,1,2023,5,10,2023,10,2023,2,North West,Kaduna,LERE,SOYA BEANS,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
880,189158,2,1,1,0.32646999,1,HECTARES,0.5,2023,5,11,2023,11,2023,2,North West,Kaduna,LERE,BEANS/COWPEA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
880,189158,2,1,1,0.32646999,1,HECTARES,0.5,2023,8,11,2023,11,2023,2,North West,Kaduna,LERE,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
880,189158,3,1,0.09290304,0.029425999,1,100 BY 100 SQUARE FOOT,1,2023,6,10,2023,10,2023,2,North West,Kaduna,LERE,BEENI-SEED/SESAME,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
880,189159,2,1,0.404686,,0,ACRES,1,2023,5,10,2023,10,2023,1,North West,Kaduna,LERE,SOYA BEANS,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
880,189159,3,1,0.404686,,0,ACRES,1,2023,6,11,2023,11,2023,1,North West,Kaduna,LERE,RICE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
880,189159,4,1,0.404686,,0,ACRES,1,2023,5,11,2023,11,2023,1,North West,Kaduna,LERE,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
880,189160,1,0.5,0.36057994,0.14892,1,1 FOOTBALL FIELD,1,2023,6,12,2023,12,2023,1,North West,Kaduna,LERE,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
880,189160,2,25,0.1235,0.24058001,1,RIDGES,1,2023,6,11,2023,11,2023,1,North West,Kaduna,LERE,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
880,189160,3,3,3,,0,HECTARES,0.40000001,2023,6,12,2023,12,2023,1,North West,Kaduna,LERE,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
880,189160,3,3,3,,0,HECTARES,0.40000001,2023,6,11,2023,11,2023,1,North West,Kaduna,LERE,RICE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
880,189160,3,3,3,,0,HECTARES,0.2,2023,6,11,2023,11,2023,1,North West,Kaduna,LERE,SOYA BEANS,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
880,189161,2,5,2.0234301,0.60519999,1,ACRES,0.66000003,2023,4,10,2023,11,2023,2,North West,Kaduna,LERE,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
880,189161,2,5,2.0234301,0.60519999,1,ACRES,0.33000001,2023,6,11,2023,11,2023,2,North West,Kaduna,LERE,SOYA BEANS,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
880,189161,3,5,2.0234301,0.52486998,1,ACRES,1,2023,6,10,2023,10,2023,2,North West,Kaduna,LERE,RICE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
880,189162,2,100,9.2903042,,0,100 BY 100 SQUARE FOOT,1,2023,4,10,2023,10,2023,1,North West,Kaduna,LERE,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
880,189164,1,3,0.27870911,0.11423,1,100 BY 100 SQUARE FOOT,1,2023,5,11,2023,11,2023,3,North West,Kaduna,LERE,SOYA BEANS,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
880,189164,2,4,4,0.18079001,1,HECTARES,0.5,2023,5,12,2023,12,2023,3,North West,Kaduna,LERE,SWEET POTATO,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
880,189164,2,4,4,0.18079001,1,HECTARES,0.5,2023,5,10,2023,11,2023,3,North West,Kaduna,LERE,SOYA BEANS,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
880,189164,3,2,2,,0,HECTARES,1,2023,5,10,2023,11,2023,3,North West,Kaduna,LERE,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
880,189167,1,3,3,,0,HECTARES,1,2023,5,11,2023,11,2023,1,North West,Kaduna,LERE,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
880,189167,2,1,0.404686,,0,ACRES,1,2023,5,12,2023,12,2023,1,North West,Kaduna,LERE,RICE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
moved,189168,1,3.5,3.5,,0,HECTARES,1,2023,5,12,2023,12,2023,1,North West,Kaduna,CHIKUN,SOYA BEANS,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
moved,189168,2,2,2,,0,HECTARES,1,2023,5,11,2023,12,2023,1,North West,Kaduna,CHIKUN,RICE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
moved,189168,3,3.5,3.5,,0,HECTARES,1,2023,5,11,2023,11,2023,1,North West,Kaduna,CHIKUN,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
76,189169,2,3,1.214058,0.67881,1,ACRES,1,2023,5,10,2023,11,2023,1,North West,Kaduna,MAKARFI,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
76,189169,4,5,2.0234301,0.53933001,1,ACRES,1,2023,6,10,2023,11,2023,1,North West,Kaduna,MAKARFI,"PEPPER, SWEET/BELL (TATASHE)",main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
76,189170,2,1,0.09290304,0.65153003,1,100 BY 100 SQUARE FOOT,0.5,2023,5,10,2023,10,2023,3,North West,Kaduna,MAKARFI,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
76,189170,2,1,0.09290304,0.65153003,1,100 BY 100 SQUARE FOOT,0.5,2023,6,11,2023,11,2023,3,North West,Kaduna,MAKARFI,RICE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
76,189171,1,0.5,0.202343,,0,ACRES,0.2,2023,6,11,2023,11,2023,1,North West,Kaduna,MAKARFI,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
76,189171,1,0.5,0.202343,,0,ACRES,0.40000001,2023,6,9,2023,9,2023,1,North West,Kaduna,MAKARFI,RICE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
76,189171,1,0.5,0.202343,,0,ACRES,0.40000001,2023,6,11,2023,11,2023,1,North West,Kaduna,MAKARFI,SUGAR CANE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
76,189173,1,0.5,0.202343,0.088238999,1,ACRES,1,2023,5,10,2023,10,2023,1,North West,Kaduna,MAKARFI,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
76,189173,2,1.5,0.60702902,0.15656,1,ACRES,0.5,2023,5,12,2023,12,2023,1,North West,Kaduna,MAKARFI,GUINEA CORN (SORGHUM),main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
76,189173,2,1.5,0.60702902,0.15656,1,ACRES,0.5,2023,5,12,2023,12,2023,1,North West,Kaduna,MAKARFI,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
76,189174,2,1,0.404686,0.29322001,1,ACRES,1,2023,6,12,2023,,,1,North West,Kaduna,MAKARFI,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
76,189174,3,1,0.404686,0.15412,1,ACRES,1,2023,5,11,2023,11,2023,1,North West,Kaduna,MAKARFI,RICE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
76,189175,1,60,0.29640001,2.7464001,1,RIDGES,0.42857143,2023,7,11,2023,11,2023,1,North West,Kaduna,MAKARFI,RICE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
76,189175,1,60,0.29640001,2.7464001,1,RIDGES,0.5714286,2023,5,10,2023,10,2023,1,North West,Kaduna,MAKARFI,SUGAR CANE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
76,189175,2,60,0.29640001,0.13293,1,RIDGES,1,2023,6,11,2023,11,2023,1,North West,Kaduna,MAKARFI,RICE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
76,189176,1,100,9.2903042,0.55088001,1,100 BY 100 SQUARE FOOT,1,2023,4,11,2023,11,2023,1,North West,Kaduna,MAKARFI,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
76,189178,2,1,0.404686,0.25062999,1,ACRES,1,2023,5,9,2023,,,1,North West,Kaduna,MAKARFI,RICE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
76,189179,1,1,0.404686,0.58569002,1,ACRES,1,2023,4,11,2023,11,2023,1,North West,Kaduna,MAKARFI,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
76,189180,2,1,0.404686,1.1562001,1,ACRES,1,2023,5,11,2023,11,2023,1,North West,Kaduna,MAKARFI,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
76,189180,3,1,0.04645152,0.53029001,1,100 BY 50 SQUARE FOOT,1,2023,7,10,2023,10,2023,1,North West,Kaduna,MAKARFI,RICE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
76,189180,4,1,0.04645152,0.63988,1,100 BY 50 SQUARE FOOT,1,2023,3,11,2023,11,2023,1,North West,Kaduna,MAKARFI,SUGAR CANE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
818,189181,2,100,0.01,0.9224,1,SQUARE METERS,1,2023,5,9,2023,9,2023,1,North West,Kaduna,SABON GARI,RICE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
818,189183,2,5,2.0234301,,0,ACRES,0.30000001,2023,7,12,2023,12,2023,3,North West,Kaduna,SABON GARI,BEANS/COWPEA,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
818,189183,2,5,2.0234301,,0,ACRES,0.1,2023,5,12,2023,12,2023,3,North West,Kaduna,SABON GARI,GUINEA CORN (SORGHUM),main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
818,189183,2,5,2.0234301,,0,ACRES,0.40000001,2023,3,11,2023,11,2023,3,North West,Kaduna,SABON GARI,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
818,189183,2,5,2.0234301,,0,ACRES,0.2,2023,6,11,2023,11,2023,3,North West,Kaduna,SABON GARI,RICE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
818,189184,2,1,0.404686,,0,ACRES,1,2023,5,9,2023,9,2023,1,North West,Kaduna,SABON GARI,RICE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
818,189187,2,1,0.404686,0.048395,1,ACRES,1,2023,6,11,2023,11,2023,1,North West,Kaduna,SABON GARI,SOYA BEANS,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
818,189188,1,1,0.404686,0.4161,1,ACRES,0.5,2023,4,12,2023,12,2023,1,North West,Kaduna,SABON GARI,GUINEA CORN (SORGHUM),main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
818,189188,1,1,0.404686,0.4161,1,ACRES,0.5,2023,4,10,2023,10,2023,1,North West,Kaduna,SABON GARI,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
818,189192,2,80,0.008,0.32844999,1,SQUARE METERS,1,2023,4,10,2023,10,2023,1,North West,Kaduna,SABON GARI,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
24,189193,2,5,2.0234301,,0,ACRES,0.5,2023,4,10,2023,10,2023,3,North West,Kaduna,SOBA,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
24,189193,2,5,2.0234301,,0,ACRES,0.5,2023,6,9,2023,9,2023,3,North West,Kaduna,SOBA,"PEPPER, SWEET/BELL (TATASHE)",main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
24,189194,2,4,1.618744,0.32389,1,ACRES,1,2023,5,11,2023,11,2023,1,North West,Kaduna,SOBA,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
24,189195,2,2,0.80937201,0.20522,1,ACRES,1,2023,6,11,2023,11,2023,1,North West,Kaduna,SOBA,"PEPPER, SWEET/BELL (TATASHE)",main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
24,189196,1,1,1,0.73588997,1,HECTARES,1,2023,6,11,2023,11,2023,1,North West,Kaduna,SOBA,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
24,189196,2,5,2.0234301,0.17817,1,ACRES,1,2023,6,11,2023,11,2023,1,North West,Kaduna,SOBA,RICE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
24,189196,3,0.5,0.5,0.99730998,1,HECTARES,1,2023,6,10,2023,10,2023,1,North West,Kaduna,SOBA,"PEPPER, CHILLI (SHOMBO)",main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
24,189197,1,5,2.0234301,0.53358001,1,ACRES,0.5,2023,6,10,2023,10,2023,1,North West,Kaduna,SOBA,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
24,189197,1,5,2.0234301,0.53358001,1,ACRES,0.5,2023,6,10,2023,11,2023,1,North West,Kaduna,SOBA,"PEPPER, SWEET/BELL (TATASHE)",main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
24,189199,1,100,4.6451521,0.24161001,1,100 BY 50 SQUARE FOOT,1,2023,4,9,2023,9,2023,1,North West,Kaduna,SOBA,"PEPPER, CHILLI (SHOMBO)",main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
24,189200,1,100,4.6451521,0.44168001,1,100 BY 50 SQUARE FOOT,1,2023,4,12,2023,12,2023,1,North West,Kaduna,SOBA,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
24,189202,1,100,4.6451521,0.41621,1,100 BY 50 SQUARE FOOT,1,2023,5,11,2023,11,2023,1,North West,Kaduna,SOBA,SOYA BEANS,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
24,189203,1,60,0.29640001,0.3522,1,RIDGES,1,2023,5,11,2023,11,2023,1,North West,Kaduna,SOBA,SOYA BEANS,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
24,189203,2,1,0.04645152,0.32637,1,100 BY 50 SQUARE FOOT,1,2023,6,12,2023,12,2023,1,North West,Kaduna,SOBA,"PEPPER, SWEET/BELL (TATASHE)",main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
24,189204,2,100,0.49399999,0.16140001,1,RIDGES,1,2023,4,10,2023,10,2023,1,North West,Kaduna,SOBA,MAIZE,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
24,189204,3,1,0.404686,0.27835,1,ACRES,1,2023,5,11,2023,11,2023,1,North West,Kaduna,SOBA,SOYA BEANS,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
24,189204,4,0.5,0.202343,,0,ACRES,1,2023,5,11,2023,11,2023,1,North West,Kaduna,SOBA,"PEPPER, SWEET/BELL (TATASHE)",main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
moved,189205,1,7,0.6503213,,0,100 BY 100 SQUARE FOOT,1,2023,4,,,,,1,North West,Kaduna,KACHIA,GINGER,main season,,,NGA_2023_GHSP-W5_v01_M ,https://doi.org/10.48529/zd5s-tj25,2024,Nigeria,adm4
