"PASSAGE","GRAPPE","MENAGE","EXTENSION","AS01QA","AS01Q01","AS01Q03","AS01Q06","AS01Q07","AS01Q08","AS01Q09","AS01Q10","AS01Q11","AS01QB","AS01Q01_02","AS01Q03_02","AS01Q12","AS01Q13","AS01Q14","AS01Q15","AS01Q16","AS01Q17A","AS01Q17B","AS01Q18","AS01QC","AS01Q01_03","AS01Q03_03","AS01Q19","AS01Q20","AS01Q21","AS01Q22","AS01Q23","AS01Q24","AS01Q25","AS01Q26","AS01Q27","AS01QD","AS01Q01_04","AS01Q03_04","AS01Q28","AS01Q29","AS01Q30","AS01Q31","AS01Q32","AS01Q33A","AS01Q33B","AS01Q34","AS01Q35","AS01QE","AS01Q01_05","AS01Q03_05","AS01Q36","AS01Q37","AS01Q38","AS01Q39","AS01Q40","AS01Q41","AS01Q42","AS01Q43","AS01QF","AS01Q01_06","AS01Q03_06","AS01Q44","AS01Q45","AS01Q46","AS01Q47","AS01Q48","PrimaryLast"
1,143,9,0,1,1,1,3000,2897,3,1,35,1,1,1,1,,98,2,5,,,,2,1,1,1,1,99999998,99999998,,4,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,143,9,0,2,2,1,5000,0,5,1,75,2,2,2,1,2,22,2,5,,,,2,2,2,1,1,99999998,99999998,,2,2,2,,2,2,2,1,2,2,2,7,,,,,,2,2,1,,,2,5,,,,,2,2,1,,,,,,1
1,143,9,0,3,3,1,5000,0,1,1,15,2,3,3,1,4,98,2,5,,,,2,3,3,1,1,99999998,99999998,,2,2,2,,2,3,3,1,2,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,1,2,0,2,1
1,143,9,0,4,4,1,2500,2456,1,1,15,1,4,4,1,,98,2,5,,,,2,4,4,1,1,99999998,99999998,,1,2,2,,2,4,4,1,2,2,2,5,,,,,2,4,4,1,,,1,,,,,,4,4,1,,1,2,0,2,1
1,143,10,0,1,1,1,10000,0,6,1,120,2,1,1,1,3,14,1,5,,,,2,1,1,1,1,2000000,250000,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,4,2,0,2,1
1,143,10,0,2,2,1,7500,0,1,1,10,2,2,2,1,3,98,1,5,,,,3,2,2,1,1,3000000,300000,,3,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,4,2,2009,2,1
1,143,10,0,3,3,1,5000,0,1,1,10,2,3,3,1,3,22,1,5,,,,5,3,3,1,1,250000,50000,,2,2,2,,2,3,3,1,2,2,2,5,,,,,1,3,3,1,1,1,1,,,,,,3,3,1,,4,2,1992,2,1
1,143,12,0,1,1,1,20000,4846,1,1,10,1,1,1,1,,98,2,5,,,,2,1,1,1,2,99999998,99999998,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,143,12,0,2,2,1,30000,21045,1,1,10,1,2,2,1,,98,2,5,,,,2,2,2,1,2,99999998,99999998,,1,2,2,,2,2,2,1,1,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,2,1
1,143,12,0,3,3,1,30000,54340,2,1,10,1,3,3,1,,98,2,5,,,,2,3,3,1,2,99999998,99999998,,1,2,2,,2,3,3,1,1,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,1,2,0,2,1
1,143,12,0,4,4,1,20000,43525,2,1,15,1,4,4,1,,98,2,5,,,,2,4,4,1,2,99999998,99999998,,1,2,2,,2,4,4,1,1,2,2,5,,,,,2,4,4,1,,,1,,,,,,4,4,1,,1,2,0,2,1
1,143,12,0,5,5,1,5000,5000,2,1,30,1,5,5,1,,98,2,5,,,,2,5,5,1,2,99999998,99999998,,1,2,2,,2,5,5,1,1,2,2,5,,,,,2,5,5,1,,,1,,,,,,5,5,1,,1,2,0,2,1
1,143,12,0,6,6,1,5000,2500,2,1,30,1,6,6,1,,98,2,5,,,,2,6,6,1,2,99999998,99999998,,1,2,2,,2,6,6,1,1,2,2,5,,,,,2,6,6,1,,,1,,,,,,6,6,1,,1,2,0,2,1
1,143,12,0,7,7,1,5000,2500,2,1,30,1,7,7,1,,98,2,5,,,,2,7,7,1,2,99999998,99999998,,1,2,2,,2,7,7,1,1,2,2,5,,,,,2,7,7,1,,,1,,,,,,7,7,1,,1,2,0,2,1
1,143,13,0,1,1,1,6000,0,5,1,60,2,1,1,1,3,98,1,5,,,,2,1,1,1,1,99999998,99999998,,3,3,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,2,5,,,,,1,1,1,,,,,,1
1,143,13,0,2,1,2,4000,0,5,1,60,2,2,1,2,3,98,1,5,,,,2,2,1,2,1,99999998,99999998,,3,3,2,,2,2,1,2,2,2,2,5,,,,,2,2,1,2,,,1,,,,,,2,1,2,,5,2,0,2,1
1,143,13,0,3,2,1,5000,0,1,1,10,2,3,2,1,3,98,1,5,,,,2,3,2,1,1,99999998,99999998,,2,2,2,,2,3,2,1,2,2,2,5,,,,,2,3,2,1,,,2,5,,,,,3,2,1,,,,,,1
1,143,13,0,4,3,1,2500,0,1,1,10,2,4,3,1,3,1,5,,,,,,4,3,1,,,,,3,2,2,,2,4,3,1,2,2,2,1,2,4,3,1,,4,3,1,,,2,5,,,,,4,3,1,,,,,,1
1,143,13,0,5,4,1,5000,0,1,1,10,2,5,4,1,3,25,1,5,,,,2,5,4,1,1,99999998,99999998,,3,2,2,,2,5,4,1,2,2,2,1,2,4,3,1,,5,4,1,,,2,5,,,,,5,4,1,,,,,,1
1,143,13,0,6,5,1,300,0,0,1,0,2,6,5,1,3,98,1,5,,,,2,6,5,1,1,99999998,99999998,,3,2,2,,2,6,5,1,2,2,2,5,,,,,2,6,5,1,,,1,,,,,,6,5,1,,8,2,0,2,1
1,143,13,0,7,6,1,100,0,0,1,0,2,7,6,1,3,98,1,5,,,,2,7,6,1,1,99999998,99999998,,3,2,2,,2,7,6,1,2,2,2,5,,,,,2,7,6,1,,,1,,,,,,7,6,1,,6,2,0,2,1
1,143,14,0,1,1,1,400,312,1,1,10,1,1,1,1,,2,1,5,,,,2,1,1,1,1,99999998,99999998,,3,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,143,14,0,2,1,2,400,427,1,1,10,1,2,1,2,,2,1,5,,,,2,2,1,2,1,99999998,99999998,,3,2,2,,2,2,1,2,2,2,2,5,,,,,2,2,1,2,,,1,,,,,,2,1,2,,1,2,0,2,1
1,143,15,0,1,1,1,40000,47584,7,5,40,1,1,1,1,,98,1,5,,,,2,1,1,1,2,99999998,99999998,,2,4,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,3,2,2013,2,1
1,143,15,0,2,2,1,25000,62430,4,5,30,1,2,2,1,,98,1,5,,,,2,2,2,1,2,99999998,99999998,,2,2,1,2,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,3,2,2012,2,1
1,143,15,0,3,2,2,2500,4027,4,5,30,1,3,2,2,,98,1,5,,,,2,3,2,2,2,99999998,99999998,,2,2,1,2,2,3,2,2,2,2,2,5,,,,,2,3,2,2,,,1,,,,,,3,2,2,,8,2,9998,2,1
1,143,15,0,4,2,3,2500,3128,4,5,30,1,4,2,3,,98,1,5,,,,2,4,2,3,2,99999998,99999998,,2,2,1,2,2,4,2,3,2,2,2,5,,,,,2,4,2,3,,,1,,,,,,4,2,3,,10,2,9998,2,1
1,143,15,0,5,2,4,2500,3425,4,5,30,1,5,2,4,,98,1,5,,,,2,5,2,4,2,99999998,99999998,,2,2,1,2,2,5,2,4,2,2,2,5,,,,,2,5,2,4,,,1,,,,,,5,2,4,,15,2,9998,2,1
1,143,15,0,6,2,5,2500,3012,4,5,30,1,6,2,5,,98,1,5,,,,2,6,2,5,2,99999998,99999998,,2,2,1,2,2,6,2,5,2,2,2,5,,,,,2,6,2,5,,,1,,,,,,6,2,5,,8,2,9998,2,1
1,143,15,0,7,3,1,10000,0,2,1,20,2,7,3,1,2,98,1,5,,,,2,7,3,1,2,99999998,99999998,,4,2,1,4,2,7,3,1,2,2,2,5,,,,,2,7,3,1,,,1,,,,,,7,3,1,,10,2,9998,2,1
1,143,15,0,8,3,2,12500,0,2,1,20,2,8,3,2,2,98,1,5,,,,2,8,3,2,2,99999998,99999998,,4,2,1,4,2,8,3,2,2,2,2,5,,,,,2,8,3,2,,,1,,,,,,8,3,2,,3,2,0,2,1
1,143,15,0,9,4,1,12500,9863,0,1,5,1,9,4,1,,98,1,5,,,,2,9,4,1,2,99999998,99999998,,3,2,2,,2,9,4,1,2,2,2,5,,,,,2,9,4,1,,,1,,,,,,9,4,1,,3,2,2010,2,1
1,143,15,0,10,5,1,30000,9312,1,1,10,1,10,5,1,,98,1,5,,,,2,10,5,1,2,99999998,99999998,,2,2,2,,2,10,5,1,2,2,2,5,,,,,2,10,5,1,,,1,,,,,,10,5,1,,3,2,0,2,1
1,143,15,0,11,5,2,35000,9425,1,1,10,1,11,5,2,,98,1,5,,,,2,11,5,2,2,99999998,99999998,,2,2,2,,2,11,5,2,2,2,2,5,,,,,2,11,5,2,,,1,,,,,,11,5,2,,3,2,0,2,1
1,143,15,0,12,6,1,5000,5000,1,1,10,1,12,6,1,,25,1,4,1,2,90,5,12,6,1,2,500000,99999998,,3,2,2,,2,12,6,1,2,2,2,1,2,0,3,1,,12,6,1,,,2,5,,,,,12,6,1,,,,,,1
1,143,15,0,13,7,1,10000,2500,1,1,10,1,13,7,1,,25,1,4,2,2,3,3,13,7,1,2,600000,99999998,,3,2,2,,2,13,7,1,2,2,2,1,2,0,3,1,,13,7,1,,,1,,,,,,13,7,1,,7,2,0,2,1
1,143,16,0,1,1,1,25000,9186,2,1,10,1,1,1,1,,98,5,,,,,,1,1,1,,,,,3,2,1,2,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,98,2,0,1,1
1,143,16,0,2,1,2,5000,7403,2,1,15,1,2,1,2,,98,5,,,,,,2,1,2,,,,,3,2,1,2,2,2,1,2,2,2,2,5,,,,,2,2,1,2,,,1,,,,,,2,1,2,,98,2,0,1,1
1,143,16,0,3,2,1,10000,0,8,1,120,2,3,2,1,1,98,5,,,,,,3,2,1,,,,,1,3,1,4,2,3,2,1,2,2,2,1,2,2,2,1,,3,2,1,,,1,,,,,,3,2,1,,98,2,0,1,1
1,143,16,0,4,3,1,3000,0,2,1,30,2,4,3,1,1,3,5,,,,,,4,3,1,,,,,3,2,2,,2,4,3,1,2,2,2,5,,,,,2,4,3,1,,,1,,,,,,4,3,1,,98,2,0,2,1
1,143,16,0,5,4,1,200,0,1,1,10,2,5,4,1,3,1,5,,,,,,5,4,1,,,,,3,2,2,,2,5,4,1,2,2,2,5,,,,,2,5,4,1,,,1,,,,,,5,4,1,,2,2,0,2,1
1,143,16,0,6,5,1,250,0,1,1,10,2,6,5,1,3,98,5,,,,,,6,5,1,,,,,3,2,2,,2,6,5,1,2,2,2,5,,,,,2,6,5,1,,,1,,,,,,6,5,1,,2,2,0,2,1
1,143,16,0,7,6,1,10000,0,8,1,120,2,7,6,1,3,98,5,,,,,,7,6,1,,,,,1,3,1,4,2,7,6,1,2,2,2,5,,,,,2,7,6,1,,,1,,,,,,7,6,1,,98,2,0,1,1
1,143,17,0,1,1,1,15000,14615,4,1,60,1,1,1,1,,1,5,,,,,,1,1,1,,,,,3,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,1,1
1,143,17,0,2,2,1,7500,0,2,1,30,2,2,2,1,4,1,5,,,,,,2,2,1,,,,,3,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,1,1
1,143,17,0,3,3,1,4700,7500,2,1,30,1,3,3,1,,5,5,,,,,,3,3,1,,,,,3,2,2,,2,3,3,1,2,2,2,1,2,4,3,2,1,3,3,1,4,2,1,,,,,,3,3,1,,1,2,0,2,1
1,143,17,0,4,4,1,200,312,0,1,0,1,4,4,1,,98,1,5,,,,2,4,4,1,2,99999998,99999998,,2,2,2,,2,4,4,1,2,2,2,5,,,,,2,4,4,1,,,1,,,,,,4,4,1,,1,2,0,2,1
1,143,17,0,5,5,1,200,0,0,1,5,2,5,5,1,3,98,1,5,,,,2,5,5,1,2,99999998,99999998,,3,2,2,,2,5,5,1,2,2,2,5,,,,,2,5,5,1,,,1,,,,,,5,5,1,,2,2,9998,2,1
1,143,17,0,6,6,1,200,0,2,1,30,2,6,6,1,3,98,1,5,,,,2,6,6,1,2,99999998,99999998,,1,2,2,,2,6,6,1,2,2,2,5,,,,,2,6,6,1,,,1,,,,,,6,6,1,,2,2,9998,2,1
1,143,17,0,7,7,1,200,0,0,1,5,2,7,7,1,3,98,1,5,,,,2,7,7,1,2,99999998,99999998,,3,2,2,,2,7,7,1,2,2,2,5,,,,,2,7,7,1,,,1,,,,,,7,7,1,,7,2,9998,2,1
1,143,17,0,8,8,1,200,0,2,1,30,2,8,8,1,3,98,1,5,,,,2,8,8,1,2,99999998,99999998,,1,2,2,,2,8,8,1,2,2,2,5,,,,,2,8,8,1,,,1,,,,,,8,8,1,,7,2,9998,2,1
1,143,18,0,1,1,1,5000,5567,1,1,10,1,1,1,1,,3,2,5,,,,2,1,1,1,2,99999998,99999998,,2,2,1,2,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,1,1
1,143,18,0,2,2,1,6000,7549,2,1,15,1,2,2,1,,3,2,5,,,,2,2,2,1,2,99999998,99999998,,2,2,1,3,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,9998,1,1
1,143,18,0,3,3,1,5000,5000,0,1,5,1,3,3,1,,3,2,5,,,,2,3,3,1,2,500000,99999998,,3,2,2,,2,3,3,1,2,2,2,1,2,2,3,2,2,3,3,1,,,1,,,,,,3,3,1,,1,2,0,2,1
1,144,1,0,1,1,1,20000,13676,3,1,30,1,1,1,1,,98,2,5,,,,2,1,1,1,9,99999998,99999998,,1,2,2,,2,1,1,1,2,2,1,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,98,1,0,2,1
1,144,2,0,1,1,1,30000,13421,2,1,40,1,1,1,1,,98,5,,,,,,1,1,1,,,,,3,2,2,,2,1,1,1,1,1,1,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,98,1,0,2,1
1,144,4,0,1,1,1,5000,4370,4,1,30,1,1,1,1,,98,5,,,,,,1,1,1,,,,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,98,2,0,2,1
1,144,7,0,1,1,1,20000,7883,1,5,30,1,1,1,1,,3,5,,,,,,1,1,1,,,,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,9998,2,1
1,144,8,0,1,1,1,10000,9475,3,2,10,1,1,1,1,,2,5,,,,,,1,1,1,,,,,1,2,1,3,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,9998,1,1
1,144,9,0,1,1,1,10000,10132,3,2,25,1,1,1,1,,5,5,,,,,,1,1,1,,,,,4,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,2012,2,1
1,144,10,0,1,1,1,5000,4920,1,1,20,1,1,1,1,,98,2,5,,,,2,1,1,1,2,100000,60000,,3,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,1,9998,2,1
1,144,10,0,2,1,2,5000,3144,1,1,20,1,2,1,2,,98,2,5,,,,2,2,1,2,2,500000,20000,,3,2,2,,2,2,1,2,2,2,2,5,,,,,2,2,1,2,,,1,,,,,,2,1,2,,1,1,9998,2,1
1,144,10,0,3,1,3,2500,992,1,1,20,1,3,1,3,,98,2,5,,,,2,3,1,3,2,300000,60000,,3,2,2,,2,3,1,3,2,2,2,5,,,,,1,3,1,3,1,3,1,,,,,,3,1,3,,1,1,9998,2,1
1,144,11,0,1,1,1,35000,12160,3,1,60,1,1,1,1,,98,5,,,,,,1,1,1,,,,,1,3,1,1,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,144,12,0,1,1,1,10000,0,3,3,5,2,1,1,1,3,2,5,,,,,,1,1,1,,,,,4,2,1,4,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,5,2,9998,2,1
1,144,12,0,2,2,1,1000,0,3,3,5,2,2,2,1,3,2,5,,,,,,2,2,1,,,,,1,2,1,4,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,5,2,9998,2,1
1,144,13,0,1,1,1,40000,12423,5,1,45,1,1,1,1,,98,1,1,2,1,90,2,1,1,1,1,300000,99999998,,3,2,1,2,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,144,14,0,1,1,1,15000,12388,2,2,15,1,1,1,1,,6,5,,,,,,1,1,1,,,,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,9998,2,1
1,144,16,0,1,1,1,1000,2781,2,1,30,1,1,1,1,,12,5,,,,,,1,1,1,,,,,1,2,1,1,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,2,2,0,2,1
1,144,16,0,2,2,1,200,0,3,1,45,2,2,2,1,4,1,5,,,,,,2,2,1,,,,,1,2,1,1,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,2,2,0,2,1
1,144,17,0,1,1,1,20000,19792,1,1,20,1,1,1,1,,98,2,5,,,,2,1,1,1,2,99999998,99999998,,1,2,2,,2,1,1,1,2,2,1,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,98,1,0,2,1
1,144,18,0,1,1,1,10000,3308,1,1,15,1,1,1,1,,3,5,,,,,,1,1,1,,,,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,9998,2,1
1,145,1,0,1,1,1,15000,17437,0,1,1,1,1,1,1,,98,1,5,,,,2,1,1,1,1,99999998,99999998,,3,2,1,4,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,9998,1,1
1,145,1,0,2,2,1,20000,0,5,1,60,2,2,2,1,3,6,1,5,,,,2,2,2,1,2,99999998,99999998,,1,2,1,4,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,9998,1,1
1,145,1,0,3,3,1,20000,0,5,1,60,2,3,3,1,4,98,1,5,,,,2,3,3,1,2,99999998,99999998,,9,9,9,9,9,3,3,1,2,2,2,5,,,,,2,3,3,1,,,2,1,1,2,2,1,3,3,1,1,,,,,1
1,145,1,0,4,4,1,10000,1614,1,1,15,1,4,4,1,,98,1,5,,,,2,4,4,1,1,99999998,99999998,,1,2,1,4,2,4,4,1,2,2,2,5,,,,,2,4,4,1,,,1,,,,,,4,4,1,,2,2,9998,1,1
1,145,1,0,5,5,1,3000,856,0,1,0,1,5,5,1,,98,1,5,,,,2,5,5,1,2,99999998,99999998,,2,2,1,4,2,5,5,1,2,2,2,5,,,,,2,5,5,1,,,1,,,,,,5,5,1,,2,2,9998,1,1
1,145,2,0,1,1,1,50000,29941,0,1,0,1,1,1,1,,98,1,5,,,,2,1,1,1,1,99999998,99999998,,3,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,145,2,0,2,1,2,10000,229,0,1,0,1,2,1,2,,98,1,5,,,,2,2,1,2,1,99999998,99999998,,3,2,2,,2,2,1,2,2,2,2,5,,,,,2,2,1,2,,,1,,,,,,2,1,2,,1,2,0,2,1
1,145,2,0,3,1,3,60000,257,0,1,0,1,3,1,3,,98,1,5,,,,2,3,1,3,1,99999998,99999998,,3,2,2,,2,3,1,3,2,2,2,5,,,,,2,3,1,3,,,1,,,,,,3,1,3,,2,2,0,2,1
1,145,2,0,4,2,1,60000,39941,0,1,0,1,4,2,1,,98,1,5,,,,2,4,2,1,1,99999998,99999998,,1,2,2,,2,4,2,1,2,2,2,5,,,,,2,4,2,1,,,1,,,,,,4,2,1,,1,2,2005,1,1
1,145,3,0,1,1,1,20000,0,5,1,30,2,1,1,1,9,98,2,5,,,,2,1,1,1,2,99999998,99999998,,1,1,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,2,1,1,2,2,2,1,1,1,1,,,,,1
1,145,3,0,2,2,1,40000,0,2,1,3,2,2,2,1,9,98,2,5,,,,2,2,2,1,2,99999998,99999998,,1,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,4,2,0,2,1
1,145,4,0,1,1,1,40000,77558,5,1,180,1,1,1,1,,98,2,5,,,,2,1,1,1,2,99999998,99999998,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,5,2,0,2,1
1,145,4,0,2,2,1,40000,10286,4,1,140,1,2,2,1,,98,2,5,,,,2,2,2,1,2,99999998,99999998,,2,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,5,2,0,2,1
1,145,5,0,1,1,1,150000,63789,3,5,30,1,1,1,1,,98,2,5,,,,1,1,1,1,2,99999998,99999998,,1,1,2,,2,1,1,1,1,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,1,1
1,145,5,0,2,2,1,150000,0,3,5,30,2,2,2,1,4,98,2,5,,,,1,2,2,1,2,99999998,99999998,,1,1,2,,2,2,2,1,1,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,1,1
1,145,6,0,1,1,1,20000,31772,2,1,30,1,1,1,1,,98,2,5,,,,2,1,1,1,1,2000000,99999998,,2,2,2,,2,1,1,1,1,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,145,6,0,2,2,1,20000,23153,2,1,30,1,2,2,1,,98,2,5,,,,2,2,2,1,1,1500000,99999998,,1,1,2,,2,2,2,1,1,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,2,1
1,145,7,0,1,1,1,50000,19573,3,1,30,1,1,1,1,,98,1,5,,,,2,1,1,1,1,99999998,99999998,,2,3,1,4,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,5,2,0,1,1
1,145,7,0,2,2,1,30000,0,3,1,30,2,2,2,1,4,98,1,5,,,,2,2,2,1,1,99999998,99999998,,1,3,1,2,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,2,1,1,2,2,1,2,2,1,2,,,,,1
1,145,7,0,3,3,1,20000,0,3,1,10,2,3,3,1,4,98,1,5,,,,2,3,3,1,1,99999998,99999998,,1,2,1,4,2,3,3,1,2,2,2,5,,,,,2,3,3,1,,,2,1,1,2,2,1,3,3,1,2,,,,,1
1,145,8,0,1,1,1,25000,36558,1,1,15,1,1,1,1,,98,5,,,,,,1,1,1,,,,,3,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,145,8,0,2,2,1,15000,15602,2,1,20,1,2,2,1,,98,5,,,,,,2,2,1,,,,,1,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,2,1
1,145,8,0,3,3,1,35000,0,2,1,20,2,3,3,1,2,98,1,5,,,,2,3,3,1,2,500000,25000,,3,2,2,,2,3,3,1,2,2,2,5,,,,,2,3,3,1,,,2,1,3,2,2,1,3,3,1,2,,,,,1
1,145,9,0,1,1,1,20000,20389,7,5,30,1,1,1,1,,5,5,,,,,,1,1,1,,,,,4,2,1,3,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,1,2008,1,1
1,145,9,0,2,2,1,15000,9781,1,1,10,1,2,2,1,,98,1,5,,,,2,2,2,1,2,99999998,99999998,,1,2,1,4,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,2,1,14,2,2,2,2,2,1,1,,,,,1
1,145,11,0,1,1,1,30000,20751,2,5,6,1,1,1,1,,7,2,2,3,1,90,2,1,1,1,2,6000000,99999998,,1,2,1,4,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,1,1
1,145,11,0,2,2,1,15000,0,1,5,3,2,2,2,1,4,98,2,2,3,1,90,2,2,2,1,2,5000000,99999998,,1,2,1,4,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,2,1,2,2,2,1,2,2,1,1,,,,,1
1,145,12,0,1,1,1,10000,34045,2,1,30,1,1,1,1,,98,2,5,,,,2,1,1,1,2,1500000,99999998,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,6,2,0,1,1
1,145,12,0,2,2,1,10000,26676,2,1,30,1,2,2,1,,98,2,5,,,,2,2,2,1,2,150000,99999998,,1,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,6,2,0,1,1
1,145,12,0,3,3,1,6000,0,1,1,15,2,3,3,1,4,98,2,5,,,,2,3,3,1,2,75000,99999998,,1,2,1,2,2,3,3,1,2,2,2,5,,,,,2,3,3,1,,,2,5,,,,,3,3,1,,,,,,1
1,145,13,0,1,1,1,35000,48254,3,1,60,1,1,1,1,,98,2,5,,,,2,1,1,1,1,4000000,1000000,,4,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,0,2,1
1,145,13,0,2,2,1,2500,558,1,1,10,1,2,2,1,,98,2,5,,,,2,2,2,1,2,99999998,99999998,,2,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,4,2,0,2,1
1,145,13,0,3,2,2,500,1320,1,1,10,1,3,2,2,,98,2,5,,,,2,3,2,2,2,99999998,99999998,,2,2,2,,2,3,2,2,2,2,2,5,,,,,2,3,2,2,,,1,,,,,,3,2,2,,2,2,0,2,1
1,145,14,0,1,1,1,40000,84635,1,1,10,1,1,1,1,,98,1,5,,,,2,1,1,1,1,1500000,50000,,3,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,2,5,,,,,1,1,1,,,,,,1
1,145,14,0,2,2,1,15000,59250,1,1,10,1,2,2,1,,98,1,5,,,,2,2,2,1,1,500000,2500,,3,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,1,2,0,2,1
1,145,14,0,3,3,1,5000,1938,1,1,10,1,3,3,1,,98,1,5,,,,2,3,3,1,1,300000,25000,,3,2,2,,2,3,3,1,2,2,2,5,,,,,2,3,3,1,,,1,,,,,,3,3,1,,2,2,0,2,1
1,145,15,0,1,1,1,2500,0,4,1,60,2,1,1,1,3,14,5,,,,,,1,1,1,,,,,1,2,2,,2,1,1,1,2,2,2,5,,,,,2,1,1,1,,,1,,,,,,1,1,1,,1,2,9998,2,1
1,145,15,0,2,2,1,2000,0,4,1,60,2,2,2,1,3,14,5,,,,,,2,2,1,,,,,1,2,2,,2,2,2,1,2,2,2,5,,,,,2,2,2,1,,,1,,,,,,2,2,1,,3,2,9998,2,1
