"PASSAGE","GRAPPE","MENAGE","EXTENSION","AS02AQA","AS01Q01","AS01Q03","AS02AQ04","AS02AQ05","AS02AQ06A","AS02AQ06B","AS02AQ06C","AS02AQ06D","AS02AQ07A","AS02AQ07B","AS02AQ07C","AS02AQ07D","AS02AQB","AS02AQ01_02","AS02AQ03_02","AS02AQ08","AS02AQ09A","AS02AQ09B","AS02AQ09C","AS02AQ10A","AS02AQ10B","AS02AQ10C","AS02AQ11A","AS02AQ11B","AS02AQ11C","AS02AQ12A","AS02AQ12B","AS02AQ12C","AS02AQC","AS02AQ01_03","AS02AQ03_03","AS02AQ13A","AS02AQ13B","AS02AQ13C","AS02AQ14A","AS02AQ14B","AS02AQ14C","AS02AQ15A","AS02AQ15B","AS02AQ15C","AS02AQ16A","AS02AQ16B","AS02AQ16C","AS02AQD","AS02AQ01_04","AS02AQ03_04","AS02AQ17A","AS02AQ17B","AS02AQ18A","AS02AQ18B","AS02AQ19A","AS02AQ19B","AS02AQ20A","AS02AQ20B","AS02AQ21A","AS02AQ21B","AS02AQ22A","AS02AQ22B","AS02AQE","AS02AQ01_05","AS02AQ03_05","AS02AQ23A","AS02AQ23B","AS02AQ23C","AS02AQ23D","AS02AQ23E","AS02AQ24A","AS02AQ24B","AS02AQ24C","AS02AQ24D","AS02AQ24E","AS02AQ25","AS02AQ26","AS02AQ27","AS02AQ28","PrimaryLast"
1,117,14,0,3,3,1,1,9672,2,,,,2,,,,3,3,1,2,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,3,5,4,2,6,2,9,2,10,1,90,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,117,17,0,1,1,1,1,9873,1,1,40,2,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,1,1,3,2,,,2,,,2,,,1,1,1,1,1,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,117,18,0,1,1,1,1,11687,1,1,5,3,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,8,90,,,,,,,,,,1,1,1,1,4,0,0,5000,2,,,,,2,,2,,1
1,117,18,0,2,2,1,1,8986,1,1,7,3,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,2,8,90,,,,,,,,,,2,2,1,1,4,0,0,4000,2,,,,,2,,2,,1
1,118,1,0,1,1,1,1,9673,1,1,10,1,2,,,,1,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,6,5,7,5,90,,,,,,,,1,1,1,2,,,,,2,,,,,1,500,2,,1
1,118,1,0,2,2,1,1,13814,1,1,5,1,2,,,,2,2,1,1,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,6,3,7,3,90,,,,,,,,2,2,1,2,,,,,2,,,,,1,500,2,,1
1,118,2,0,1,1,1,1,10000,1,1,60,3,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,1,5,1,1,5,2,1,1,1,1,60,5,60,90,,,,,,,,1,1,1,2,,,,,1,4,0,0,20000,2,,2,,1
1,118,2,0,2,2,1,1,10000,1,1,40,3,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,1,2,1,1,5,2,2,2,1,1,30,5,30,90,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,118,3,0,1,1,1,1,0,1,1,70,4,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,20,90,,,,,,,,,,1,1,1,2,,,,,1,2,0,0,2000,2,,2,,1
1,118,3,0,2,2,1,1,0,1,1,40,4,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,20,90,,,,,,,,,,2,2,1,2,,,,,1,2,2,0,2000,2,,2,,1
1,118,4,0,1,1,1,1,375811,1,1,200,1,1,2,60,1,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,2,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,118,4,0,2,2,1,1,27182,1,3,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,2,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,118,4,0,3,3,1,1,9483,1,1,50,1,2,,,,3,3,1,2,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,1,2,90,,,,,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,118,6,0,1,1,1,1,28365,1,1,60,1,1,2,36,1,1,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,12,3,2,,,2,,,2,,,1,1,1,9,10,10,10,11,15,90,,,,,,1,1,1,1,15,0,12,5000,2,,,,,2,,2,,1
1,118,6,0,2,2,1,1,17863,1,1,45,1,1,2,24,1,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,1,8,3,2,,,2,,,2,,,2,2,1,9,7,10,7,11,10,90,,,,,,2,2,1,1,2,0,0,0,2,,,,,2,,2,,1
1,118,7,0,1,1,1,1,9076,2,,,,2,,,,1,1,1,1,2,,,2,,,1,2,1,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,1,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,118,8,0,1,1,1,1,1223,1,1,10,4,2,,,,1,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,7,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,118,8,0,2,2,1,1,15314,1,1,15,4,2,,,,2,2,1,1,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,2,15,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,118,8,0,3,3,1,1,11518,1,1,15,4,2,,,,3,3,1,1,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,2,20,90,,,,,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,118,9,0,1,1,1,1,10413,1,1,5,1,2,,,,1,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,3,3,3,90,,,,,,,,1,1,1,2,,,,,2,,,,,1,500,2,,1
1,118,9,0,2,2,1,1,9602,1,1,5,1,2,,,,2,2,1,1,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,4,3,4,90,,,,,,,,2,2,1,2,,,,,2,,,,,1,500,2,,1
1,118,10,0,1,1,1,1,21760,1,1,15,4,2,,,,1,1,1,1,1,12,1,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,15,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1,2500,2,,1
1,118,10,0,2,2,1,1,5918,1,1,25,4,2,,,,2,2,1,2,2,,,1,1,2,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,2,20,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,1,3500,2,,1
1,118,11,0,1,1,1,1,9226,1,1,12,3,2,,,,1,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,12,1,12,90,,,,,,,,1,1,1,2,,,,,2,,,,,1,4000,2,,1
1,118,11,0,2,2,1,1,6619,2,,,,2,,,,2,2,1,1,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,4,1,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,118,12,0,1,1,1,1,200000,1,3,,,2,,,,1,1,1,1,1,7,2,2,,,1,12,2,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,1,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1,3000,2,,1
1,118,12,0,2,2,1,1,180000,1,1,50,3,1,2,15,3,2,2,1,1,1,15,2,2,,,1,10,2,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,1,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,1,2500,2,,1
1,118,13,0,1,1,1,1,9983,1,1,10,3,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,1,90,,,,,,,,,,1,1,1,2,,,,,1,5,0,0,5250,2,,2,,1
1,118,13,0,2,2,1,1,6413,1,1,20,3,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,1,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,118,14,0,1,1,1,1,25000,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,7,8,8,90,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,118,14,0,2,2,1,1,20000,1,1,10,3,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,10,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,118,14,0,3,3,1,1,20000,1,1,5,3,2,,,,3,3,1,2,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,8,5,90,,,,,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,118,15,0,1,1,1,1,9986,1,1,60,3,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,10,9,10,90,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,118,15,0,2,2,1,1,20912,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,20,9,20,90,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,118,16,0,1,1,1,1,3216,1,1,3,3,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,10,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,118,17,0,1,1,1,1,12376,1,1,18,1,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,3,5,3,6,3,90,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,118,17,0,2,2,1,1,8723,1,1,35,1,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,7,5,7,6,7,90,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,118,18,0,1,1,1,1,18876,1,1,20,1,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,30,6,10,90,,,,,,,,1,1,1,2,,,,,1,2,0,0,1500,2,,2,,1
1,118,18,0,2,2,1,1,5928,1,1,15,1,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,6,15,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,118,18,0,3,3,1,1,4378,1,1,30,1,2,,,,3,3,1,2,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,6,15,90,,,,,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,118,18,0,4,4,1,1,3683,1,1,10,1,2,,,,4,4,1,2,2,,,2,,,2,,,2,,,4,4,1,2,,,2,,,2,,,2,,,4,4,1,6,10,90,,,,,,,,,,4,4,1,2,,,,,2,,,,,2,,2,,1
1,119,1,0,1,1,1,1,13488,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,1,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,119,1,0,2,2,1,1,20000,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,1,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,119,2,0,1,1,1,1,16675,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,2,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,119,2,0,2,2,1,1,18396,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,1,64,2,2,,,2,,,2,,,2,2,1,1,5,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,119,3,0,1,1,1,1,15340,1,4,25,1,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,3,8,3,90,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,119,3,0,2,2,1,1,26993,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,3,8,3,90,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,119,3,0,3,3,1,1,10000,2,,,,2,,,,3,3,1,2,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,1,1,8,1,90,,,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,119,4,0,1,1,1,1,10114,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,1,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,119,4,0,2,2,1,1,18183,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,5,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,119,5,0,1,1,1,1,2917,1,1,20,1,2,,,,1,1,1,1,1,2,2,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,3,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,119,5,0,2,2,1,1,8628,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,3,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,119,6,0,1,1,1,1,25066,1,4,5,4,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,2,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,119,7,0,1,1,1,1,10433,1,4,30,1,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,5,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,119,7,0,2,2,1,1,25000,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,7,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,119,9,0,1,1,1,1,30000,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,7,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,119,9,0,2,2,1,1,40000,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,4,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,119,10,0,1,1,1,1,30000,1,1,15,1,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,7,6,7,90,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,119,10,0,2,2,1,1,20000,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,7,6,7,90,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,119,11,0,1,1,1,1,10000,1,4,20,1,2,,,,1,1,1,1,1,3,2,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,2,6,2,7,2,90,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,119,11,0,2,2,1,1,15000,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,2,6,2,7,2,90,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,119,11,0,3,3,1,1,16984,2,,,,2,,,,3,3,1,2,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,1,2,6,2,7,2,90,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,119,11,0,4,4,1,1,10000,2,,,,2,,,,4,4,1,2,2,,,2,,,2,,,2,,,4,4,1,2,,,2,,,2,,,2,,,4,4,1,1,3,6,3,7,3,90,,,,,,4,4,1,2,,,,,2,,,,,2,,2,,1
1,119,12,0,1,1,1,1,11586,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,1,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,119,12,0,2,2,1,1,15000,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,1,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,119,13,0,1,1,1,1,16268,1,4,20,1,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,4,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,119,13,0,2,2,1,1,12678,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,5,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,119,13,0,3,3,1,1,20000,2,,,,2,,,,3,3,1,2,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,1,1,90,,,,,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,119,14,0,1,1,1,1,16355,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,3,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,119,15,0,1,1,1,1,6750,1,1,15,1,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,5,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,119,15,0,2,2,1,1,11235,1,1,15,1,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,5,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,119,16,0,1,1,1,1,15489,1,4,10,3,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,1,90,,,,,,,,,,1,1,1,2,,,,,1,1,0,0,3000,2,,2,,1
1,119,16,0,2,2,1,1,30000,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,1,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,119,16,0,3,3,1,1,20000,2,,,,2,,,,3,3,1,2,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,1,1,90,,,,,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,119,17,0,1,1,1,1,30000,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,1,24,2,2,,,2,,,2,,,1,1,1,1,1,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,119,17,0,2,2,1,1,7077,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,1,80,2,2,,,2,,,2,,,2,2,1,1,1,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,119,17,0,3,3,1,1,6573,2,,,,2,,,,3,3,1,2,2,,,2,,,2,,,2,,,3,3,1,1,80,2,2,,,2,,,2,,,3,3,1,1,1,90,,,,,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,119,17,0,4,4,1,1,2733,2,,,,2,,,,4,4,1,2,2,,,2,,,2,,,2,,,4,4,1,1,80,2,2,,,2,,,2,,,4,4,1,1,1,90,,,,,,,,,,4,4,1,2,,,,,2,,,,,2,,2,,1
1,119,17,0,5,5,1,1,10000,2,,,,2,,,,5,5,1,2,2,,,2,,,2,,,2,,,5,5,1,1,80,2,2,,,2,,,2,,,5,5,1,1,1,90,,,,,,,,,,5,5,1,2,,,,,2,,,,,2,,2,,1
1,119,18,0,1,1,1,1,10466,1,1,15,4,2,,,,1,1,1,2,1,3,2,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,1,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,119,18,0,2,2,1,1,5000,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,3,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,119,18,0,3,3,1,1,10000,2,,,,2,,,,3,3,1,2,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,1,2,90,,,,,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,120,1,0,1,1,1,1,5000,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,1,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,120,1,0,2,2,1,1,5000,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,1,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,120,1,0,3,3,1,1,13064,1,1,48,1,2,,,,3,3,1,2,1,3,2,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,1,12,90,,,,,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,120,1,0,4,4,1,1,3876,2,,,,2,,,,4,4,1,2,2,,,2,,,2,,,2,,,4,4,1,2,,,2,,,2,,,2,,,4,4,1,1,1,90,,,,,,,,,,4,4,1,2,,,,,2,,,,,2,,2,,1
1,120,2,0,1,1,1,1,55005,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,1,90,,,,,,,,,,1,1,1,1,4,0,0,2000,2,,,,,2,,2,,1
1,120,3,0,1,1,1,1,6995,1,3,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,1,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,120,4,0,1,1,1,1,22254,1,1,10,1,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,1,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,120,4,0,2,2,1,1,4518,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,1,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,120,5,0,1,1,1,1,658,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,3,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,120,5,0,2,2,1,1,5528,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,1,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,120,5,0,3,3,1,1,10000,2,,,,2,,,,3,3,1,2,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,1,1,90,,,,,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,120,5,0,4,4,1,1,10000,1,1,30,1,2,,,,4,4,1,2,2,,,2,,,2,,,2,,,4,4,1,2,,,2,,,2,,,2,,,4,4,1,1,5,90,,,,,,,,,,4,4,1,2,,,,,2,,,,,2,,2,,1
1,120,6,0,1,1,1,1,13000,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,1,7,1,14,1,90,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,120,6,0,2,2,1,1,11000,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,3,7,3,14,3,90,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,120,6,0,3,3,1,2,,,,,,,,,,3,3,1,,,,,,,,,,,,,,3,3,1,,,,,,,,,,,,,3,3,1,,,,,,,,,,,,,3,3,1,,,,,,,,,,,,,,,1
1,120,6,0,4,4,1,1,7373,2,,,,2,,,,4,4,1,2,2,,,2,,,2,,,2,,,4,4,1,2,,,2,,,2,,,2,,,4,4,1,1,1,7,1,14,1,90,,,,,,4,4,1,2,,,,,2,,,,,2,,2,,1
1,120,6,0,5,5,1,1,2676,2,,,,2,,,,5,5,1,2,2,,,2,,,2,,,2,,,5,5,1,2,,,2,,,2,,,2,,,5,5,1,1,2,7,2,14,2,90,,,,,,5,5,1,2,,,,,2,,,,,2,,2,,1
1,120,6,0,6,6,1,1,7386,2,,,,2,,,,6,6,1,2,2,,,2,,,2,,,2,,,6,6,1,2,,,2,,,2,,,2,,,6,6,1,1,30,7,30,14,30,90,,,,,,6,6,1,2,,,,,2,,,,,2,,2,,1
1,120,6,0,7,7,1,1,40000,2,,,,2,,,,7,7,1,2,2,,,2,,,2,,,2,,,7,7,1,2,,,2,,,2,,,2,,,7,7,1,1,4,7,4,14,4,90,,,,,,7,7,1,2,,,,,2,,,,,2,,2,,1
1,120,6,0,8,8,1,1,20000,2,,,,2,,,,8,8,1,2,2,,,2,,,2,,,2,,,8,8,1,2,,,2,,,2,,,2,,,8,8,1,1,2,7,2,14,2,90,,,,,,8,8,1,2,,,,,2,,,,,2,,2,,1
1,120,6,0,9,9,1,1,20000,2,,,,2,,,,9,9,1,2,2,,,2,,,2,,,2,,,9,9,1,2,,,2,,,2,,,2,,,9,9,1,1,3,7,3,14,3,90,,,,,,9,9,1,2,,,,,2,,,,,2,,2,,1
1,120,7,0,1,1,1,1,21098,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,1,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,120,7,0,2,2,1,1,40000,1,3,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,2,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,120,7,0,3,3,1,1,40000,2,,,,2,,,,3,3,1,2,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,1,2,90,,,,,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
