"PASSAGE","GRAPPE","MENAGE","EXTENSION","AS02AQA","AS01Q01","AS01Q03","AS02AQ04","AS02AQ05","AS02AQ06A","AS02AQ06B","AS02AQ06C","AS02AQ06D","AS02AQ07A","AS02AQ07B","AS02AQ07C","AS02AQ07D","AS02AQB","AS02AQ01_02","AS02AQ03_02","AS02AQ08","AS02AQ09A","AS02AQ09B","AS02AQ09C","AS02AQ10A","AS02AQ10B","AS02AQ10C","AS02AQ11A","AS02AQ11B","AS02AQ11C","AS02AQ12A","AS02AQ12B","AS02AQ12C","AS02AQC","AS02AQ01_03","AS02AQ03_03","AS02AQ13A","AS02AQ13B","AS02AQ13C","AS02AQ14A","AS02AQ14B","AS02AQ14C","AS02AQ15A","AS02AQ15B","AS02AQ15C","AS02AQ16A","AS02AQ16B","AS02AQ16C","AS02AQD","AS02AQ01_04","AS02AQ03_04","AS02AQ17A","AS02AQ17B","AS02AQ18A","AS02AQ18B","AS02AQ19A","AS02AQ19B","AS02AQ20A","AS02AQ20B","AS02AQ21A","AS02AQ21B","AS02AQ22A","AS02AQ22B","AS02AQE","AS02AQ01_05","AS02AQ03_05","AS02AQ23A","AS02AQ23B","AS02AQ23C","AS02AQ23D","AS02AQ23E","AS02AQ24A","AS02AQ24B","AS02AQ24C","AS02AQ24D","AS02AQ24E","AS02AQ25","AS02AQ26","AS02AQ27","AS02AQ28","PrimaryLast"
1,14,9,0,1,1,1,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,1
1,14,9,0,2,1,2,1,1936,1,1,1,2,2,,,,2,1,2,2,2,,,2,,,2,,,2,,,2,1,2,2,,,2,,,2,,,2,,,2,1,2,13,5,1,5,3,5,11,5,12,5,90,,2,1,2,2,,,,,2,,,,,1,0,2,,1
1,14,9,0,3,1,3,1,1427,1,1,1,2,2,,,,3,1,3,2,2,,,2,,,2,,,2,,,3,1,3,2,,,2,,,2,,,2,,,3,1,3,13,5,1,5,3,5,11,5,12,5,90,,3,1,3,2,,,,,2,,,,,1,0,2,,1
1,14,13,0,1,1,1,1,1000,2,,,,2,,,,1,1,1,2,1,1,3,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,5,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,14,13,0,2,1,2,1,350,2,,,,2,,,,2,1,2,2,1,1,3,2,,,2,,,2,,,2,1,2,2,,,2,,,2,,,2,,,2,1,2,1,5,90,,,,,,,,,,2,1,2,2,,,,,2,,,,,2,,2,,1
1,14,13,0,3,1,3,1,100,2,,,,2,,,,3,1,3,2,1,1,3,2,,,2,,,2,,,3,1,3,2,,,2,,,2,,,2,,,3,1,3,1,5,90,,,,,,,,,,3,1,3,2,,,,,2,,,,,2,,2,,1
1,14,13,0,4,1,4,1,150,2,,,,2,,,,4,1,4,2,1,1,3,2,,,2,,,2,,,4,1,4,2,,,2,,,2,,,2,,,4,1,4,1,5,90,,,,,,,,,,4,1,4,2,,,,,2,,,,,2,,2,,1
1,14,13,0,5,1,5,1,100,2,,,,2,,,,5,1,5,2,1,1,3,2,,,2,,,2,,,5,1,5,2,,,2,,,2,,,2,,,5,1,5,1,5,90,,,,,,,,,,5,1,5,2,,,,,2,,,,,2,,2,,1
1,14,15,0,1,1,1,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,1
1,14,16,0,1,1,1,1,1371,1,1,2,3,2,,,,1,1,1,2,1,1,2,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,9,7,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,14,16,0,2,1,2,1,375,1,1,1,3,2,,,,2,1,2,2,1,1,3,2,,,2,,,2,,,2,1,2,2,,,2,,,2,,,2,,,2,1,2,13,4,90,,,,,,,,,,2,1,2,2,,,,,2,,,,,2,,2,,1
1,14,16,0,3,1,3,1,446,1,1,1,3,2,,,,3,1,3,2,1,1,3,2,,,2,,,2,,,3,1,3,2,,,2,,,2,,,2,,,3,1,3,14,4,90,,,,,,,,,,3,1,3,2,,,,,2,,,,,2,,2,,1
1,16,2,0,1,1,1,1,583,2,,,,2,,,,1,1,1,2,1,99,1,2,,,2,,,2,,,1,1,1,1,2,3,2,,,1,34,9,2,,,1,1,1,8,2,8,2,90,,,,,,,,1,1,1,1,10,7,5,12000,2,,,,,2,,2,,1
1,16,2,0,2,1,2,1,372,2,,,,2,,,,2,1,2,2,1,50,1,2,,,2,,,2,,,2,1,2,1,5,3,2,,,1,33,9,2,,,2,1,2,8,2,8,2,90,,,,,,,,2,1,2,2,,,,,2,,,,,2,,2,,1
1,16,2,0,3,1,3,1,165,2,,,,2,,,,3,1,3,2,1,50,1,2,,,2,,,2,,,3,1,3,1,5,3,2,,,1,33,9,2,,,3,1,3,8,2,8,2,90,,,,,,,,3,1,3,2,,,,,2,,,,,2,,2,,1
1,16,2,0,4,1,4,2,,,,,,,,,,4,1,4,,,,,,,,,,,,,,4,1,4,,,,,,,,,,,,,4,1,4,,,,,,,,,,,,,4,1,4,,,,,,,,,,,,,,,1
1,16,3,0,1,1,1,1,0,2,,,,2,,,,1,1,1,2,1,50,1,2,,,2,,,2,,,1,1,1,1,1,3,2,,,2,,,2,,,1,1,1,1,10,90,,,,,,,,,,1,1,1,2,,,,,1,6,0,0,12000,2,,2,,1
1,16,3,0,2,1,2,1,0,1,4,5,1,2,,,,2,1,2,2,1,50,1,2,,,2,,,2,,,2,1,2,1,1,3,2,,,2,,,2,,,2,1,2,1,2,90,,,,,,,,,,2,1,2,2,,,,,1,4,0,0,8000,2,,2,,1
1,16,3,0,3,1,3,2,,,,,,,,,,3,1,3,,,,,,,,,,,,,,3,1,3,2,,,2,,,2,,,2,,,3,1,3,1,0,90,,,,,,,,,,3,1,3,2,,,,,2,,,,,2,,2,,1
1,16,5,0,1,1,1,1,1051,2,,,,2,,,,1,1,1,2,1,50,1,2,,,2,,,2,,,1,1,1,1,3,3,2,,,2,,,2,,,1,1,1,1,60,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,16,5,0,2,1,2,2,,,,,,,,,,2,1,2,,,,,,,,,,,,,,2,1,2,,,,,,,,,,,,,2,1,2,,,,,,,,,,,,,2,1,2,,,,,,,,,,,,,,,1
1,16,6,0,1,1,1,1,999999,2,,,,2,,,,1,1,1,2,1,50,1,2,,,2,,,2,,,1,1,1,2,,,2,,,1,1,1,2,,,1,1,1,1,15,90,,,,,,,,,,1,1,1,1,30,0,0,12500,2,,,,,2,,2,,1
1,16,6,0,2,1,2,1,999999,2,,,,2,,,,2,1,2,2,1,50,1,2,,,2,,,2,,,2,1,2,2,,,2,,,2,,,2,,,2,1,2,1,15,90,,,,,,,,,,2,1,2,1,15,0,0,12500,2,,,,,2,,2,,1
1,16,6,0,3,1,3,2,,,,,,,,,,3,1,3,,,,,,,,,,,,,,3,1,3,,,,,,,,,,,,,3,1,3,,,,,,,,,,,,,3,1,3,,,,,,,,,,,,,,,1
1,16,7,0,1,1,1,1,439,1,4,10,1,2,,,,1,1,1,2,1,5,2,2,,,2,,,2,,,1,1,1,2,,,2,,,1,1,9,2,,,1,1,1,6,7,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,16,7,0,2,1,2,1,434,1,4,5,1,2,,,,2,1,2,2,1,2,2,2,,,2,,,2,,,2,1,2,2,,,2,,,2,,,1,99,2,2,1,2,6,7,90,,,,,,,,,,2,1,2,2,,,,,2,,,,,2,,2,,1
1,16,7,0,3,1,3,1,227,2,,,,2,,,,3,1,3,2,2,,,2,,,2,,,2,,,3,1,3,2,,,2,,,2,,,2,,,3,1,3,6,7,90,,,,,,,,,,3,1,3,2,,,,,2,,,,,2,,2,,1
1,16,8,0,1,1,1,1,648,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,3,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,16,8,0,2,1,2,1,511,2,,,,2,,,,2,1,2,2,1,10,1,2,,,2,,,2,,,2,1,2,2,,,2,,,2,,,2,,,2,1,2,1,2,90,,,,,,,,,,2,1,2,2,,,,,2,,,,,2,,2,,1
1,16,8,0,3,1,3,1,452,2,,,,2,,,,3,1,3,2,2,,,2,,,2,,,2,,,3,1,3,2,,,2,,,2,,,2,,,3,1,3,1,2,90,,,,,,,,,,3,1,3,2,,,,,2,,,,,2,,2,,1
1,16,8,0,4,1,4,1,381,2,,,,2,,,,4,1,4,2,1,10,2,2,,,2,,,2,,,4,1,4,2,,,2,,,2,,,2,,,4,1,4,1,1,90,,,,,,,,,,4,1,4,2,,,,,2,,,,,2,,2,,1
1,16,8,0,5,1,5,1,422,2,,,,2,,,,5,1,5,2,1,30,1,2,,,2,,,2,,,5,1,5,2,,,2,,,2,,,1,99,2,5,1,5,1,2,90,,,,,,,,,,5,1,5,2,,,,,2,,,,,2,,2,,1
1,16,9,0,1,1,1,1,3129,1,4,50,1,2,,,,1,1,1,2,1,99,1,2,,,2,,,2,,,1,1,1,1,3,3,2,,,2,,,2,,,1,1,1,3,7,2,7,90,,,,,,,,1,1,1,2,,,,,1,7,0,0,10500,2,,2,,1
1,16,9,0,2,1,2,1,1407,1,4,15,1,2,,,,2,1,2,2,1,99,1,2,,,2,,,2,,,2,1,2,1,2,3,2,,,2,,,2,,,2,1,2,3,7,2,7,90,,,,,,,,2,1,2,2,,,,,2,,,,,2,,2,,1
1,16,9,0,3,1,3,1,1052,2,,,,2,,,,3,1,3,2,1,25,1,2,,,2,,,2,,,3,1,3,2,,,2,,,2,,,1,99,1,3,1,3,3,7,2,7,90,,,,,,,,3,1,3,2,,,,,2,,,,,2,,2,,1
1,16,9,0,4,1,4,1,647,2,,,,2,,,,4,1,4,2,1,25,1,2,,,2,,,2,,,4,1,4,1,3,3,2,,,2,,,2,,,4,1,4,3,7,2,7,90,,,,,,,,4,1,4,2,,,,,2,,,,,2,,2,,1
1,16,10,0,1,1,1,1,683,2,,,,2,,,,1,1,1,2,1,3,2,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,6,90,,,,,,,,,,1,1,1,1,6,0,0,5000,2,,,,,2,,1,25000,1
1,16,10,0,2,1,2,1,1328,2,,,,2,,,,2,1,2,2,1,6,2,2,,,2,,,2,,,2,1,2,2,,,2,,,2,,,2,,,2,1,2,1,6,90,,,,,,,,,,2,1,2,1,6,0,0,3000,2,,,,,2,,1,25000,1
1,16,10,0,3,1,3,1,565,2,,,,2,,,,3,1,3,2,1,2,2,2,,,2,,,2,,,3,1,3,1,1,3,2,,,2,,,2,,,3,1,3,1,6,90,,,,,,,,,,3,1,3,1,6,0,0,3000,2,,,,,2,,2,,1
1,16,10,0,4,1,4,1,378,2,,,,2,,,,4,1,4,2,1,1,2,2,,,2,,,2,,,4,1,4,2,,,2,,,2,,,2,,,4,1,4,1,0,90,,,,,,,,,,4,1,4,1,6,0,0,3000,2,,,,,2,,2,,1
1,16,12,0,1,1,1,1,1811,2,,,,2,,,,1,1,1,2,1,99,1,2,,,2,,,2,,,1,1,1,1,1,3,2,,,2,,,2,,,1,1,1,1,6,90,,,,,,,,,,1,1,1,1,1,0,0,1500,2,,,,,2,,2,,1
1,16,12,0,2,1,2,1,911,2,,,,1,4,20,1,2,1,2,2,1,99,1,2,,,2,,,2,,,2,1,2,1,2,3,2,,,2,,,2,,,2,1,2,1,6,90,,,,,,,,,,2,1,2,1,1,0,0,1500,2,,,,,2,,2,,1
1,16,12,0,3,1,3,1,783,2,,,,2,,,,3,1,3,2,1,25,1,2,,,2,,,2,,,3,1,3,2,,,2,,,2,,,2,,,3,1,3,1,6,90,,,,,,,,,,3,1,3,1,1,0,0,1500,2,,,,,2,,2,,1
1,16,12,0,4,1,4,1,446,2,,,,2,,,,4,1,4,2,1,22,2,2,,,2,,,2,,,4,1,4,2,,,2,,,2,,,1,99,2,4,1,4,1,6,90,,,,,,,,,,4,1,4,1,1,0,0,1500,2,,,,,2,,2,,1
1,16,12,0,5,1,5,1,163,2,,,,2,,,,5,1,5,2,2,,,2,,,2,,,2,,,5,1,5,2,,,2,,,2,,,2,,,5,1,5,1,6,90,,,,,,,,,,5,1,5,1,1,0,0,1500,2,,,,,2,,2,,1
1,16,13,0,1,1,1,1,17448,2,,,,2,,,,1,1,1,1,1,40,1,2,,,2,,,2,,,1,1,1,1,6,3,2,,,2,,,2,,,1,1,1,1,15,90,,,,,,,,,,1,1,1,1,4,0,0,10000,2,,,,,2,,2,,1
1,16,13,0,2,1,2,1,542,2,,,,2,,,,2,1,2,1,1,10,1,2,,,2,,,2,,,2,1,2,1,4,3,2,,,2,,,2,,,2,1,2,1,15,90,,,,,,,,,,2,1,2,1,4,0,0,5000,2,,,,,2,,2,,1
1,16,17,0,1,1,1,1,1675,2,,,,2,,,,1,1,1,2,1,13,1,2,,,1,13,1,2,,,1,1,1,1,8,3,2,,,2,,,2,,,1,1,1,1,20,5,15,6,15,90,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,16,17,0,2,1,2,1,2813,2,,,,2,,,,2,1,2,2,1,17,1,2,,,1,17,1,2,,,2,1,2,1,10,3,2,,,2,,,2,,,2,1,2,1,20,5,15,6,15,90,,,,,,2,1,2,2,,,,,2,,,,,2,,2,,1
1,16,17,0,3,1,3,1,3445,2,,,,2,,,,3,1,3,2,1,20,1,2,,,1,20,1,2,,,3,1,3,1,10,3,2,,,2,,,2,,,3,1,3,1,20,5,15,6,15,90,,,,,,3,1,3,2,,,,,2,,,,,2,,2,,1
1,17,1,0,1,1,1,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,1
1,17,1,0,2,1,2,1,55,1,1,5,1,2,,,,2,1,2,2,2,,,2,,,2,,,2,,,2,1,2,2,,,2,,,2,,,2,,,2,1,2,1,10,90,,,,,,,,,,2,1,2,2,,,,,2,,,,,2,,2,,1
1,17,1,0,3,1,3,1,57,1,1,5,1,2,,,,3,1,3,2,2,,,2,,,2,,,2,,,3,1,3,2,,,2,,,2,,,2,,,3,1,3,1,10,90,,,,,,,,,,3,1,3,2,,,,,2,,,,,2,,2,,1
1,17,1,0,4,1,4,1,3,1,1,5,1,2,,,,4,1,4,2,2,,,2,,,2,,,2,,,4,1,4,2,,,2,,,2,,,2,,,4,1,4,1,10,90,,,,,,,,,,4,1,4,2,,,,,2,,,,,2,,2,,1
1,17,2,0,1,1,1,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,1
1,17,2,0,2,2,1,2,,,,,,,,,,2,2,1,,,,,,,,,,,,,,2,2,1,,,,,,,,,,,,,2,2,1,,,,,,,,,,,,,2,2,1,,,,,,,,,,,,,,,1
1,17,2,0,3,3,1,2,,,,,,,,,,3,3,1,,,,,,,,,,,,,,3,3,1,,,,,,,,,,,,,3,3,1,,,,,,,,,,,,,3,3,1,,,,,,,,,,,,,,,1
1,17,3,0,1,1,1,1,33,1,1,3,1,2,,,,1,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,11,3,2,,,2,,,2,,,1,1,1,1,2,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1,0,2,,1
1,17,3,0,2,1,2,1,28,1,1,3,1,2,,,,2,1,2,2,2,,,2,,,2,,,2,,,2,1,2,1,11,3,2,,,2,,,2,,,2,1,2,1,1,90,,,,,,,,,,2,1,2,2,,,,,2,,,,,1,0,2,,1
1,17,3,0,3,1,3,2,,,,,,,,,,3,1,3,,,,,,,,,,,,,,3,1,3,,,,,,,,,,,,,3,1,3,,,,,,,,,,,,,3,1,3,,,,,,,,,,,,,,,1
1,17,5,0,1,1,1,1,20,1,1,2,1,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,7,3,3,90,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,17,5,0,2,1,2,2,,,,,,,,,,2,1,2,,,,,,,,,,,,,,2,1,2,,,,,,,,,,,,,2,1,2,,,,,,,,,,,,,2,1,2,,,,,,,,,,,,,,,1
1,17,6,0,1,1,1,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,3,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,17,8,0,1,1,1,1,1002,1,1,1,3,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,7,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,17,8,0,2,1,2,1,1450,1,1,1,3,2,,,,2,1,2,2,2,,,2,,,2,,,2,,,2,1,2,2,,,2,,,2,,,2,,,2,1,2,1,7,90,,,,,,,,,,2,1,2,2,,,,,2,,,,,2,,2,,1
1,17,10,0,1,1,1,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,0,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,17,12,0,1,1,1,1,257,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,7,90,,,,,,,,,,1,1,1,1,7,0,0,16500,2,,,,,2,,2,,1
1,17,13,0,1,1,1,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,1
1,17,17,0,1,1,1,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,1
1,17,17,0,2,1,2,1,1430,1,1,1,3,2,,,,2,1,2,2,2,,,2,,,2,,,2,,,2,1,2,2,,,2,,,2,,,2,,,2,1,2,3,2,90,,,,,,,,,,2,1,2,2,,,,,2,,,,,2,,2,,1
1,17,18,0,1,1,1,1,71,1,1,6,1,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,4,7,3,7,5,7,11,7,90,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,17,18,0,2,1,2,1,25,1,1,4,1,2,,,,2,1,2,2,2,,,2,,,2,,,2,,,2,1,2,2,,,2,,,2,,,2,,,2,1,2,4,7,3,7,5,7,11,7,90,,,,2,1,2,2,,,,,2,,,,,2,,2,,1
1,17,18,0,3,1,3,2,,,,,,,,,,3,1,3,,,,,,,,,,,,,,3,1,3,,,,,,,,,,,,,3,1,3,,,,,,,,,,,,,3,1,3,,,,,,,,,,,,,,,1
1,20,1,0,1,1,1,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,1
1,20,1,0,2,1,2,1,6710,1,5,24,3,2,,,,2,1,2,2,1,25,1,2,,,2,,,2,,,2,1,2,1,3,3,2,,,2,,,2,,,2,1,2,1,30,7,2,90,,,,,,,,2,1,2,1,21,0,0,10000,2,,,,,2,,2,,1
1,20,2,0,1,1,1,1,596,1,4,40,1,2,,,,1,1,1,2,1,25,1,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,0,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,1,15000,1
1,20,2,0,2,1,2,2,,,,,,,,,,2,1,2,,,,,,,,,,,,,,2,1,2,,,,,,,,,,,,,2,1,2,,,,,,,,,,,,,2,1,2,,,,,,,,,,,,,,,1
1,20,3,0,1,1,1,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,1
1,20,5,0,1,1,1,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,1
1,20,6,0,1,1,1,1,1138,1,4,6,1,2,,,,1,1,1,1,1,18,1,2,,,2,,,2,,,1,1,1,1,1,1,2,,,2,,,2,,,1,1,1,1,4,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,20,6,0,2,1,2,1,2222,1,4,5,1,2,,,,2,1,2,2,1,29,1,2,,,2,,,2,,,2,1,2,1,3,1,2,,,2,,,2,,,2,1,2,1,7,90,,,,,,,,,,2,1,2,2,,,,,2,,,,,2,,2,,1
1,20,6,0,3,1,3,1,173,1,4,3,1,2,,,,3,1,3,2,1,2,1,2,,,2,,,2,,,3,1,3,1,2,1,2,,,2,,,2,,,3,1,3,1,1,90,,,,,,,,,,3,1,3,2,,,,,2,,,,,2,,2,,1
1,20,6,0,4,1,4,1,19,1,4,1,1,2,,,,4,1,4,2,1,1,1,2,,,2,,,2,,,4,1,4,1,2,2,2,,,2,,,2,,,4,1,4,1,1,90,,,,,,,,,,4,1,4,2,,,,,2,,,,,2,,2,,1
1,20,6,0,5,1,5,2,,,,,,,,,,5,1,5,,,,,,,,,,,,,,5,1,5,2,,,2,,,2,,,2,,,5,1,5,1,0,90,,,,,,,,,,5,1,5,2,,,,,2,,,,,2,,2,,1
1,20,7,0,1,1,1,1,1138,2,,,,2,,,,1,1,1,2,1,99,1,2,,,2,,,2,,,1,1,1,1,3,3,2,,,2,,,2,,,1,1,1,1,3,5,3,90,,,,,,,,1,1,1,1,7,0,0,5000,2,,,,,2,,2,,1
1,20,7,0,2,1,2,1,183,2,,,,2,,,,2,1,2,2,2,,,2,,,2,,,2,,,2,1,2,2,,,2,,,2,,,2,,,2,1,2,1,3,5,3,90,,,,,,,,2,1,2,1,7,0,0,5000,2,,,,,2,,2,,1
1,20,11,0,1,1,1,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,1
1,20,13,0,1,1,1,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,0,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,20,13,0,2,1,2,1,0,2,,,,2,,,,2,1,2,2,2,,,2,,,1,50,1,2,,,2,1,2,1,2,3,2,,,2,,,2,,,2,1,2,1,0,90,,,,,,,,,,2,1,2,2,,,,,1,15,0,0,100000,2,,2,,1
1,20,15,0,1,1,1,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,1
1,20,15,0,2,1,2,2,,,,,,,,,,2,1,2,,,,,,,,,,,,,,2,1,2,,,,,,,,,,,,,2,1,2,,,,,,,,,,,,,2,1,2,,,,,,,,,,,,,,,1
1,21,2,0,1,1,1,1,3711,1,4,1,4,2,,,,1,1,1,2,1,50,1,1,50,1,2,,,2,,,1,1,1,1,3,3,2,,,1,50,9,2,,,1,1,1,1,8,90,,,,,,,,,,1,1,1,2,,,,,1,0,0,14,20000,2,,1,10000,1
1,21,4,0,1,1,1,1,1185,2,,,,2,,,,1,1,1,2,1,50,1,2,,,1,50,1,2,,,1,1,1,1,2,3,2,,,2,,,2,,,1,1,1,1,5,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,21,5,0,1,1,1,1,5300,1,4,60,1,1,2,30,2,1,1,1,2,1,99,1,2,,,1,99,1,2,,,1,1,1,1,4,3,2,,,1,1,9,2,,,1,1,1,1,10,4,7,90,,,,,,,,1,1,1,1,15,0,0,35000,1,7,0,0,30000,2,,1,30000,1
1,21,5,0,2,2,1,2,,,,,,,,,,2,2,1,,,,,,,,,,,,,,2,2,1,,,,,,,,,,,,,2,2,1,,,,,,,,,,,,,2,2,1,,,,,,,,,,,,,,,1
1,21,11,1,1,1,1,1,1347,1,4,1,3,2,,,,1,1,1,2,1,25,1,2,,,1,12,1,2,,,1,1,1,1,2,3,2,,,2,,,2,,,1,1,1,1,20,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,1,2000,2,,1
1,21,11,1,2,1,2,1,1476,1,4,1,3,2,,,,2,1,2,2,1,25,1,2,,,1,13,1,2,,,2,1,2,1,3,3,2,,,2,,,2,,,2,1,2,1,20,90,,,,,,,,,,2,1,2,2,,,,,2,,,,,1,3000,2,,1
1,21,12,0,1,1,1,1,125,2,,,,2,,,,1,1,1,2,1,10,1,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,10,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,22,1,0,1,1,1,1,0,2,,,,2,,,,1,1,1,2,1,99,1,2,,,1,50,1,2,,,1,1,1,1,4,3,2,,,2,,,2,,,1,1,1,1,20,4,25,90,,,,,,,,1,1,1,2,,,,,1,40,0,0,330000,1,0,1,50000,1
1,22,1,0,2,1,2,2,,,,,,,,,,2,1,2,,,,,,,,,,,,,,2,1,2,,,,,,,,,,,,,2,1,2,,,,,,,,,,,,,2,1,2,,,,,,,,,,,,,,,1
1,22,3,0,1,1,1,1,0,2,,,,2,,,,1,1,1,2,1,99,1,2,,,1,99,1,2,,,1,1,1,1,1,3,2,,,1,1,9,2,,,1,1,1,1,15,5,8,6,8,4,8,7,8,90,,1,1,1,2,,,,,1,32,0,0,48000,2,,1,25000,1
1,22,3,0,2,1,2,2,,,,,,,,,,2,1,2,,,,,,,,,,,,,,2,1,2,,,,,,,,,,,,,2,1,2,,,,,,,,,,,,,2,1,2,,,,,,,,,,,,,,,1
1,22,3,0,3,1,3,1,0,2,,,,2,,,,3,1,3,2,1,28,1,2,,,2,,,2,,,3,1,3,2,,,2,,,2,,,2,,,3,1,3,1,2,90,,,,,,,,,,3,1,3,2,,,,,2,,,,,2,,2,,1
1,22,4,0,1,1,1,1,2834,2,,,,2,,,,1,1,1,2,1,99,1,2,,,2,,,2,,,1,1,1,1,4,3,2,,,1,2,9,2,,,1,1,1,1,30,90,,,,,,,,,,1,1,1,2,,,,,1,60,0,0,75000,2,,1,20000,1
1,22,4,0,2,1,2,2,,,,,,,,,,2,1,2,,,,,,,,,,,,,,2,1,2,,,,,,,,,,,,,2,1,2,,,,,,,,,,,,,2,1,2,,,,,,,,,,,,,,,1
1,22,5,0,1,1,1,1,4227,2,,,,2,,,,1,1,1,2,1,20,1,2,,,1,20,1,2,,,1,1,1,1,2,3,2,,,2,,,2,,,1,1,1,1,4,7,7,8,7,90,,,,,,1,1,1,2,,,,,1,0,0,2,4000,2,,1,4250,1
1,22,5,0,2,1,2,1,151,2,,,,2,,,,2,1,2,2,1,5,1,2,,,1,5,1,2,,,2,1,2,1,1,3,2,,,2,,,2,,,2,1,2,1,4,7,7,8,7,90,,,,,,2,1,2,2,,,,,1,0,0,2,4000,2,,1,4250,1
1,22,5,0,3,1,3,1,2554,2,,,,2,,,,3,1,3,2,1,20,1,2,,,1,20,1,2,,,3,1,3,2,,,2,,,2,,,2,,,3,1,3,1,4,7,7,8,7,90,,,,,,3,1,3,2,,,,,1,0,0,2,4000,2,,1,4250,1
