"PASSAGE","GRAPPE","MENAGE","EXTENSION","AS01QA","AS01Q01","AS01Q03","AS01Q07","AS01Q08","AS01Q09","AS01Q10","AS01Q10A","AS01Q10B"
2,91,7,0,2,2,1,0,2,6,13,1,1
2,91,7,0,1,1,1,0,5,6,30,1,1
2,91,8,0,1,1,1,0,1,5,15,1,1
2,91,8,0,5,5,1,0,0,1,10,1,1
2,91,8,0,2,2,1,0,3,1,40,1,2
2,91,8,0,4,4,1,0,1,5,30,1,1
2,91,8,0,3,3,1,0,1,5,15,1,1
2,91,8,0,8,8,1,0,2,1,30,1,2
2,91,8,0,7,7,1,0,2,5,30,1,1
2,91,8,0,6,6,1,0,2,5,30,1,1
2,91,9,0,1,1,1,0,3,1,30,1,2
2,91,9,0,3,3,1,0,2,1,30,1,1
2,91,9,0,2,2,1,0,2,1,20,1,1
2,91,10,0,3,2,2,0,3,1,20,1,1
2,91,10,0,1,1,1,0,2,1,15,1,1
2,91,10,0,4,3,1,0,4,1,20,1,1
2,91,10,0,5,4,1,0,4,1,40,1,2
2,91,10,0,2,2,1,0,3,1,20,1,1
2,91,11,0,2,2,1,0,3,1,40,1,1
2,91,11,0,1,1,1,0,3,1,40,1,1
2,91,11,0,3,3,1,0,3,1,50,1,1
2,91,12,0,5,5,1,0,0,1,40,1,1
2,91,12,0,2,2,1,0,0,1,30,1,1
2,91,12,0,1,1,1,0,0,1,20,1,1
2,91,12,0,4,4,1,0,0,1,10,1,1
2,91,12,0,3,3,1,0,0,1,15,1,1
2,91,13,0,3,1,3,0,2,5,30,1,1
2,91,13,0,7,3,1,0,4,5,60,1,1
2,91,13,0,8,3,2,0,4,5,60,1,1
2,91,13,0,2,1,2,0,2,5,30,1,1
2,91,13,0,11,4,2,0,2,5,30,1,1
2,91,13,0,6,2,3,0,4,5,60,1,1
2,91,13,0,10,4,1,0,2,5,30,1,1
2,91,13,0,5,2,2,0,4,5,60,1,1
2,91,13,0,1,1,1,0,2,5,30,1,1
2,91,13,0,4,2,1,0,4,5,60,1,1
2,91,13,0,9,3,3,0,5,5,60,1,1
2,91,14,0,3,3,1,6000,2,5,30,1,1
2,91,14,0,1,1,1,20000,2,5,30,1,1
2,91,14,0,5,4,1,10000,2,5,30,1,1
2,91,14,0,2,2,1,30000,30,2,5,1,1
2,91,14,0,4,3,2,4000,2,5,30,1,2
2,91,14,0,6,5,1,0,1,1,15,1,1
2,91,16,0,1,1,1,0,2,1,30,1,1
2,91,16,0,2,2,1,0,2,1,60,1,1
2,91,17,0,2,2,1,0,2,1,40,1,1
2,91,17,0,1,1,1,0,2,1,40,1,1
2,91,18,0,3,3,1,0,5,1,70,1,1
2,91,18,0,1,1,1,0,3,1,40,1,1
2,91,18,0,4,4,1,0,0,1,1,1,1
2,91,18,0,2,2,1,0,2,1,30,1,1
2,92,1,0,1,1,1,17685,2,1,30,1,1
2,92,1,0,2,2,1,0,1,1,20,1,1
2,92,2,0,2,2,1,21385,3,1,40,1,1
2,92,2,0,1,1,1,0,1,1,150,1,1
2,92,3,0,2,2,1,23390,3,1,40,1,1
2,92,3,0,1,1,1,31578,2,1,30,1,1
2,92,4,0,2,2,1,7473,1,1,20,1,1
2,92,4,0,1,1,1,0,9,1,135,1,1
2,92,4,0,3,3,1,25082,2,1,30,1,1
2,92,5,0,2,2,1,22005,3,1,45,1,1
2,92,5,0,1,1,1,0,1,1,20,1,1
2,92,6,0,1,1,1,4542,1,1,30,1,1
2,92,6,0,2,2,1,13013,1,1,30,1,1
2,92,7,0,1,1,1,23653,1,1,20,1,1
2,92,7,0,2,2,1,26372,1,1,20,1,1
2,92,8,0,2,2,1,22005,4,1,60,1,1
2,92,8,0,3,3,1,10796,1,1,15,1,1
2,92,8,0,1,1,1,0,9,1,5,1,1
2,92,10,0,4,4,1,0,0,2,0,1,1
2,92,10,0,3,3,1,31897,1,1,20,1,1
2,92,10,0,1,1,1,0,9,1,140,1,1
2,92,10,0,2,2,1,169376,0,1,5,1,1
2,92,11,0,1,1,1,28642,1,1,25,1,1
2,92,12,0,1,1,1,41059,1,1,20,1,1
2,92,13,0,2,2,1,28591,2,1,20,1,1
2,92,13,0,1,1,1,0,1,5,1,1,1
2,92,14,0,1,1,1,28723,0,1,0,1,1
2,92,15,0,3,3,1,10621,3,1,15,1,1
2,92,15,0,2,2,1,11214,2,1,10,1,1
2,92,15,0,4,4,1,14129,2,1,5,1,1
2,92,15,0,5,5,1,16328,5,1,75,1,1
2,92,15,0,1,1,1,19613,0,1,0,1,1
2,92,16,0,1,1,1,20419,0,1,0,1,1
2,92,17,0,2,2,1,60113,0,1,10,1,1
2,92,17,0,1,1,1,30389,1,1,15,1,1
2,92,18,0,1,1,1,9873,0,1,1,1,1
2,93,1,0,3,3,1,0,0,1,5,1,1
2,93,1,0,1,1,1,0,2,1,13,1,1
2,93,1,0,2,2,1,0,0,1,5,1,1
2,93,2,0,1,1,1,4581,3,1,15,1,1
2,93,2,0,2,2,1,0,0,1,10,1,1
2,93,3,0,1,1,1,14344,1,1,15,1,1
2,93,3,0,2,2,1,15258,6,1,70,1,1
2,93,3,0,3,3,1,0,1,1,15,2,2
2,93,4,0,2,2,1,18368,4,1,40,2,1
2,93,4,0,1,1,1,10182,1,1,1,2,1
2,93,4,0,3,3,1,5851,2,1,10,2,1
2,93,5,0,3,3,1,5374,1,1,15,1,1
2,93,5,0,4,3,2,8200,1,1,15,1,2
2,93,5,0,2,2,1,5663,0,1,10,1,1
2,93,5,0,1,1,1,73480,1,1,20,1,1
2,93,6,0,2,2,1,12693,0,1,4,1,1
2,93,6,0,3,3,1,4853,0,1,6,1,1
2,93,6,0,4,4,1,42760,5,1,60,1,1
2,93,6,0,1,1,1,7856,0,1,2,1,1
2,93,7,0,1,1,1,4271,1,1,20,1,1
2,93,7,0,2,2,1,5024,2,1,30,1,1
2,93,7,0,3,2,2,5024,2,1,30,1,1
2,93,7,0,4,3,1,6747,4,1,60,1,1
2,93,9,0,3,3,1,15226,3,1,25,2,1
2,93,9,0,2,2,1,7594,1,1,10,2,1
2,93,9,0,1,1,1,15994,1,1,10,2,1
2,93,9,0,4,4,1,26900,3,1,70,2,1
2,93,10,0,1,1,1,18426,1,1,60,1,1
2,93,11,0,1,1,1,0,0,1,5,1,1
2,93,11,0,2,2,1,4007,1,1,10,1,1
2,93,11,0,3,3,1,10790,4,1,60,1,1
2,93,11,0,4,4,1,10007,4,1,60,1,1
2,93,11,2,3,2,1,3953,1,1,10,1,1
2,93,11,2,8,5,1,5367,13,5,60,1,1
2,93,11,2,2,1,2,0,1,1,10,1,1
2,93,11,2,5,3,2,0,1,5,5,1,1
2,93,11,2,1,1,1,13702,1,1,10,1,1
2,93,11,2,9,6,1,6438,13,5,60,1,1
2,93,11,2,7,4,2,0,2,5,5,1,1
2,93,11,2,4,3,1,6749,1,5,5,1,1
2,93,11,2,6,4,1,6437,2,5,5,1,1
2,93,12,0,1,1,1,3929,2,1,30,2,1
2,93,12,0,4,4,1,5000,3,1,45,2,1
2,93,12,0,2,2,1,4601,2,1,30,2,1
2,93,12,0,3,3,1,55012,6,1,90,2,1
2,93,13,0,3,3,1,7571,2,5,5,1,1
2,93,13,0,1,1,1,3376,0,5,2,1,1
2,93,13,0,6,6,1,16040,1,5,10,1,1
2,93,13,0,2,2,1,3985,2,5,10,1,1
2,93,13,0,4,4,1,610,4,5,12,1,1
2,93,13,0,5,5,1,18899,1,5,10,1,1
2,93,14,0,6,6,1,8062,4,1,60,1,1
2,93,14,0,2,2,1,7438,0,1,5,1,1
2,93,14,0,7,7,1,8062,4,1,60,1,2
2,93,14,0,8,7,2,8062,4,1,60,1,2
2,93,14,0,3,3,1,8629,4,1,60,1,1
2,93,14,0,4,4,1,12365,4,1,60,1,1
2,93,14,0,1,1,1,7637,0,1,5,1,1
2,93,14,0,5,5,1,3615,0,1,7,1,1
2,93,15,0,3,3,1,12732,4,5,60,1,1
2,93,15,0,1,1,1,4435,1,1,20,1,1
2,93,15,0,2,2,1,7399,1,1,20,1,1
2,93,16,0,1,1,1,10754,1,1,8,1,1
2,93,16,0,6,6,1,1575,1,1,6,1,1
2,93,16,0,2,2,1,9598,5,1,40,1,1
2,93,16,0,5,5,1,2880,1,1,10,1,1
2,93,16,0,4,4,1,12709,8,1,70,1,1
2,93,16,0,3,3,1,7110,8,1,70,1,1
2,93,17,0,5,5,1,20251,3,1,40,2,1
2,93,17,0,4,4,1,5760,3,1,50,2,1
2,93,17,0,2,2,1,7576,2,1,20,2,1
2,93,17,0,3,3,1,3786,1,1,6,2,1
2,93,17,0,7,7,1,5073,2,1,25,2,1
2,93,17,0,6,6,1,13201,3,1,45,2,1
2,93,17,0,1,1,1,7091,1,1,1,2,1
2,93,18,0,3,3,1,9264,1,1,15,1,1
2,93,18,0,2,2,1,6475,1,1,25,1,1
2,93,18,0,1,1,1,14869,4,1,60,1,1
2,94,1,0,1,1,1,4952,0,1,5,1,1
2,94,2,0,2,2,1,20332,1,1,15,1,1
2,94,2,0,1,1,1,43317,2,1,30,1,1
2,94,2,0,3,3,1,28005,0,1,6,1,1
2,94,3,0,3,3,1,16728,0,1,6,1,1
2,94,3,0,2,2,1,13941,4,1,40,1,1
2,94,3,0,4,4,1,14287,0,1,7,1,1
2,94,3,0,1,1,1,39152,0,1,8,1,1
2,94,4,0,4,4,1,0,0,1,20,1,2
2,94,4,0,3,3,1,0,2,1,30,1,1
2,94,4,0,1,1,1,17325,2,1,15,1,1
2,94,4,0,2,2,1,7872,2,1,20,1,1
2,94,4,0,5,5,1,8554,1,1,20,1,1
2,94,5,0,3,3,1,5187,0,1,10,1,1
2,94,5,0,4,4,1,0,2,1,15,2,1
2,94,5,0,1,1,1,2386,0,1,5,1,1
2,94,5,0,2,2,1,13756,0,1,10,1,1
2,94,6,0,1,1,1,41326,2,1,15,1,1
2,94,6,0,3,3,1,18074,7,1,60,1,1
2,94,6,0,4,4,1,17944,3,1,20,1,1
2,94,6,0,2,2,1,13517,4,1,20,1,1
2,94,7,0,1,1,1,11133,0,1,5,1,1
2,94,7,0,2,2,1,13537,0,1,5,1,1
2,94,8,0,3,3,1,14303,3,1,12,1,2
2,94,8,0,1,1,1,9252,3,1,12,1,1
2,94,8,0,2,2,1,4754,4,1,15,1,1
2,94,9,0,4,4,1,8998,0,1,10,1,1
2,94,9,0,2,2,1,0,2,1,25,1,1
2,94,9,0,5,5,1,7685,0,1,3,1,1
2,94,9,0,1,1,1,7893,0,1,10,1,1
2,94,9,0,3,3,1,4589,0,1,7,1,1
2,94,9,0,9,9,1,0,1,1,10,1,1
2,94,9,0,8,8,1,4871,1,1,10,1,1
2,94,9,0,7,7,1,0,0,1,8,1,1
2,94,9,0,6,6,1,8331,0,1,8,1,1
2,94,10,0,2,2,1,10910,0,1,2,1,1
2,94,10,0,5,5,1,83391,1,1,5,1,1
2,94,10,0,6,6,1,10554,4,1,30,1,1
2,94,10,0,7,7,1,5639,2,1,15,1,1
2,94,10,0,1,1,1,16592,0,1,1,1,1
2,94,10,0,3,3,1,20037,3,1,20,1,1
2,94,10,0,4,4,1,0,2,1,15,1,1
2,94,11,0,3,3,1,3041,1,1,15,1,1
2,94,11,0,1,1,1,4685,1,1,15,1,1
2,94,11,0,2,2,1,17670,1,1,15,1,1
2,94,12,0,12,8,1,14086,2,1,30,1,1
2,94,12,0,16,0,2,1600,1,1,15,1,1
2,94,12,0,8,6,1,0,4,1,60,1,1
2,94,12,0,15,0,1,1545,1,1,15,1,1
2,94,12,0,3,1,3,5943,1,1,20,1,1
2,94,12,0,13,9,1,5105,2,1,30,1,1
2,94,12,0,1,1,1,5940,1,1,20,1,1
2,94,12,0,6,4,1,45823,4,1,60,1,1
2,94,12,0,5,3,1,13750,1,1,25,1,1
2,94,12,0,10,7,2,3580,1,1,15,1,1
2,94,12,0,2,1,2,5936,1,1,20,1,1
2,94,12,0,11,7,3,3700,1,1,15,1,1
2,94,12,0,7,5,1,6376,1,1,15,1,1
2,94,12,0,14,9,2,5105,2,1,30,1,1
2,94,12,0,9,7,1,3670,1,1,15,1,1
2,94,12,0,4,2,1,1900,1,1,20,1,1
2,94,13,0,2,2,1,3383,0,1,7,1,1
2,94,13,0,1,1,1,20383,0,1,7,1,1
2,94,13,0,4,4,1,5873,3,1,45,1,1
2,94,13,0,3,3,1,13747,2,1,40,1,1
2,94,13,0,5,5,1,5396,0,1,10,1,1
2,94,14,0,3,3,1,0,10,1,70,1,1
2,94,14,0,2,2,1,12947,6,1,30,1,1
2,94,14,0,5,5,1,0,7,1,20,1,1
2,94,14,0,1,1,1,0,4,1,35,1,1
2,94,14,0,4,4,1,0,3,1,10,1,1
2,94,15,0,8,8,1,0,0,1,10,1,1
2,94,15,0,7,7,1,4522,0,1,5,1,1
2,94,15,0,1,1,1,7561,0,1,5,1,1
2,94,15,0,4,4,1,12837,0,1,5,1,1
2,94,15,0,2,2,1,5962,0,1,5,1,1
2,94,15,0,3,3,1,7835,0,1,5,1,1
2,94,15,0,5,5,1,0,0,1,5,1,1
2,94,15,0,9,9,1,0,0,1,10,1,1
2,94,15,0,6,6,1,0,0,1,5,1,1
2,94,16,0,3,3,1,1803,2,1,20,1,1
2,94,16,0,2,2,1,5592,3,1,35,1,1
2,94,16,0,5,5,1,3744,3,1,35,1,2
2,94,16,0,1,1,1,7846,5,1,50,1,1
2,94,16,0,4,4,1,11693,4,1,40,1,1
2,94,17,0,3,3,1,0,1,1,20,1,1
2,94,17,0,1,1,1,0,4,1,60,1,1
2,94,17,0,2,2,1,16681,2,1,30,1,1
2,94,18,0,3,3,1,0,5,1,75,1,1
2,94,18,0,5,5,1,6636,2,1,30,1,1
2,94,18,0,4,4,1,4565,2,1,30,1,1
2,94,18,0,2,2,1,0,4,1,60,1,1
2,94,18,0,7,7,1,10874,2,1,30,1,1
2,94,18,0,1,1,1,4727,0,1,10,1,1
2,94,18,0,6,6,1,3628,1,1,15,1,1
2,95,1,2,1,1,1,10044,4,6,60,1,1
2,95,2,0,3,3,1,0,0,1,10,1,1
2,95,2,0,2,2,1,0,1,1,15,1,1
2,95,2,0,1,1,1,8773,2,1,30,1,1
2,95,3,0,1,1,1,22465,2,1,30,1,1
2,95,4,0,1,1,1,27740,2,1,30,1,1
2,95,4,0,2,2,1,4496,1,1,20,1,1
2,95,4,0,3,3,1,6019,2,1,40,1,2
2,95,5,0,1,1,1,33649,0,1,5,1,1
2,95,6,0,1,1,1,19682,0,1,10,1,1
2,95,6,0,3,3,1,10494,0,1,10,1,1
2,95,6,0,2,2,1,0,0,1,10,1,2
2,95,7,0,2,2,1,5240,0,1,7,1,1
2,95,7,0,3,3,1,2745,1,1,15,1,1
2,95,7,0,1,1,1,0,0,1,7,1,1
2,95,8,0,2,2,1,8095,0,1,8,1,1
2,95,8,0,1,1,1,0,0,1,7,1,1
2,95,8,0,3,3,1,20965,2,1,30,1,1
2,95,9,0,1,1,1,13446,4,1,60,1,1
2,95,10,0,1,1,1,7518,4,1,60,1,1
2,95,11,0,2,2,1,6732,4,1,60,1,1
2,95,11,0,1,1,1,11435,6,1,90,1,1
2,95,12,0,2,2,1,6843,3,1,30,1,1
2,95,12,0,3,3,1,2292,2,1,20,1,1
2,95,12,0,1,1,1,0,0,1,3,1,1
2,95,13,0,2,2,1,26310,3,1,15,1,1
2,95,13,0,3,3,1,0,8,1,60,1,1
2,95,13,0,1,1,1,29269,3,1,15,1,1
2,95,14,0,1,1,1,13308,1,1,4,1,1
2,95,14,0,2,2,1,13783,1,1,3,1,1
2,95,15,0,2,2,1,9593,4,1,20,1,1
2,95,15,0,1,1,1,50122,3,1,15,1,1
2,95,16,0,1,1,1,986,0,1,0,1,1
2,95,16,0,2,2,1,4186,1,1,2,1,1
2,95,17,0,5,4,1,0,1,1,3,1,1
2,95,17,0,4,3,1,0,1,1,4,1,1
2,95,17,0,3,2,2,3720,3,1,10,1,1
2,95,17,0,2,2,1,14274,3,1,15,1,1
2,95,17,0,1,1,1,17078,3,1,10,1,1
2,95,17,2,2,2,1,8202,1,1,10,1,1
2,95,17,2,3,3,1,14371,12,1,90,1,1
2,95,17,2,1,1,1,10617,1,1,10,1,1
2,95,18,0,2,2,1,13441,3,1,45,1,1
2,95,18,0,1,1,1,2258,3,1,45,1,1
2,96,1,0,1,1,1,24889,0,1,0,1,1
2,96,1,0,2,2,1,18831,2,1,30,1,1
2,96,2,0,1,1,1,28147,0,1,0,1,1
2,96,2,0,2,2,1,7797,0,1,2,1,1
2,96,3,0,2,2,1,0,0,1,1,1,1
2,96,3,0,1,1,1,0,1,1,1,1,1
2,96,4,0,5,5,1,12716,1,1,15,1,1
2,96,4,0,4,4,1,11143,1,1,15,1,1
2,96,4,0,2,2,1,20867,1,1,15,1,1
2,96,4,0,3,3,1,6015,1,1,15,1,1
2,96,4,0,1,1,1,106869,0,1,0,1,1
2,96,5,0,1,1,1,29347,0,1,0,1,1
2,96,5,0,2,2,1,0,0,1,30,1,1
2,96,5,0,3,3,1,0,0,1,15,1,1
2,96,6,0,4,4,1,0,0,2,35,1,1
2,96,6,0,1,1,1,65457,0,1,0,1,1
2,96,6,0,3,3,1,0,0,1,35,1,1
2,96,6,0,2,2,1,0,0,1,35,1,1
2,96,7,0,3,3,1,14038,0,1,15,1,1
2,96,7,0,1,1,1,11416,0,1,10,1,1
2,96,7,0,2,2,1,3569,0,1,5,1,1
2,96,8,0,1,1,1,3372,0,1,10,1,1
2,96,9,0,2,2,1,16488,2,1,35,1,1
2,96,9,0,3,3,1,6028,2,1,25,1,1
2,96,9,0,1,1,1,0,3,1,50,1,2
2,96,10,0,4,4,1,0,0,1,30,1,1
2,96,10,0,2,2,1,27639,0,1,5,1,1
2,96,10,0,6,6,1,6960,2,1,30,1,1
2,96,10,0,5,5,1,10782,2,1,30,1,1
2,96,10,0,1,1,1,11947,0,1,2,1,1
2,96,10,0,3,3,1,12619,0,1,100,1,1
2,96,11,0,3,3,1,1,1,1,15,1,1
2,96,11,0,2,2,1,0,1,1,15,1,1
2,96,11,0,1,1,1,35762,1,1,15,1,1
2,96,12,0,1,1,1,25520,1,1,15,1,1
2,96,13,0,1,1,1,14822,1,1,15,1,1
2,96,13,0,2,2,1,3597,1,1,15,1,1
2,96,14,0,5,5,1,0,7,1,80,1,1
2,96,14,0,2,2,1,23761,1,1,15,1,1
2,96,14,0,1,1,1,25550,1,1,20,1,1
2,96,14,0,4,4,1,13742,1,1,15,1,1
2,96,14,0,3,3,1,17373,2,1,30,1,1
2,96,15,0,1,1,1,34262,1,1,15,1,2
2,96,15,0,2,2,1,37559,1,1,15,1,2
2,96,17,0,1,1,1,39915,1,1,15,1,1
2,96,17,0,2,2,1,5054,1,1,15,1,1
2,96,18,0,1,1,1,23767,1,1,11,1,1
2,97,1,0,1,1,1,14816,1,1,0,1,1
2,97,1,0,2,1,2,1326,1,1,0,1,1
2,97,2,0,1,1,1,66928,0,1,10,1,1
2,97,4,0,2,2,1,3487,1,1,18,1,1
2,97,4,0,1,1,1,60721,0,1,2,1,1
2,97,5,0,2,2,1,0,1,1,20,1,1
2,97,5,0,1,1,1,0,2,1,30,1,1
2,97,6,0,2,2,1,0,6,1,20,1,1
2,97,6,0,1,1,1,0,2,1,30,1,1
2,97,8,0,1,1,1,20216,1,1,20,1,1
2,97,9,0,1,1,1,66410,0,1,10,1,1
2,97,10,0,1,1,1,29957,0,1,12,1,1
2,97,11,0,1,1,1,71129,2,1,40,1,1
2,97,12,0,2,2,1,71129,1,1,15,1,1
2,97,12,0,1,1,1,62572,0,1,10,1,1
2,97,14,0,1,1,1,40968,1,1,20,1,1
2,97,15,0,1,1,1,0,0,1,20,1,1
2,97,16,0,1,1,1,0,1,1,15,1,1
2,97,16,0,2,2,1,0,1,6,50,1,1
2,97,17,0,1,1,1,26983,3,1,30,1,1
2,97,18,0,1,1,1,0,1,1,10,1,1
2,98,1,0,2,2,1,21813,1,1,15,1,1
2,98,1,0,1,1,1,18177,1,1,17,1,1
2,98,2,0,2,2,1,26113,2,1,25,1,1
2,98,2,0,1,1,1,21618,1,1,15,1,1
2,98,4,0,1,1,1,38121,3,1,45,1,1
2,98,4,0,2,2,1,10128,3,1,45,1,1
2,98,4,2,2,2,1,2133,1,1,15,1,1
2,98,4,2,1,1,1,6388,1,1,15,1,1
2,98,5,0,1,1,1,13219,1,1,15,1,1
2,98,5,0,2,2,1,18793,2,1,30,1,1
2,98,6,0,1,1,1,1268,5,1,40,1,1
2,98,6,0,2,2,1,31219,5,1,40,1,1
2,98,8,0,2,2,1,16721,1,1,15,1,1
2,98,8,0,1,1,1,21108,1,1,15,1,1
2,98,9,0,2,2,1,9116,1,1,15,1,1
2,98,9,0,1,1,1,12821,1,1,15,1,1
2,98,10,0,2,2,1,11283,1,1,5,1,1
2,98,10,0,1,1,1,19683,1,1,5,1,1
2,98,11,0,2,2,1,11283,0,1,7,1,1
2,98,11,0,1,1,1,14621,0,1,7,1,1
2,98,12,0,2,2,1,5618,1,1,15,1,1
2,98,12,0,1,1,1,4821,1,1,15,1,1
2,98,12,0,3,3,1,2983,1,1,15,1,1
2,98,14,0,3,3,1,49460,1,1,15,1,1
2,98,14,0,1,1,1,13206,0,1,6,1,1
2,98,14,0,2,2,1,21156,0,1,10,1,1
2,98,15,0,2,2,1,535439,0,1,2,1,1
2,98,15,0,4,4,1,10930,2,1,30,1,1
2,98,15,0,3,3,1,357956,2,1,30,1,1
2,98,15,0,1,1,1,466357,1,1,20,1,1
2,98,16,0,1,1,1,341268,1,1,20,1,1
2,98,16,0,2,2,1,22047,1,1,25,1,1
2,98,17,0,2,2,1,222287,0,1,5,1,1
2,98,17,0,1,1,1,555961,2,1,32,1,1
2,99,1,0,1,1,1,13588,1,1,5,1,1
2,99,1,0,2,2,1,27079,1,1,10,1,1
2,99,1,0,5,4,1,15436,1,1,2,1,1
2,99,1,0,4,3,1,8502,1,1,3,1,1
2,99,1,0,3,2,2,1929,1,1,10,1,1
2,99,1,2,2,2,1,108931,3,1,40,1,1
2,99,1,2,1,1,1,0,12,5,90,1,1
2,99,2,0,4,4,1,10505,0,1,2,1,1
2,99,2,0,1,1,1,13853,1,1,2,1,1
2,99,2,0,2,2,1,10982,0,1,2,1,1
2,99,2,0,3,3,1,20127,0,1,2,1,1
2,99,2,0,5,5,1,26070,0,1,4,1,1
2,99,3,0,2,2,1,9118,1,1,25,1,1
2,99,3,0,1,1,1,6976,1,1,30,1,1
2,99,4,0,1,1,1,27767,1,5,15,1,1
2,99,4,0,2,2,1,18370,1,5,15,1,1
2,99,4,0,3,3,1,16971,1,5,15,1,1
2,99,5,0,2,2,1,14481,1,1,15,1,1
2,99,5,0,5,5,1,9243,1,1,1,1,1
2,99,5,0,4,4,1,7825,1,1,15,1,1
2,99,5,0,3,3,1,16622,1,1,15,1,1
2,99,5,0,1,1,1,2223,4,1,60,1,1
2,99,6,0,2,2,1,0,0,1,6,1,1
2,99,6,0,1,1,1,9421,4,1,60,1,1
2,99,8,0,5,5,1,3301,2,1,30,1,1
2,99,8,0,2,2,1,8938,1,1,15,1,1
2,99,8,0,4,4,1,3557,1,1,30,1,1
2,99,8,0,3,3,1,13579,2,1,30,1,1
2,99,8,0,1,1,1,13325,1,1,15,1,1
2,99,9,0,2,2,1,8585,1,1,40,1,1
2,99,9,0,1,1,1,8660,1,1,20,1,1
2,99,9,0,3,3,1,19008,1,1,40,1,1
2,99,10,0,1,1,1,9178,1,1,20,1,2
2,99,10,0,2,2,1,7917,1,1,20,1,2
2,99,11,0,1,1,1,16373,2,6,30,1,1
2,99,11,0,3,3,1,6003,0,1,10,1,1
2,99,11,0,2,2,1,7015,2,6,30,1,1
2,99,11,0,4,4,1,0,6,6,90,1,1
2,99,12,0,1,1,1,7206,2,1,30,1,1
2,99,12,0,2,2,1,6747,2,1,40,1,1
2,99,12,0,3,3,1,8107,2,1,40,1,1
2,99,13,0,1,1,1,5258,2,5,45,1,1
2,99,13,0,2,2,1,1884,2,5,20,1,1
2,99,13,0,3,3,1,14817,2,5,20,1,1
2,99,13,0,4,4,1,4922,5,5,45,1,1
2,99,14,0,3,3,1,13980,2,1,20,1,1
2,99,14,0,1,1,1,7225,5,1,45,1,1
2,99,14,0,2,2,1,8166,5,1,25,1,1
2,99,15,0,4,4,1,9766,2,1,30,1,1
2,99,15,0,1,1,1,4663,3,1,40,1,1
2,99,15,0,2,2,1,4663,3,1,40,1,1
2,99,15,0,3,3,1,7957,2,1,150,1,1
2,99,16,0,4,4,1,1600,1,1,15,1,1
2,99,16,0,3,3,1,1704,1,1,15,1,1
2,99,16,0,1,1,1,4184,1,1,15,1,1
2,99,16,0,2,2,1,2248,1,1,15,1,1
2,99,18,0,3,3,1,3217,0,1,4,1,1
2,99,18,0,1,1,1,60227,0,1,0,1,2
2,99,18,0,2,2,1,4811,0,1,2,1,2
2,100,1,0,3,3,1,0,1,1,15,1,1
2,100,1,0,2,2,1,54332,1,1,15,1,1
2,100,1,0,1,1,1,17318,2,1,30,1,1
2,100,2,0,2,2,1,12927,2,1,35,1,1
2,100,2,0,1,1,1,3198,1,1,5,1,1
2,100,2,0,3,3,1,24448,1,1,15,1,1
2,100,3,0,1,1,1,3241,1,1,15,1,1
2,100,3,0,2,2,1,999,1,1,15,1,1
2,100,4,0,2,2,1,5796,1,1,25,1,1
2,100,4,0,1,1,1,14096,1,1,20,1,1
2,100,5,0,5,5,1,9999,50,3,3,1,1
2,100,5,0,3,3,1,9,40,3,2,1,1
2,100,5,0,2,2,1,23799,1,1,15,1,1
2,100,5,0,4,4,1,8662,1,1,20,1,1
2,100,5,0,1,1,1,33324,1,1,10,1,1
2,100,7,0,1,1,1,17493,1,1,15,1,1
2,100,8,0,5,5,1,6533,0,1,10,1,1
2,100,8,0,1,1,1,9088,1,1,15,1,1
2,100,8,0,2,2,1,6515,0,1,10,1,1
2,100,8,0,4,4,1,2497,0,1,10,1,1
2,100,8,0,3,3,1,5940,1,1,15,1,1
2,100,9,0,1,1,1,5952,1,1,10,1,1
2,100,9,0,2,2,1,13618,2,1,25,1,1
2,100,9,0,3,3,1,20754,3,1,35,1,1
2,100,10,0,1,1,1,35278,1,1,15,1,1
2,100,11,0,3,3,1,0,40,7,0,1,1
2,100,11,0,5,5,1,7278,0,1,8,1,1
2,100,11,0,6,6,1,3803,0,1,7,1,1
2,100,11,0,4,4,1,5978,0,1,15,1,1
2,100,11,0,7,7,1,1080,0,1,20,1,1
2,100,11,0,1,1,1,15947,0,1,10,1,2
2,100,11,0,2,2,1,8772,0,1,10,1,1
2,100,12,0,2,2,1,5223,1,1,50,1,1
2,100,12,0,4,4,1,29673,1,1,27,1,1
2,100,12,0,1,1,1,5473,1,1,45,1,1
2,100,12,0,3,3,1,3856,1,1,35,1,1
2,100,13,0,1,1,1,13915,0,1,2,1,1
2,100,13,0,3,3,1,37620,1,1,15,1,1
2,100,13,0,2,2,1,5019,0,1,5,1,1
2,100,13,0,4,4,1,3629,0,1,5,1,1
2,100,14,0,1,1,1,14869,1,1,30,1,1
2,100,14,0,3,3,1,8876,1,1,30,1,1
2,100,14,0,2,2,1,20601,1,1,35,1,1
2,100,15,0,2,2,1,18917,1,1,35,1,1
2,100,15,0,1,1,1,6360,0,1,5,1,1
2,100,16,0,1,1,1,20,7,1,1,1,1
2,100,16,0,2,2,1,11689,1,1,1,1,1
2,100,17,0,1,1,1,22547,1,1,10,1,1
2,100,17,0,3,3,1,8425,4,1,65,1,1
2,100,17,0,2,2,1,12149,1,1,35,1,1
2,100,18,0,2,2,1,14372,1,1,25,1,1
2,100,18,0,1,1,1,3003,1,1,20,1,1
2,100,18,0,3,3,1,5838,1,1,3,1,1
2,101,1,0,1,1,1,8768,1,1,20,1,1
