,plot_ID,cropCode,hhCultivated_dum,cropStand,plot_fullyCrop,plot_cropFrac,seeding_month,seeding_year,harvestStart_month,harvestEnd_month,season,wave,crop,field_ID,areaPlotReported,areaPlotReported_unit,areaPlotGPS,lastMajor_hhCultOwn_dum,lastMinor_hhCultOwn_dum,harvestStart_year,harvestEnd_year,lastMajor,lastMinor,lon,lat,hh_ID,region,district,ea_ID,tradAuthority_ID
9856,R03,pigeonpea,YES,MIXED STAND,,,JANUARY,2013.0,JULY,JULY,major,2013,pigeonpea,RG03,0.5,ACRE,0.1,YES,YES,,,,,35.363599,-15.49766,314413890144,South,Zomba,31441389,CHIKOWI
9857,R01,maize,YES,PURE STAND,,,DECEMBER,2012.0,MARCH,MARCH,major,2013,maize,RG01,0.5,ACRE,0.40000001,YES,NO,,,,,35.169389,-15.372149,314432700065,South,Zomba,31443270,LIKANGALA CENTRAL WARD
9858,R01,maize,YES,MIXED STAND,YES,,DECEMBER,2012.0,APRIL,APRIL,major,2013,maize,RG01,0.30000001,ACRE,0.2,YES,NO,,,,,35.3314,-15.4042,314432700140,South,Zomba City,31443270,LIKANGALA CENTRAL
9859,R01,pigeonpea,YES,MIXED STAND,NO,1/4,DECEMBER,2012.0,JUNE,JULY,major,2013,pigeonpea,RG01,0.30000001,ACRE,0.2,YES,NO,,,,,35.3314,-15.4042,314432700140,South,Zomba City,31443270,LIKANGALA CENTRAL
9860,R01,maize,YES,PURE STAND,YES,,NOVEMBER,2012.0,MAY,MAY,major,2013,maize,RG01,1.5,ACRE,0.80000001,YES,NO,,,,,35.3314,-15.4042,314432700097,South,Zomba City,31443270,LIKANGARA CENTRAL WARD
9861,R02,maize,YES,PURE STAND,YES,,DECEMBER,2012.0,MAY,MAY,major,2013,maize,RG02,,,,YES,NO,,,,,35.3314,-15.4042,314432700097,South,Zomba City,31443270,LIKANGARA CENTRAL WARD
9862,R01,maize,YES,MIXED STAND,YES,,DECEMBER,2012.0,APRIL,APRIL,major,2013,maize,RG01,1.5,ACRE,0.60000002,YES,NO,,,,,35.3205,-15.399,314413890005,South,Zomba City,31441389,CHAMBO WARD
9863,R01,beans,YES,MIXED STAND,YES,,DECEMBER,2012.0,MARCH,MARCH,major,2013,beans,RG01,1.5,ACRE,0.60000002,YES,NO,,,,,35.3205,-15.399,314413890005,South,Zomba City,31441389,CHAMBO WARD
9864,R02,maize,YES,MIXED STAND,YES,,DECEMBER,2012.0,APRIL,APRIL,major,2013,maize,RG02,1.0,ACRE,0.2,YES,NO,,,,,35.3205,-15.399,314413890005,South,Zomba City,31441389,CHAMBO WARD
9865,R02,beans,YES,MIXED STAND,YES,,DECEMBER,2012.0,MARCH,MARCH,major,2013,beans,RG02,1.0,ACRE,0.2,YES,NO,,,,,35.3205,-15.399,314413890005,South,Zomba City,31441389,CHAMBO WARD
9866,,,NO,,,,,,,,major,2013,,,,,,NO,YES,,,,,35.3205,-15.399,314413890181,South,Zomba City,31441389,CHAMBO WARD
9867,R01,maize,YES,MIXED STAND,YES,,NOVEMBER,2012.0,APRIL,APRIL,major,2013,maize,RG01,1.5,HECTARE,0.60000002,YES,NO,,,,,35.3314,-15.4042,314432700182,South,Zomba City,31443270,LIKANGALA CENTRAL WARD
9868,R01,pigeonpea,YES,MIXED STAND,YES,,NOVEMBER,2012.0,JULY,JULY,major,2013,pigeonpea,RG01,1.5,HECTARE,0.60000002,YES,NO,,,,,35.3314,-15.4042,314432700182,South,Zomba City,31443270,LIKANGALA CENTRAL WARD
9869,R01,maize,YES,MIXED STAND,,,DECEMBER,2012.0,APRIL,APRIL,major,2013,maize,RG01,0.40000001,ACRE,,YES,YES,,,,,35.3314,-15.4042,314432700055,South,Zomba City,31443270,LIKANGALA CENTRAL
9870,R01,groundnut,YES,MIXED STAND,NO,1/2,DECEMBER,2012.0,MAY,MAY,major,2013,groundnut,RG01,0.40000001,ACRE,,YES,YES,,,,,35.3314,-15.4042,314432700055,South,Zomba City,31443270,LIKANGALA CENTRAL
9871,R02,maize,YES,PURE STAND,,,NOVEMBER,2012.0,APRIL,APRIL,major,2013,maize,RG02,0.5,ACRE,,YES,YES,,,,,35.3314,-15.4042,314432700055,South,Zomba City,31443270,LIKANGALA CENTRAL
9872,R03,maize,YES,PURE STAND,,,NOVEMBER,2012.0,APRIL,APRIL,major,2013,maize,RG03,0.0099999998,ACRE,0.0099999998,YES,YES,,,,,35.3314,-15.4042,314432700055,South,Zomba City,31443270,LIKANGALA CENTRAL
9873,R01,maize,YES,MIXED STAND,YES,,NOVEMBER,2012.0,APRIL,APRIL,major,2013,maize,RG01,1.0,ACRE,,YES,NO,,,,,35.3314,-15.4042,314432700108,South,Zomba City,31443270,LIKANGALA CENTRAL /CHIKOW
9874,R01,groundnut,YES,MIXED STAND,NO,1/2,NOVEMBER,2012.0,APRIL,APRIL,major,2013,groundnut,RG01,1.0,ACRE,,YES,NO,,,,,35.3314,-15.4042,314432700108,South,Zomba City,31443270,LIKANGALA CENTRAL /CHIKOW
9875,R01,pigeonpea,YES,MIXED STAND,YES,,NOVEMBER,2012.0,JUNE,JULY,major,2013,pigeonpea,RG01,1.0,ACRE,,YES,NO,,,,,35.3314,-15.4042,314432700108,South,Zomba City,31443270,LIKANGALA CENTRAL /CHIKOW
9876,R01,maize,YES,PURE STAND,,,NOVEMBER,2012.0,APRIL,APRIL,major,2013,maize,RG01,1.0,ACRE,1.0,YES,YES,,,,,35.3314,-15.4042,314432700023,South,Zomba City,31443270,LIKANGALA CENTRAL WARD
9877,R02,maize,YES,PURE STAND,,,NOVEMBER,2012.0,APRIL,APRIL,major,2013,maize,RG01,0.5,ACRE,0.5,YES,YES,,,,,35.3314,-15.4042,314432700023,South,Zomba City,31443270,LIKANGALA CENTRAL WARD
9878,R01,maize,YES,PURE STAND,,,OCTOBER,2012.0,APRIL,APRIL,major,2013,maize,RG01,1.0,ACRE,0.69999999,YES,NO,,,,,35.3314,-15.4042,314432700002,South,Zomba City,31443270,LIKANGALA CENTRAL WARD
9879,R01,maize,YES,MIXED STAND,YES,,DECEMBER,2012.0,MARCH,MARCH,major,2013,maize,RG01,1.0,ACRE,,YES,NO,,,,,35.3205,-15.399,314413890017,South,Zomba City,31441389,CHAMBO WARD
9880,R01,pigeonpea,YES,MIXED STAND,YES,,DECEMBER,2012.0,,,major,2013,pigeonpea,RG01,1.0,ACRE,,YES,NO,,,,,35.3205,-15.399,314413890017,South,Zomba City,31441389,CHAMBO WARD
9881,R01,maize,YES,PURE STAND,,,DECEMBER,2012.0,APRIL,APRIL,major,2013,maize,RG01,1.0,ACRE,0.60000002,YES,YES,,,,,35.3314,-15.4042,314432700129,South,Zomba City,31443270,LIKANGALA CENTRAL WARD
9882,R02,tomato,YES,PURE STAND,,,DECEMBER,2012.0,MARCH,APRIL,major,2013,tomato,RG02,120.0,SQUARE METERS,0.050000001,YES,YES,,,,,35.3314,-15.4042,314432700129,South,Zomba City,31443270,LIKANGALA CENTRAL WARD
9883,,,NO,,,,,,,,major,2013,,,,,,NO,NO,,,,,34.692382,-15.555697,314413890028,South,Neno,31441389,MULAULI
9884,R01,maize,YES,PURE STAND,,,NOVEMBER,2012.0,APRIL,APRIL,major,2013,maize,RG01,0.5,ACRE,0.2,YES,NO,,,,,35.3314,-15.4042,314432700044,South,Zomba City,31443270,LIKANGALA CENTRAL
9885,R01,maize,YES,PURE STAND,,,NOVEMBER,2012.0,APRIL,APRIL,major,2013,maize,RG01,1.0,ACRE,0.5,YES,NO,,,,,35.3314,-15.4042,314432700150,South,Zomba City,31443270,LIKANGALA CENTRAL WARD
9886,R01,maize,YES,MIXED STAND,YES,,NOVEMBER,2012.0,APRIL,APRIL,major,2013,maize,RG01,0.5,ACRE,276.12,YES,NO,,,,,35.3423,-15.3824,314431080042,South,Zomba City,31443108,CHIKOWI LIKANGALA WARD
9887,R01,pigeonpea,YES,MIXED STAND,NO,1/2,NOVEMBER,2012.0,JUNE,JUNE,major,2013,pigeonpea,RG01,0.5,ACRE,276.12,YES,NO,,,,,35.3423,-15.3824,314431080042,South,Zomba City,31443108,CHIKOWI LIKANGALA WARD
9888,R01,maize,YES,MIXED STAND,YES,,NOVEMBER,2012.0,APRIL,APRIL,major,2013,maize,RG01,0.5,ACRE,0.60000002,YES,NO,,,,,35.15837,-15.791256,315330950080,South,Chiradzulu,31533095,LIKOSWE
9889,R01,pigeonpea,YES,MIXED STAND,YES,,NOVEMBER,2012.0,JULY,JULY,major,2013,pigeonpea,RG01,0.5,ACRE,0.60000002,YES,NO,,,,,35.15837,-15.791256,315330950080,South,Chiradzulu,31533095,LIKOSWE
9890,R01,pumpkin leaves,YES,MIXED STAND,YES,,NOVEMBER,2012.0,JANUARY,APRIL,major,2013,pumpkin leaves,RG01,0.5,ACRE,0.60000002,YES,NO,,,,,35.15837,-15.791256,315330950080,South,Chiradzulu,31533095,LIKOSWE
9891,R02,maize,YES,PURE STAND,,,NOVEMBER,2012.0,APRIL,APRIL,major,2013,maize,RG02,0.5,ACRE,0.40000001,YES,NO,,,,,35.15837,-15.791256,315330950080,South,Chiradzulu,31533095,LIKOSWE
9892,R01,maize,YES,MIXED STAND,YES,,NOVEMBER,2012.0,APRIL,APRIL,major,2013,maize,RG01,0.5,ACRE,,YES,NO,,,,,35.0838,-15.7926,315330950061,South,Blantyre City,31533095,MAPANGA WARD
9893,R01,pigeonpea,YES,MIXED STAND,YES,,NOVEMBER,2012.0,JULY,JULY,major,2013,pigeonpea,RG01,0.5,ACRE,,YES,NO,,,,,35.0838,-15.7926,315330950061,South,Blantyre City,31533095,MAPANGA WARD
9894,R02,maize,YES,PURE STAND,,,NOVEMBER,2012.0,APRIL,APRIL,major,2013,maize,RG01,0.5,ACRE,,YES,NO,,,,,35.0838,-15.7926,315330950061,South,Blantyre City,31533095,MAPANGA WARD
9895,R01,maize,YES,MIXED STAND,YES,,NOVEMBER,2012.0,MARCH,MARCH,major,2013,maize,RG01,0.25,ACRE,0.1,YES,YES,,,,,35.241741,-15.648838,315330950061,South,Chiradzulu,31533095,NTCHEMA
9896,R01,pumpkin leaves,YES,MIXED STAND,YES,,NOVEMBER,2012.0,JANUARY,APRIL,major,2013,pumpkin leaves,RG01,0.25,ACRE,0.1,YES,YES,,,,,35.241741,-15.648838,315330950061,South,Chiradzulu,31533095,NTCHEMA
9897,R02,maize,YES,MIXED STAND,YES,,NOVEMBER,2012.0,APRIL,APRIL,major,2013,maize,RG02,0.5,ACRE,1.1,YES,YES,,,,,35.241741,-15.648838,315330950061,South,Chiradzulu,31533095,NTCHEMA
9898,R02,pigeonpea,YES,MIXED STAND,YES,,NOVEMBER,2012.0,AUGUST,AUGUST,major,2013,pigeonpea,RG02,0.5,ACRE,1.1,YES,YES,,,,,35.241741,-15.648838,315330950061,South,Chiradzulu,31533095,NTCHEMA
