ea_id,com_ca01,com_ca02,com_ca06,com_ca07,com_ca07a,com_ca07b,com_ca07c,com_ca12,com_ca13,com_ca13a,com_ca13b,com_ca13c,com_ca17,com_ca18,com_ca19,com_ca20,com_ca21,com_ca22,com_ca23,com_ca24
20807727,Dedza,7,80,11 Apr 10,11,4,2010,89,18 May 10,18,5,2010,no,no,yes,no,no,yes,COMPACTED EARTH (YAMDINDO),grass
20807728,Dedza,7,80,11 Mar 11,11,3,2011,89,21 Mar 11,21,3,2011,no,no,yes,no,no,yes,MUD BRICK (UNFIRED),grass
20808421,Dedza,8,80,29 Jul 10,29,7,2010,89,20 Sep 10,20,9,2010,no,no,yes,no,no,yes,COMPACTED EARTH (YAMDINDO),grass
20820318,Dedza,20,20,30 May 11,30,5,2011,,,,,,yes,yes,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
20901232,Ntcheu,1,90,03 Feb 11,3,2,2011,99,04 Feb 11,4,2,2011,yes,no,yes,yes,no,yes,BURNT BRICKS,grass
20901276,Ntcheu,1,90,29 Apr 10,29,4,2010,99,21 May 10,21,5,2010,yes,no,yes,no,no,yes,BURNT BRICKS,grass
20902437,Ntcheu,2,90,18 Mar 11,18,3,2011,99,21 Mar 11,21,3,2011,no,no,yes,no,no,yes,MUD BRICK (UNFIRED),grass
20902449,Ntcheu,2,90,22 Nov 10,22,11,2010,99,05 Dec 10,5,12,2010,yes,no,yes,yes,no,yes,MUD BRICK (UNFIRED),grass
20902461,Ntcheu,2,90,03 Sep 10,3,9,2010,99,14 Sep 10,14,9,2010,no,no,yes,no,no,yes,MUD BRICK (UNFIRED),grass
20903543,Ntcheu,3,90,26 Jun 10,26,6,2010,99,07 Jul 10,7,7,2010,yes,no,yes,no,no,yes,BURNT BRICKS,grass
20903583,Ntcheu,3,90,30 Sep 10,30,9,2010,99,11 Oct 10,11,10,2010,yes,no,yes,yes,no,yes,MUD BRICK (UNFIRED),grass
20904018,Ntcheu,4,90,07 Oct 10,7,10,2010,99,18 Oct 10,18,10,2010,yes,no,yes,no,no,yes,MUD BRICK (UNFIRED),grass
20904160,Ntcheu,4,90,26 Mar 10,26,3,2010,99,21 May 10,21,5,2010,yes,no,yes,yes,no,yes,MUD BRICK (UNFIRED),grass
20904342,Ntcheu,4,90,18 Oct 10,18,10,2010,99,21 Oct 10,21,10,2010,yes,no,yes,yes,no,yes,MUD BRICK (UNFIRED),grass
20904602,Ntcheu,4,90,13 Jan 11,13,1,2011,99,18 Jan 11,18,1,2011,yes,no,yes,yes,no,yes,MUD BRICK (UNFIRED),grass
20905295,Ntcheu,5,90,11 Nov 10,11,11,2010,99,18 Nov 10,18,11,2010,yes,no,yes,yes,no,yes,MUD BRICK (UNFIRED),grass
20906110,Ntcheu,6,90,26 Jan 11,26,1,2011,99,02 Feb 11,2,2,2011,yes,no,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
20906524,Ntcheu,6,90,17 May 10,17,5,2010,99,25 May 10,25,5,2010,yes,no,yes,no,no,yes,BURNT BRICKS,IRON SHEETS
20906605,Ntcheu,6,90,16 Aug 10,16,8,2010,99,29 Aug 10,29,8,2010,yes,no,yes,yes,no,yes,BURNT BRICKS,grass
20907238,Ntcheu,7,90,20 Dec 10,20,12,2010,99,23 Dec 10,23,12,2010,yes,no,yes,yes,yes,yes,MUD BRICK (UNFIRED),grass
20908051,Ntcheu,8,90,16 Jul 10,16,7,2010,99,19 Jul 10,19,7,2010,yes,no,yes,no,no,yes,MUD BRICK (UNFIRED),grass
20908088,Ntcheu,8,90,05 Apr 10,5,4,2010,99,21 May 10,21,5,2010,yes,no,yes,yes,no,yes,MUD BRICK (UNFIRED),grass
20908119,Ntcheu,8,90,12 Jun 10,12,6,2010,99,06 Jul 10,6,7,2010,no,no,yes,yes,no,yes,MUD BRICK (UNFIRED),grass
20908293,Ntcheu,8,90,06 Jan 10,6,1,2010,99,09 Jan 10,9,1,2010,yes,no,yes,yes,no,yes,MUD BRICK (UNFIRED),grass
20908329,Ntcheu,8,90,13 Dec 10,13,12,2010,99,23 Dec 10,23,12,2010,yes,no,yes,yes,no,yes,MUD BRICK (UNFIRED),grass
20908538,Ntcheu,8,90,28 Feb 11,28,2,2011,99,05 Mar 11,5,3,2011,yes,no,yes,yes,no,yes,MUD BRICK (UNFIRED),grass
20909113,Ntcheu,9,90,28 Jul 10,28,7,2010,99,10 Aug 10,10,8,2010,yes,no,yes,no,no,yes,MUD BRICK (UNFIRED),grass
20920520,Ntcheu,20,90,12 Aug 10,12,8,2010,99,29 Aug 10,29,8,2010,no,yes,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
21031643,Lilongwe City,31,40,04 Nov 10,4,11,2010,79,14 Nov 10,14,11,2010,yes,no,yes,yes,yes,yes,MUD BRICK (UNFIRED),IRON SHEETS
21037030,Lilongwe City,37,70,28 Aug 10,28,8,2010,79,21 Sep 10,21,9,2010,yes,yes,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
21037224,Lilongwe City,37,40,17 Feb 11,17,2,2011,79,24 Feb 11,24,2,2011,yes,yes,yes,yes,yes,yes,MUD BRICK (UNFIRED),IRON SHEETS
21037536,Lilongwe City,37,70,26 Apr 10,26,4,2010,79,22 Jun 10,22,6,2010,yes,yes,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
21038392,Lilongwe City,38,40,08 Mar 11,8,3,2011,79,12 Mar 11,12,3,2011,yes,yes,yes,yes,yes,yes,COMPACTED EARTH (YAMDINDO),IRON SHEETS
21038763,Lilongwe City,38,40,20 Dec 10,20,12,2010,79,21 Dec 10,21,12,2010,yes,yes,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
21048764,Lilongwe City,48,70,18 Jul 10,18,7,2010,79,04 Aug 10,4,8,2010,yes,yes,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
21051203,Lilongwe City,51,40,04 Oct 10,4,10,2010,79,10 Oct 10,10,10,2010,yes,yes,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
21051517,Lilongwe City,51,40,20 Oct 10,20,10,2010,79,31 Oct 10,31,10,2010,yes,yes,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
21052427,Lilongwe City,52,70,30 Mar 10,30,3,2010,79,22 Jun 10,22,6,2010,yes,yes,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
21052642,Lilongwe City,52,40,18 Jan 11,18,1,2011,79,20 Jan 11,20,1,2011,yes,yes,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
21053430,Lilongwe City,53,70,27 Aug 10,27,8,2010,79,10 Sep 10,10,9,2010,yes,yes,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
21053745,Lilongwe City,53,70,27 Jul 10,27,7,2010,79,04 Aug 10,4,8,2010,yes,yes,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
21054673,Lilongwe City,54,40,24 Jan 11,24,1,2011,79,26 Jan 11,26,1,2011,yes,yes,yes,yes,yes,yes,MUD BRICK (UNFIRED),IRON SHEETS
21055165,Lilongwe City,55,40,10 Dec 10,10,12,2010,79,21 Dec 10,21,12,2010,yes,yes,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
21055241,Lilongwe City,55,70,14 Sep 10,14,9,2010,79,15 Sep 10,15,9,2010,yes,yes,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
21055693,Lilongwe City,55,70,29 May 10,29,5,2010,79,22 Jun 10,22,6,2010,yes,yes,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
21056222,Lilongwe City,56,40,10 Mar 11,10,3,2011,79,11 Mar 11,11,3,2011,yes,no,yes,yes,no,yes,MUD BRICK (UNFIRED),grass
21066096,Lilongwe City,66,40,27 Sep 10,27,9,2010,79,10 Oct 10,10,10,2010,yes,yes,yes,yes,yes,yes,MUD BRICK (UNFIRED),IRON SHEETS
21066339,Lilongwe City,66,70,08 Jun 10,8,6,2010,79,22 Jun 10,22,6,2010,no,no,yes,yes,yes,yes,MUD BRICK (UNFIRED),IRON SHEETS
21066478,Lilongwe City,66,40,28 Oct 10,28,10,2010,79,31 Oct 10,31,10,2010,yes,no,yes,yes,yes,yes,BURNT BRICKS,grass
21069400,Lilongwe City,69,40,07 Jan 11,7,1,2011,79,12 Jan 11,12,1,2011,yes,no,yes,yes,no,yes,MUD BRICK (UNFIRED),grass
21074510,Lilongwe City,74,70,09 Apr 10,9,4,2010,79,21 Jun 10,21,6,2010,no,no,no,yes,no,no,MUD BRICK (UNFIRED),IRON SHEETS
21077725,Lilongwe City,77,70,07 Aug 10,7,8,2010,79,30 Aug 10,30,8,2010,yes,yes,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
21079006,Lilongwe City,79,70,13 Sep 10,13,9,2010,79,15 Sep 10,15,9,2010,yes,yes,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
21080308,Lilongwe City,80,70,24 Apr 10,24,4,2010,,,,,,no,no,yes,yes,yes,yes,MUD BRICK (UNFIRED),IRON SHEETS
21080755,Lilongwe City,80,40,27 Jan 11,27,1,2011,79,08 Feb 11,8,2,2011,yes,yes,yes,yes,yes,yes,MUD BRICK (UNFIRED),IRON SHEETS
21081573,Lilongwe City,81,70,16 Sep 10,16,9,2010,79,21 Sep 10,21,9,2010,no,no,yes,yes,yes,yes,MUD BRICK (UNFIRED),IRON SHEETS
21083535,Lilongwe City,83,40,06 Dec 10,6,12,2010,79,08 Dec 10,8,12,2010,yes,no,yes,yes,yes,yes,MUD BRICK (UNFIRED),IRON SHEETS
21085094,Lilongwe City,85,40,04 Mar 11,4,3,2011,79,07 Mar 11,7,3,2011,yes,no,yes,yes,no,yes,MUD BRICK (UNFIRED),grass
21086069,Lilongwe City,86,40,24 Sep 10,24,9,2010,79,29 Sep 10,29,9,2010,yes,no,yes,yes,yes,yes,MUD BRICK (UNFIRED),IRON SHEETS
21086436,Lilongwe City,86,70,12 Jul 10,12,7,2010,79,01 Aug 10,1,8,2010,no,no,yes,yes,yes,yes,MUD BRICK (UNFIRED),IRON SHEETS
21087057,Lilongwe City,87,40,25 Oct 10,25,10,2010,79,30 Oct 10,30,10,2010,yes,yes,yes,yes,yes,yes,MUD BRICK (UNFIRED),IRON SHEETS
21087531,Lilongwe City,87,70,25 Mar 10,25,3,2010,79,22 Jun 10,22,6,2010,no,no,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
21087736,Lilongwe City,87,40,11 Jan 11,11,1,2011,79,17 Jan 11,17,1,2011,yes,yes,yes,yes,yes,yes,MUD BRICK (UNFIRED),IRON SHEETS
21088597,Lilongwe City,88,70,12 Aug 10,12,8,2010,79,03 Sep 10,3,9,2010,yes,no,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
30101280,Mangochi,1,100,04 Apr 10,4,4,2010,109,05 Jul 10,5,7,2010,no,no,no,yes,yes,yes,MUD BRICK (UNFIRED),grass
30101545,Mangochi,1,100,07 Sep 10,7,9,2010,109,08 Sep 10,8,9,2010,yes,no,yes,yes,yes,yes,BURNT BRICKS,grass
30101552,Mangochi,1,150,28 Jan 11,28,1,2011,109,01 Feb 11,1,2,2011,no,no,yes,no,no,yes,MUD BRICK (UNFIRED),grass
30102028,Mangochi,2,100,08 Jul 10,8,7,2010,109,20 Jul 10,20,7,2010,yes,no,yes,yes,yes,yes,BURNT BRICKS,grass
30102540,Mangochi,2,150,15 Nov 10,15,11,2010,109,18 Nov 10,18,11,2010,no,no,yes,no,no,no,MUD BRICK (UNFIRED),grass
30102632,Mangochi,2,150,04 Mar 11,4,3,2011,109,05 Mar 11,5,3,2011,no,no,yes,no,no,yes,MUD BRICK (UNFIRED),grass
30102641,Mangochi,2,150,30 Nov 10,30,11,2010,109,06 Dec 10,6,12,2010,no,no,yes,no,no,yes,MUD BRICK (UNFIRED),grass
30103021,Mangochi,3,150,11 Jan 11,11,1,2011,109,13 Jan 11,13,1,2011,no,no,yes,no,no,yes,MUD BRICK (UNFIRED),grass
30103074,Mangochi,3,100,26 Apr 10,26,4,2010,109,05 Jul 10,5,7,2010,no,no,no,yes,yes,yes,MUD BRICK (UNFIRED),grass
30103420,Mangochi,3,150,22 Oct 10,22,10,2010,109,28 Oct 10,28,10,2010,yes,no,yes,yes,no,yes,MUD BRICK (UNFIRED),grass
30104022,Mangochi,4,150,18 Nov 10,18,11,2010,109,20 Nov 10,20,11,2010,yes,no,yes,yes,no,yes,MUD BRICK (UNFIRED),grass
30104040,Mangochi,4,150,25 Feb 11,25,2,2011,109,28 Feb 11,28,2,2011,yes,yes,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
30104708,Mangochi,4,100,21 Jul 10,21,7,2010,109,29 Jul 10,29,7,2010,yes,no,yes,yes,yes,yes,MUD BRICK (UNFIRED),grass
30105325,Mangochi,5,100,14 May 10,14,5,2010,109,05 Jul 10,5,7,2010,yes,no,yes,yes,yes,yes,BURNT BRICKS,grass
30105448,Mangochi,5,100,03 Sep 10,3,9,2010,109,09 Sep 10,9,9,2010,no,no,yes,no,no,yes,MUD BRICK (UNFIRED),grass
30106005,Mangochi,6,150,02 Mar 11,2,3,2011,109,03 Mar 11,3,3,2011,no,no,yes,no,no,yes,MUD BRICK (UNFIRED),grass
30106331,Mangochi,6,150,03 Dec 10,3,12,2010,109,08 Dec 10,8,12,2010,yes,no,yes,yes,yes,yes,BURNT BRICKS,grass
30106750,Mangochi,6,100,06 Jun 10,6,6,2010,109,05 Jul 10,5,7,2010,no,no,yes,yes,yes,yes,MUD BRICK (UNFIRED),grass
30107395,Mangochi,7,100,09 Jul 10,9,7,2010,109,29 Jul 10,29,7,2010,yes,yes,yes,yes,yes,yes,MUD BRICK (UNFIRED),grass
30107624,Mangochi,7,150,14 Nov 10,14,11,2010,109,18 Nov 10,18,11,2010,no,no,yes,no,no,no,MUD BRICK (UNFIRED),grass
30108117,Mangochi,8,150,18 Jan 11,18,1,2011,109,21 Jan 11,21,1,2011,yes,no,yes,no,no,yes,MUD BRICK (UNFIRED),grass
30108401,Mangochi,8,100,23 Mar 10,23,3,2010,109,05 Jul 10,5,7,2010,no,no,no,yes,no,yes,MUD BRICK (UNFIRED),grass
30109724,Mangochi,9,100,22 Jul 10,22,7,2010,109,29 Jul 10,29,7,2010,no,no,yes,no,yes,yes,MUD BRICK (UNFIRED),grass
30120262,Mangochi,20,150,24 Nov 10,24,11,2010,109,24 Nov 10,24,11,2010,yes,yes,yes,yes,yes,yes,MUD BRICK (UNFIRED),IRON SHEETS
30201076,Machinga,1,150,06 Oct 10,6,10,2010,109,09 Oct 10,9,10,2010,yes,no,yes,yes,no,yes,MUD BRICK (UNFIRED),grass
30201146,Machinga,1,150,04 Nov 10,4,11,2010,109,04 Nov 10,4,11,2010,no,no,yes,no,no,yes,MUD BRICK (UNFIRED),grass
30201498,Machinga,1,150,22 Feb 11,22,2,2011,109,23 Feb 11,23,2,2011,yes,no,yes,no,no,yes,MUD BRICK (UNFIRED),grass
30201587,Machinga,1,100,06 Apr 10,6,4,2010,109,06 Jul 10,6,7,2010,yes,no,yes,no,yes,yes,MUD BRICK (UNFIRED),grass
30202252,Machinga,2,100,05 Jun 10,5,6,2010,109,31 Aug 10,31,8,2010,yes,yes,yes,yes,yes,yes,BURNT BRICKS,grass
30202403,Machinga,2,150,15 Mar 11,15,3,2011,109,16 Mar 11,16,3,2011,no,no,no,no,no,no,MUD BRICK (UNFIRED),grass
30203044,Machinga,3,100,13 Jul 10,13,7,2010,109,20 Jul 10,20,7,2010,yes,yes,yes,yes,yes,yes,MUD BRICK (UNFIRED),grass
30203122,Machinga,3,150,22 Dec 10,22,12,2010,109,23 Dec 10,23,12,2010,no,no,no,no,no,no,MUD BRICK (UNFIRED),grass
30203142,Machinga,3,150,14 Jan 11,14,1,2011,109,17 Jan 11,17,1,2011,yes,no,yes,no,no,yes,MUD BRICK (UNFIRED),grass
30203256,Machinga,3,100,30 Mar 10,30,3,2010,109,06 Jul 10,6,7,2010,no,no,yes,yes,yes,yes,MUD BRICK (UNFIRED),grass
30203767,Machinga,3,150,14 Oct 10,14,10,2010,109,22 Oct 10,22,10,2010,no,no,yes,yes,no,yes,MUD BRICK (UNFIRED),grass
30204126,Machinga,4,150,11 Nov 10,11,11,2010,109,15 Nov 10,15,11,2010,yes,no,yes,yes,no,yes,MUD BRICK (UNFIRED),grass
30205702,Machinga,5,150,18 Feb 11,18,2,2011,109,22 Feb 11,22,2,2011,yes,no,yes,yes,yes,yes,MUD BRICK (UNFIRED),IRON SHEETS
30206341,Machinga,6,100,22 Aug 10,22,8,2010,109,31 Aug 10,31,8,2010,yes,no,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
30206572,Machinga,6,100,19 May 10,19,5,2010,109,05 Jul 10,5,7,2010,no,no,yes,yes,yes,yes,MUD BRICK (UNFIRED),grass
30207060,Machinga,7,150,11 Mar 11,11,3,2011,109,16 Mar 11,16,3,2011,no,no,yes,no,no,yes,MUD BRICK (UNFIRED),grass
30207188,Machinga,7,100,12 Jun 10,12,6,2010,109,20 Jul 10,20,7,2010,no,no,no,no,no,no,MUD BRICK (UNFIRED),grass
30207491,Machinga,7,150,21 Dec 10,21,12,2010,109,23 Dec 10,23,12,2010,no,no,yes,no,no,no,MUD BRICK (UNFIRED),grass
30208396,Machinga,8,150,13 Nov 10,13,11,2010,109,16 Nov 10,16,11,2010,no,no,yes,no,no,no,MUD BRICK (UNFIRED),grass
30209287,Machinga,9,150,21 Oct 10,21,10,2010,109,28 Oct 10,28,10,2010,yes,no,yes,yes,yes,yes,MUD BRICK (UNFIRED),grass
30212167,Machinga,12,150,21 Jan 11,21,1,2011,109,24 Jan 11,24,1,2011,no,no,yes,no,no,yes,BURNT BRICKS,grass
30212307,Machinga,12,100,17 May 10,17,5,2010,109,31 Aug 10,31,8,2010,yes,no,yes,yes,yes,yes,BURNT BRICKS,grass
30212492,Machinga,12,100,03 Aug 10,3,8,2010,109,08 Sep 10,8,9,2010,yes,no,yes,yes,no,no,MUD BRICK (UNFIRED),grass
30222077,Machinga,22,150,15 Sep 10,15,9,2010,109,16 Sep 10,16,9,2010,yes,yes,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
30301554,Zomba,1,110,31 Jan 11,31,1,2011,119,31 Jan 11,31,1,2011,no,no,yes,yes,yes,yes,BURNT BRICKS,grass
30301576,Zomba,1,110,11 Nov 10,11,11,2010,119,14 Nov 10,14,11,2010,no,no,yes,yes,yes,yes,MUD BRICK (UNFIRED),grass
30301590,Zomba,1,110,19 May 10,19,5,2010,222,08 Apr 11,8,4,2011,yes,no,yes,no,yes,yes,BURNT BRICKS,IRON SHEETS
30302283,Zomba,2,110,09 Nov 10,9,11,2010,119,11 Nov 10,11,11,2010,yes,no,yes,yes,yes,yes,BURNT BRICKS,grass
30302357,Zomba,2,110,17 Nov 10,17,11,2010,119,19 Nov 10,19,11,2010,yes,no,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
30302601,Zomba,2,110,01 Jun 10,1,6,2010,119,23 Jun 10,23,6,2010,yes,no,yes,no,no,yes,MUD BRICK (UNFIRED),grass
30302687,Zomba,2,110,25 Feb 11,25,2,2011,119,25 Feb 11,25,2,2011,no,no,yes,yes,yes,yes,BURNT BRICKS,grass
30302692,Zomba,2,110,28 Sep 10,28,9,2010,119,01 Oct 10,1,10,2010,yes,yes,yes,yes,yes,yes,BURNT BRICKS,grass
30304139,Zomba,4,110,11 Jan 11,11,1,2011,119,13 Jan 11,13,1,2011,no,no,yes,yes,yes,yes,BURNT BRICKS,grass
30304143,Zomba,4,110,12 Jul 10,12,7,2010,,,,,,yes,no,yes,no,no,yes,BURNT BRICKS,grass
30305082,Zomba,5,110,15 Sep 10,15,9,2010,119,01 Oct 10,1,10,2010,no,no,yes,yes,yes,yes,MUD BRICK (UNFIRED),grass
30305258,Zomba,5,110,24 Aug 10,24,8,2010,119,30 Aug 10,30,8,2010,yes,no,yes,no,yes,yes,BURNT BRICKS,grass
30305277,Zomba,5,110,30 Mar 10,30,3,2010,119,14 Jun 10,14,6,2010,yes,no,yes,no,yes,yes,BURNT BRICKS,IRON SHEETS
30305506,Zomba,5,110,04 Feb 11,4,2,2011,119,09 Feb 11,9,2,2011,no,no,yes,yes,yes,yes,BURNT BRICKS,grass
30305561,Zomba,5,110,12 Oct 10,12,10,2010,119,20 Oct 10,20,10,2010,no,no,yes,yes,yes,yes,MUD (YOMATA),PLASTIC SHEETING
30305580,Zomba,5,110,01 May 10,1,5,2010,119,29 Jun 10,29,6,2010,yes,no,yes,yes,no,yes,BURNT BRICKS,grass
30306024,Zomba,6,110,04 Nov 10,4,11,2010,119,08 Nov 10,8,11,2010,no,no,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
30306056,Zomba,6,110,06 Jan 11,6,1,2011,119,08 Jan 11,8,1,2011,yes,no,yes,yes,yes,yes,BURNT BRICKS,grass
30306087,Zomba,6,110,30 Jun 10,30,6,2010,119,05 Jul 10,5,7,2010,yes,no,yes,no,yes,yes,BURNT BRICKS,grass
30306460,Zomba,6,110,02 Mar 11,2,3,2011,119,05 Mar 11,5,3,2011,no,no,yes,yes,yes,yes,MUD BRICK (UNFIRED),grass
30306555,Zomba,6,110,05 Oct 10,5,10,2010,119,02 Nov 10,2,11,2010,no,no,yes,no,yes,yes,BURNT BRICKS,grass
30306594,Zomba,6,110,30 Nov 10,30,11,2010,119,03 Dec 10,3,12,2010,yes,no,yes,yes,yes,yes,MUD BRICK (UNFIRED),grass
30307577,Zomba,7,110,25 Mar 10,25,3,2010,119,02 Nov 10,2,11,2010,yes,no,yes,no,yes,yes,BURNT BRICKS,IRON SHEETS
30307678,Zomba,7,110,30 Jul 10,30,7,2010,119,21 Aug 10,21,8,2010,yes,yes,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
30401015,Chiradzulu,1,120,15 Nov 10,15,11,2010,129,30 Nov 10,30,11,2010,no,no,yes,yes,no,yes,MUD BRICK (UNFIRED),IRON SHEETS
30401062,Chiradzulu,1,120,26 Apr 10,26,4,2010,129,27 May 10,27,5,2010,yes,no,yes,yes,yes,no,BURNT BRICKS,grass
30401178,Chiradzulu,1,120,01 Sep 10,1,9,2010,129,04 Oct 10,4,10,2010,yes,no,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
30401397,Chiradzulu,1,120,04 Feb 11,4,2,2011,129,23 Feb 11,23,2,2011,yes,yes,yes,yes,no,yes,BURNT BRICKS,IRON SHEETS
30402291,Chiradzulu,2,120,08 Jan 11,8,1,2011,129,29 Jan 11,29,1,2011,no,no,yes,yes,no,yes,MUD BRICK (UNFIRED),IRON SHEETS
30402402,Chiradzulu,2,120,10 Jul 10,10,7,2010,129,04 Aug 10,4,8,2010,yes,yes,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
30402515,Chiradzulu,2,120,12 Jun 10,12,6,2010,129,30 Jun 10,30,6,2010,no,no,yes,yes,yes,yes,MUD BRICK (UNFIRED),grass
30402570,Chiradzulu,2,120,21 Mar 11,21,3,2011,129,20 Mar 11,20,3,2011,no,no,yes,yes,no,no,MUD (YOMATA),grass
30402669,Chiradzulu,2,120,09 Dec 10,9,12,2010,129,17 Jan 11,17,1,2011,yes,no,yes,yes,no,yes,BURNT BRICKS,IRON SHEETS
30403185,Chiradzulu,3,120,05 Oct 10,5,10,2010,129,14 Oct 10,14,10,2010,yes,no,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
30403225,Chiradzulu,3,120,24 Mar 10,24,3,2010,129,27 May 10,27,5,2010,no,no,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
30403261,Chiradzulu,3,120,05 Sep 10,5,9,2010,129,04 Oct 10,4,10,2010,yes,no,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
30403444,Chiradzulu,3,120,01 May 10,1,5,2010,129,27 May 10,27,5,2010,yes,yes,yes,yes,no,yes,MUD BRICK (UNFIRED),grass
30403558,Chiradzulu,3,120,17 Feb 11,17,2,2011,129,09 Mar 11,9,3,2011,yes,no,yes,yes,no,yes,BURNT BRICKS,grass
30403699,Chiradzulu,3,120,11 Nov 10,11,11,2010,129,30 Nov 10,30,11,2010,no,no,yes,yes,no,yes,MUD BRICK (UNFIRED),grass
30403766,Chiradzulu,3,120,14 Nov 10,14,11,2010,129,30 Nov 10,30,11,2010,no,no,yes,yes,no,yes,MUD BRICK (UNFIRED),grass
30404093,Chiradzulu,4,120,02 Dec 10,2,12,2010,129,17 Jan 11,17,1,2011,no,no,yes,no,no,no,MUD BRICK (UNFIRED),grass
30404458,Chiradzulu,4,120,11 Jun 10,11,6,2010,129,01 Jul 10,1,7,2010,yes,no,yes,yes,no,yes,BURNT BRICKS,grass
30404493,Chiradzulu,4,120,05 Mar 11,5,3,2011,129,20 Mar 11,20,3,2011,yes,no,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
30405588,Chiradzulu,5,120,23 Jul 10,23,7,2010,129,05 Aug 10,5,8,2010,yes,no,yes,yes,no,yes,BURNT BRICKS,grass
30406125,Chiradzulu,6,120,11 Jan 11,11,1,2011,129,25 Jan 11,25,1,2011,yes,no,yes,yes,no,yes,BURNT BRICKS,grass
30406378,Chiradzulu,6,120,12 Oct 10,12,10,2010,129,22 Oct 10,22,10,2010,yes,no,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
30406710,Chiradzulu,6,120,05 Apr 10,5,4,2010,129,27 May 10,27,5,2010,no,no,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
30420223,Chiradzulu,20,120,10 Aug 10,10,8,2010,129,06 Sep 10,6,9,2010,yes,yes,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
30501008,Blanytyre,1,120,05 Dec 10,5,12,2010,129,17 Jan 11,17,1,2011,yes,yes,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
30501020,Blanytyre,1,120,05 May 10,5,5,2010,129,27 May 10,27,5,2010,yes,no,yes,yes,no,yes,BURNT BRICKS,grass
30501359,Blanytyre,1,120,24 Feb 11,24,2,2011,129,09 Mar 11,9,3,2011,yes,yes,yes,yes,no,yes,MUD BRICK (UNFIRED),grass
30501383,Blanytyre,1,120,27 Aug 10,27,8,2010,129,08 Sep 10,8,9,2010,no,no,yes,yes,yes,yes,BURNT BRICKS,IRON SHEETS
30501566,Blanytyre,1,120,03 Aug 10,3,8,2010,129,06 Sep 10,6,9,2010,yes,no,yes,yes,no,yes,BURNT BRICKS,IRON SHEETS
30502418,Blanytyre,2,120,09 Mar 11,9,3,2011,129,20 Mar 11,20,3,2011,yes,no,yes,yes,no,yes,BURNT BRICKS,IRON SHEETS
30502456,Blanytyre,2,120,30 May 10,30,5,2010,129,01 Jul 10,1,7,2010,no,no,yes,no,no,no,MUD BRICK (UNFIRED),grass
30503214,Blanytyre,3,120,20 Jan 11,20,1,2011,129,29 Jan 11,29,1,2011,yes,no,yes,yes,no,yes,BURNT BRICKS,IRON SHEETS
30503292,Blanytyre,3,120,20 Oct 10,20,10,2010,129,08 Nov 10,8,11,2010,yes,yes,yes,yes,no,yes,MUD (YOMATA),IRON SHEETS
30503685,Blanytyre,3,120,16 Sep 10,16,9,2010,129,04 Oct 10,4,10,2010,yes,no,yes,yes,no,yes,BURNT BRICKS,grass
30504251,Blanytyre,4,120,31 Mar 10,31,3,2010,129,27 May 10,27,5,2010,yes,yes,yes,yes,no,yes,BURNT BRICKS,IRON SHEETS
30504518,Blanytyre,4,120,30 May 10,30,5,2010,129,03 Aug 10,3,8,2010,no,no,yes,yes,no,no,BURNT BRICKS,grass
