ea_id,com_ck00a,com_ck00c,com_ck00b1,com_ck00b2,com_ck00b3,com_ck00b3_os
30508364,Charcoal,Yes,50,1,Other (Specify),JUMBO
30508364,Paraffin,Yes,10,1,Cup,
30508364,Chemical fertilizer (mkt value),Yes,200,1,Kilogram,
30508364,Pesticides/Insecticides (mkt value),Yes,200,50,Millilitre,
30508364,Herbicides/Fungicides (mkt value),No,,,,
30508364,Motorized transport of crop output (per 50kg),Yes,100,,,
30508364,Hybrid maize seed (mkt value),No,,,,
30508364,"Hand hoe, without handle",Yes,750,,,
30508364,Panga,Yes,300,,,
30508364,Sickle,Yes,150,,,
30508364,Axe,Yes,500,,,
30508364,Bicycle,Yes,14000,,,
30508364,"Foam mattress (10 cm, single)",Yes,5000,,,
30508364,"Mosquito net (white, not treated)",Yes,890,,,
30508364,"Ganyu wage, 1 day, adult male",No,,,,
30508435,Maize grain,No,,,,
30508435,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
30508435,Cost to grind 50 kg bag of maize,Yes,450,,,
30508435,Cost to grind 50 kg bag of rice,No,,,,
30508435,Rice,No,,,,
30508435,White bread loaf (unsliced),No,,,,
30508435,Scone / Mandazi,No,,,,
30508435,Beans,No,,,,
30508435,Cabbage,No,,,,
30508435,Tomatoes,No,,,,
30508435,Banana,No,,,,
30508435,Fresh milk (liquid),No,,,,
30508435,Egg,No,,,,
30508435,Chicken (live),Yes,500,1,Piece,
30508435,Dried fish (usipa),No,,,,
30508435,Beef,No,,,,
30508435,Tea leaves,No,,,,
30508435,Salt,Yes,10,25,Gram,
30508435,"Sugar, white",Yes,165,1,Kilogram,
30508435,"Cooking oil (Kazinga, Kukoma)",No,,,,
30508435,"Chips, potato (street vendor)",No,,,,
30508435,Bar soap (Maluwa),No,,,,
30508435,Toothbrush,Yes,20,1,Piece,
30508435,Toothpaste (50 g tube),No,,,,
30508435,"Clothes soap (Omo, Surf)",Yes,100,100,Gram,
30508435,Vaseline/glycerin,Yes,70,25,Gram,
30508435,Aspirin or Panadol,Yes,5,1,Piece,
30508435,Fansidar (3 tablet packet),No,,,,
30508435,Chitenje cloth,No,,,,
30508435,Trousers (kaunjika),No,,,,
30508435,"Coca-Cola, Fanta (bottle)",Yes,60,,,
30508435,Carlsberg beer (bottle),No,,,,
30508435,"Cigarettes, Embassy (packet)",No,,,,
30508435,Battery (dry cell) for radio,Yes,45,,,
30508435,"Watch, digital (simple), plastic",No,,,,
30508435,Firewood,No,,,,
30508435,Charcoal,Yes,900,45,Kilogram,
30508435,Paraffin,No,,,,
30508435,Chemical fertilizer (mkt value),No,,,,
30508435,Pesticides/Insecticides (mkt value),No,,,,
30508435,Herbicides/Fungicides (mkt value),No,,,,
30508435,Motorized transport of crop output (per 50kg),No,,,,
30508435,Hybrid maize seed (mkt value),No,,,,
30508435,"Hand hoe, without handle",Yes,350,,,
30508435,Panga,No,,,,
30508435,Sickle,No,,,,
30508435,Axe,Yes,450,,,
30508435,Bicycle,No,,,,
30508435,"Foam mattress (10 cm, single)",No,,,,
30508435,"Mosquito net (white, not treated)",No,,,,
30508435,"Ganyu wage, 1 day, adult male",No,,,,
30508473,Maize grain,Yes,2200,1,50 KG. Bag,
30508473,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
30508473,Cost to grind 50 kg bag of maize,Yes,360,,,
30508473,Cost to grind 50 kg bag of rice,No,,,,
30508473,Rice,Yes,150,1,Kilogram,
30508473,White bread loaf (unsliced),Yes,126,1,Kilogram,
30508473,Scone / Mandazi,Yes,10,1,Piece,
30508473,Beans,Yes,200,1,Kilogram,
30508473,Cabbage,Yes,80,1,Piece,
30508473,Tomatoes,Yes,20,3,Piece,
30508473,Banana,Yes,20,4,Piece,
30508473,Fresh milk (liquid),No,,,,
30508473,Egg,Yes,15,1,Piece,
30508473,Chicken (live),Yes,700,1,Piece,
30508473,Dried fish (usipa),Yes,50,1,Heap,
30508473,Beef,Yes,500,1,Kilogram,
30508473,Tea leaves,Yes,10,1,No. 10 Plate,
30508473,Salt,Yes,20,1,No. 10 Plate,
30508473,"Sugar, white",Yes,180,1,Kilogram,
30508473,"Cooking oil (Kazinga, Kukoma)",Yes,400,1,Litre,
30508473,"Chips, potato (street vendor)",Yes,50,1,No. 12 Plate,
30508473,Bar soap (Maluwa),Yes,25,1,Piece,
30508473,Toothbrush,Yes,20,1,Piece,
30508473,Toothpaste (50 g tube),Yes,30,1,Gram,
30508473,"Clothes soap (Omo, Surf)",Yes,50,50,Gram,
30508473,Vaseline/glycerin,Yes,60,50,Gram,
30508473,Aspirin or Panadol,Yes,7,1,Other (Specify),2 TABLET PACKET
30508473,Fansidar (3 tablet packet),No,,,,
30508473,Chitenje cloth,No,,,,
30508473,Trousers (kaunjika),Yes,200,,,
30508473,"Coca-Cola, Fanta (bottle)",Yes,60,,,
30508473,Carlsberg beer (bottle),Yes,125,,,
30508473,"Cigarettes, Embassy (packet)",Yes,200,,,
30508473,Battery (dry cell) for radio,Yes,50,,,
30508473,"Watch, digital (simple), plastic",Yes,150,,,
30508473,Firewood,Yes,100,1,Heap,
30508473,Charcoal,Yes,500,1,50 KG. Bag,
30508473,Paraffin,Yes,130,100,Gram,
30508473,Chemical fertilizer (mkt value),No,,,,
30508473,Pesticides/Insecticides (mkt value),Yes,100,100,Gram,
30508473,Herbicides/Fungicides (mkt value),No,,,,
30508473,Motorized transport of crop output (per 50kg),Yes,50,,,
30508473,Hybrid maize seed (mkt value),No,,,,
30508473,"Hand hoe, without handle",Yes,650,,,
30508473,Panga,Yes,250,,,
30508473,Sickle,Yes,150,,,
30508473,Axe,Yes,350,,,
30508473,Bicycle,Yes,22700,,,
30508473,"Foam mattress (10 cm, single)",Yes,6000,,,
30508473,"Mosquito net (white, not treated)",Yes,750,,,
30508473,"Ganyu wage, 1 day, adult male",No,,,,
30508629,Maize grain,Yes,1500,1,50 KG. Bag,
30508629,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
30508629,Cost to grind 50 kg bag of maize,Yes,240,,,
30508629,Cost to grind 50 kg bag of rice,Yes,240,,,
30508629,Rice,Yes,140,1,Kilogram,
30508629,White bread loaf (unsliced),Yes,150,1,Piece,
30508629,Scone / Mandazi,Yes,10,1,Piece,
30508629,Beans,Yes,170,1,Kilogram,
30508629,Cabbage,Yes,70,1,Piece,
30508629,Tomatoes,Yes,50,1,Piece,
30508629,Banana,Yes,10,1,Piece,
30508629,Fresh milk (liquid),Yes,80,1,Litre,
30508629,Egg,Yes,30,1,Piece,
30508629,Chicken (live),Yes,800,1,Piece,
30508629,Dried fish (usipa),Yes,50,1,Heap,
30508629,Beef,Yes,500,1,Kilogram,
30508629,Tea leaves,Yes,10,25,Gram,
30508629,Salt,Yes,10,1,Satchet/Tube,
30508629,"Sugar, white",Yes,180,1,Kilogram,
30508629,"Cooking oil (Kazinga, Kukoma)",Yes,40,25,Gram,
30508629,"Chips, potato (street vendor)",Yes,50,1,No. 12 Plate,
30508629,Bar soap (Maluwa),Yes,25,1,Piece,
30508629,Toothbrush,Yes,20,1,Piece,
30508629,Toothpaste (50 g tube),Yes,65,50,Gram,
30508629,"Clothes soap (Omo, Surf)",Yes,60,50,Gram,
30508629,Vaseline/glycerin,Yes,70,50,Millilitre,
30508629,Aspirin or Panadol,Yes,10,1,Other (Specify),2 TABLET PACKET
30508629,Fansidar (3 tablet packet),No,,,,
30508629,Chitenje cloth,Yes,500,2,Other (Specify),METERS
30508629,Trousers (kaunjika),Yes,700,,,
30508629,"Coca-Cola, Fanta (bottle)",Yes,60,,,
30508629,Carlsberg beer (bottle),Yes,130,,,
30508629,"Cigarettes, Embassy (packet)",Yes,200,,,
30508629,Battery (dry cell) for radio,Yes,50,,,
30508629,"Watch, digital (simple), plastic",No,,,,
30508629,Firewood,Yes,500,1,Heap,
30508629,Charcoal,Yes,50,1,Other (Specify),PACKET
30508629,Paraffin,Yes,180,1,Litre,
30508629,Chemical fertilizer (mkt value),No,,,,
30508629,Pesticides/Insecticides (mkt value),Yes,325,250,Gram,
30508629,Herbicides/Fungicides (mkt value),No,,,,
30508629,Motorized transport of crop output (per 50kg),Yes,50,,,
30508629,Hybrid maize seed (mkt value),No,,,,
30508629,"Hand hoe, without handle",Yes,700,,,
30508629,Panga,Yes,375,,,
30508629,Sickle,Yes,300,,,
30508629,Axe,Yes,270,,,
30508629,Bicycle,Yes,18000,,,
30508629,"Foam mattress (10 cm, single)",Yes,600,,,
30508629,"Mosquito net (white, not treated)",Yes,800,,,
30508629,"Ganyu wage, 1 day, adult male",No,,,,
30601052,Maize grain,Yes,2200,1,50 KG. Bag,
30601052,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
30601052,Cost to grind 50 kg bag of maize,Yes,240,,,
30601052,Cost to grind 50 kg bag of rice,No,,,,
30601052,Rice,Yes,210,1,Kilogram,
30601052,White bread loaf (unsliced),No,,,,
30601052,Scone / Mandazi,Yes,20,1,Piece,
30601052,Beans,Yes,120,1,Other (Specify),CUP
30601052,Cabbage,No,,,,
30601052,Tomatoes,Yes,20,1,Heap,
30601052,Banana,Yes,30,5,Piece,
30601052,Fresh milk (liquid),No,,,,
30601052,Egg,Yes,35,1,Piece,
30601052,Chicken (live),Yes,1000,1,Piece,
30601052,Dried fish (usipa),Yes,50,1,Heap,
30601052,Beef,Yes,500,1,Kilogram,
30601052,Tea leaves,Yes,10,15,Gram,
30601052,Salt,Yes,20,1,No. 10 Plate,
30601052,"Sugar, white",Yes,170,1,Kilogram,
30601052,"Cooking oil (Kazinga, Kukoma)",Yes,30,1,Satchet/Tube,
30601052,"Chips, potato (street vendor)",No,,,,
30601052,Bar soap (Maluwa),Yes,30,1,Piece,
30601052,Toothbrush,Yes,20,1,Piece,
30601052,Toothpaste (50 g tube),Yes,180,50,Gram,
30601052,"Clothes soap (Omo, Surf)",Yes,100,125,Gram,
30601052,Vaseline/glycerin,Yes,60,35,Gram,
30601052,Aspirin or Panadol,Yes,10,1,Other (Specify),PACKET
30601052,Fansidar (3 tablet packet),Yes,75,1,Other (Specify),PACKET
30601052,Chitenje cloth,Yes,600,1,Piece,
30601052,Trousers (kaunjika),Yes,1000,,,
30601052,"Coca-Cola, Fanta (bottle)",Yes,60,,,
30601052,Carlsberg beer (bottle),No,,,,
30601052,"Cigarettes, Embassy (packet)",Yes,200,,,
30601052,Battery (dry cell) for radio,Yes,50,,,
30601052,"Watch, digital (simple), plastic",No,,,,
30601052,Firewood,Yes,100,1,Heap,
30601052,Charcoal,Yes,300,1,50 KG. Bag,
30601052,Paraffin,No,,,,
30601052,Chemical fertilizer (mkt value),No,,,,
30601052,Pesticides/Insecticides (mkt value),No,,,,
30601052,Herbicides/Fungicides (mkt value),No,,,,
30601052,Motorized transport of crop output (per 50kg),No,,,,
30601052,Hybrid maize seed (mkt value),No,,,,
30601052,"Hand hoe, without handle",Yes,800,,,
30601052,Panga,Yes,300,,,
30601052,Sickle,Yes,150,,,
30601052,Axe,Yes,500,,,
30601052,Bicycle,Yes,18000,,,
30601052,"Foam mattress (10 cm, single)",Yes,12000,,,
30601052,"Mosquito net (white, not treated)",No,,,,
30601052,"Ganyu wage, 1 day, adult male",No,,,,
30601144,Maize grain,Yes,1500,1,50 KG. Bag,
30601144,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
30601144,Cost to grind 50 kg bag of maize,Yes,200,,,
30601144,Cost to grind 50 kg bag of rice,No,,,,
30601144,Rice,Yes,200,1,Kilogram,
30601144,White bread loaf (unsliced),No,,,,
30601144,Scone / Mandazi,Yes,20,1,Piece,
30601144,Beans,Yes,200,1,Kilogram,
30601144,Cabbage,Yes,70,1,Piece,
30601144,Tomatoes,Yes,30,1,Heap,
30601144,Banana,Yes,20,1,Bunch,
30601144,Fresh milk (liquid),No,,,,
30601144,Egg,Yes,25,1,Piece,
30601144,Chicken (live),Yes,1000,1,Piece,
30601144,Dried fish (usipa),Yes,50,1,Heap,
30601144,Beef,No,,,,PACKET
30601144,Tea leaves,Yes,10,1,Other (Specify),PACKET
30601144,Salt,Yes,40,5,Kilogram,PACKET
30601144,"Sugar, white",Yes,175,1,Kilogram,
30601144,"Cooking oil (Kazinga, Kukoma)",Yes,20,1,Satchet/Tube,
30601144,"Chips, potato (street vendor)",Yes,50,1,Other (Specify),PLASTIC PAPER
30601144,Bar soap (Maluwa),Yes,20,1,Piece,
30601144,Toothbrush,Yes,20,1,Piece,
30601144,Toothpaste (50 g tube),Yes,60,1,Gram,
30601144,"Clothes soap (Omo, Surf)",Yes,100,50,Gram,
30601144,Vaseline/glycerin,Yes,45,1,Other (Specify),KHETEPHA
30601144,Aspirin or Panadol,Yes,10,1,Other (Specify),PACKET
30601144,Fansidar (3 tablet packet),Yes,75,1,Other (Specify),PACKET
30601144,Chitenje cloth,Yes,250,1,Piece,
30601144,Trousers (kaunjika),Yes,500,,,
30601144,"Coca-Cola, Fanta (bottle)",Yes,60,,,
30601144,Carlsberg beer (bottle),Yes,120,,,
30601144,"Cigarettes, Embassy (packet)",Yes,40,,,
30601144,Battery (dry cell) for radio,Yes,35,,,
30601144,"Watch, digital (simple), plastic",No,,,,
30601144,Firewood,Yes,50,1,Heap,
30601144,Charcoal,Yes,350,1,50 KG. Bag,
30601144,Paraffin,Yes,20,1,Satchet/Tube,
30601144,Chemical fertilizer (mkt value),No,,,,
30601144,Pesticides/Insecticides (mkt value),No,,,,
30601144,Herbicides/Fungicides (mkt value),No,,,,
30601144,Motorized transport of crop output (per 50kg),No,,,,
30601144,Hybrid maize seed (mkt value),No,,,,
30601144,"Hand hoe, without handle",Yes,790,,,
30601144,Panga,Yes,450,,,
30601144,Sickle,Yes,200,,,
30601144,Axe,Yes,300,,,
30601144,Bicycle,No,,,,
30601144,"Foam mattress (10 cm, single)",No,,,,
30601144,"Mosquito net (white, not treated)",No,,,,
30601144,"Ganyu wage, 1 day, adult male",No,,,,
30601190,Maize grain,Yes,2000,1,50 KG. Bag,
30601190,"Maize flour (Gramil, Rab, or locally milled)",Yes,400,1,50 KG. Bag,
30601190,Cost to grind 50 kg bag of maize,No,,,,
30601190,Cost to grind 50 kg bag of rice,No,,,,
30601190,Rice,Yes,180,1,Kilogram,
30601190,White bread loaf (unsliced),No,,,,
30601190,Scone / Mandazi,Yes,10,1,Millilitre,
30601190,Beans,Yes,200,1,Kilogram,
30601190,Cabbage,Yes,50,1,Piece,
30601190,Tomatoes,Yes,20,1,Piece,
30601190,Banana,Yes,3,1,Piece,
30601190,Fresh milk (liquid),No,,,,
30601190,Egg,Yes,35,1,Piece,
30601190,Chicken (live),Yes,450,1,Piece,
30601190,Dried fish (usipa),Yes,50,1,Heap,
30601190,Beef,Yes,400,1,Kilogram,
30601190,Tea leaves,Yes,20,25,Gram,
30601190,Salt,Yes,60,50,Gram,
30601190,"Sugar, white",Yes,170,1,Kilogram,
30601190,"Cooking oil (Kazinga, Kukoma)",Yes,35,1,Satchet/Tube,
30601190,"Chips, potato (street vendor)",No,,,,
30601190,Bar soap (Maluwa),Yes,20,1,Piece,
30601190,Toothbrush,Yes,25,1,Piece,
30601190,Toothpaste (50 g tube),Yes,30,1,Piece,
30601190,"Clothes soap (Omo, Surf)",Yes,45,25,Gram,
30601190,Vaseline/glycerin,Yes,25,35,Gram,
30601190,Aspirin or Panadol,Yes,10,1,Piece,
30601190,Fansidar (3 tablet packet),Yes,90,1,Piece,
30601190,Chitenje cloth,Yes,500,1,Piece,
30601190,Trousers (kaunjika),Yes,250,,,
30601190,"Coca-Cola, Fanta (bottle)",Yes,60,,,
30601190,Carlsberg beer (bottle),Yes,140,,,
30601190,"Cigarettes, Embassy (packet)",Yes,200,,,
30601190,Battery (dry cell) for radio,Yes,40,,,
30601190,"Watch, digital (simple), plastic",No,,,,
30601190,Firewood,Yes,100,1,Piece,
30601190,Charcoal,Yes,350,1,50 KG. Bag,
30601190,Paraffin,No,,,,
30601190,Chemical fertilizer (mkt value),No,,,,
30601190,Pesticides/Insecticides (mkt value),No,,,,
30601190,Herbicides/Fungicides (mkt value),No,,,,
30601190,Motorized transport of crop output (per 50kg),No,,,,
30601190,Hybrid maize seed (mkt value),No,,,,
30601190,"Hand hoe, without handle",Yes,700,,,
30601190,Panga,Yes,350,,,
30601190,Sickle,Yes,250,,,
30601190,Axe,No,,,,
30601190,Bicycle,No,,,,
30601190,"Foam mattress (10 cm, single)",No,,,,
30601190,"Mosquito net (white, not treated)",No,,,,
30601190,"Ganyu wage, 1 day, adult male",No,,,,
30601191,Maize grain,Yes,1500,1,50 KG. Bag,
30601191,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
30601191,Cost to grind 50 kg bag of maize,Yes,350,,,
30601191,Cost to grind 50 kg bag of rice,No,,,,
30601191,Rice,Yes,160,1,Kilogram,
30601191,White bread loaf (unsliced),No,,,,
30601191,Scone / Mandazi,Yes,20,1,Piece,
30601191,Beans,Yes,700,1,Other (Specify),PACKET
30601191,Cabbage,Yes,35,1,Piece,
30601191,Tomatoes,Yes,20,1,Heap,
30601191,Banana,Yes,30,1,Bunch,
30601191,Fresh milk (liquid),No,,,,
30601191,Egg,Yes,15,1,Piece,
30601191,Chicken (live),Yes,800,1,Piece,
30601191,Dried fish (usipa),Yes,50,1,Heap,
30601191,Beef,No,,,,
30601191,Tea leaves,Yes,20,1,Other (Specify),10 GRAM
30601191,Salt,Yes,20,1,No. 10 Plate,
30601191,"Sugar, white",Yes,130,1,Kilogram,
30601191,"Cooking oil (Kazinga, Kukoma)",Yes,40,1,Satchet/Tube,
30601191,"Chips, potato (street vendor)",Yes,50,1,Other (Specify),PLASTC PAPER
30601191,Bar soap (Maluwa),Yes,25,1,Piece,
30601191,Toothbrush,Yes,20,1,Piece,
30601191,Toothpaste (50 g tube),Yes,65,1,Satchet/Tube,
30601191,"Clothes soap (Omo, Surf)",Yes,110,1,Other (Specify),PACKET
30601191,Vaseline/glycerin,Yes,40,1,Other (Specify),KANKEBE
30601191,Aspirin or Panadol,Yes,20,1,Other (Specify),PACKET
30601191,Fansidar (3 tablet packet),Yes,75,1,Other (Specify),PACKET
30601191,Chitenje cloth,Yes,500,1,Piece,
30601191,Trousers (kaunjika),Yes,600,,,
30601191,"Coca-Cola, Fanta (bottle)",Yes,70,,,
30601191,Carlsberg beer (bottle),Yes,125,,,
30601191,"Cigarettes, Embassy (packet)",Yes,15,,,
30601191,Battery (dry cell) for radio,Yes,50,,,
30601191,"Watch, digital (simple), plastic",Yes,250,,,
30601191,Firewood,No,,,,
30601191,Charcoal,No,,,,
30601191,Paraffin,No,,,,
30601191,Chemical fertilizer (mkt value),No,,,,
30601191,Pesticides/Insecticides (mkt value),No,,,,
30601191,Herbicides/Fungicides (mkt value),No,,,,
30601191,Motorized transport of crop output (per 50kg),No,,,,
30601191,Hybrid maize seed (mkt value),No,,,,
30601191,"Hand hoe, without handle",Yes,600,,,
30601191,Panga,Yes,350,,,
30601191,Sickle,Yes,130,,,
30601191,Axe,Yes,1200,,,
30601191,Bicycle,Yes,18000,,,
30601191,"Foam mattress (10 cm, single)",No,,,,
30601191,"Mosquito net (white, not treated)",No,,,,
30601191,"Ganyu wage, 1 day, adult male",No,,,,
30601428,Maize grain,Yes,1500,1,Kilogram,
30601428,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
30601428,Cost to grind 50 kg bag of maize,Yes,300,,,
30601428,Cost to grind 50 kg bag of rice,No,,,,
30601428,Rice,Yes,200,1,Kilogram,
30601428,White bread loaf (unsliced),Yes,120,1,Piece,
30601428,Scone / Mandazi,Yes,20,1,Piece,
30601428,Beans,Yes,200,1,Kilogram,
30601428,Cabbage,Yes,20,1,Piece,
30601428,Tomatoes,Yes,50,1,Heap,
30601428,Banana,Yes,20,1,Bunch,
30601428,Fresh milk (liquid),Yes,100,1,Litre,
30601428,Egg,No,,,,
30601428,Chicken (live),Yes,900,1,Piece,
30601428,Dried fish (usipa),Yes,50,1,Heap,
30601428,Beef,Yes,420,1,Kilogram,
30601428,Tea leaves,Yes,10,7,Gram,
30601428,Salt,Yes,10,1,No. 10 Plate,
30601428,"Sugar, white",Yes,170,1,Kilogram,
30601428,"Cooking oil (Kazinga, Kukoma)",Yes,20,1,Satchet/Tube,
30601428,"Chips, potato (street vendor)",No,,,,
30601428,Bar soap (Maluwa),Yes,30,1,Piece,
30601428,Toothbrush,Yes,25,1,Piece,
30601428,Toothpaste (50 g tube),Yes,100,50,Gram,
30601428,"Clothes soap (Omo, Surf)",No,,,,
30601428,Vaseline/glycerin,Yes,45,25,Gram,
30601428,Aspirin or Panadol,Yes,10,1,Other (Specify),PACKET
30601428,Fansidar (3 tablet packet),Yes,50,1,Other (Specify),PACKET
30601428,Chitenje cloth,Yes,600,1,Piece,
30601428,Trousers (kaunjika),Yes,1500,,,
30601428,"Coca-Cola, Fanta (bottle)",Yes,60,,,
30601428,Carlsberg beer (bottle),Yes,140,,,
30601428,"Cigarettes, Embassy (packet)",Yes,200,,,
30601428,Battery (dry cell) for radio,Yes,60,,,
30601428,"Watch, digital (simple), plastic",Yes,150,,,
30601428,Firewood,No,,,,
30601428,Charcoal,Yes,400,1,50 KG. Bag,
30601428,Paraffin,No,,,,
30601428,Chemical fertilizer (mkt value),No,,,,
30601428,Pesticides/Insecticides (mkt value),No,,,,
30601428,Herbicides/Fungicides (mkt value),No,,,,
30601428,Motorized transport of crop output (per 50kg),No,,,,
30601428,Hybrid maize seed (mkt value),No,,,,
30601428,"Hand hoe, without handle",Yes,1200,,,
30601428,Panga,Yes,600,,,
30601428,Sickle,Yes,300,,,
30601428,Axe,Yes,150,,,
30601428,Bicycle,No,,,,
30601428,"Foam mattress (10 cm, single)",No,,,,
30601428,"Mosquito net (white, not treated)",No,,,,
30601428,"Ganyu wage, 1 day, adult male",No,,,,
30601526,Maize grain,Yes,2250,1,50 KG. Bag,
30601526,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
30601526,Cost to grind 50 kg bag of maize,Yes,225,,,
30601526,Cost to grind 50 kg bag of rice,No,,,,
30601526,Rice,Yes,120,1,Kilogram,
30601526,White bread loaf (unsliced),Yes,150,1,Piece,
30601526,Scone / Mandazi,Yes,50,1,Piece,
30601526,Beans,Yes,100,500,Gram,
30601526,Cabbage,No,,,,
30601526,Tomatoes,Yes,20,1,Piece,
30601526,Banana,Yes,5,1,Piece,
30601526,Fresh milk (liquid),Yes,25,300,Millilitre,
30601526,Egg,Yes,20,1,Piece,
30601526,Chicken (live),Yes,600,1,Other (Specify),WHOLE CHICKEN
30601526,Dried fish (usipa),Yes,50,1,Heap,
30601526,Beef,Yes,500,1,Kilogram,
30601526,Tea leaves,Yes,30,25,Kilogram,
30601526,Salt,Yes,50,1,No. 12 Plate,
30601526,"Sugar, white",Yes,180,1,Kilogram,
30601526,"Cooking oil (Kazinga, Kukoma)",Yes,40,1,Satchet/Tube,
30601526,"Chips, potato (street vendor)",No,,,,
30601526,Bar soap (Maluwa),Yes,25,1,Piece,
30601526,Toothbrush,Yes,20,1,Piece,
30601526,Toothpaste (50 g tube),Yes,65,1,Piece,
30601526,"Clothes soap (Omo, Surf)",No,,,,
30601526,Vaseline/glycerin,Yes,50,25,Gram,
30601526,Aspirin or Panadol,Yes,10,1,Satchet/Tube,
30601526,Fansidar (3 tablet packet),No,,,,
30601526,Chitenje cloth,No,,,,
30601526,Trousers (kaunjika),No,,,,
30601526,"Coca-Cola, Fanta (bottle)",Yes,60,,,
30601526,Carlsberg beer (bottle),No,,,,
30601526,"Cigarettes, Embassy (packet)",Yes,200,,,
30601526,Battery (dry cell) for radio,Yes,40,,,
30601526,"Watch, digital (simple), plastic",No,,,,
30601526,Firewood,No,,,,
30601526,Charcoal,Yes,500,1,50 KG. Bag,
30601526,Paraffin,No,,,,
30601526,Chemical fertilizer (mkt value),No,,,,
30601526,Pesticides/Insecticides (mkt value),No,,,,
30601526,Herbicides/Fungicides (mkt value),No,,,,
30601526,Motorized transport of crop output (per 50kg),No,,,,
30601526,Hybrid maize seed (mkt value),No,,,,
30601526,"Hand hoe, without handle",Yes,800,,,
30601526,Panga,Yes,300,,,
30601526,Sickle,Yes,200,,,
30601526,Axe,Yes,500,,,
30601526,Bicycle,Yes,12000,,,
30601526,"Foam mattress (10 cm, single)",No,,,,
30601526,"Mosquito net (white, not treated)",Yes,700,,,
30601526,"Ganyu wage, 1 day, adult male",No,,,,
30601608,Maize grain,Yes,1500,1,50 KG. Bag,
30601608,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
30601608,Cost to grind 50 kg bag of maize,Yes,200,,,
30601608,Cost to grind 50 kg bag of rice,No,,,,
30601608,Rice,Yes,180,1,Kilogram,
30601608,White bread loaf (unsliced),Yes,120,1,Piece,
30601608,Scone / Mandazi,Yes,20,1,Piece,
30601608,Beans,Yes,250,1,Kilogram,
30601608,Cabbage,Yes,50,1,Piece,
30601608,Tomatoes,Yes,50,1,Heap,
30601608,Banana,Yes,50,1,Bunch,
30601608,Fresh milk (liquid),Yes,100,1,Litre,
30601608,Egg,Yes,25,1,Piece,
30601608,Chicken (live),Yes,1500,1,Piece,
30601608,Dried fish (usipa),Yes,50,1,Heap,
30601608,Beef,Yes,420,1,Kilogram,
30601608,Tea leaves,Yes,20,15,Gram,
30601608,Salt,Yes,15,1,No. 10 Plate,
30601608,"Sugar, white",Yes,170,1,Kilogram,
30601608,"Cooking oil (Kazinga, Kukoma)",Yes,0,1,Satchet/Tube,
30601608,"Chips, potato (street vendor)",Yes,50,1,Other (Specify),PLASTIC PAPER
30601608,Bar soap (Maluwa),Yes,25,1,Piece,
30601608,Toothbrush,Yes,20,1,Piece,
30601608,Toothpaste (50 g tube),Yes,60,50,Gram,
30601608,"Clothes soap (Omo, Surf)",Yes,120,45,Gram,
30601608,Vaseline/glycerin,Yes,55,25,Gram,
30601608,Aspirin or Panadol,Yes,10,1,Other (Specify),PACKET
30601608,Fansidar (3 tablet packet),Yes,30,1,Other (Specify),PACKET
30601608,Chitenje cloth,Yes,500,1,Piece,
30601608,Trousers (kaunjika),Yes,600,,,
30601608,"Coca-Cola, Fanta (bottle)",Yes,60,,,
30601608,Carlsberg beer (bottle),Yes,140,,,
30601608,"Cigarettes, Embassy (packet)",Yes,280,,,
30601608,Battery (dry cell) for radio,Yes,40,,,
30601608,"Watch, digital (simple), plastic",Yes,160,,,
30601608,Firewood,Yes,50,1,Heap,
30601608,Charcoal,Yes,500,1,50 KG. Bag,
30601608,Paraffin,Yes,160,1,Litre,
30601608,Chemical fertilizer (mkt value),No,,,,
30601608,Pesticides/Insecticides (mkt value),No,,,,
30601608,Herbicides/Fungicides (mkt value),No,,,,
30601608,Motorized transport of crop output (per 50kg),No,,,,
30601608,Hybrid maize seed (mkt value),No,,,,
30601608,"Hand hoe, without handle",Yes,400,,,
30601608,Panga,Yes,500,,,
30601608,Sickle,Yes,150,,,
30601608,Axe,Yes,500,,,
30601608,Bicycle,Yes,19000,,,
30601608,"Foam mattress (10 cm, single)",Yes,8600,,,
30601608,"Mosquito net (white, not treated)",No,,,,
30601608,"Ganyu wage, 1 day, adult male",No,,,,
30601639,Maize grain,Yes,2500,50,Kilogram,
30601639,"Maize flour (Gramil, Rab, or locally milled)",No,,,,
30601639,Cost to grind 50 kg bag of maize,Yes,200,,,
30601639,Cost to grind 50 kg bag of rice,No,,,,
30601639,Rice,No,,,,
30601639,White bread loaf (unsliced),No,,,,
30601639,Scone / Mandazi,Yes,10,1,Piece,
30601639,Beans,No,,,,
30601639,Cabbage,No,,,,
30601639,Tomatoes,Yes,20,1,Heap,
30601639,Banana,Yes,30,1,Bunch,
30601639,Fresh milk (liquid),No,,,,
30601639,Egg,No,,,,
30601639,Chicken (live),Yes,500,1,Piece,
30601639,Dried fish (usipa),No,,,,
30601639,Beef,No,,,,
