"PASSAGE","GRAPPE","MENAGE","EXTENSION","AS02EQ01","AS02EQ03","AS02EQ0","AS02EQ04","AS02EQ05","CULTURE","AS02EQ06A","AS02EQ06B","AS02EQ07A","AS02EQ07B","AS02EQ07C","AS02EQ07D","AS02EQH","AS02EQ0A","AS02EQ07E","AS02EQ07F","AS02EQ08","AS02EQ09","AS02EQ10","AS02EQ0C"
2,146,12,0,1,1,2,1,"SORGHO",2,10,11,0,,,1,2,1,,,1,100,3,1
2,146,12,0,1,1,3,1,"NIEBE",8,10,11,2,8,200,1,3,1,,,2,,,1
2,146,12,0,2,1,4,1,"ARACHIDE",10,10,11,3,8,300,1,4,2,,,2,,,1
2,146,13,0,1,1,1,1,"MIL",1,10,11,50,4,900,1,1,1,,,2,,,1
2,146,13,0,1,1,2,1,"SORGHO",2,10,11,0,,,1,2,1,,,2,,,1
2,146,13,0,1,1,3,1,"NIEBE",8,10,11,50,1,50,1,3,1,,,2,,,1
2,146,13,0,1,2,4,1,"MIL",1,10,11,30,4,500,1,4,1,,,2,,,2
2,146,13,0,1,2,5,1,"SORGHO",2,10,11,10,4,162,1,5,1,,,1,50,1,2
2,146,13,0,1,2,6,1,"NIEBE",8,10,11,50,1,50,1,6,1,,,2,,,2
2,146,13,0,2,1,8,1,"ARACHIDE",10,10,11,1,7,50,1,8,2,,,2,,,1
2,146,13,0,2,1,7,1,"GOMBO",11,10,11,1,8,100,1,7,2,,,2,,,1
2,146,14,0,1,1,1,1,"MIL",1,10,11,30,4,600,1,1,1,,,2,,,1
2,146,14,0,1,1,2,1,"NIEBE",8,10,11,1,7,50,1,2,1,,,2,,,1
2,146,14,0,1,1,3,1,"ARACHIDE",10,10,11,1,7,50,1,3,1,,,2,,,1
2,146,15,0,1,1,1,1,"MIL",1,10,11,9,4,150,1,1,1,,,1,25,1,1
2,146,15,0,1,1,2,1,"SORGHO",2,10,11,0,,,1,2,1,,,1,100,3,1
2,146,15,0,1,1,3,1,"NIEBE",8,10,1,0,,,1,3,1,,,1,100,3,1
2,146,17,0,1,1,1,1,"MIL",1,9,9,35,4,70,1,1,1,,,2,,,1
2,146,17,0,1,1,2,1,"NIEBE",8,9,9,1,7,50,1,2,1,,,2,,,1
2,146,17,0,1,2,3,1,"MIL",1,9,9,35,4,70,1,3,1,,,2,,,2
2,146,17,0,1,2,4,1,"NIEBE",8,9,9,1,7,50,1,4,1,,,2,,,2
2,146,17,0,1,3,5,1,"MIL",1,9,9,30,4,50,1,5,1,,,2,,,3
2,146,17,0,1,3,6,1,"NIEBE",8,9,9,1,7,50,1,6,1,,,2,,,3
2,146,17,0,2,1,7,1,"MIL",1,9,9,25,4,50,1,7,2,,,2,,,1
2,146,17,0,2,1,8,1,"NIEBE",8,9,9,1,7,50,1,8,2,,,2,,,1
2,146,18,0,1,1,1,1,"MIL",1,10,11,10,4,200,1,1,1,,,1,25,1,1
2,146,18,0,1,1,2,1,"NIEBE",8,10,11,25,1,25,1,2,1,,,2,,,1
2,146,18,0,1,2,3,1,"MIL",1,10,11,8,4,160,1,3,1,,,1,60,1,2
2,146,18,0,1,2,4,1,"NIEBE",8,10,11,25,1,25,1,4,1,,,2,,,2
2,147,1,0,1,1,1,1,"MIL",1,11,11,60,4,643,1,1,1,,,2,,,1
2,147,1,0,2,1,2,1,"MIL",1,11,11,100,4,1072,1,2,2,,,2,,,1
2,147,1,0,2,2,3,1,"SORGHO",2,11,11,40,4,266,1,3,2,,,2,,,2
2,147,1,0,4,2,4,1,"MIL",1,11,11,10,4,107,1,4,4,,,2,,,2
2,147,2,0,1,1,1,1,"MIL",1,11,11,60,4,482,1,1,1,,,2,,,1
2,147,2,0,1,1,3,1,"SORGHO",2,11,11,1,4,4,1,3,1,,,1,95,1,1
2,147,2,0,1,1,2,1,"NIEBE",8,11,11,2,5,5,1,2,1,,,1,95,1,1
2,147,3,0,1,1,1,1,"MIL",1,10,10,60,4,482,1,1,1,,,1,60,3,1
2,147,3,0,2,1,2,1,"SORGHO",2,10,10,20,4,161,1,2,2,,,1,80,3,1
2,147,4,0,1,1,1,1,"MIL",1,10,10,70,4,563,1,1,1,,,1,80,1,1
2,147,4,0,1,1,2,1,"NIEBE",8,0,,,,,,2,1,0,99,1,100,1,1
2,147,4,0,2,1,3,1,"MIL",1,10,10,50,4,402,1,3,2,,,1,70,1,1
2,147,4,0,2,1,4,1,"NIEBE",8,0,,,,,,4,2,0,99,1,100,1,1
2,147,4,0,3,1,5,1,"MIL",1,10,10,9,4,72,1,5,3,,,1,80,1,1
2,147,5,0,1,1,1,1,"MIL",1,10,11,30,4,322,1,1,1,,,2,,,1
2,147,5,0,2,1,2,1,"MIL",1,10,11,5,4,54,1,2,2,,,2,,,1
2,147,5,0,2,1,3,1,"NIEBE",8,0,,,,,,3,2,0,99,1,100,1,1
2,147,5,0,3,1,4,1,"SORGHO",2,0,,,,,,4,3,0,99,1,100,1,1
2,147,5,0,3,1,5,1,"SESAME",13,10,11,20,5,32,1,5,3,,,2,,,1
2,147,6,0,1,1,1,1,"MIL",1,10,11,30,4,322,1,1,1,,,2,,,1
2,147,6,0,1,1,2,1,"NIEBE",8,0,,,,,,2,1,0,99,1,100,3,1
2,147,6,0,2,1,3,1,"MIL",1,10,11,15,4,161,1,3,2,,,2,,,1
2,147,6,0,2,1,4,1,"NIEBE",8,0,,,,,,4,2,0,99,1,100,3,1
2,147,7,0,1,1,1,1,"MIL",1,10,10,70,4,750,1,1,1,,,1,70,3,1
2,147,7,0,1,1,2,1,"NIEBE",8,0,,,,,,2,1,0,99,1,100,3,1
2,147,7,0,2,1,3,1,"SORGHO",2,10,10,1,4,9,1,3,2,,,1,95,3,1
2,147,7,0,2,1,4,1,"SESAME",13,0,,,,,,4,2,0,99,1,100,3,1
2,147,8,0,1,1,1,1,"MIL",1,10,10,40,4,214,1,1,1,,,1,70,3,1
2,147,8,0,1,1,2,1,"NIEBE",8,0,,,,,,2,1,0,99,1,100,1,1
2,147,8,0,2,1,3,1,"SORGHO",1,10,10,20,4,89,1,3,2,,,1,80,3,1
2,147,10,0,1,1,1,1,"MIL",1,11,11,73,4,587,1,1,1,,,2,,,1
2,147,10,0,1,1,2,1,"NIEBE",8,11,11,5,5,12,1,2,1,,,1,95,1,1
2,147,10,0,2,1,3,1,"MIL",1,11,11,60,4,482,1,3,2,,,2,,,1
2,147,10,0,2,1,4,1,"NIEBE",8,11,11,2,5,5,1,4,2,,,1,95,1,1
2,147,10,0,3,1,5,1,"SORGHO",2,11,11,60,4,400,1,5,3,,,2,,,1
2,147,11,0,1,1,1,1,"MIL",1,11,11,70,4,750,1,1,1,,,2,,,1
2,147,11,0,1,1,2,1,"SORGHO",2,11,11,10,4,67,1,2,1,,,2,,,1
2,147,11,0,2,1,3,1,"MIL",1,11,11,40,4,429,1,3,2,,,2,,,1
2,147,12,0,1,1,1,1,"MIL",1,11,11,60,4,643,1,1,1,,,2,,,1
2,147,12,0,2,1,2,1,"MIL",1,11,11,100,4,1072,1,2,2,,,2,,,1
2,147,12,0,2,2,3,1,"SORGHO",2,11,11,40,4,266,1,3,2,,,2,,,2
2,147,12,0,3,1,4,1,"MIL",1,11,11,10,4,107,1,4,3,,,2,,,1
2,147,13,0,1,1,1,1,"MIL",1,10,10,60,4,643,1,1,1,,,1,80,3,1
2,147,13,0,1,1,2,1,"NIEBE",8,0,,,,,,2,1,0,99,1,100,3,1
2,147,13,0,1,1,3,1,"SESAME",13,10,10,37,5,59,1,3,1,,,2,,,1
2,147,13,0,2,1,4,1,"MIL",1,10,10,35,4,375,1,4,2,,,1,60,3,1
2,147,13,0,2,1,5,1,"NIEBE",8,0,,,,,,5,2,0,99,1,100,3,1
2,147,15,0,1,1,1,1,"MIL",1,11,11,12,4,97,1,1,1,,,2,,,1
2,147,15,0,2,1,2,1,"MIL",1,11,11,16,4,129,1,2,2,,,2,,,1
2,147,15,0,3,1,3,1,"MIL",1,11,11,12,4,97,1,3,3,,,2,,,1
2,147,15,0,3,1,4,1,"NIEBE",8,11,11,2,5,4,1,4,3,,,2,,,1
2,147,15,0,3,1,6,1,"GOMBO",11,11,11,2,5,1,1,6,3,,,2,,,1
2,147,15,0,3,1,5,1,"SESAME",13,11,11,4,5,8,1,5,3,,,2,,,1
2,147,18,0,1,1,1,1,"MIL",1,10,10,60,4,804,1,1,1,,,2,,,1
2,147,18,0,1,2,2,1,"NIEBE",8,0,,,,,,2,1,0,99,1,100,3,2
2,147,18,0,2,1,3,1,"SORGH0",2,0,,,,,,3,2,0,99,1,100,1,1
2,147,18,0,3,1,4,1,"MIL",1,10,10,40,4,536,1,4,3,,,2,,,1
2,147,18,0,3,1,5,1,"SESAME",13,10,10,5,5,8,1,5,3,,,2,,,1
2,148,1,0,1,1,1,1,"MIL",1,11,12,15,4,149,1,1,1,,,2,,,1
2,148,1,0,1,1,3,1,"SORGHO",2,0,,,,,,3,1,0,1,2,,,1
2,148,1,0,1,1,2,1,"NIEBE",8,11,12,5,5,14,1,2,1,,,1,90,4,1
2,148,1,0,2,1,4,1,"MIL",1,11,12,10,4,99,1,4,2,,,1,100,4,1
2,148,1,0,2,1,6,1,"SORGHO",2,0,,,,,,6,2,0,1,2,,,1
2,148,1,0,2,1,5,1,"NIEBE",8,0,,,,,,5,2,0,1,2,,,1
2,148,1,0,3,1,7,1,"MIL",1,11,12,12,4,119,1,7,3,,,1,70,4,1
2,148,1,0,3,1,9,1,"SORGHO",2,0,,,,,,9,3,0,1,2,,,1
2,148,1,0,3,1,8,1,"NIEBE",8,11,12,7,5,20,1,8,3,,,1,100,4,1
2,148,3,0,1,1,1,1,"MIL",1,10,10,15,4,186,1,1,1,,,1,70,3,1
2,148,3,0,1,1,2,1,"NIEBE",8,10,10,10,5,28,1,2,1,,,1,70,3,1
2,148,3,0,1,1,3,1,"OSEILLE",12,10,10,10,5,22,1,3,1,,,2,,,1
2,148,3,0,1,1,4,1,"SESAME",13,10,10,1,5,22,1,4,1,,,2,,,1
2,148,5,0,3,1,1,1,"MIL",1,9,9,40,4,560,1,1,3,,,1,50,8,1
2,148,5,0,4,1,2,1,"MIL",1,9,9,15,4,186,1,2,4,,,1,50,8,1
2,148,5,0,5,1,3,1,"MIL",1,9,9,50,4,620,1,3,5,,,1,50,8,1
2,148,6,0,1,1,1,1,"MIL",1,10,10,7,4,52,1,1,1,,,2,,,1
2,148,6,0,1,1,2,1,"NIEBE",8,10,10,23,5,65,1,2,1,,,2,,,1
2,148,6,0,2,1,3,1,"MIL",1,0,,,,,,3,2,0,1,1,100,3,1
2,148,6,0,2,1,4,1,"NIEBE",8,10,10,8,5,22,1,4,2,,,2,,,1
2,148,6,0,3,1,5,1,"MIL",1,10,10,4,4,30,1,5,3,,,2,,,1
2,148,6,0,3,1,6,1,"NIEBE",8,10,10,11,5,31,1,6,3,,,2,,,1
2,148,7,0,1,1,1,1,"MIL",1,10,10,10,4,124,1,1,1,,,2,,,1
2,148,7,0,1,1,2,1,"NIEBE",8,10,10,40,5,112,1,2,1,,,2,,,1
2,148,7,0,2,1,3,1,"MIL",1,10,10,6,4,74,1,3,2,,,2,,,1
2,148,7,0,2,1,4,1,"NIEBE",8,10,10,10,5,28,1,4,2,,,2,,,1
2,148,7,0,3,1,5,1,"NIEBE",8,10,10,40,5,112,1,5,3,,,2,,,1
2,148,7,0,4,1,6,1,"MIL",1,10,10,12,4,149,1,6,4,,,2,,,1
2,148,7,0,4,1,7,1,"NIEBE",8,10,10,40,5,112,1,7,4,,,2,,,1
2,148,7,0,5,1,8,1,"MIL",1,10,10,6,4,74,1,8,5,,,2,,,1
2,148,7,0,5,1,9,1,"NIEBE",8,10,10,10,5,28,1,9,5,,,2,,,1
2,148,7,0,6,1,10,1,"SORGHO",2,0,,,,,,10,6,0,1,1,100,3,1
2,148,8,0,1,1,1,1,"MIL",1,10,10,25,4,248,1,1,1,,,2,,,1
2,148,8,0,1,1,2,1,"NIEBE",8,10,10,40,5,112,1,2,1,,,2,,,1
2,148,8,0,2,1,3,1,"MIL",1,10,10,1,4,1,1,3,2,,,2,,,1
2,148,8,0,2,1,4,1,"NIEBE",8,1,10,10,5,28,1,4,2,,,2,,,1
2,148,9,0,1,1,1,1,"MIL",1,11,11,50,4,633,1,1,1,,,2,,,1
2,148,9,0,1,1,3,1,"SORGHO",2,11,11,5,4,90,1,3,1,,,2,,,1
2,148,9,0,1,1,2,1,"NIEBE",8,11,11,80,5,218,1,2,1,,,2,,,1
2,148,9,0,2,1,4,1,"MIL",1,11,11,11,4,139,1,4,2,,,2,,,1
2,148,9,0,2,1,5,1,"NIEBE",8,11,11,80,5,218,1,5,2,,,2,,,1
2,148,9,0,3,1,6,1,"MIL",1,11,11,7,4,89,1,6,3,,,1,95,4,1
2,148,9,0,3,1,8,1,"SORGHO",2,11,11,3,4,54,1,8,3,,,1,95,4,1
2,148,9,0,3,1,7,1,"NIEBE",8,11,11,20,5,54,1,7,3,,,1,80,4,1
2,148,10,0,1,1,1,1,"MIL",1,0,,,,,,1,1,0,1,1,100,4,1
2,148,10,0,1,1,2,1,"NIEBE",8,0,,,,,,2,1,0,1,1,100,4,1
2,148,10,0,2,1,3,1,"MIL",1,0,,,,,,3,2,0,1,1,100,4,1
2,148,10,0,2,1,5,1,"SORGHO",2,0,,,,,,5,2,0,1,1,100,4,1
2,148,10,0,2,1,4,1,"NIEBE",8,0,,,,,,4,2,0,1,1,100,4,1
2,148,10,0,3,1,6,1,"MIL",1,0,,,,,,6,3,0,1,1,100,4,1
2,148,10,0,3,1,8,1,"SORGHO",2,0,,,,,,8,3,0,1,1,100,4,1
2,148,10,0,3,1,7,1,"NIEBE",8,0,,,,,,7,3,0,1,1,100,4,1
2,148,11,0,1,1,1,1,"MIL",1,9,9,104,4,1290,1,1,1,,,2,,,1
2,148,11,0,2,1,2,1,"NIEBE",8,9,9,30,5,84,1,2,2,,,2,,,1
2,148,12,0,1,1,1,1,"MIL",1,11,11,20,4,149,1,1,1,,,1,70,3,1
2,148,12,0,1,1,2,1,"NIEBE",8,11,11,4,5,11,1,2,1,,,1,7,3,1
2,148,12,0,2,1,3,1,"MIL",1,11,11,30,4,223,1,3,2,,,2,,,1
2,148,12,0,2,1,4,1,"NIEBE",8,11,11,13,5,37,1,4,2,,,2,,,1
2,148,12,0,3,1,5,1,"MIL",1,11,11,40,4,298,1,5,3,,,2,,,1
2,148,12,0,3,1,6,1,"NIEBE",8,11,11,5,5,14,1,6,3,,,2,,,1
2,148,14,0,2,1,1,1,"MIL",1,10,11,15,4,186,1,1,2,,,1,60,8,1
2,148,14,0,2,1,2,1,"NIEBE",8,10,11,40,5,109,1,2,2,,,1,80,8,1
2,148,14,0,2,1,3,1,"GOMBO",11,0,,,,,,3,2,0,1,1,100,8,1
2,148,14,0,2,1,4,1,"SESAME",13,0,,,,,,4,2,0,1,1,100,8,1
2,148,14,0,3,1,5,1,"MIL",1,10,11,10,4,124,1,5,3,,,1,80,8,1
2,148,14,0,3,1,6,1,"NIEBE",8,10,11,40,5,112,1,6,3,,,1,80,8,1
2,148,14,0,5,1,7,1,"NIEBE",8,10,10,5,5,14,1,7,5,,,1,80,8,1
2,148,15,0,1,1,1,1,"MIL",1,11,11,60,4,446,1,1,1,,,2,,,1
2,148,15,0,1,1,2,1,"NIEBE",8,11,11,30,5,84,1,2,1,,,2,,,1
2,149,1,0,1,1,1,1,"MIL",1,11,11,15,4,186,1,1,1,,,2,,,1
2,149,1,0,1,1,3,1,"SORGHO",2,0,,,,,,3,1,0,1,1,100,8,1
2,149,1,0,1,1,2,1,"NIEBE",8,11,11,40,5,96,1,2,1,,,2,,,1
2,149,1,0,2,1,4,1,"MIL",1,0,,,,,,4,2,0,1,1,100,8,1
2,149,1,0,2,1,5,1,"NIEBE",8,11,11,20,5,48,1,5,2,,,2,,,1
2,149,1,0,3,1,6,1,"MIL",1,11,11,5,4,62,1,6,3,,,2,,,1
2,149,1,0,3,1,8,1,"SORGHO",2,11,11,0,,,1,8,3,,,1,100,8,1
2,149,1,0,3,1,7,1,"NIEBE",8,11,11,40,5,96,1,7,3,,,2,,,1
2,149,1,0,4,1,9,1,"MIL",1,11,11,20,4,248,1,9,4,,,2,,,1
2,149,1,0,4,1,10,1,"NIEBE",8,11,11,40,5,96,1,10,4,,,2,,,1
2,149,1,0,5,1,11,1,"MIL",1,11,11,5,4,62,1,11,5,,,2,,,1
2,149,1,0,5,1,12,1,"NIEBE",8,11,11,40,5,96,1,12,5,,,2,,,1
2,149,2,0,2,1,1,1,"MIL",1,10,10,10,4,124,1,1,2,,,1,80,8,1
2,149,2,0,2,1,3,1,"SOORGHO",2,10,10,2,5,4,1,3,2,,,1,100,8,1
2,149,2,0,2,1,2,1,"NIEBE",8,10,10,120,5,337,1,2,2,,,2,,,1
2,149,2,0,2,1,4,1,"SESAME",13,10,10,2,5,4,1,4,2,,,2,,,1
2,149,2,0,3,1,5,1,"MIL",1,10,10,7,4,89,1,5,3,,,1,80,8,1
2,149,2,0,3,1,6,1,"SORGHO",2,0,,,,,,6,3,0,2,1,100,8,1
2,149,2,0,3,1,7,1,"NIEBE",8,10,10,80,5,225,1,7,3,,,2,,,1
2,149,2,0,4,1,8,1,"MIL",1,0,,,,,,8,4,0,1,1,100,8,1
2,149,2,0,4,1,9,1,"NIEBE",8,10,10,20,5,56,1,9,4,,,1,50,8,1
2,149,3,0,1,1,1,1,"MIL",1,10,10,6,4,74,1,1,1,,,2,,,1
2,149,3,0,1,1,3,1,"SORGHO",2,10,10,1,5,3,1,3,1,,,1,70,3,1
2,149,3,0,1,1,2,1,"NIEBE",8,10,10,16,5,39,1,2,1,,,2,,,1
2,149,3,0,1,1,4,1,"OSEILLE",12,0,,,,,,4,1,0,1,1,100,3,1
2,149,5,0,1,1,1,1,"MIL",1,10,11,23,4,171,1,1,1,,,2,,,1
2,149,5,0,1,1,3,1,"SORGHO",2,10,11,9,5,24,1,3,1,,,2,,,1
2,149,5,0,1,1,2,1,"NIEBE",8,10,11,205,5,494,1,2,1,,,2,,,1
2,149,5,0,2,1,4,1,"MIL",1,10,11,17,4,126,1,4,2,,,2,,,1
2,149,5,0,2,1,6,1,"SORGHO",2,10,11,12,5,32,1,6,2,,,2,,,1
2,149,5,0,2,1,5,1,"NIEBE",8,10,11,123,5,296,1,5,2,,,2,,,1
2,149,5,0,2,1,8,1,"OSEILLE",12,10,11,10,5,22,1,8,2,,,2,,,1
2,149,5,0,3,1,9,1,"MIL",1,10,11,2,4,15,1,9,3,,,2,,,1
2,149,5,0,3,1,10,1,"NIEBE",8,10,11,20,5,48,1,10,3,,,2,,,1
2,149,6,0,1,1,1,1,"MIL",1,9,9,2,4,25,1,1,1,,,1,50,8,1
2,149,6,0,1,1,2,1,"NIEBE",8,9,9,20,5,56,1,2,1,,,1,50,8,1
2,149,6,0,2,1,3,1,"MIL",1,9,9,10,4,50,1,3,2,,,1,50,8,1
2,149,6,0,2,1,4,1,"NIEBE",8,9,9,40,5,112,1,4,2,,,1,50,8,1
2,149,8,0,1,1,1,1,"MIL",1,9,9,5,4,62,1,1,1,,,2,,,1
2,149,8,0,1,1,2,1,"NIEBE",8,9,9,20,5,56,1,2,1,,,2,,,1
2,149,8,0,2,1,3,1,"MIL",1,9,9,4,4,50,1,3,2,,,2,,,1
2,149,8,0,2,1,4,1,"NIEBE",8,9,9,5,5,14,1,4,2,,,2,,,1
2,149,9,0,1,1,1,1,"MIL",1,11,11,11,4,136,1,1,1,,,2,,,1
2,149,9,0,1,1,2,1,"NIEBE",8,11,11,40,5,96,1,2,1,,,2,,,1
2,149,9,0,2,1,3,1,"MIL",1,11,11,6,4,74,1,3,2,,,2,,,1
2,149,9,0,2,1,4,1,"NIEBE",8,11,11,15,5,36,1,4,2,,,2,,,1
2,149,9,0,3,1,5,1,"MIL",1,11,11,3,4,37,1,5,3,,,2,,,1
2,149,9,0,3,1,6,1,"NIEBE",8,11,11,10,5,24,1,6,3,,,2,,,1
2,149,10,0,1,1,1,1,"MIL",1,11,11,6,4,60,1,1,1,,,1,80,4,1
2,149,10,0,1,1,2,1,"NIEBE",8,11,11,80,5,193,1,2,1,,,2,,,1
2,149,10,0,2,1,3,1,"MIL",1,0,,,,,,3,2,0,1,1,100,4,1
2,149,10,0,2,1,4,1,"NIEBE",8,11,11,40,5,96,1,4,2,,,2,,,1
2,149,10,0,3,1,5,1,"MIL",1,0,,,,,,5,3,0,1,1,100,4,1
2,149,10,0,3,1,6,1,"NIEBE",8,11,11,20,5,48,1,6,3,,,2,,,1
2,149,11,0,1,1,1,1,"SESAME",13,10,10,7,5,0,1,1,1,,,2,,,1
2,149,11,0,1,2,2,1,"GOMBO",11,0,,,,,,2,1,0,1,1,100,3,2
2,149,11,0,1,3,3,1,"OSEILLE",12,10,10,0,,,1,3,1,,,2,,,3
2,149,12,0,1,1,1,1,"MIL",1,10,10,10,4,124,1,1,1,,,1,60,4,1
2,149,12,0,1,1,2,1,"SORGHO",2,0,,,,,,2,1,0,1,1,100,4,1
2,149,12,0,1,1,3,1,"NIEBE",8,10,10,120,5,337,1,3,1,,,2,,,1
2,149,12,0,2,1,4,1,"MIL",1,10,10,10,4,124,1,4,2,,,1,60,4,1
2,149,12,0,2,1,5,1,"SORGHO",2,0,,,,,,5,2,0,1,1,100,4,1
2,149,12,0,2,1,6,1,"NIEBE",8,10,10,80,5,225,1,6,2,,,2,,,1
2,149,12,0,2,1,7,1,"SESAME",13,10,10,3,5,0,1,7,2,,,2,,,1
2,149,15,0,1,1,1,1,"MIL",1,11,11,2,4,30,1,1,1,,,1,90,4,1
2,149,15,0,1,1,2,1,"NIEBE",8,11,11,5,5,12,1,2,1,,,1,90,4,1
2,149,15,0,2,1,3,1,"MIL",1,0,,,,,,3,2,0,1,1,100,4,1
2,149,15,0,2,1,4,1,"NIEBE",8,11,11,2,5,5,1,4,2,,,1,90,4,1
2,149,15,0,3,1,5,1,"MIL",1,0,,,,,,5,3,0,1,1,100,4,1
2,149,15,0,3,1,6,1,"NIEBE",8,11,11,2,5,5,1,6,3,,,1,90,4,1
2,149,17,0,1,1,1,1,"MIL",1,0,,,,,,1,1,0,1,1,100,4,1
2,149,17,0,1,1,2,1,"NIEBE",8,11,11,15,5,36,1,2,1,,,1,90,4,1
2,149,17,0,2,1,3,1,"MIL",1,0,,,,,,3,2,0,1,1,100,4,1
2,149,17,0,2,1,4,1,"NIEBE",8,11,11,5,5,12,1,4,2,,,1,95,4,1
2,149,18,0,1,1,1,1,"MIL",1,11,11,15,4,139,1,1,1,,,2,,,1
2,149,18,0,1,1,2,1,"NIEBE",8,11,11,20,5,48,1,2,1,,,2,,,1
2,149,18,0,2,1,3,1,"MIL",1,11,11,5,4,50,1,3,2,,,2,,,1
2,149,18,0,2,1,4,1,"NIEBE",8,11,11,10,5,2,1,4,2,,,2,,,1
2,149,18,0,3,1,5,1,"MIL",1,11,11,3,4,30,1,5,3,,,2,,,1
2,149,18,0,3,1,6,1,"NIEBE",8,11,11,20,5,48,1,6,3,,,2,,,1
2,149,18,0,4,1,7,1,"MIL",1,11,11,20,4,198,1,7,4,,,2,,,1
2,150,1,0,1,1,1,1,"MIL",1,11,11,20,4,202,1,1,1,,,1,80,3,1
2,150,1,0,1,1,3,1,"SORGHO",2,0,,,,,,3,1,0,1,1,100,3,1
2,150,1,0,1,1,2,1,"NIEBE",8,0,,,,,,2,1,0,1,1,100,3,1
2,150,3,0,1,1,1,1,"MIL",1,11,11,15,4,232,1,1,1,,,1,70,8,1
2,150,3,0,2,1,2,1,"MIL",1,11,11,8,4,124,1,2,2,,,1,80,8,1
2,150,4,0,1,1,1,1,"MIL",1,10,10,25,4,322,1,1,1,,,1,10,8,1
2,150,4,0,1,1,2,1,"NIEBE",8,10,10,16,5,41,1,2,1,,,1,20,8,1
2,150,5,0,1,1,1,1,"MIL",1,10,10,20,4,258,1,1,1,,,2,,,1
2,150,5,0,1,1,2,1,"SORGHO",2,10,10,5,4,64,1,2,1,,,2,,,1
2,150,5,0,1,1,3,1,"NIEBE",8,10,10,20,5,52,1,3,1,,,2,,,1
2,150,7,0,1,1,1,1,"NIEBE",8,9,10,20,5,54,1,1,1,,,2,,,1
2,150,7,0,2,1,2,1,"MIL",1,9,10,1,4,10,1,2,2,,,1,90,8,1
2,150,7,0,2,1,3,1,"NIEBE",8,9,10,20,5,54,1,3,2,,,2,,,1
2,150,7,0,3,1,4,1,"MIL",1,9,10,2,4,20,1,4,3,,,1,90,8,1
2,150,7,0,3,1,5,1,"NIEBE",8,9,10,12,5,326,1,5,3,,,2,,,1
2,150,8,0,1,1,1,1,"MIL",1,10,11,20,4,206,1,1,1,,,1,80,4,1
2,150,8,0,1,1,3,1,"SORGHO",2,10,11,1,4,5,1,3,1,,,1,90,4,1
2,150,8,0,1,1,2,1,"NIEBE",8,10,11,40,5,104,1,2,1,,,1,50,4,1
2,150,10,0,1,1,1,1,"MIL",1,10,10,13,4,134,1,1,1,,,1,80,3,1
2,150,10,0,1,1,2,1,"NIEBE",8,10,10,0,,,1,2,1,,,1,100,3,1
2,150,10,0,2,1,3,1,"MIL",1,10,10,3,4,31,1,3,2,,,1,90,3,1
2,150,10,0,2,1,4,1,"NIEBE",8,10,10,20,5,52,1,4,2,,,1,70,3,1
2,150,10,0,3,1,5,1,"MIL",1,10,10,30,4,310,1,5,3,,,1,60,3,1
2,150,10,0,3,1,6,1,"NIEBE",8,10,10,2,5,5,1,6,3,,,1,90,3,1
2,150,11,0,1,1,1,1,"MIL",1,10,11,17,4,172,1,1,1,,,2,,,1
2,150,11,0,1,1,2,1,"NIEBE",8,10,11,30,5,81,1,2,1,,,1,70,2,1
2,150,11,0,2,1,5,1,"MIL",1,10,11,12,4,122,1,5,2,,,2,,,1
2,150,11,0,3,1,3,1,"MIL",1,10,11,34,4,344,1,3,3,,,1,100,2,1
2,150,11,0,3,1,4,1,"SORGHO",2,0,,,,,,4,3,0,2,2,,,1
2,150,13,0,1,1,1,1,"MIL",1,10,10,7,4,54,1,1,1,,,2,,,1
2,150,13,0,2,1,2,1,"MIL",1,10,10,8,4,62,1,2,2,,,2,,,1
2,150,13,0,2,1,3,1,"NIEBE",8,10,10,20,5,52,1,3,2,,,2,,,1
2,150,15,0,1,1,1,1,"MIL",1,10,10,12,4,121,1,1,1,,,1,80,3,1
2,150,15,0,1,1,3,1,"SORGHO",2,10,10,2,4,10,1,3,1,,,1,80,3,1
2,150,15,0,1,1,2,1,"NIEBE",8,10,11,10,5,27,1,2,1,,,1,80,3,1
2,150,15,0,1,1,4,1,"OSEILLE",12,10,10,1,5,2,1,4,1,,,1,80,3,1
2,150,15,0,2,1,5,1,"MIL",1,10,10,2,4,20,1,5,2,,,1,90,3,1
2,150,15,0,2,1,7,1,"SORGHO",2,10,10,1,4,5,1,7,2,,,1,90,3,1
2,150,15,0,2,1,6,1,"NIEBE",8,10,10,10,5,27,1,6,2,,,1,90,3,1
2,150,15,0,3,1,8,1,"MIL",1,10,10,30,4,304,1,8,3,,,2,,,1
2,150,15,0,3,1,10,1,"SORGHO",2,10,10,5,4,26,1,10,3,,,2,,,1
2,150,15,0,3,1,9,1,"NIEBE",8,10,10,40,5,109,1,9,3,,,2,,,1
2,150,15,0,3,1,11,1,"OSEILLE",12,10,10,10,4,22,1,11,3,,,2,,,1
2,150,15,0,4,1,12,1,"MIL",1,10,10,2,4,20,1,12,4,,,1,90,3,1
2,150,15,0,4,1,13,1,"NIESE",8,0,,,,,,13,4,0,1,1,100,3,1
2,150,15,0,5,1,14,1,"MIL",1,10,10,3,4,30,1,14,5,,,1,90,3,1
2,150,15,0,5,1,15,1,"NIEBE",8,10,10,10,5,27,1,15,5,,,1,90,3,1
