"PASSAGE","GRAPPE","MENAGE","EXTENSION","AS02EQ01","AS02EQ03","AS02EQ0","AS02EQ04","AS02EQ05","CULTURE","AS02EQ06A","AS02EQ06B","AS02EQ07A","AS02EQ07B","AS02EQ07C","AS02EQ07D","AS02EQH","AS02EQ0A","AS02EQ07E","AS02EQ07F","AS02EQ08","AS02EQ09","AS02EQ10","AS02EQ0C"
2,93,12,0,4,1,11,1,"SORGHO",2,10,10,0,,,1,11,4,,,1,100,3,1
2,93,12,0,4,1,12,1,"NIEBE",8,10,10,0,,,1,12,4,,,1,100,1,1
2,93,13,0,1,1,1,1,"MIL",1,10,10,100,5,280,1,1,1,,,1,30,3,1
2,93,13,0,1,1,2,1,"NIEBE",8,10,10,15,5,46,1,2,1,,,1,30,3,1
2,93,13,0,2,1,3,1,"MIL",1,10,10,200,5,560,1,3,2,,,1,10,3,1
2,93,13,0,2,1,4,1,"ARACHIDE",10,10,10,5,5,14,1,4,2,,,1,99,3,1
2,93,13,0,3,1,5,1,"MIL",1,10,10,150,5,420,1,5,3,,,1,10,3,1
2,93,13,0,3,1,6,1,"NIEBE",8,10,10,30,5,81,1,6,3,,,1,10,3,1
2,93,13,0,4,1,7,1,"MIL",1,10,11,350,5,980,1,7,4,,,1,30,3,1
2,93,13,0,4,1,8,1,"NIBEBE",8,10,10,60,5,162,1,8,4,,,1,10,3,1
2,93,13,0,5,1,9,1,"MIL",1,10,11,200,5,260,1,9,5,,,2,,,1
2,93,13,0,5,1,10,1,"NIEBE",8,10,11,30,5,150,1,10,5,,,2,,,1
2,93,13,0,6,1,11,1,"MIL",1,10,10,75,5,201,1,11,6,,,1,10,3,1
2,93,13,0,6,1,12,1,"SORGHO",2,10,10,50,5,135,1,12,6,,,2,,,1
2,93,14,0,1,1,1,1,"MIL",1,10,11,165,5,462,1,1,1,,,2,,,1
2,93,14,0,1,1,2,1,"SORGHO",2,10,11,35,5,95,1,2,1,,,2,,,1
2,93,14,0,2,1,4,1,"SORGHO",2,10,11,20,5,60,1,4,2,,,2,,,1
2,93,14,0,2,1,3,1,"RIZ",3,10,11,30,5,60,1,3,2,,,2,,,1
2,93,14,0,2,1,5,1,"GOMBO",11,10,11,33,5,50,1,5,2,,,2,,,1
2,93,14,0,3,1,6,1,"MIL",1,10,11,120,5,336,1,6,3,,,2,,,1
2,93,14,0,3,1,7,1,"NIEBE",8,0,,,,,,7,3,0,1,1,100,3,1
2,93,14,0,4,1,8,1,"MIL",1,10,11,150,5,420,1,8,4,,,2,,,1
2,93,14,0,4,1,9,1,"NIEBE",8,10,11,17,5,50,1,9,4,,,2,,,1
2,93,14,0,5,1,11,1,"SORGHO",2,10,11,20,5,54,1,11,5,,,2,,,1
2,93,14,0,5,1,10,1,"RIZ",3,10,11,30,5,60,1,10,5,,,2,,,1
2,93,14,0,5,1,12,1,"GOMBO",11,10,11,30,5,45,1,12,5,,,2,,,1
2,93,14,0,6,1,13,1,"MIL",1,10,11,105,5,294,1,13,6,,,2,,,1
2,93,14,0,6,1,14,1,"SORGHO",2,10,11,10,5,27,1,14,6,,,2,,,1
2,93,14,0,7,2,15,1,"NIEBE",8,10,11,17,5,50,1,15,7,,,2,,,2
2,93,15,0,1,1,1,1,"MIL",1,10,11,70,5,196,1,1,1,,,1,50,3,1
2,93,15,0,1,1,2,1,"SORGHO",2,0,,,,,,2,1,0,1,1,25,3,1
2,93,15,0,1,1,3,1,"NIEBE",8,0,,,,,,3,1,0,1,2,,,1
2,93,15,0,2,1,4,1,"MIL",1,10,11,160,5,448,1,4,2,,,2,,,1
2,93,15,0,2,1,5,1,"SORGHO",2,0,,,,,,5,2,0,1,2,,,1
2,93,15,0,3,1,6,1,"MIL",1,10,11,435,5,1218,1,6,3,,,2,,,1
2,93,16,0,1,1,1,1,"MIL",1,10,10,95,5,266,1,1,1,,,1,60,3,1
2,93,16,0,1,1,2,1,"NIEBE",8,10,10,4,5,11,1,2,1,,,1,99,3,1
2,93,16,0,2,1,3,1,"MIL",1,10,10,150,5,480,1,3,2,,,1,50,3,1
2,93,16,0,2,1,4,1,"ARACHIDE",10,10,10,1,8,50,1,4,2,,,1,90,3,1
2,93,16,0,3,1,5,1,"MIL",1,10,10,15,4,150,1,5,3,,,1,50,3,1
2,93,16,0,3,1,6,1,"NIEBE",8,10,10,1,5,3,1,6,3,,,1,99,3,1
2,93,16,0,4,1,7,1,"MIL",1,10,10,75,5,210,1,7,4,,,1,60,3,1
2,93,16,0,4,1,8,1,"SORGHO",2,0,,,,,,8,4,0,1,1,100,3,1
2,93,16,0,5,1,9,1,"MIL",1,10,10,50,5,140,1,9,5,,,1,60,3,1
2,93,16,0,5,1,10,1,"NIEBE",8,10,10,4,5,11,1,10,5,,,1,99,3,1
2,93,16,0,6,1,11,1,"MIL",1,10,10,50,5,140,1,11,6,,,1,60,3,1
2,93,16,0,6,1,12,1,"NIEBE",8,10,10,2,5,6,1,12,6,,,1,90,3,1
2,93,17,0,1,1,1,1,"MIL",1,10,10,180,5,504,1,1,1,,,1,30,3,1
2,93,17,0,1,1,2,1,"SORGHO",2,10,10,70,5,189,1,2,1,,,1,20,3,1
2,93,17,0,1,1,3,1,"NIEBE",8,10,10,20,5,64,1,3,1,,,1,95,3,1
2,93,17,0,2,1,4,1,"MIL",1,10,10,130,5,364,1,4,2,,,1,50,3,1
2,93,17,0,3,1,5,1,"MIL",1,10,10,40,5,112,1,5,3,,,1,60,3,1
2,93,17,0,3,1,6,1,"NIEBE",8,10,10,7,5,19,1,6,3,,,1,50,3,1
2,93,17,0,4,1,7,1,"MIL",1,10,10,9,5,25,1,7,4,,,1,60,3,1
2,93,17,0,4,1,8,1,"NIEBE",8,10,10,3,5,22,1,8,4,,,1,60,3,1
2,93,17,0,5,1,9,1,"MIL",1,10,10,150,5,420,1,9,5,,,1,60,3,1
2,93,17,0,5,1,10,1,"NIEBE",8,10,10,8,5,22,1,10,5,,,1,80,3,1
2,93,17,0,6,1,11,1,"MIL",1,10,10,40,5,112,1,11,6,,,1,40,3,1
2,93,17,0,6,1,12,1,"NIEBE",8,10,10,28,5,76,1,12,6,,,1,20,3,1
2,93,17,0,7,1,13,1,"MIL",1,10,10,30,5,84,1,13,7,,,1,60,3,1
2,93,17,0,7,1,14,1,"NIEBE",8,10,10,3,5,8,1,14,7,,,1,80,3,1
2,93,18,0,1,1,2,1,"MIL",1,10,11,75,5,210,1,2,1,,,2,,,1
2,93,18,0,1,1,3,1,"NIEBE",8,10,11,400,5,1080,1,3,1,,,2,,,1
2,93,18,0,1,1,1,1,"ARACHIDE",10,10,11,160,5,240,1,1,1,,,2,,,1
2,93,18,0,2,1,4,1,"NIEBE",8,10,11,160,5,432,1,4,2,,,2,,,1
2,93,18,0,3,1,5,1,"NIEBE",8,10,11,100,5,270,1,5,3,,,2,,,1
2,94,1,0,1,1,1,1,"MIL",1,9,9,50,5,140,1,1,1,,,1,50,1,1
2,94,1,0,1,1,2,1,"SORGHO",2,9,9,10,5,27,1,2,1,,,1,60,1,1
2,94,2,0,1,1,1,1,"MIL",1,10,10,45,5,126,1,1,1,,,1,80,3,1
2,94,2,0,1,1,2,1,"SORGHO",2,10,10,7,5,19,1,2,1,,,1,50,3,1
2,94,2,0,1,1,3,1,"NIEBE",8,10,10,5,5,14,1,3,1,,,1,20,3,1
2,94,2,0,2,1,4,1,"MIL",1,10,10,30,5,84,1,4,2,,,1,20,3,1
2,94,2,0,2,1,5,1,"NIEBE",8,10,10,0,,,1,5,2,,,1,100,3,1
2,94,2,0,3,1,6,1,"MIL",1,10,10,50,5,140,1,6,3,,,1,80,3,1
2,94,2,0,3,1,7,1,"NIEBE",8,10,10,2,5,14,1,7,3,,,1,50,3,1
2,94,2,0,3,1,8,1,"ARACHIDE",10,0,,,,,,8,3,0,1,1,100,3,1
2,94,3,0,1,1,1,1,"MIL",1,0,,,,,,1,1,0,1,1,100,3,1
2,94,3,0,1,1,2,1,"SORGHO",2,0,,,,,,2,1,0,1,1,100,3,1
2,94,3,0,1,1,3,1,"NIEBE",8,0,,,,,,3,1,0,1,1,100,3,1
2,94,3,0,2,1,4,1,"MIL",1,0,,,,,,4,2,0,1,1,100,3,1
2,94,3,0,2,1,5,1,"SORGHO",2,0,,,,,,5,2,0,1,1,100,3,1
2,94,3,0,2,1,6,1,"NIEBE",8,0,,,,,,6,2,0,1,1,100,3,1
2,94,3,0,3,1,7,1,"MIL",1,10,10,200,5,280,1,7,3,,,1,100,3,1
2,94,3,0,3,1,8,1,"SORGHO",2,10,10,35,5,95,1,8,3,,,1,60,3,1
2,94,3,0,4,1,9,1,"MIL",1,10,10,100,5,180,1,9,4,,,1,70,3,1
2,94,4,0,1,1,1,1,"MIL",1,10,10,350,5,980,1,1,1,,,1,30,3,1
2,94,4,0,1,1,2,1,"SORGHO",2,10,10,42,5,113,1,2,1,,,1,20,3,1
2,94,4,0,1,1,3,1,"NIEBE",8,10,10,10,5,27,1,3,1,,,1,50,3,1
2,94,4,0,2,1,4,1,"MIL",1,10,10,150,5,420,1,4,2,,,1,40,3,1
2,94,4,0,2,1,5,1,"SORGHO",2,10,10,14,5,38,1,5,2,,,1,30,3,1
2,94,4,0,2,1,6,1,"NIEBE",8,10,10,3,5,8,1,6,2,,,1,25,3,1
2,94,4,0,3,1,7,1,"MIL",1,0,,,,,,7,3,0,1,1,100,3,1
2,94,4,0,3,1,8,1,"SORGHO",2,0,,,,,,8,3,0,1,1,100,3,1
2,94,4,0,3,1,9,1,"NIEBE",8,0,,,,,,9,3,0,1,1,100,3,1
2,94,4,0,5,1,10,1,"MIL",1,10,10,100,5,280,1,10,5,,,1,25,3,1
2,94,4,0,5,1,11,1,"NIEBE",8,10,10,4,5,11,1,11,5,,,1,75,3,1
2,94,5,0,1,1,1,1,"MIL",1,10,10,200,5,560,1,1,1,,,2,,,1
2,94,5,0,1,1,2,1,"SORGHO",2,10,10,14,5,38,1,2,1,,,1,80,3,1
2,94,5,0,1,1,3,1,"NIEBE",8,10,10,10,5,27,1,3,1,,,1,50,3,1
2,94,5,0,2,1,4,1,"MIL",1,10,10,50,5,140,1,4,2,,,1,70,3,1
2,94,5,0,2,1,5,1,"SORGHO",2,0,,,,,,5,2,0,1,1,100,3,1
2,94,5,0,2,1,6,1,"NIEBE",8,0,,,,,,6,2,0,1,1,100,3,1
2,94,5,0,3,1,7,1,"MIL",1,10,10,75,5,210,1,7,3,,,2,,,1
2,94,5,0,3,1,8,1,"SORGHO",2,0,,,,,,8,3,0,1,1,100,3,1
2,94,5,0,3,1,9,1,"NIEBE",8,10,10,7,5,19,1,9,3,,,1,80,3,1
2,94,5,0,4,1,10,1,"MIL",1,10,10,100,5,280,1,10,4,,,2,,,1
2,94,5,0,4,1,11,1,"SORGHO",2,10,10,14,5,38,1,11,4,,,1,60,3,1
2,94,5,0,4,1,12,1,"NIEBE",8,10,10,10,5,27,1,12,4,,,1,80,3,1
2,94,6,0,1,1,1,1,"MIL",1,10,11,200,5,560,1,1,1,,,1,10,3,1
2,94,6,0,1,1,3,1,"SORGHO",2,10,11,10,5,27,1,3,1,,,1,60,3,1
2,94,6,0,1,1,2,1,"NIEBE",8,10,11,10,5,27,1,2,1,,,1,50,3,1
2,94,6,0,2,1,4,1,"MIL",1,10,11,100,5,280,1,4,2,,,1,30,3,1
2,94,6,0,2,1,6,1,"SORGHO",2,10,11,50,5,135,1,6,2,,,1,90,3,1
2,94,6,0,2,1,5,1,"NIEBE",8,10,11,5,5,14,1,5,2,,,1,50,3,1
2,94,6,0,3,1,7,1,"MIL",1,10,11,75,5,210,1,7,3,,,1,5,3,1
2,94,6,0,3,1,8,1,"NIEBE",8,10,11,3,5,8,1,8,3,,,1,50,3,1
2,94,6,0,4,1,9,1,"MIL",1,10,11,75,5,210,1,9,4,,,1,55,3,1
2,94,6,0,4,1,10,1,"NIEBE",8,10,11,5,5,8,1,10,4,,,1,25,3,1
2,94,7,0,1,1,1,1,"MIL",1,10,11,200,5,560,1,1,1,,,1,20,3,1
2,94,7,0,1,1,2,1,"SORGHO",2,10,11,25,5,68,1,2,1,,,1,75,3,1
2,94,7,0,1,1,3,1,"NIEBE",8,10,11,6,5,16,1,3,1,,,1,60,3,1
2,94,7,0,2,1,4,1,"MIL",1,10,11,250,5,700,1,4,2,,,1,20,3,1
2,94,7,0,2,1,5,1,"SORGHO",2,10,11,30,5,81,1,5,2,,,1,80,3,1
2,94,7,0,2,1,6,1,"NIEBE",8,10,11,7,5,19,1,6,2,,,1,60,3,1
2,94,8,0,1,1,1,1,"MIL",1,10,10,35,5,98,1,1,1,,,1,70,3,1
2,94,8,0,1,1,2,1,"SORGHO",2,10,10,5,5,14,1,2,1,,,1,50,3,1
2,94,8,0,1,1,3,1,"NIEBE",8,10,10,5,5,14,1,3,1,,,1,80,3,1
2,94,8,0,2,1,4,1,"MIL",1,10,10,45,5,126,1,4,2,,,1,70,3,1
2,94,8,0,2,1,5,1,"SORGHO",2,10,10,5,5,14,1,5,2,,,1,90,3,1
2,94,8,0,2,1,6,1,"NIEBE",8,10,10,4,5,11,1,6,2,,,1,98,3,1
2,94,9,0,1,1,1,1,"MIL",1,10,10,50,5,144,1,1,1,,,1,20,3,1
2,94,9,0,1,1,3,1,"NIEBE",8,10,10,5,5,41,1,3,1,,,1,50,1,1
2,94,9,0,1,1,2,1,"ARACGHIDE",10,0,,,,,,2,1,0,1,1,100,3,1
2,94,9,0,2,1,4,1,"MIL",1,10,10,100,5,280,1,4,2,,,1,50,3,1
2,94,9,0,2,1,5,1,"SORGHO",2,10,10,14,5,38,1,5,2,,,1,30,3,1
2,94,9,0,2,1,6,1,"NIEBE",8,10,10,10,5,27,1,6,2,,,1,50,3,1
2,94,9,0,3,1,7,1,"MIL",1,10,10,50,5,140,1,7,3,,,1,25,3,1
2,94,9,0,3,1,9,1,"SORGHO",2,10,10,7,5,19,1,9,3,,,1,25,3,1
2,94,9,0,3,1,8,1,"NIEBE",8,10,10,10,5,27,1,8,3,,,1,25,1,1
2,94,9,0,4,1,10,1,"MIL",1,10,10,100,5,280,1,10,4,,,1,25,3,1
2,94,9,0,4,1,11,1,"SORGHO",2,10,10,14,5,38,1,11,4,,,1,60,3,1
2,94,9,0,5,1,12,1,"MIL",1,10,10,66,5,182,1,12,5,,,1,20,3,1
2,94,9,0,5,1,14,1,"SORGHO",2,0,,,,,,14,5,0,1,1,100,3,1
2,94,9,0,5,1,13,1,"NIEBE",8,0,,,,,,13,5,0,1,1,100,1,1
2,94,9,0,6,1,15,1,"MIL",1,10,10,100,5,280,1,15,6,,,1,15,3,1
2,94,9,0,6,1,16,1,"SORGHO",2,10,10,35,5,95,1,16,6,,,1,10,3,1
2,94,9,0,6,1,17,1,"GPMBO",11,0,,,,,,17,6,0,1,1,100,1,1
2,94,9,0,7,1,18,1,"MIL",1,10,10,75,5,203,1,18,7,,,1,5,3,1
2,94,9,0,7,1,20,1,"SORGHO",2,10,10,14,5,38,1,20,7,,,1,60,3,1
2,94,9,0,7,1,19,1,"NIEBE",8,10,10,5,5,15,1,19,7,,,1,60,3,1
2,94,9,0,8,1,21,1,"MIL",1,0,,,,,,21,8,0,1,1,100,4,1
2,94,9,0,8,1,23,1,"SORGHO",2,10,10,70,5,189,1,23,8,,,1,80,4,1
2,94,9,0,8,1,22,1,"NIEBE",8,0,,,,,,22,8,0,1,1,100,4,1
2,94,9,0,9,1,24,1,"MIL",1,0,,,,,,24,9,0,1,1,100,4,1
2,94,9,0,9,1,25,1,"NIEBE",2,0,,,,,,25,9,0,1,1,100,4,1
2,94,10,0,1,1,1,1,"MIL",1,10,11,400,5,1000,1,1,1,,,2,,,1
2,94,10,0,1,1,2,1,"SORGHO",2,10,11,20,5,50,1,2,1,,,2,,,1
2,94,10,0,1,1,3,1,"NIEBE",8,10,11,5,5,12,1,3,1,,,2,,,1
2,94,10,0,2,1,4,1,"MIL",1,10,11,200,5,500,1,4,2,,,2,,,1
2,94,10,0,2,1,5,1,"SORGHO",2,10,11,50,5,135,1,5,2,,,2,,,1
2,94,10,0,2,1,6,1,"NIEBE",8,10,11,6,5,16,1,6,2,,,2,,,1
2,94,10,0,3,1,7,1,"MIL",1,10,11,250,5,550,1,7,3,,,2,,,1
2,94,10,0,3,1,8,1,"SORGHO",2,10,11,25,5,68,1,8,3,,,2,,,1
2,94,10,0,3,1,9,1,"NIEBE",8,10,11,3,5,8,1,9,3,,,2,,,1
2,94,10,0,4,1,10,1,"MIL",1,10,11,150,5,420,1,10,4,,,2,,,1
2,94,10,0,4,1,11,1,"SORGHO",2,10,11,15,5,46,1,11,4,,,2,,,1
2,94,10,0,4,1,12,1,"NIEBE",8,10,11,2,5,5,1,12,4,,,2,,,1
2,94,10,0,5,1,13,1,"MIL",1,10,11,300,5,840,1,13,5,,,2,,,1
2,94,10,0,5,1,14,1,"SORGHO",2,10,11,10,5,27,1,14,5,,,2,,,1
2,94,10,0,5,1,15,1,"NIEBE",8,10,11,2,5,5,1,15,5,,,2,,,1
2,94,10,0,6,1,17,1,"SORGHO",2,10,11,15,5,46,1,17,6,,,2,,,1
2,94,10,0,6,1,16,1,"NIEBE",8,10,11,5,5,14,1,16,6,,,2,,,1
2,94,10,0,7,1,18,1,"MIL",1,10,11,50,5,120,1,18,7,,,2,,,1
2,94,10,0,7,1,20,1,"SORGHO",2,10,11,5,5,14,1,20,7,,,2,,,1
2,94,10,0,7,1,19,1,"NIEBE",8,10,11,2,5,5,1,19,7,,,2,,,1
2,94,11,0,1,1,1,1,"MIL",1,10,12,70,5,196,1,1,1,,,2,,,1
2,94,11,0,1,1,2,1,"SORGHO",2,10,12,5,5,14,1,2,1,,,2,,,1
2,94,11,0,1,1,3,1,"NIEBE",8,10,12,10,5,27,1,3,1,,,2,,,1
2,94,11,0,2,1,4,1,"MIL",1,10,12,20,5,56,1,4,2,,,2,,,1
2,94,11,0,2,1,5,1,"SORGHO",2,10,12,5,5,14,1,5,2,,,2,,,1
2,94,11,0,2,1,6,1,"NIEBE",8,10,12,4,5,11,1,6,2,,,2,,,1
2,94,11,0,3,1,7,1,"SORGHO",2,10,12,200,5,540,1,7,3,,,2,,,1
2,94,12,0,1,1,1,1,"SORGHO",2,9,11,200,5,540,1,1,1,,,2,,,1
2,94,12,0,1,2,2,1,"MIL",1,9,11,650,5,1820,1,2,1,,,2,,,2
2,94,12,0,1,2,3,1,"SESAME",13,9,11,5,5,9,1,3,1,,,2,,,2
2,94,12,0,1,3,4,1,"SORGHO",2,9,11,150,5,405,1,4,1,,,2,,,3
2,94,12,0,2,1,5,1,"MIL",1,9,11,100,5,280,1,5,2,,,2,,,1
2,94,12,0,2,1,6,1,"SORGHO",2,9,11,15,5,41,1,6,2,,,2,,,1
2,94,12,0,2,1,7,1,"NIEBE",8,9,11,3,5,8,1,7,2,,,2,,,1
2,94,12,0,3,1,8,1,"MIL",1,9,11,200,5,560,1,8,3,,,2,,,1
2,94,12,0,3,1,9,1,"NIEBE",8,9,11,4,5,11,1,9,3,,,2,,,1
2,94,12,0,4,1,10,1,"MIL",1,9,11,150,5,405,1,10,4,,,2,,,1
2,94,12,0,4,1,11,1,"NIEBE",8,9,11,7,5,19,1,11,4,,,2,,,1
2,94,12,0,5,1,12,1,"MIL",1,9,11,100,5,280,1,12,5,,,2,,,1
2,94,12,0,5,1,13,1,"SORGHO",2,9,11,10,5,27,1,13,5,,,2,,,1
2,94,12,0,5,1,14,1,"NIEBE",8,9,11,2,5,5,1,14,5,,,2,,,1
2,94,12,0,6,1,15,1,"MIL",1,9,11,85,5,238,1,15,6,,,2,,,1
2,94,12,0,6,1,16,1,"SORGHO",2,9,11,10,5,27,1,16,6,,,2,,,1
2,94,12,0,7,1,17,1,"MIL",1,9,11,125,5,350,1,17,7,,,2,,,1
2,94,12,0,7,1,18,1,"SORGHO",2,9,11,25,5,68,1,18,7,,,2,,,1
2,94,12,0,7,1,19,1,"NIEBE",8,9,11,8,5,22,1,19,7,,,2,,,1
2,94,12,0,8,1,20,1,"MIL",1,9,11,75,5,210,1,20,8,,,2,,,1
2,94,12,0,8,1,21,1,"SORGHO",2,10,11,15,5,41,1,21,8,,,2,,,1
2,94,12,0,8,1,22,1,"NIEBE",8,10,11,5,5,14,1,22,8,,,2,,,1
2,94,12,0,9,1,25,1,"MIL",1,10,11,75,5,210,1,25,9,,,2,,,1
2,94,12,0,9,1,24,1,"SORGHO",2,10,11,15,5,41,1,24,9,,,2,,,1
2,94,12,0,9,2,27,1,"SORGHO",2,10,11,10,5,27,1,27,9,,,2,,,2
2,94,12,0,9,2,26,1,"NIEBE",8,10,11,5,5,14,1,26,9,,,2,,,2
2,94,12,0,10,1,28,1,"MIL",1,10,11,350,5,980,1,28,0,,,2,,,1
2,94,12,0,10,1,29,1,"SORGHO",2,10,11,200,5,540,1,29,0,,,2,,,1
2,94,12,0,10,2,30,1,"MIL",1,10,11,250,5,700,1,30,0,,,2,,,2
2,94,12,0,10,2,31,1,"SORGHO",2,10,11,150,5,405,1,31,0,,,2,,,2
2,94,12,0,10,2,32,1,"SESAME",13,10,11,5,5,9,1,32,0,,,2,,,2
2,94,13,0,1,1,1,1,"MIL",1,10,12,300,5,840,1,1,1,,,1,40,3,1
2,94,13,0,1,1,2,1,"SORGHO",2,10,12,5,5,14,1,2,1,,,1,90,3,1
2,94,13,0,1,1,3,1,"NIEBE",8,10,12,10,5,27,1,3,1,,,1,90,3,1
2,94,13,0,1,1,4,1,"ARACHIDE",10,0,,,,,,4,1,0,1,1,100,3,1
2,94,13,0,2,1,5,1,"MIL",1,10,12,60,5,168,1,5,2,,,1,85,3,1
2,94,13,0,2,1,6,1,"SORGHO",2,10,12,15,5,41,1,6,2,,,1,80,3,1
2,94,13,0,2,1,7,1,"ARACHIDE",10,10,12,40,5,96,1,7,2,,,1,90,3,1
2,94,13,0,3,1,8,1,"MIL",1,10,12,75,5,210,1,8,3,,,1,85,3,1
2,94,13,0,3,1,9,1,"NIEBE",8,10,12,20,5,54,1,9,3,,,1,80,3,1
2,94,13,0,4,1,10,1,"MIL",1,10,12,100,5,280,1,10,4,,,1,80,3,1
2,94,13,0,4,1,11,1,"SORGHO",2,0,,,,,,11,4,0,1,1,100,3,1
2,94,13,0,4,1,12,1,"NIEBE",8,10,12,30,5,81,1,12,4,,,1,70,3,1
2,94,13,0,5,1,13,1,"SORGHO",2,10,12,200,5,540,1,13,5,,,1,60,3,1
2,94,13,0,5,1,14,1,"GOMBO",11,0,,,,,,14,5,0,1,1,100,3,1
2,94,14,0,1,1,1,1,"MIL",1,9,10,50,5,140,1,1,1,,,1,90,3,1
2,94,14,0,1,1,3,1,"SORGHO",2,9,10,15,5,46,1,3,1,,,1,99,3,1
2,94,14,0,1,1,2,1,"NIEBE",8,9,10,5,5,14,1,2,1,,,1,80,3,1
2,94,14,0,2,1,4,1,"MIL",1,9,10,250,5,700,1,4,2,,,1,20,3,1
2,94,14,0,2,1,6,1,"SORGHO",2,9,10,23,5,68,1,6,2,,,1,75,3,1
2,94,14,0,2,1,5,1,"NIEBE",8,9,10,20,5,54,1,5,2,,,1,60,3,1
2,94,14,0,3,1,7,1,"MIL",1,10,11,50,5,140,1,7,3,,,1,60,3,1
2,94,14,0,3,1,9,1,"SORGHO",2,10,11,5,5,14,1,9,3,,,1,90,3,1
2,94,14,0,3,1,8,1,"NIEBE",8,10,11,5,5,14,1,8,3,,,1,75,3,1
2,94,14,0,4,1,10,1,"MIL",1,10,11,100,5,280,1,10,4,,,1,25,3,1
2,94,14,0,4,1,12,1,"SORGHO",2,10,11,20,5,54,1,12,4,,,1,80,3,1
2,94,14,0,4,1,11,1,"NIEBE",8,10,11,10,5,27,1,11,4,,,1,60,3,1
2,94,14,0,5,1,13,1,"MIL",1,10,11,40,5,112,1,13,5,,,1,60,3,1
2,94,14,0,5,1,15,1,"SORGHO",2,10,11,10,5,27,1,15,5,,,1,70,3,1
2,94,14,0,5,1,14,1,"NIEBE",8,10,11,5,5,14,1,14,5,,,1,80,3,1
2,94,15,0,1,1,1,1,"MIL",1,10,11,190,5,532,1,1,1,,,2,,,1
2,94,15,0,1,1,2,1,"SORGHO",2,0,,,,,,2,1,0,1,1,100,3,1
2,94,15,0,2,1,3,1,"MIL",1,10,11,180,5,504,1,3,2,,,2,,,1
2,94,15,0,2,1,4,1,"SORGHO",2,0,,,,,,4,2,0,1,1,100,3,1
2,94,15,0,2,1,5,1,"NIEBE",8,0,,,,,,5,2,0,1,1,100,3,1
